# Saved on 2025-07-12T19:42:11.069208
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TE45
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.003
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 2
#   v_rst: -1.5
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S)
3.7000144000e+01,5.0199912948e-04,6.1611426645e-04,7.0198424510e-04
3.8000144000e+01,5.0004920922e-04,6.2000210164e-04,7.0019734267e-04
3.9000144000e+01,5.0113583711e-04,6.1503305915e-04,7.0035712270e-04
4.0000144000e+01,5.0080452638e-04,6.1559403548e-04,7.0080328442e-04
4.1000144000e+01,5.0208920584e-04,6.1512575485e-04,7.0118556323e-04
4.2000144000e+01,5.0010155974e-04,6.1596634623e-04,6.9933994382e-04
4.3000144000e+01,5.0181737606e-04,6.2156708736e-04,6.9926441938e-04
4.4000144000e+01,5.0143367844e-04,6.1790102336e-04,7.0074376708e-04
4.5000144000e+01,5.0149305025e-04,6.1980150349e-04,7.0063309977e-04
4.6000144000e+01,5.0099828513e-04,6.1750586610e-04,6.9894056651e-04
4.7000144000e+01,5.0300899602e-04,6.1740509409e-04,6.9896574132e-04
4.8000144000e+01,5.0588423619e-04,6.1666447436e-04,7.0009191404e-04
4.9000144000e+01,5.0161037507e-04,6.1969723902e-04,7.0067530032e-04
5.0000144000e+01,5.0118393119e-04,6.1687613197e-04,7.0181151386e-04
5.1000144000e+01,5.0127931900e-04,6.1561266193e-04,6.9817389885e-04
5.2000144000e+01,5.0252572692e-04,6.1624952650e-04,7.0103676990e-04
5.3000144000e+01,5.0158807426e-04,6.1318845837e-04,6.9908019213e-04
5.4000144000e+01,5.0096041377e-04,6.1657665356e-04,7.0109286753e-04
5.5000144000e+01,5.0175058277e-04,6.1751408793e-04,7.0000940468e-04
5.6000144000e+01,5.0228045438e-04,6.1564460339e-04,6.9930494647e-04
5.7000144000e+01,5.0237147661e-04,6.1655322497e-04,6.9821580837e-04
5.8000144000e+01,5.0239163102e-04,6.1613471189e-04,6.9960704423e-04
5.9000144000e+01,5.0261776778e-04,6.1578422901e-04,7.0040470746e-04
6.0000144000e+01,5.0218804972e-04,6.1824568547e-04,6.9650188379e-04
6.1000144000e+01,5.0034235755e-04,6.1656588514e-04,6.9808214903e-04
6.2000144000e+01,5.0065344112e-04,6.1657388869e-04,7.0067086199e-04
6.3000144000e+01,5.0444530643e-04,6.2052546127e-04,6.9834997703e-04
6.4000144000e+01,5.0040151109e-04,6.1747428845e-04,6.9953945058e-04
6.5000144000e+01,5.0167065638e-04,6.1618018663e-04,6.9907735451e-04
6.6000144000e+01,5.0184287829e-04,6.2136597990e-04,6.9761648774e-04
6.7000144000e+01,5.0111233577e-04,6.1651517171e-04,6.9818073825e-04
6.8000144000e+01,5.0201102567e-04,6.2137412897e-04,6.9761372288e-04
6.9000144000e+01,5.0107471907e-04,6.1984079366e-04,6.9818372140e-04
7.0000144000e+01,5.0203525461e-04,6.1764694692e-04,6.9815403549e-04
7.1000144000e+01,5.0100385124e-04,6.1659629864e-04,6.9527253800e-04
7.2000144000e+01,5.0142112741e-04,6.1642327637e-04,6.9575871748e-04
7.3000144000e+01,4.9882535677e-04,6.1638122133e-04,6.9649562647e-04
7.4000144000e+01,5.0055510656e-04,6.1817663664e-04,6.9638794230e-04
7.5000144000e+01,5.0143305998e-04,6.1983882915e-04,6.9787660323e-04
7.6000144000e+01,5.0004837249e-04,6.1834041844e-04,6.9672394602e-04
7.7000144000e+01,5.0177226512e-04,6.2241982960e-04,6.9741981861e-04
7.8000144000e+01,4.9908587243e-04,6.1765036662e-04,6.9821122452e-04
7.9000144000e+01,5.0154478231e-04,6.1688697315e-04,6.9994064688e-04
8.0000144000e+01,4.9958045565e-04,6.1771228502e-04,6.9848567364e-04
8.1000144000e+01,5.0121700042e-04,6.1697028286e-04,6.9766312663e-04
8.2000144000e+01,5.0077538617e-04,6.1362261476e-04,6.9683410402e-04
8.3000144000e+01,5.0121027016e-04,6.2119230279e-04,6.9578483817e-04
8.4000144000e+01,5.0053469749e-04,6.2043240177e-04,6.9929774327e-04
8.5000144000e+01,5.0029790145e-04,6.1919046857e-04,6.9642504968e-04
8.6000144000e+01,5.0108588766e-04,6.2526487454e-04,6.9644469477e-04
8.7000144000e+01,4.9972244597e-04,6.1859209382e-04,6.9589485065e-04
8.8000144000e+01,4.9987276725e-04,6.2322302256e-04,6.9692156103e-04
8.9000144000e+01,5.0157374062e-04,6.1916900449e-04,6.9738271122e-04
9.0000144000e+01,5.0020702474e-04,6.1846090830e-04,6.9831352448e-04
9.1000144000e+01,4.9881924497e-04,6.1643862864e-04,6.9743051426e-04
9.2000144000e+01,5.0041900977e-04,6.1901708250e-04,6.9756017183e-04
9.3000144000e+01,5.0128295698e-04,6.1951017415e-04,6.9750465627e-04
9.4000144000e+01,5.0026344979e-04,6.1643804656e-04,6.9566449383e-04
9.5000144000e+01,5.0170601753e-04,6.2189523305e-04,6.9992835051e-04
9.6000144000e+01,5.0037884648e-04,6.1828082835e-04,6.9891219027e-04
9.7000144000e+01,4.9964786740e-04,6.1761085817e-04,6.9683075708e-04
9.8000144000e+01,5.0091770390e-04,6.1737671786e-04,6.9713954872e-04
9.9000144000e+01,4.9966060033e-04,6.1759150412e-04,6.9694135163e-04
1.0000014400e+02,4.9976486480e-04,6.2012615672e-04,6.9784946390e-04
1.0100014400e+02,5.0198337703e-04,6.2030427216e-04,6.9620036811e-04
1.0200014400e+02,5.0055212341e-04,6.1910177465e-04,6.9762405474e-04
1.0300014400e+02,5.0112335884e-04,6.2432773120e-04,6.9635942054e-04
1.0400014400e+02,4.9906571803e-04,6.2481733039e-04,6.9693989644e-04
1.0500014400e+02,4.9910177040e-04,6.1907499912e-04,6.9836525654e-04
1.0600014400e+02,4.9992017011e-04,6.1830185587e-04,6.9502377301e-04
1.0700014400e+02,5.0068963901e-04,6.2152656028e-04,6.9679343142e-04
1.0800014400e+02,5.0097121857e-04,6.1757338699e-04,6.9842462835e-04
1.0900014400e+02,5.0052127335e-04,6.1684811953e-04,6.9606263423e-04
1.1000014400e+02,5.0082173402e-04,6.1604572693e-04,6.9592722866e-04
1.1100014400e+02,5.0003713113e-04,6.1803082644e-04,6.9753587013e-04
1.1200014400e+02,5.0084247050e-04,6.1812541389e-04,6.9704990892e-04
1.1300014400e+02,5.0107923016e-04,6.1942024331e-04,6.9704765338e-04
1.1400014400e+02,5.0002901844e-04,6.1915823608e-04,6.9756541052e-04
1.1500014400e+02,5.0028433179e-04,6.1789905885e-04,6.9550253102e-04
1.1600014400e+02,5.0037029723e-04,6.1530648964e-04,6.9796631578e-04
1.1700014400e+02,5.0153386837e-04,6.1999729951e-04,6.9693422120e-04
1.1800014400e+02,5.0046171964e-04,6.1545113567e-04,6.9960122346e-04
1.1900014400e+02,5.0033224397e-04,6.1748942244e-04,6.9563080615e-04
1.2000014400e+02,5.0084468967e-04,6.1515551351e-04,6.9693909609e-04
1.2100014400e+02,4.9957128795e-04,6.1618506152e-04,6.9656576670e-04
1.2200014400e+02,5.0062844821e-04,6.1728576839e-04,6.9739566243e-04
1.2300014400e+02,5.0162583648e-04,6.1660633946e-04,6.9758491009e-04
1.2400014400e+02,5.0026432291e-04,6.1667073169e-04,6.9917470682e-04
1.2500014400e+02,5.0089758588e-04,6.1500999436e-04,6.9995963713e-04
1.2600014400e+02,5.0209342589e-04,6.1495666159e-04,6.9853027526e-04
1.2700014400e+02,5.0073187595e-04,6.1548358644e-04,6.9828303822e-04
1.2800014400e+02,5.0089867727e-04,6.1507045757e-04,6.9830864959e-04
1.2900014400e+02,5.0035509048e-04,6.1567196099e-04,7.0234607847e-04
1.3000014400e+02,5.0070240832e-04,6.1523205659e-04,7.0245354436e-04
1.3100014400e+02,5.0545058912e-04,6.2111423176e-04,7.0219459303e-04
1.3200014400e+02,5.0129878218e-04,6.1771832407e-04,7.0123831392e-04
1.3300014400e+02,5.0045513490e-04,6.1521051975e-04,7.0243688242e-04
1.3400014400e+02,5.0149210438e-04,6.2200779212e-04,7.0345180575e-04
1.3500014400e+02,5.0173879572e-04,6.1975770222e-04,7.0181675255e-04
1.3600014400e+02,5.0187456509e-04,6.1591868871e-04,7.0048488851e-04
1.3700014400e+02,5.0167880545e-04,6.1800317781e-04,6.9936126238e-04
1.3800014400e+02,5.0087001000e-04,6.1479644501e-04,7.0031484938e-04
1.3900014400e+02,5.0152029871e-04,6.2012251874e-04,7.0221292845e-04
1.4000014400e+02,5.0155565987e-04,6.1697071942e-04,7.0096866693e-04
1.4100014400e+02,5.0037691835e-04,6.1433725932e-04,7.0146277722e-04
1.4200014400e+02,5.0168888265e-04,6.1396480305e-04,7.0121379395e-04
1.4300014400e+02,5.0135691708e-04,6.1266619014e-04,7.0136229624e-04
1.4400014400e+02,5.0165508583e-04,6.1764236307e-04,7.0095309638e-04
1.4500014400e+02,5.0127655413e-04,6.1550890678e-04,7.0036272518e-04
1.4600014400e+02,5.0028513215e-04,6.1328057200e-04,7.0213369327e-04
1.4700014400e+02,5.0089362048e-04,6.1492290115e-04,7.0167072408e-04
1.4800014400e+02,5.0182774430e-04,6.1514729168e-04,7.0132387918e-04
1.4900014400e+02,5.0109232689e-04,6.1550847022e-04,6.9911162427e-04
1.5000014400e+02,4.9967336963e-04,6.0485035647e-04,7.0145739301e-04
1.5100014400e+02,5.0036658649e-04,6.1237224145e-04,7.0038797276e-04
1.5200014400e+02,5.0046848628e-04,6.1313134211e-04,6.9980051194e-04
1.5300014400e+02,5.0047165132e-04,6.1394341174e-04,6.9938818342e-04
1.5400014400e+02,5.0059079513e-04,6.1543767515e-04,7.0045207394e-04
1.5500014400e+02,5.0085811381e-04,6.1547085352e-04,7.0053232776e-04
1.5600014400e+02,5.0180155085e-04,6.1629478296e-04,6.9935231295e-04
1.5700014400e+02,5.0148391892e-04,6.1600156187e-04,7.0153830166e-04
1.5800014400e+02,4.9959453463e-04,6.1593003920e-04,6.9948699092e-04
1.5900014400e+02,5.0062491937e-04,6.2096391048e-04,7.0117108407e-04
1.6000014400e+02,5.0076316256e-04,6.1647260736e-04,6.9989699114e-04
1.6100014400e+02,5.0046841352e-04,6.1533028202e-04,6.9934802013e-04
1.6200014400e+02,5.0027159887e-04,6.1459511926e-04,7.0105910709e-04
1.6300014400e+02,5.0094859034e-04,6.1255748733e-04,7.0130983659e-04
1.6400014400e+02,5.0039645430e-04,6.1327395088e-04,7.0004010922e-04
1.6500014400e+02,5.0050384743e-04,6.1186256062e-04,6.9826412073e-04
1.6600014400e+02,5.0025850214e-04,6.1282065872e-04,6.9753667049e-04
1.6700014400e+02,5.0036465836e-04,6.2144623371e-04,6.9923909905e-04
1.6800014400e+02,5.0256858231e-04,6.1412167270e-04,6.9889676524e-04
1.6900014400e+02,5.0181639381e-04,6.1639620981e-04,7.0040827268e-04
1.7000014400e+02,5.0123489928e-04,6.1439975980e-04,7.0044152380e-04
1.7100014400e+02,5.0309117796e-04,6.1807113525e-04,7.0162888733e-04
1.7200014400e+02,4.9979124014e-04,6.1963524786e-04,7.0025234891e-04
1.7300014400e+02,4.9956019211e-04,6.1836239183e-04,7.0217858593e-04
1.7400014400e+02,5.0110324082e-04,6.1804501456e-04,7.0305766712e-04
1.7500014400e+02,4.9944803322e-04,6.1869366618e-04,7.0056841651e-04
1.7600014400e+02,5.0116275816e-04,6.1920807639e-04,7.0340312959e-04
1.7700014400e+02,5.0033901061e-04,6.2052102294e-04,7.0173635322e-04
1.7800014400e+02,5.0109007134e-04,6.1893384554e-04,7.0186913945e-04
