# Saved on 2025-07-25T14:10:05.901060
# Name: Shreenidhi
# Sample_ID: GWC331_WGFMU_noise
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# wgfmu_readout:
#   num_read: 10
#   v_rd: 0.1
#   read_waveform: ReRAM_RTN_Evan
Time (s),Noise Readout 1uA,Noise Readout 10uA,Noise Readout 100uA,Noise Readout 1mA
9.0144000000e-02,8.4738203441e-06,2.4649305033e-06,1.4373091290e-05,1.5176087800e-05
9.1144000000e-02,1.5683375750e-05,-8.2949391071e-06,1.5792715203e-05,2.5857259971e-05
9.2144000000e-02,1.3360048797e-05,1.3336787561e-05,1.8429440388e-05,3.6437864765e-05
9.3144000000e-02,2.6431125661e-05,1.4877592548e-05,2.5878152883e-05,3.4910153772e-05
9.4144000000e-02,3.5364369978e-05,2.0587292966e-05,3.7877129216e-05,1.7390768335e-05
9.5144000000e-02,3.4179029171e-05,8.2533279055e-06,2.4520650186e-05,1.2027339835e-05
9.6144000000e-02,1.7617809135e-05,1.7003547327e-05,1.4230042325e-05,2.1083158572e-05
9.7144000000e-02,1.2244908248e-05,1.5100454220e-05,1.0342509995e-05,1.5065632397e-05
9.8144000000e-02,2.0552610295e-05,2.7847825550e-05,2.4235945602e-05,1.5687413907e-05
9.9144000000e-02,1.4315425688e-05,3.5594614019e-05,1.4052310689e-05,-3.9257488424e-06
1.0014400000e-01,1.7702077457e-05,3.5596145608e-05,1.5303954569e-05,8.3938971329e-08
1.0114400000e-01,-4.6630007091e-06,1.9602386601e-05,-2.0737736577e-06,-1.0825247045e-05
1.0214400000e-01,-7.1042126137e-07,9.7662750704e-06,-4.1924854486e-06,1.7186572222e-05
1.0314400000e-01,-1.1669890227e-05,1.9082979634e-05,-1.0198450582e-05,1.5947603970e-05
1.0414400000e-01,1.6964964743e-05,1.5170376173e-05,7.9368646766e-06,1.8700773580e-05
1.0514400000e-01,1.6328836864e-05,1.6848520318e-05,1.9110280846e-05,1.4936651496e-05
1.0614400000e-01,1.9055680241e-05,-2.7586534088e-06,1.3815381863e-05,1.2759438505e-05
1.0714400000e-01,1.4597623704e-05,8.9863527819e-07,1.2288504877e-05,2.3251874154e-05
1.0814400000e-01,1.3504769413e-05,-1.1092819477e-05,1.3103340279e-05,2.8475180443e-05
1.0914400000e-01,2.3467213396e-05,2.0694265913e-05,3.0452236388e-05,3.8890033466e-05
1.1014400000e-01,2.7549331207e-05,1.5648691260e-05,3.0403345590e-05,1.4079332686e-05
1.1114400000e-01,3.7715555663e-05,1.9288430849e-05,4.0696879296e-05,1.5153662389e-05
1.1214400000e-01,1.2843011064e-05,1.5465388060e-05,6.9002826422e-06,9.3628968898e-06
1.1314400000e-01,1.5112153960e-05,1.3046511413e-05,1.6494170268e-05,2.1013514925e-05
1.1414400000e-01,7.9507935880e-06,2.2273932700e-05,9.6261519502e-06,1.5070507288e-05
1.1514400000e-01,2.1171885237e-05,2.7337473512e-05,1.5698697098e-05,1.5244756469e-05
1.1614400000e-01,1.3802288777e-05,3.8170470361e-05,1.6362822862e-05,3.0141436582e-06
1.1714400000e-01,1.5859852283e-05,1.6766340195e-05,1.2276944290e-05,-7.2486063800e-06
1.1814400000e-01,3.4637657791e-06,1.3586113710e-05,5.5911132222e-06,-5.0234784794e-06
1.1914400000e-01,-5.6363464864e-06,8.3696331785e-06,-7.4281488196e-06,1.2017589142e-05
1.2014400000e-01,-4.9794634833e-06,2.1954961994e-05,6.5076292231e-06,1.9713816073e-05
1.2114400000e-01,1.0520520846e-05,1.3925976418e-05,1.6676778614e-05,8.5711835709e-06
1.2214400000e-01,2.0067607693e-05,1.4464325432e-05,1.9291912395e-05,1.4770202142e-05
1.2314400000e-01,9.2506306828e-06,1.1159247606e-06,5.0435719459e-06,1.4169034330e-05
1.2414400000e-01,1.4317933164e-05,-6.2336139308e-06,1.5822106434e-05,3.3918142435e-05
1.2514400000e-01,1.2444507774e-05,-5.1970314416e-06,1.4454296434e-05,2.9673614335e-05
1.2614400000e-01,3.3272681321e-05,9.8577875178e-06,3.2459516660e-05,4.0185132093e-05
1.2714400000e-01,2.9680160878e-05,1.9608236471e-05,3.3884294680e-05,1.1832754353e-05
1.2814400000e-01,4.0619990614e-05,1.0610918252e-05,3.9857248339e-05,1.2294215594e-05
1.2914400000e-01,1.1714777429e-05,1.4293557797e-05,2.0859182769e-05,1.1819522115e-05
1.3014400000e-01,1.2877137124e-05,1.3200145986e-05,1.0305738215e-05,1.5346437067e-05
1.3114400000e-01,1.0503109479e-05,3.1870327803e-05,1.6300560674e-05,1.7324327928e-05
1.3214400000e-01,1.4570045096e-05,2.9241682569e-05,1.6978894564e-05,7.2262168942e-06
1.3314400000e-01,1.5981589968e-05,4.1125327698e-05,1.6907857571e-05,1.5049565718e-06
1.3414400000e-01,6.2700037233e-06,9.1854435595e-06,-4.1847334842e-07,-9.4811166491e-06
1.3514400000e-01,2.3463962862e-06,1.5400759366e-05,1.6444751338e-07,1.5336547222e-05
1.3614400000e-01,-8.9415143520e-06,1.1007750800e-05,-1.0425072105e-05,1.5132351109e-05
1.3714400000e-01,1.6159601728e-05,1.4132680008e-05,2.2629395971e-05,1.8581125914e-05
1.3814400000e-01,1.3304612366e-05,1.4973144971e-05,1.3990606021e-05,8.5030715127e-06
1.3914400000e-01,1.9618264560e-05,8.3692157204e-06,1.9941273422e-05,1.6112382582e-05
1.4014400000e-01,7.6091200754e-06,2.3185386908e-06,1.4322112293e-05,1.5566791262e-05
1.4114400000e-01,1.6129793948e-05,-9.0565663413e-06,1.4206363630e-05,2.7819411116e-05
1.4214400000e-01,1.3083283193e-05,1.2964748748e-05,1.8970296878e-05,3.7141129724e-05
1.4314400000e-01,2.5760036806e-05,1.6133693862e-05,2.6477648134e-05,3.5738499719e-05
1.4414400000e-01,3.5185941670e-05,1.9602386601e-05,3.7446450733e-05,1.9047740352e-05
1.4514400000e-01,3.4382250305e-05,8.1457974375e-06,2.3843291274e-05,1.2097680155e-05
1.4614400000e-01,1.6655327272e-05,1.6428844901e-05,1.3668572137e-05,2.1019643100e-05
1.4714400000e-01,1.1931927475e-05,1.5048499336e-05,1.0273563021e-05,1.5187090867e-05
1.4814400000e-01,2.0986213713e-05,2.8116512112e-05,2.4434848456e-05,1.5934510884e-05
1.4914400000e-01,1.5640891434e-05,3.5737386497e-05,1.4112901226e-05,-3.6623548567e-06
1.5014400000e-01,1.6824840714e-05,3.5578734241e-05,1.6374244296e-05,-9.3216800678e-07
1.5114400000e-01,-4.3257841753e-06,2.0215671611e-05,-2.2232297852e-06,-1.1078194802e-05
1.5214400000e-01,1.3777864751e-06,1.1146759789e-05,-2.9106167858e-06,1.7335749362e-05
1.5314400000e-01,-1.1548152543e-05,1.8722503228e-05,-9.1225892902e-06,1.5407165847e-05
1.5414400000e-01,1.7100910554e-05,1.5499514120e-05,9.0983885457e-06,1.8163818822e-05
1.5514400000e-01,1.6505593521e-05,1.6357947970e-05,2.0701647372e-05,1.5137226001e-05
1.5614400000e-01,1.9412118490e-05,-3.1143952128e-06,1.3982109522e-05,1.3599345948e-05
1.5714400000e-01,1.5091957721e-05,2.2434142011e-07,1.2617642824e-05,2.2630092644e-05
1.5814400000e-01,1.3934751223e-05,-1.2326495380e-05,1.3198056877e-05,2.8726455639e-05
1.5914400000e-01,2.3253545805e-05,2.0217203200e-05,3.1265120924e-05,3.8560199755e-05
1.6014400000e-01,2.7480244171e-05,1.5505642295e-05,2.9532655390e-05,1.5271638404e-05
1.6114400000e-01,3.7768761104e-05,1.8771532268e-05,3.9985952753e-05,1.3627342923e-05
1.6214400000e-01,1.2908059034e-05,1.5111597349e-05,6.8915073825e-06,9.0563235062e-06
1.6314400000e-01,1.4121536879e-05,1.2870311366e-05,1.5336128854e-05,2.1385971195e-05
1.6414400000e-01,8.7455719040e-06,2.2593738322e-05,1.0098198800e-05,1.4683703739e-05
1.6514400000e-01,2.0426692572e-05,2.7798796509e-05,1.6018640963e-05,1.5289886505e-05
1.6614400000e-01,1.3996455891e-05,3.8386922824e-05,1.6956608306e-05,1.8966347852e-06
1.6714400000e-01,1.5283478206e-05,1.6569803847e-05,1.2797185263e-05,-7.3916553447e-06
1.6814400000e-01,2.7049238724e-06,1.3303637388e-05,4.9917566685e-06,-5.2173677432e-06
1.6914400000e-01,-5.8689574871e-06,8.4682487795e-06,-8.3439681475e-06,1.1751549209e-05
1.7014400000e-01,-4.1083553697e-06,2.2239388272e-05,6.0933866735e-06,2.0555951778e-05
1.7114400000e-01,1.1354020899e-05,1.4294115317e-05,1.6705609596e-05,9.1660831458e-06
1.7214400000e-01,2.1004600057e-05,1.5024263121e-05,1.9254304789e-05,1.3892965399e-05
1.7314400000e-01,8.5443007265e-06,1.8580519736e-06,5.2339787544e-06,1.4048689081e-05
1.7414400000e-01,1.4649578588e-05,-5.9594949562e-06,1.5548264855e-05,3.2436117181e-05
1.7514400000e-01,1.2525991224e-05,-5.8455570979e-06,1.4438835024e-05,2.9044867915e-05
1.7614400000e-01,3.3406256989e-05,9.6445373856e-06,3.2686555642e-05,4.0662751417e-05
1.7714400000e-01,2.8683276469e-05,2.0524612410e-05,3.4141699871e-05,1.0968332390e-05
1.7814400000e-01,4.0783514123e-05,1.0833779925e-05,3.9391190512e-05,1.2759716810e-05
1.7914400000e-01,1.2533791050e-05,1.5366911612e-05,2.2006221116e-05,1.2315944332e-05
1.8014400000e-01,1.3031189155e-05,1.3548366042e-05,9.4257156888e-06,1.5476252884e-05
1.8114400000e-01,1.0288187696e-05,3.2414805901e-05,1.5344625353e-05,1.7104532162e-05
1.8214400000e-01,1.4916732653e-05,2.8558335543e-05,1.7120410121e-05,7.6495134635e-06
1.8314400000e-01,1.4193270545e-05,4.0730723413e-05,1.7662101527e-05,1.4440876157e-06
1.8414400000e-01,6.9286975304e-06,9.4070510386e-06,2.0080172192e-07,-9.0734201876e-06
1.8514400000e-01,1.3821044149e-06,1.3768023564e-05,-4.7966896233e-08,1.4566840946e-05
1.8614400000e-01,-8.7956796051e-06,1.1286327208e-05,-1.1100341908e-05,1.5720564988e-05
1.8714400000e-01,1.6535957911e-05,1.4577984075e-05,2.1396834200e-05,1.9110280846e-05
1.8814400000e-01,1.4081560948e-05,1.6391793906e-05,1.3125209080e-05,8.2537453636e-06
1.8914400000e-01,1.9837643777e-05,7.6251380960e-06,1.9560320652e-05,1.5855117454e-05
1.9014400000e-01,8.6317731984e-06,2.7355672501e-06,1.3824575035e-05,1.5639778212e-05
1.9114400000e-01,1.5917657947e-05,-9.1291358331e-06,1.4190066395e-05,2.7880139896e-05
1.9214400000e-01,1.3713004591e-05,1.2947198229e-05,1.8262991944e-05,3.6404715502e-05
1.9314400000e-01,2.6129009711e-05,1.5738254660e-05,2.5813522370e-05,3.5311721149e-05
1.9414400000e-01,3.5816919990e-05,1.9602664906e-05,3.7668196455e-05,1.9543049348e-05
1.9514400000e-01,3.4468190279e-05,7.5528473644e-06,2.4840874175e-05,1.1306384295e-05
1.9614400000e-01,1.8164653738e-05,1.6391933968e-05,1.2898030036e-05,1.9492070351e-05
1.9714400000e-01,1.1986528079e-05,1.4980108972e-05,1.0264091543e-05,1.5366076695e-05
1.9814400000e-01,2.1337358703e-05,2.8342856240e-05,2.4980998205e-05,1.6518964912e-05
1.9914400000e-01,1.5096275092e-05,3.5798115277e-05,1.4160816136e-05,-2.7890182537e-06
2.0014400000e-01,1.6877491362e-05,3.5439585190e-05,1.5801770132e-05,7.7536532217e-07
2.0114400000e-01,-4.7357093536e-06,2.0106608645e-05,-2.8897234188e-06,-1.0455715710e-05
2.0214400000e-01,4.1697691699e-07,1.0772911082e-05,-4.3448667384e-06,1.8602157070e-05
2.0314400000e-01,-1.1643147445e-05,1.8553684640e-05,-1.0159728845e-05,1.6334965039e-05
2.0414400000e-01,1.6284820958e-05,1.5291558157e-05,7.6178953350e-06,1.8255608666e-05
2.0514400000e-01,1.8537250071e-05,1.6568550564e-05,2.0052286345e-05,1.5216481188e-05
2.0614400000e-01,1.9128945496e-05,-2.9507316412e-06,1.4234638911e-05,1.3377041796e-05
2.0714400000e-01,1.4150230527e-05,8.6381328401e-07,1.2542845070e-05,2.1741156161e-05
2.0814400000e-01,1.3142062926e-05,-1.0825247045e-05,1.3512150872e-05,2.8215128623e-05
2.0914400000e-01,2.2610034648e-05,2.0350502382e-05,3.0186472941e-05,3.8188576582e-05
2.1014400000e-01,2.6973792046e-05,1.5616238670e-05,2.9599095797e-05,1.5680310753e-05
2.1114400000e-01,3.7990928831e-05,1.8791450202e-05,4.0714567149e-05,1.4579655726e-05
2.1214400000e-01,1.2921430425e-05,1.4655567611e-05,6.7272867454e-06,9.3467397164e-06
2.1314400000e-01,1.3984756151e-05,1.2532537767e-05,1.7103695427e-05,2.0599967684e-05
2.1414400000e-01,8.6387381089e-06,2.1657026082e-05,9.9955432233e-06,1.4123905203e-05
2.1514400000e-01,2.0268184016e-05,2.6337802410e-05,1.5655517927e-05,1.3864968423e-05
2.1614400000e-01,1.3011828742e-05,3.7130543205e-05,1.6610894818e-05,-3.0258561878e-07
2.1714400000e-01,1.5677664123e-05,1.5842580979e-05,1.2241704098e-05,-7.1665658652e-06
2.1814400000e-01,2.4603339170e-06,1.3753955500e-05,5.4983474911e-06,-5.1826850722e-06
2.1914400000e-01,-5.6980511545e-06,8.3530576376e-06,-7.9554938566e-06,9.6340909295e-06
2.2014400000e-01,-4.5649421736e-06,2.1811216357e-05,5.5491877902e-06,2.0903755285e-05
2.2114400000e-01,1.2435175449e-05,1.4192434719e-05,1.6785144908e-05,1.0956770893e-05
2.2214400000e-01,1.9682476704e-05,1.4345233467e-05,1.8734481273e-05,1.4855863810e-05
2.2314400000e-01,8.8092265287e-06,1.1875189330e-06,5.8883542806e-06,1.4339661902e-05
2.2414400000e-01,1.4818813725e-05,-5.8307923609e-06,1.5366773368e-05,3.3647505916e-05
2.2514400000e-01,1.2233207599e-05,-5.5431623878e-06,1.4614199245e-05,2.9491426176e-05
2.2614400000e-01,3.2897718484e-05,9.9050066638e-06,3.2282063330e-05,3.9788163122e-05
2.2714400000e-01,2.7289001082e-05,2.0524890715e-05,3.3680236811e-05,1.0344600014e-05
2.2814400000e-01,4.0096823795e-05,1.1033657756e-05,3.9249254769e-05,1.4192991330e-05
2.2914400000e-01,1.1453054867e-05,1.5144886675e-05,2.1109761292e-05,1.1226711649e-05
2.3014400000e-01,1.0909830962e-05,1.3228003809e-05,9.1272213467e-06,1.5021199033e-05
2.3114400000e-01,1.0656187442e-05,3.2206153264e-05,1.5525978597e-05,1.6895877707e-05
2.3214400000e-01,1.5162298041e-05,2.8477268643e-05,1.7470720195e-05,8.8865317593e-06
2.3314400000e-01,1.4981362256e-05,4.0922805056e-05,1.6989341020e-05,3.1630424928e-06
2.3414400000e-01,6.7997166298e-06,8.8319302449e-06,8.1158020748e-07,-8.5749079517e-06
2.3514400000e-01,1.5413107803e-06,1.4165134417e-05,1.2126820081e-07,1.3549620235e-05
2.3614400000e-01,-8.2773885879e-06,1.0829183339e-05,-1.0268095139e-05,1.3260736523e-05
2.3714400000e-01,1.6668976969e-05,1.4569070117e-05,2.3131389753e-05,1.9163488105e-05
2.3814400000e-01,1.4423931134e-05,1.4717968952e-05,1.4200652913e-05,7.9613801063e-06
2.3914400000e-01,1.9593609977e-05,8.4532057372e-06,2.0346462406e-05,1.5462046576e-05
2.4014400000e-01,9.0039511633e-06,2.6320763027e-06,1.4498589735e-05,1.4972309145e-05
2.4114400000e-01,1.6400568711e-05,-8.4016337496e-06,1.4667407413e-05,2.7508242056e-05
2.4214400000e-01,1.4042560906e-05,1.3581237909e-05,1.8938399080e-05,3.6100926081e-05
2.4314400000e-01,2.5989025744e-05,1.5926851120e-05,2.5971892683e-05,3.5208646295e-05
2.4414400000e-01,3.5484994442e-05,1.9882354536e-05,3.7386835174e-05,1.9739864001e-05
2.4514400000e-01,3.3769938454e-05,7.7833692558e-06,2.4685148674e-05,1.0602421753e-05
2.4614400000e-01,1.7389655113e-05,1.7328924514e-05,1.3448357095e-05,1.9310158677e-05
2.4714400000e-01,1.1037976037e-05,1.5125526261e-05,1.1256380276e-05,1.5134022760e-05
2.4814400000e-01,2.0980223780e-05,2.7590142054e-05,2.4358658266e-05,1.6291785869e-05
2.4914400000e-01,1.5061314116e-05,3.5272998502e-05,1.4132401702e-05,-2.8207759897e-06
2.5014400000e-01,1.7266942450e-05,3.5670527723e-05,1.5868488845e-05,-2.0062670103e-07
2.5114400000e-01,-3.5942430259e-06,1.9537199478e-05,-2.2314477519e-06,-1.0599461348e-05
2.5214400000e-01,1.7503822392e-06,9.9945682450e-06,-3.2584191558e-06,1.8005308448e-05
2.5314400000e-01,-1.1562778127e-05,1.9170174710e-05,-9.5064669949e-06,1.4470453607e-05
2.5414400000e-01,1.7991658751e-05,1.5384184735e-05,8.7182716015e-06,1.8769304006e-05
2.5514400000e-01,1.6758678612e-05,1.7103557184e-05,1.8517748686e-05,1.4492322407e-05
2.5614400000e-01,1.9016819351e-05,-2.1835326152e-06,1.3988098544e-05,1.3001242223e-05
2.5714400000e-01,1.5336268916e-05,8.5072019829e-07,1.2821421478e-05,2.2218357117e-05
2.5814400000e-01,1.3333444258e-05,-1.0966206901e-05,1.3262825632e-05,2.7267969926e-05
2.5914400000e-01,2.3407877961e-05,2.0067607693e-05,2.9827806429e-05,3.7823643652e-05
2.6014400000e-01,2.7951176889e-05,1.7330317860e-05,2.9429582355e-05,1.6859801690e-05
2.6114400000e-01,3.8113499613e-05,1.8745346097e-05,3.9409438614e-05,1.4211796042e-05
2.6214400000e-01,1.2586442608e-05,1.4849317267e-05,6.7263117671e-06,9.1688689281e-06
2.6314400000e-01,1.4777026990e-05,1.2772113223e-05,1.5803441784e-05,2.2025024009e-05
2.6414400000e-01,7.9801839092e-06,2.2789994546e-05,9.4886745501e-06,1.3918176592e-05
2.6514400000e-01,2.0632422093e-05,2.6700927265e-05,1.5965852072e-05,1.4900017959e-05
2.6614400000e-01,1.3827220755e-05,3.7628778955e-05,1.7130856577e-05,5.2464662303e-07
2.6714400000e-01,1.6173669792e-05,1.6580250303e-05,1.2580313523e-05,-7.2942930274e-06
