# Saved on 2025-06-25T16:05:41.516747
# Name: Evan
# Sample_ID: Batch3_F5_TPTE38
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -10
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2
#   Neg_Voltage: -2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.003
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 2.3
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
Time (s),Conductance_Target_400.00 uS,Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS,Conductance_Target_900.00 uS,Conductance_Target_1000.00 uS,Conductance_Target_1100.00 uS,Conductance_Target_1200.00 uS,Conductance_Target_1300.00 uS
1.6144000000e-02,4.0350882045e-04,4.9167349061e-04,5.8037578128e-04,7.0022579166e-04,8.1850717834e-04,8.9681052486e-04,9.9491917354e-04,1.0816528811e-03,1.2066767522e-03,1.3017327001e-03
1.7144000000e-02,4.0317449020e-04,4.9903832405e-04,5.7955694501e-04,6.9444220571e-04,8.1765399955e-04,9.0121226094e-04,1.0039739573e-03,1.0878509784e-03,1.2136995065e-03,1.2837792747e-03
1.8144000000e-02,4.0588511183e-04,5.0044112868e-04,5.9292549849e-04,6.9535570219e-04,8.1601167039e-04,9.0839086624e-04,9.9998927908e-04,1.0859171744e-03,1.2082796457e-03,1.2839981355e-03
1.9144000000e-02,4.0431023081e-04,4.9410024076e-04,5.8434361563e-04,6.9882014941e-04,8.1230609794e-04,9.1132373200e-04,9.9347184005e-04,1.0823036428e-03,1.2065772171e-03,1.2839588453e-03
2.0144000000e-02,4.0414906834e-04,4.9472877436e-04,5.7329511037e-04,6.9400251959e-04,8.1745944044e-04,9.0755718702e-04,9.8193871963e-04,1.0941459186e-03,1.1967244063e-03,1.2843088189e-03
2.1144000000e-02,3.9741928049e-04,4.9048750952e-04,5.9844926000e-04,6.9548026659e-04,8.0710917246e-04,9.1436901130e-04,9.9888573459e-04,1.0861192277e-03,1.2064629118e-03,1.2847114704e-03
2.2144000000e-02,3.9447539166e-04,4.8303165386e-04,5.8822450228e-04,6.9783338404e-04,8.1680773292e-04,9.1395915661e-04,9.9169395980e-04,1.0857921006e-03,1.2026989134e-03,1.2771235197e-03
2.3144000000e-02,3.9865146391e-04,4.8330151913e-04,6.0177513660e-04,7.0374408097e-04,8.1466510892e-04,9.1863657872e-04,9.9686782050e-04,1.0802902398e-03,1.1990398343e-03,1.2867149781e-03
2.4144000000e-02,4.0205326513e-04,4.8264781071e-04,6.0108639445e-04,6.9122899731e-04,8.1763944763e-04,9.1579007858e-04,9.9540593510e-04,1.0896253661e-03,1.2062121095e-03,1.2786698062e-03
2.5144000000e-02,4.0078561142e-04,4.9229282013e-04,5.8250097936e-04,6.9417328632e-04,8.0388279457e-04,9.2319380201e-04,9.9381875771e-04,1.0840041796e-03,1.2002696167e-03,1.2802565470e-03
2.6144000000e-02,3.9233094867e-04,4.8683494242e-04,5.6867695093e-04,6.9684094342e-04,8.1401711213e-04,9.2147005489e-04,9.9666962342e-04,1.0887259123e-03,1.2010682985e-03,1.2823738507e-03
2.7144000000e-02,4.0046226786e-04,4.8502144637e-04,5.6592049077e-04,7.0188674727e-04,8.1155354565e-04,9.1716152383e-04,9.8693810287e-04,1.0693319200e-03,1.1982530850e-03,1.2918861466e-03
2.8144000000e-02,3.9752234443e-04,4.8865520512e-04,6.0474252678e-04,6.9211564551e-04,8.1940896052e-04,9.1373323812e-04,9.9433105788e-04,1.0844289500e-03,1.2130511459e-03,1.2811926717e-03
2.9144000000e-02,4.0457744035e-04,4.9988004321e-04,5.8274257754e-04,6.9354136940e-04,8.1708894868e-04,9.1092690127e-04,9.9397380836e-04,1.0824982746e-03,1.2084064656e-03,1.2847543985e-03
3.0144000000e-02,4.0462138713e-04,4.9301437684e-04,5.7204833865e-04,6.9047913712e-04,8.2010636106e-04,9.1923328000e-04,9.9416189187e-04,1.0846317309e-03,1.2000131392e-03,1.2720431550e-03
3.1144000000e-02,4.1062750824e-04,5.0330967497e-04,5.9121393861e-04,6.8659726821e-04,8.2201229816e-04,9.0566383733e-04,9.8910910310e-04,1.0832154658e-03,1.1946448649e-03,1.2791073823e-03
3.2144000000e-02,4.0658149373e-04,4.9058762670e-04,5.9715275711e-04,6.8630928581e-04,8.1462669186e-04,9.1067260655e-04,9.9453791336e-04,1.0822610784e-03,1.2087765208e-03,1.2769839668e-03
3.3144000000e-02,4.0357455873e-04,4.9636768381e-04,5.9350499214e-04,6.8893838034e-04,8.1765938376e-04,9.0918605565e-04,9.9184195278e-04,1.0864518845e-03,1.2044531468e-03,1.2742556282e-03
3.4144000000e-02,4.0822480514e-04,4.9537327868e-04,5.9275527747e-04,6.9312132837e-04,8.1674654211e-04,9.2749127361e-04,1.0085415124e-03,1.0789834050e-03,1.2073222751e-03,1.2831998174e-03
3.5144000000e-02,4.0468345105e-04,4.9878228310e-04,5.9641861299e-04,6.8708257459e-04,8.1405087258e-04,9.1452522611e-04,9.9542230600e-04,1.0848725651e-03,1.2038855493e-03,1.2794988288e-03
3.6144000000e-02,4.0739170799e-04,4.9487465731e-04,5.9518755734e-04,6.8869703682e-04,8.0841411545e-04,9.1350520961e-04,9.9888093246e-04,1.0914648738e-03,1.2032273662e-03,1.2856771355e-03
3.7144000000e-02,3.9835318603e-04,4.9284273700e-04,5.9627596784e-04,6.9023430115e-04,8.1339785538e-04,9.0534253104e-04,1.0005731747e-03,1.0827750521e-03,1.2119384337e-03,1.2817217794e-03
3.8144000000e-02,3.9940710849e-04,4.9216472689e-04,6.0011574533e-04,6.9833244197e-04,8.0329387856e-04,9.1255184088e-04,9.9644530565e-04,1.0721907165e-03,1.2035581312e-03,1.2904868345e-03
3.9144000000e-02,3.9349582948e-04,4.8916033847e-04,6.0774254962e-04,6.9577377872e-04,8.2253405708e-04,9.1192232503e-04,1.0018350440e-03,1.0751841910e-03,1.2115858408e-03,1.2859894196e-03
4.0144000000e-02,4.0622002416e-04,4.9633701565e-04,5.8302521211e-04,7.0164314820e-04,8.0769030319e-04,9.0353561973e-04,9.9827928352e-04,1.0833328997e-03,1.2029462960e-03,1.2864035671e-03
4.1144000000e-02,3.9888120227e-04,4.9472000683e-04,5.7832392486e-04,6.9548012107e-04,8.0946963863e-04,9.1519548732e-04,1.0060361092e-03,1.0948151612e-03,1.2010212231e-03,1.2630793208e-03
4.2144000000e-02,4.0226419515e-04,4.9240930821e-04,5.9486625105e-04,6.9835194154e-04,8.0893711129e-04,9.1372778115e-04,9.9394768768e-04,1.0863708303e-03,1.1947391613e-03,1.2810765475e-03
4.3144000000e-02,3.9916521928e-04,4.8470406909e-04,5.7036151702e-04,6.9873320172e-04,8.1012913142e-04,9.1554764367e-04,9.9615390354e-04,1.0901597125e-03,1.2011887884e-03,1.2792670168e-03
4.4144000000e-02,3.9836744691e-04,4.9078087613e-04,5.6703676819e-04,6.9594199886e-04,8.1151047198e-04,9.1272318969e-04,1.0040327470e-03,1.0893417493e-03,1.1977390386e-03,1.2815494847e-03
4.5144000000e-02,3.9871029003e-04,4.8709633120e-04,5.8566813095e-04,6.8595458288e-04,8.0726451415e-04,9.2285168648e-04,1.0083634697e-03,1.0836487490e-03,1.2075543782e-03,1.2789915490e-03
4.6144000000e-02,4.0645016270e-04,4.9697133363e-04,5.9112415329e-04,6.8672394264e-04,8.1790363765e-04,9.1527035693e-04,9.9790573586e-04,1.0894038132e-03,1.2020341819e-03,1.2795643124e-03
4.7144000000e-02,4.1171169869e-04,4.9924881750e-04,5.7592471421e-04,6.8444009230e-04,8.1254867837e-04,9.1446570877e-04,9.9972450698e-04,1.0821540491e-03,1.2064446491e-03,1.2873861124e-03
4.8144000000e-02,4.0521303163e-04,4.9986829254e-04,5.7147437474e-04,6.8156914494e-04,8.1043814134e-04,9.0359746537e-04,9.9561701063e-04,1.0847360682e-03,1.2106337090e-03,1.2761188555e-03
4.9144000000e-02,4.0201142838e-04,4.9695310736e-04,5.9228790633e-04,6.9296482252e-04,8.1414844317e-04,9.1214613349e-04,9.9831137049e-04,1.0761342128e-03,1.2030755170e-03,1.2849841733e-03
5.0144000000e-02,4.0682083636e-04,4.9617683544e-04,5.9966307163e-04,6.9544155849e-04,8.2644539361e-04,9.0085770353e-04,9.9599332316e-04,1.0799758456e-03,1.2064266775e-03,1.2840109412e-03
5.1144000000e-02,4.0954491851e-04,4.9988342653e-04,5.8164005168e-04,6.9547262683e-04,8.2088234194e-04,9.0798173915e-04,9.9442520877e-04,1.0769934306e-03,1.1961210839e-03,1.2844282901e-03
5.2144000000e-02,4.0592454752e-04,4.9978516472e-04,5.8045337937e-04,6.8816916610e-04,8.2143546024e-04,9.1060137493e-04,9.9924611277e-04,1.0977962665e-03,1.2069151126e-03,1.2733848416e-03
5.3144000000e-02,4.0457303840e-04,4.9569389375e-04,5.8180416090e-04,6.9871297455e-04,8.1355326984e-04,9.0643334261e-04,9.9275464891e-04,1.0821140313e-03,1.1954658112e-03,1.2842282013e-03
5.4144000000e-02,3.9742746594e-04,4.8740905186e-04,5.9355501435e-04,6.9587033067e-04,8.1374382717e-04,9.0807094239e-04,9.9574324850e-04,1.0873637075e-03,1.2016115943e-03,1.2818483810e-03
5.5144000000e-02,3.9477719838e-04,4.9086767831e-04,5.7510758779e-04,6.9460504164e-04,8.1072765170e-04,9.0668356279e-04,9.9465920357e-04,1.0864490469e-03,1.2047176278e-03,1.2923547183e-03
5.6144000000e-02,3.9294405724e-04,4.8193334806e-04,5.8481127780e-04,6.9877816713e-04,8.0701174738e-04,9.1618167062e-04,1.0043084330e-03,1.0856973677e-03,1.2156416051e-03,1.2849367340e-03
5.7144000000e-02,3.9546259359e-04,4.9451118684e-04,5.7540732087e-04,6.9898313086e-04,8.1727681390e-04,9.1656875156e-04,9.9938872154e-04,1.0820355965e-03,1.1954442016e-03,1.2880560826e-03
5.8144000000e-02,4.0455892304e-04,4.9149562983e-04,5.8878082200e-04,6.9698486186e-04,8.1252488599e-04,9.1734371381e-04,1.0019160254e-03,1.0782683239e-03,1.1994240776e-03,1.2906048505e-03
5.9144000000e-02,3.9635349822e-04,4.9295809731e-04,5.7466357248e-04,6.9195346441e-04,8.1413541920e-04,9.0220579295e-04,9.8420838185e-04,1.0883309733e-03,1.1998061382e-03,1.2813438661e-03
6.0144000000e-02,3.9683727664e-04,4.9530768592e-04,5.7568297052e-04,7.0021967986e-04,8.0719146354e-04,9.1001209512e-04,9.9693155789e-04,1.0819243471e-03,1.1970743071e-03,1.2863280426e-03
6.1144000000e-02,4.0009399527e-04,4.9104637583e-04,5.6757638959e-04,6.9791662099e-04,8.1985330326e-04,9.1040892585e-04,9.9216289527e-04,1.0837826267e-03,1.1954221554e-03,1.2796648662e-03
6.2144000000e-02,4.1106974095e-04,4.9061291065e-04,5.8295776398e-04,6.9591515057e-04,8.2077218394e-04,9.0976922365e-04,9.9304685136e-04,1.0852052219e-03,1.1889902089e-03,1.2836827955e-03
6.3144000000e-02,4.0586615796e-04,4.9234640755e-04,5.7619163272e-04,6.8580317020e-04,8.2011538325e-04,9.0332941909e-04,9.9597222288e-04,1.0937757907e-03,1.1994209490e-03,1.2753179180e-03
6.4144000000e-02,4.1128219891e-04,4.9977428716e-04,5.6264085288e-04,6.9421243097e-04,7.9998069850e-04,9.0468587587e-04,9.9470147688e-04,1.0823504272e-03,1.1920134421e-03,1.2798202806e-03
6.5144000000e-02,3.9910413761e-04,4.9215585022e-04,5.6200173276e-04,6.8907036621e-04,8.1071280874e-04,9.0929250291e-04,1.0008562822e-03,1.0861214832e-03,1.1948881729e-03,1.2783856073e-03
6.6144000000e-02,4.0848037315e-04,4.9927170039e-04,5.7193312387e-04,7.0156063884e-04,8.1514241174e-04,9.0813897259e-04,9.8872231320e-04,1.0734320676e-03,1.1964487931e-03,1.3012283307e-03
6.7144000000e-02,4.0290120523e-04,5.0020997151e-04,5.8851434005e-04,6.9133609941e-04,8.1644204329e-04,9.1151501692e-04,9.9908807897e-04,1.0826065409e-03,1.2070621597e-03,1.2825643353e-03
6.8144000000e-02,4.0675382479e-04,5.0216713134e-04,5.6712528021e-04,7.0085399784e-04,8.1500300439e-04,9.0590598120e-04,9.9628690805e-04,1.0796731658e-03,1.1976785754e-03,1.2849962513e-03
6.9144000000e-02,4.0730050387e-04,4.9625668908e-04,5.6866338127e-04,6.9627756602e-04,8.1548903836e-04,9.1063287982e-04,9.9405755464e-04,1.0773391114e-03,1.2018659618e-03,1.2842171418e-03
7.0144000000e-02,4.0286275180e-04,4.9802030844e-04,5.6801829487e-04,6.9508416345e-04,8.1710095401e-04,8.9892484539e-04,9.8369637271e-04,1.0843206837e-03,1.1874754273e-03,1.2850535859e-03
7.1144000000e-02,3.9978425775e-04,4.9545655202e-04,5.7546087191e-04,6.9607769547e-04,8.1137586676e-04,9.1094247182e-04,9.9566321296e-04,1.0843633936e-03,1.1981733405e-03,1.2849282939e-03
7.2144000000e-02,3.9444952563e-04,4.8893853091e-04,5.6745495385e-04,6.9477551733e-04,8.1423320808e-04,9.0172994533e-04,9.9375640275e-04,1.0839531024e-03,1.1952425848e-03,1.2781703845e-03
7.3144000000e-02,4.0191698645e-04,4.8283993237e-04,5.6978740758e-04,7.0620983024e-04,8.1029873400e-04,9.1467140010e-04,9.9915661849e-04,1.0837469745e-03,1.1916553194e-03,1.2873622472e-03
7.4144000000e-02,3.9949969505e-04,4.8893598432e-04,5.9181955294e-04,6.9563931902e-04,8.0964702647e-04,9.1203939519e-04,9.9736767879e-04,1.0922295041e-03,1.1933537462e-03,1.2785462604e-03
7.5144000000e-02,3.9705864765e-04,4.9183123338e-04,5.6777840655e-04,6.9149755291e-04,8.0401332525e-04,9.1828456789e-04,9.9449040135e-04,1.0898531036e-03,1.1942988203e-03,1.2809371401e-03
7.6144000000e-02,3.9271675632e-04,4.8946301831e-04,5.6052369473e-04,6.9295128924e-04,8.1327685621e-04,9.1406276624e-04,1.0037978063e-03,1.0978624050e-03,1.1979616829e-03,1.2823456200e-03
7.7144000000e-02,4.0024006012e-04,4.9510566896e-04,5.6737124396e-04,6.9990812335e-04,8.0413767137e-04,9.0719287982e-04,9.9414857686e-04,1.0730583017e-03,1.1931390327e-03,1.2931559468e-03
7.8144000000e-02,3.9883114368e-04,4.9011301599e-04,5.7260054746e-04,6.9502049882e-04,8.1865131506e-04,9.0889232524e-04,1.0013987776e-03,1.0882783681e-03,1.2074963161e-03,1.2817225070e-03
7.9144000000e-02,4.0415248804e-04,4.9989375839e-04,5.7752080465e-04,6.9714675192e-04,8.1102654804e-04,9.0480447398e-04,9.9479519122e-04,1.0879270849e-03,1.2017785775e-03,1.2849021005e-03
8.0144000000e-02,4.0828021156e-04,4.9897680583e-04,5.8656976762e-04,6.9541463745e-04,8.1800259068e-04,9.1097455879e-04,9.9534212495e-04,1.0891429702e-03,1.1949452892e-03,1.2725799752e-03
8.1144000000e-02,4.1152437916e-04,5.0387698138e-04,5.8522193285e-04,6.9237961725e-04,8.1828547991e-04,9.0253641247e-04,9.8689954029e-04,1.0869438120e-03,1.1897725199e-03,1.2800937111e-03
8.2144000000e-02,4.0875336708e-04,4.9033653340e-04,5.7552777434e-04,6.9430672738e-04,8.1355690781e-04,8.9904518973e-04,9.9042190413e-04,1.0892214050e-03,1.2061176676e-03,1.2770292233e-03
8.3144000000e-02,4.0243114199e-04,5.0012120482e-04,5.8373516367e-04,6.8792047387e-04,8.1537182268e-04,9.0260080469e-04,9.8983720818e-04,1.0936780018e-03,1.2029894424e-03,1.2746680295e-03
8.4144000000e-02,4.0945116780e-04,4.9250091251e-04,5.5461667216e-04,6.9848931162e-04,8.1446647528e-04,9.1998932476e-04,1.0066948744e-03,1.0786896019e-03,1.2048525241e-03,1.2828483887e-03
8.5144000000e-02,4.0904924390e-04,4.9915961426e-04,5.9890531702e-04,6.9327405072e-04,8.1467966083e-04,9.0481225925e-04,9.9655117083e-04,1.0881317576e-03,1.2077725114e-03,1.2797427189e-03
8.6144000000e-02,4.0712067857e-04,4.9960661272e-04,5.9069650888e-04,6.9478955993e-04,8.0618716311e-04,9.1005822469e-04,1.0006113007e-03,1.0921110515e-03,1.2081766909e-03,1.2859386334e-03
8.7144000000e-02,3.9779813960e-04,4.9439586292e-04,5.9139474615e-04,6.9692490797e-04,8.1108919403e-04,9.0726345661e-04,9.9802455225e-04,1.0956467304e-03,1.2135253201e-03,1.2821744895e-03
8.8144000000e-02,4.0094662836e-04,4.9247817515e-04,5.6479264458e-04,7.0449132181e-04,8.0485144281e-04,9.0423840447e-04,9.9739343568e-04,1.0841989570e-03,1.2013410014e-03,1.2904405594e-03
8.9144000000e-02,3.9411304897e-04,4.8574158427e-04,5.9847541706e-04,7.0077687269e-04,8.2431462943e-04,9.0734050900e-04,9.9844408396e-04,1.0934297461e-03,1.2114384299e-03,1.2859859271e-03
9.0144000000e-02,4.0458067815e-04,4.9276077334e-04,5.8342626289e-04,7.0616304583e-04,8.1220030552e-04,9.0580491815e-04,9.9910714198e-04,1.0911995196e-03,1.2041490845e-03,1.2862663425e-03
9.1144000000e-02,3.9815568016e-04,4.9326277804e-04,5.9530364524e-04,6.9627421908e-04,8.1453799794e-04,9.1371912276e-04,1.0059392662e-03,1.1008132424e-03,1.2109990348e-03,1.2632970174e-03
9.2144000000e-02,4.0021361201e-04,4.9638805649e-04,5.7486246078e-04,7.0069130743e-04,8.1049343862e-04,9.0908681159e-04,9.9517405033e-04,1.0958470375e-03,1.1928781896e-03,1.2809957843e-03
9.3144000000e-02,3.9860282413e-04,4.8238416639e-04,5.6128130382e-04,6.9883593824e-04,8.1174854131e-04,9.1027111921e-04,9.9603021226e-04,1.0997791105e-03,1.2035548571e-03,1.2807476742e-03
9.4144000000e-02,3.9880091208e-04,4.9149151891e-04,5.6839195167e-04,6.9530171459e-04,8.0815261754e-04,9.0422508947e-04,1.0028784891e-03,1.1006216664e-03,1.1965258454e-03,1.2813166541e-03
9.5144000000e-02,4.0099468606e-04,4.8830264859e-04,5.8440611610e-04,6.9524343417e-04,8.1032929302e-04,9.1900990810e-04,1.0103422392e-03,1.0960243526e-03,1.2122326007e-03,1.2798869284e-03
9.6144000000e-02,4.0079310565e-04,4.9582326028e-04,5.9049492847e-04,6.9763067586e-04,8.1863341620e-04,9.1068417532e-04,9.9943383248e-04,1.0978538194e-03,1.2007015903e-03,1.2800900731e-03
9.7144000000e-02,4.0889091906e-04,5.0289545470e-04,5.8209185227e-04,6.9448629802e-04,8.1216036051e-04,9.1024223366e-04,9.9578886875e-04,1.0914395534e-03,1.1994073429e-03,1.2870604405e-03
9.8144000000e-02,4.0411741793e-04,5.0341936003e-04,5.6286873587e-04,6.9378213084e-04,8.1084232079e-04,9.0143490524e-04,9.9373479316e-04,1.0978303180e-03,1.2092968973e-03,1.2767626322e-03
9.9144000000e-02,4.0397379053e-04,5.0076105254e-04,5.8733556216e-04,6.9829126005e-04,8.1799167674e-04,9.1123103630e-04,9.9712131487e-04,1.0881557682e-03,1.2031965161e-03,1.2852424697e-03
