# Saved on 2025-06-27T16:51:23.680136
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE34
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 1
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.5
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A)
-6.3000000000e-01,1.9286000000e-03
-6.4000000000e-01,1.9584000000e-03
-6.5000000000e-01,1.9906000000e-03
-6.6000000000e-01,2.0232000000e-03
-6.7000000000e-01,2.0560000000e-03
-6.8000000000e-01,2.0902000000e-03
-6.9000000000e-01,2.1216000000e-03
-7.0000000000e-01,2.1566000000e-03
-7.1000000000e-01,2.1860000000e-03
-7.2000000000e-01,2.2212000000e-03
-7.3000000000e-01,2.2564000000e-03
-7.4000000000e-01,2.2910000000e-03
-7.5000000000e-01,2.3230000000e-03
-7.6000000000e-01,2.3552000000e-03
-7.7000000000e-01,2.3908000000e-03
-7.8000000000e-01,2.4222000000e-03
-7.9000000000e-01,2.4572000000e-03
-8.0000000000e-01,2.4942000000e-03
-8.1000000000e-01,2.5278000000e-03
-8.2000000000e-01,2.5604000000e-03
-8.3000000000e-01,2.5932000000e-03
-8.4000000000e-01,2.6262000000e-03
-8.5000000000e-01,2.6620000000e-03
-8.6000000000e-01,2.6960000000e-03
-8.7000000000e-01,2.7284000000e-03
-8.8000000000e-01,2.7628000000e-03
-8.9000000000e-01,2.7948000000e-03
-9.0000000000e-01,2.8292000000e-03
-9.1000000000e-01,2.8650000000e-03
-9.2000000000e-01,2.8990000000e-03
-9.3000000000e-01,2.9326000000e-03
-9.4000000000e-01,2.9692000000e-03
-9.5000000000e-01,3.0016000000e-03
-9.6000000000e-01,3.0344000000e-03
-9.7000000000e-01,3.0722000000e-03
-9.8000000000e-01,3.1080000000e-03
-9.9000000000e-01,3.1394000000e-03
-1.0000000000e+00,3.1744000000e-03
-1.0000000000e+00,3.1746000000e-03
-9.9000000000e-01,3.1394000000e-03
-9.8000000000e-01,3.1054000000e-03
-9.7000000000e-01,3.0694000000e-03
-9.6000000000e-01,3.0386000000e-03
-9.5000000000e-01,3.0052000000e-03
-9.4000000000e-01,2.9678000000e-03
-9.3000000000e-01,2.9334000000e-03
-9.2000000000e-01,2.8984000000e-03
-9.1000000000e-01,2.8644000000e-03
-9.0000000000e-01,2.8300000000e-03
-8.9000000000e-01,2.7974000000e-03
-8.8000000000e-01,2.7624000000e-03
-8.7000000000e-01,2.7246000000e-03
-8.6000000000e-01,2.6928000000e-03
-8.5000000000e-01,2.6582000000e-03
-8.4000000000e-01,2.6262000000e-03
-8.3000000000e-01,2.5918000000e-03
-8.2000000000e-01,2.5570000000e-03
-8.1000000000e-01,2.5248000000e-03
-8.0000000000e-01,2.4892000000e-03
-7.9000000000e-01,2.4570000000e-03
-7.8000000000e-01,2.4264000000e-03
-7.7000000000e-01,2.3906000000e-03
-7.6000000000e-01,2.3562000000e-03
-7.5000000000e-01,2.3216000000e-03
-7.4000000000e-01,2.2856000000e-03
-7.3000000000e-01,2.2546000000e-03
-7.2000000000e-01,2.2210000000e-03
-7.1000000000e-01,2.1886000000e-03
-7.0000000000e-01,2.1534000000e-03
-6.9000000000e-01,2.1194000000e-03
-6.8000000000e-01,2.0856000000e-03
-6.7000000000e-01,2.0560000000e-03
-6.6000000000e-01,2.0228000000e-03
-6.5000000000e-01,1.9890000000e-03
-6.4000000000e-01,1.9570000000e-03
-6.3000000000e-01,1.9222000000e-03
-6.2000000000e-01,1.8896000000e-03
-6.1000000000e-01,1.8584000000e-03
-6.0000000000e-01,1.8268000000e-03
-5.9000000000e-01,1.7922000000e-03
-5.8000000000e-01,1.7586000000e-03
-5.7000000000e-01,1.7236000000e-03
-5.6000000000e-01,1.6922000000e-03
-5.5000000000e-01,1.6610000000e-03
-5.4000000000e-01,1.6282000000e-03
-5.3000000000e-01,1.5962000000e-03
-5.2000000000e-01,1.5628000000e-03
-5.1000000000e-01,1.5300000000e-03
-5.0000000000e-01,1.4992000000e-03
-4.9000000000e-01,1.4664000000e-03
-4.8000000000e-01,1.4354000000e-03
-4.7000000000e-01,1.4046000000e-03
-4.6000000000e-01,1.3720000000e-03
-4.5000000000e-01,1.3386000000e-03
-4.4000000000e-01,1.3076000000e-03
-4.3000000000e-01,1.2788000000e-03
-4.2000000000e-01,1.2448000000e-03
-4.1000000000e-01,1.2118000000e-03
-4.0000000000e-01,1.1796000000e-03
-3.9000000000e-01,1.1494000000e-03
-3.8000000000e-01,1.1196400000e-03
-3.7000000000e-01,1.0877600000e-03
-3.6000000000e-01,1.0561800000e-03
-3.5000000000e-01,1.0249000000e-03
-3.4000000000e-01,9.9686000000e-04
-3.3000000000e-01,9.6394000000e-04
-3.2000000000e-01,9.3240000000e-04
-3.1000000000e-01,9.0002000000e-04
-3.0000000000e-01,8.7082000000e-04
-2.9000000000e-01,8.4132000000e-04
-2.8000000000e-01,8.0964000000e-04
-2.7000000000e-01,7.8002000000e-04
-2.6000000000e-01,7.5010000000e-04
-2.5000000000e-01,7.1762000000e-04
-2.4000000000e-01,6.8824000000e-04
-2.3000000000e-01,6.5994000000e-04
-2.2000000000e-01,6.3020000000e-04
-2.1000000000e-01,6.0232000000e-04
-2.0000000000e-01,5.7040000000e-04
-1.9000000000e-01,5.4076000000e-04
-1.8000000000e-01,5.1178000000e-04
-1.7000000000e-01,4.8322000000e-04
-1.6000000000e-01,4.5498000000e-04
-1.5000000000e-01,4.2628000000e-04
-1.4000000000e-01,3.9518000000e-04
-1.3000000000e-01,3.6752000000e-04
-1.2000000000e-01,3.3904000000e-04
-1.1000000000e-01,3.0962000000e-04
-1.0000000000e-01,2.8150000000e-04
-9.0000000000e-02,2.5434000000e-04
-8.0000000000e-02,2.2406000000e-04
-7.0000000000e-02,1.9396000000e-04
-6.0000000000e-02,1.6858000000e-04
-5.0000000000e-02,1.4034000000e-04
-4.0000000000e-02,1.1216200000e-04
-3.0000000000e-02,8.2722000000e-05
-2.0000000000e-02,5.5812000000e-05
-1.0000000000e-02,2.8064000000e-05
0.0000000000e+00,5.7760000000e-08
0.0000000000e+00,-4.9420000000e-07
5.0000000000e-03,1.4786000000e-05
1.0000000000e-02,2.9010000000e-05
1.5000000000e-02,4.4558000000e-05
2.0000000000e-02,5.6234000000e-05
2.5000000000e-02,6.9082000000e-05
3.0000000000e-02,8.3650000000e-05
3.5000000000e-02,9.8342000000e-05
4.0000000000e-02,1.1129200000e-04
4.5000000000e-02,1.2318000000e-04
5.0000000000e-02,1.3992000000e-04
5.5000000000e-02,1.5426000000e-04
6.0000000000e-02,1.6688000000e-04
6.5000000000e-02,1.8150000000e-04
7.0000000000e-02,1.9546000000e-04
7.5000000000e-02,2.0830000000e-04
8.0000000000e-02,2.2524000000e-04
8.5000000000e-02,2.3832000000e-04
9.0000000000e-02,2.5064000000e-04
9.5000000000e-02,2.6668000000e-04
1.0000000000e-01,2.7952000000e-04
1.0500000000e-01,2.9418000000e-04
1.1000000000e-01,3.0948000000e-04
1.1500000000e-01,3.2134000000e-04
1.2000000000e-01,3.3536000000e-04
1.2500000000e-01,3.5110000000e-04
1.3000000000e-01,3.6374000000e-04
1.3500000000e-01,3.7952000000e-04
1.4000000000e-01,3.9252000000e-04
1.4500000000e-01,4.0646000000e-04
1.5000000000e-01,4.2224000000e-04
1.5500000000e-01,4.3754000000e-04
1.6000000000e-01,4.5090000000e-04
1.6500000000e-01,4.6422000000e-04
1.7000000000e-01,4.7796000000e-04
1.7500000000e-01,4.9330000000e-04
1.8000000000e-01,5.0826000000e-04
1.8500000000e-01,5.2148000000e-04
1.9000000000e-01,5.3508000000e-04
1.9500000000e-01,5.4816000000e-04
2.0000000000e-01,5.6570000000e-04
2.0500000000e-01,5.7972000000e-04
2.1000000000e-01,5.9410000000e-04
2.1500000000e-01,6.0684000000e-04
2.2000000000e-01,6.2260000000e-04
2.2500000000e-01,6.3736000000e-04
2.3000000000e-01,6.5508000000e-04
2.3500000000e-01,6.6646000000e-04
2.4000000000e-01,6.8004000000e-04
2.4500000000e-01,6.9486000000e-04
2.5000000000e-01,7.1122000000e-04
2.5500000000e-01,7.2496000000e-04
2.6000000000e-01,7.4034000000e-04
2.6500000000e-01,7.5222000000e-04
2.7000000000e-01,7.6770000000e-04
2.7500000000e-01,7.8502000000e-04
2.8000000000e-01,7.9878000000e-04
2.8500000000e-01,8.1326000000e-04
2.9000000000e-01,8.2846000000e-04
2.9500000000e-01,8.4382000000e-04
3.0000000000e-01,8.5886000000e-04
3.0500000000e-01,8.7594000000e-04
3.1000000000e-01,8.8688000000e-04
3.1500000000e-01,9.0250000000e-04
3.2000000000e-01,9.1844000000e-04
3.2500000000e-01,9.3324000000e-04
3.3000000000e-01,9.4770000000e-04
3.3500000000e-01,9.6406000000e-04
3.4000000000e-01,9.7586000000e-04
3.4500000000e-01,9.9312000000e-04
3.5000000000e-01,1.0000400000e-03
3.5500000000e-01,1.0000400000e-03
3.6000000000e-01,1.0000400000e-03
3.6500000000e-01,1.0000400000e-03
3.7000000000e-01,1.0000400000e-03
3.7500000000e-01,1.0000600000e-03
3.8000000000e-01,1.0000400000e-03
3.8500000000e-01,1.0000400000e-03
3.9000000000e-01,1.0000600000e-03
3.9500000000e-01,1.0000400000e-03
4.0000000000e-01,1.0000400000e-03
4.0500000000e-01,1.0000400000e-03
4.1000000000e-01,1.0000400000e-03
4.1500000000e-01,1.0000400000e-03
4.2000000000e-01,1.0000600000e-03
4.2500000000e-01,1.0000400000e-03
4.3000000000e-01,1.0000400000e-03
4.3500000000e-01,1.0000400000e-03
4.4000000000e-01,1.0000400000e-03
4.4500000000e-01,1.0000400000e-03
4.5000000000e-01,1.0000400000e-03
4.5500000000e-01,1.0000400000e-03
4.6000000000e-01,1.0000600000e-03
4.6500000000e-01,1.0000400000e-03
4.7000000000e-01,1.0000600000e-03
4.7500000000e-01,1.0000400000e-03
4.8000000000e-01,1.0000400000e-03
4.8500000000e-01,1.0000400000e-03
4.9000000000e-01,1.0000600000e-03
4.9500000000e-01,1.0000400000e-03
5.0000000000e-01,1.0000400000e-03
5.0000000000e-01,1.0000400000e-03
4.9500000000e-01,1.0000400000e-03
4.9000000000e-01,1.0000400000e-03
4.8500000000e-01,1.0000200000e-03
4.8000000000e-01,1.0000600000e-03
4.7500000000e-01,1.0000400000e-03
4.7000000000e-01,1.0000400000e-03
4.6500000000e-01,1.0000400000e-03
4.6000000000e-01,1.0000600000e-03
4.5500000000e-01,1.0000400000e-03
4.5000000000e-01,1.0000400000e-03
4.4500000000e-01,1.0000400000e-03
4.4000000000e-01,1.0000400000e-03
4.3500000000e-01,1.0000400000e-03
4.3000000000e-01,1.0000600000e-03
4.2500000000e-01,1.0000400000e-03
4.2000000000e-01,1.0000400000e-03
4.1500000000e-01,1.0000400000e-03
4.1000000000e-01,1.0000400000e-03
4.0500000000e-01,1.0000400000e-03
4.0000000000e-01,1.0000600000e-03
3.9500000000e-01,1.0000400000e-03
3.9000000000e-01,1.0000400000e-03
3.8500000000e-01,1.0000400000e-03
3.8000000000e-01,1.0000400000e-03
3.7500000000e-01,1.0000400000e-03
3.7000000000e-01,1.0000400000e-03
3.6500000000e-01,1.0000400000e-03
3.6000000000e-01,1.0000600000e-03
3.5500000000e-01,1.0000400000e-03
3.5000000000e-01,1.0000400000e-03
3.4500000000e-01,9.9700000000e-04
3.4000000000e-01,9.7964000000e-04
3.3500000000e-01,9.6328000000e-04
3.3000000000e-01,9.4698000000e-04
3.2500000000e-01,9.3396000000e-04
3.2000000000e-01,9.1948000000e-04
3.1500000000e-01,9.0442000000e-04
3.1000000000e-01,8.8800000000e-04
3.0500000000e-01,8.7432000000e-04
3.0000000000e-01,8.6008000000e-04
2.9500000000e-01,8.4736000000e-04
2.9000000000e-01,8.2960000000e-04
2.8500000000e-01,8.1382000000e-04
2.8000000000e-01,7.9978000000e-04
2.7500000000e-01,7.8564000000e-04
2.7000000000e-01,7.7018000000e-04
2.6500000000e-01,7.5474000000e-04
2.6000000000e-01,7.3676000000e-04
2.5500000000e-01,7.2538000000e-04
2.5000000000e-01,7.1120000000e-04
2.4500000000e-01,6.9642000000e-04
2.4000000000e-01,6.8084000000e-04
2.3500000000e-01,6.6694000000e-04
2.3000000000e-01,6.5278000000e-04
2.2500000000e-01,6.4072000000e-04
2.2000000000e-01,6.2502000000e-04
2.1500000000e-01,6.0788000000e-04
2.1000000000e-01,5.9476000000e-04
2.0500000000e-01,5.8054000000e-04
2.0000000000e-01,5.6598000000e-04
1.9500000000e-01,5.5162000000e-04
1.9000000000e-01,5.3638000000e-04
1.8500000000e-01,5.1938000000e-04
1.8000000000e-01,5.0842000000e-04
1.7500000000e-01,4.9260000000e-04
1.7000000000e-01,4.7792000000e-04
1.6500000000e-01,4.6384000000e-04
1.6000000000e-01,4.4988000000e-04
1.5500000000e-01,4.3542000000e-04
1.5000000000e-01,4.2410000000e-04
1.4500000000e-01,4.0684000000e-04
1.4000000000e-01,3.9278000000e-04
1.3500000000e-01,3.7984000000e-04
1.3000000000e-01,3.6472000000e-04
1.2500000000e-01,3.5078000000e-04
1.2000000000e-01,3.3788000000e-04
1.1500000000e-01,3.2072000000e-04
1.1000000000e-01,3.0746000000e-04
1.0500000000e-01,2.9562000000e-04
1.0000000000e-01,2.7972000000e-04
9.5000000000e-02,2.6670000000e-04
9.0000000000e-02,2.5168000000e-04
8.5000000000e-02,2.3670000000e-04
8.0000000000e-02,2.2490000000e-04
7.5000000000e-02,2.1116000000e-04
7.0000000000e-02,1.9540000000e-04
6.5000000000e-02,1.8192000000e-04
6.0000000000e-02,1.6718000000e-04
5.5000000000e-02,1.5416000000e-04
5.0000000000e-02,1.4098000000e-04
4.5000000000e-02,1.2546000000e-04
4.0000000000e-02,1.1038000000e-04
3.5000000000e-02,9.7800000000e-05
3.0000000000e-02,8.4386000000e-05
2.5000000000e-02,6.9870000000e-05
2.0000000000e-02,5.5158000000e-05
1.5000000000e-02,4.2214000000e-05
1.0000000000e-02,2.7514000000e-05
5.0000000000e-03,1.2696000000e-05
0.0000000000e+00,5.0108000000e-08
