Time (s),Voltage (V),Current (A)
1.00111,-0.57,-0.0022504
1.00697,-0.56,-0.0022106
1.01283,-0.55,-0.0021708
1.01871,-0.54,-0.00213
1.02457,-0.53,-0.002092
1.03045,-0.52,-0.0020528
1.03631,-0.51,-0.0020138
1.04219,-0.5,-0.0019774
1.04804,-0.49,-0.0019346
1.05391,-0.48,-0.0018932
1.05977,-0.47,-0.001857
1.06563,-0.46,-0.0018156
1.07149,-0.45,-0.0017776
1.07735,-0.44,-0.0017396
1.08327,-0.43,-0.0016978
1.08912,-0.42,-0.0016582
1.095,-0.41,-0.0016144
1.10084,-0.4,-0.0015786
1.10678,-0.39,-0.0015412
1.11264,-0.38,-0.0015002
1.11853,-0.37,-0.0014602
1.12438,-0.36,-0.0014218
1.13025,-0.35,-0.0013826
1.13611,-0.34,-0.001342
1.14205,-0.33,-0.001306
1.14792,-0.32,-0.0012654
1.15377,-0.31,-0.0012234
1.15964,-0.3,-0.0011852
1.16549,-0.29,-0.0011448
1.17135,-0.28,-0.0011066
1.1772,-0.27,-0.0010684
1.18307,-0.26,-0.0010272
1.19519,-0.25,-0.00098408
1.20107,-0.24,-0.00094868
1.20693,-0.23,-0.00090884
1.2128,-0.22,-0.00086896
1.21867,-0.21,-0.00082818
1.22453,-0.2,-0.00079
1.23041,-0.19,-0.00075052
1.23626,-0.18,-0.00071126
1.24212,-0.17,-0.0006747
1.24798,-0.16,-0.00063252
1.25383,-0.15,-0.00059084
1.25968,-0.14,-0.00055394
1.26555,-0.13,-0.00051254
1.27142,-0.12,-0.00047466
1.27727,-0.11,-0.00043672
1.28315,-0.1,-0.00039522
1.28902,-0.09,-0.00035568
1.29488,-0.08,-0.00031222
1.30071,-0.07,-0.00027388
1.30657,-0.06,-0.00023844
1.31245,-0.05,-0.00019764
1.31828,-0.04,-0.00015716
1.32413,-0.03,-0.00011892
1.33602,-0.02,-7.7272e-05
1.34171,-0.01,-3.96e-05
1.35321,0.0,-2.2689e-06
