Time (s),Voltage (V),Current (A)
0.69433,-2.94,-0.011205
0.7002,-2.97,-0.0113142
0.70603,-3.0,-0.0114226
0.70948,-3.0,-0.011423
0.71534,-2.97,-0.0113138
0.72123,-2.94,-0.0112018
0.72709,-2.91,-0.0110914
0.73295,-2.88,-0.0109794
0.73881,-2.85,-0.0108752
0.74466,-2.82,-0.0107642
0.75052,-2.79,-0.0106534
0.75639,-2.76,-0.0105426
0.76225,-2.73,-0.0104342
0.76813,-2.7,-0.0103246
0.77398,-2.67,-0.010214
0.77982,-2.64,-0.010107
0.78569,-2.61,-0.0099964
0.79157,-2.58,-0.009884
0.79742,-2.55,-0.0097738
0.80333,-2.52,-0.009663
0.80919,-2.49,-0.0095542
0.81506,-2.46,-0.0094446
0.82092,-2.43,-0.0093322
0.82678,-2.4,-0.0092224
0.83271,-2.37,-0.0091076
0.83858,-2.34,-0.0089988
0.84444,-2.31,-0.0088908
0.85028,-2.28,-0.008779
0.85614,-2.25,-0.0086674
0.86201,-2.22,-0.0085576
0.86787,-2.19,-0.0084462
0.87374,-2.16,-0.008333
0.8796,-2.13,-0.0082236
0.88545,-2.1,-0.0081132
0.89134,-2.07,-0.0080032
0.8972,-2.04,-0.0078872
0.90306,-2.01,-0.0077766
0.90893,-1.98,-0.0076648
0.9148,-1.95,-0.0075542
0.92065,-1.92,-0.007441
0.92651,-1.89,-0.0073282
0.93238,-1.86,-0.007216
0.93823,-1.83,-0.0070996
0.94409,-1.8,-0.0069892
0.94993,-1.77,-0.0068788
0.95579,-1.74,-0.0067636
0.96164,-1.71,-0.0066522
0.96752,-1.68,-0.0065378
0.97338,-1.65,-0.0064232
0.97923,-1.62,-0.0063114
0.98508,-1.59,-0.0061974
0.99096,-1.56,-0.0060868
0.99681,-1.53,-0.0059728
1.00268,-1.5,-0.0058544
1.00852,-1.47,-0.005741
1.01437,-1.44,-0.0056288
1.02024,-1.41,-0.0055128
1.02609,-1.38,-0.0053982
1.03197,-1.35,-0.0052854
1.03786,-1.32,-0.005168
1.04372,-1.29,-0.0050518
1.04959,-1.26,-0.0049342
1.05544,-1.23,-0.0048236
1.06132,-1.2,-0.0047078
1.06719,-1.17,-0.0045918
1.07304,-1.14,-0.004475
1.0789,-1.11,-0.0043604
1.08474,-1.08,-0.004245
1.09061,-1.05,-0.0041272
1.09648,-1.02,-0.0040144
1.10239,-0.99,-0.003897
1.10825,-0.96,-0.003778
1.11413,-0.93,-0.0036632
1.11999,-0.9,-0.0035446
1.12586,-0.87,-0.003429
1.13174,-0.84,-0.0033136
1.13763,-0.81,-0.0031946
1.14346,-0.78,-0.0030778
1.14933,-0.75,-0.0029566
1.15516,-0.72,-0.0028398
1.16104,-0.69,-0.0027266
1.16692,-0.66,-0.0026068
1.17279,-0.63,-0.0024882
1.17865,-0.6,-0.0023714
1.1845,-0.57,-0.0022532
1.19037,-0.54,-0.0021334
1.19622,-0.51,-0.0020176
1.20211,-0.48,-0.0019008
1.20796,-0.45,-0.0017846
1.21383,-0.42,-0.0016614
1.2197,-0.39,-0.0015432
1.22555,-0.36,-0.0014254
1.23142,-0.33,-0.0013084
1.23728,-0.3,-0.0011882
1.24314,-0.27,-0.0010692
1.25526,-0.24,-0.00094892
1.26114,-0.21,-0.00083328
1.26708,-0.18,-0.00071282
1.27293,-0.15,-0.00059276
1.27879,-0.12,-0.00047508
1.28464,-0.09,-0.00035664
1.29051,-0.06,-0.00023624
1.29637,-0.03,-0.00012056
1.31393,0.0,-3.916e-07
