Time (s),Voltage (V),Current (A)
3.05144,0.099,3.0796e-10
3.08113,0.1,-8.043e-11
3.08569,0.1,2.2737e-10
3.11541,0.099,-2.513e-11
3.14513,0.098,1.835e-11
3.17484,0.097,-1.4799e-10
3.20456,0.096,-7.297e-11
3.23428,0.095,2.875e-10
3.26397,0.094,-4.952e-11
3.29369,0.093,-3.0951e-10
3.32339,0.092,6.569e-11
3.35308,0.091,8.35e-11
3.38278,0.09,7.237e-11
3.41248,0.089,1.0229e-10
3.44218,0.088,-2.3223e-10
3.47189,0.087,1.124e-11
3.50159,0.086,3.0901e-10
3.53129,0.085,-8.18e-11
3.56099,0.084,-1.6343e-10
3.59069,0.083,-1.29e-12
3.62039,0.082,-8.146e-11
3.64984,0.081,1.4336e-10
3.67955,0.08,7.232e-11
3.70925,0.079,-2.8543e-10
3.73896,0.078,5.205e-11
3.76875,0.077,3.0315e-10
3.79845,0.076,-6.34e-11
3.82816,0.075,-5.701e-11
3.85786,0.074,-9.87e-11
3.88756,0.073,-8.519e-11
3.91726,0.072,2.2676e-10
3.94696,0.071,-1.686e-11
3.97672,0.07,-3.2612e-10
4.00618,0.069,6.673e-11
4.03591,0.068,1.8356e-10
4.06563,0.067,-1.08e-12
4.09535,0.066,8.825e-11
4.12507,0.065,-1.7081e-10
4.15478,0.064,-5.415e-11
4.1845,0.063,3.0132e-10
4.21418,0.062,-6.219e-11
4.24388,0.061,-2.6555e-10
4.27365,0.06,2.348e-11
4.30335,0.059,1.754e-11
4.33307,0.058,1.288e-10
4.36277,0.057,6.674e-11
4.39248,0.056,-2.6505e-10
4.42219,0.055,3.99e-11
4.45189,0.054,3.2798e-10
4.48159,0.053,-7.45e-11
4.5113,0.052,-9.985e-11
4.54099,0.051,-5.61e-11
4.57074,0.05,-1.0096e-10
4.60045,0.049,2.1518e-10
4.63015,0.048,-3.61e-12
4.65986,0.047,-3.0475e-10
4.68953,0.046,6.498e-11
4.71924,0.045,1.8249e-10
4.74895,0.044,-7.13e-12
4.77867,0.043,7.695e-11
4.80836,0.042,-1.6651e-10
4.83807,0.041,-5.869e-11
4.86778,0.04,3.0894e-10
4.89748,0.039,-6.087e-11
4.92719,0.038,-2.6639e-10
4.95689,0.037,3.959e-11
4.9866,0.036,2.596e-11
5.0163,0.035,1.1436e-10
5.04602,0.034,9.315e-11
5.07571,0.033,-2.5244e-10
5.10542,0.032,2.253e-11
5.13514,0.031,3.3166e-10
5.16484,0.03,-8.535e-11
5.19455,0.029,-1.1297e-10
5.22425,0.028,-4.088e-11
5.25395,0.027,-1.0116e-10
5.28366,0.026,2.1157e-10
5.31337,0.025,9.01e-12
5.34309,0.024,-3.0232e-10
5.3728,0.023,7.933e-11
5.4025,0.022,1.8477e-10
5.4322,0.021,-1.051e-11
5.4619,0.02,6.53e-11
5.4916,0.019,-1.6421e-10
5.52131,0.018,-7.137e-11
5.55102,0.017,2.9883e-10
5.58072,0.016,-6.235e-11
5.61042,0.015,-2.7786e-10
5.64012,0.014,4.876e-11
5.66982,0.013,4.689e-11
5.69952,0.012,1.0674e-10
5.72923,0.011,9.076e-11
5.75892,0.01,-2.5022e-10
5.78864,0.009,2.84e-11
5.81834,0.008,3.2519e-10
5.84804,0.007,-8.761e-11
5.87775,0.006,-1.2879e-10
5.90745,0.005,-2.573e-11
5.93714,0.004,-1.0813e-10
5.96684,0.003,2.0319e-10
5.99654,0.002,2.902e-11
6.02625,0.001,-3.009e-10
6.05594,0.0,7.588e-11
