Time (s),Voltage (V),Current (A)
1.17145,0.028,2.1654e-05
1.17701,0.027,2.0846e-05
1.18256,0.026,2.023e-05
1.18811,0.025,1.9314e-05
1.19367,0.024,1.8522e-05
1.19921,0.023,1.7968e-05
1.20476,0.022,1.6952e-05
1.21031,0.021,1.6194e-05
1.21585,0.02,1.5556e-05
1.2214,0.019,1.4612e-05
1.22695,0.018,1.3714e-05
1.2325,0.017,1.3216e-05
1.2381,0.016,1.2324e-05
1.24367,0.015,1.1614e-05
1.24921,0.014,1.0972e-05
1.26063,0.013,1.03473e-05
1.26705,0.012,9.3543e-06
1.27348,0.011,8.4322e-06
1.27989,0.01,7.4861e-06
1.28632,0.009,7.012e-06
1.29274,0.008,5.6351e-06
1.29916,0.007,5.8091e-06
1.30559,0.006,4.4373e-06
1.31209,0.005,3.8467e-06
1.31853,0.004,2.6424e-06
1.32495,0.003,2.1934e-06
1.33138,0.002,1.5733e-06
1.34665,0.001,5.6544e-07
1.35236,0.0,4.148e-07
