Time (s),Voltage (V),Current (A)
0.69778,0.086,0.0002405
0.70351,0.087,0.00024288
0.70927,0.088,0.0002448
0.71501,0.089,0.00024908
0.72074,0.09,0.00025198
0.72649,0.091,0.00025324
0.73223,0.092,0.00025742
0.73798,0.093,0.00025994
0.74373,0.094,0.00026396
0.74949,0.095,0.00026802
0.75524,0.096,0.0002704
0.76098,0.097,0.0002736
0.76671,0.098,0.00027446
0.77245,0.099,0.00027652
0.77817,0.1,0.00028004
0.78161,0.1,0.00028052
0.78734,0.099,0.00027658
0.79309,0.098,0.00027318
0.79884,0.097,0.00027158
0.80458,0.096,0.00026906
0.81031,0.095,0.00026518
0.81605,0.094,0.00026448
0.82179,0.093,0.00026196
0.82753,0.092,0.00026104
0.83329,0.091,0.0002555
0.83903,0.09,0.00025032
0.84477,0.089,0.00024774
0.8505,0.088,0.0002464
0.85623,0.087,0.00024242
0.86197,0.086,0.0002399
0.86771,0.085,0.000238
0.87345,0.084,0.00023434
0.8792,0.083,0.00023174
0.88494,0.082,0.00023018
0.89068,0.081,0.00022614
0.89651,0.08,0.0002235
0.90225,0.079,0.0002193
0.908,0.078,0.00021518
0.91375,0.077,0.0002137
0.91951,0.076,0.00021134
0.92525,0.075,0.0002098
0.931,0.074,0.00020704
0.93674,0.073,0.00020336
0.94255,0.072,0.00019988
0.9483,0.071,0.00019848
0.95405,0.07,0.00019472
0.95979,0.069,0.00019106
0.96554,0.068,0.00018934
0.97129,0.067,0.00018682
0.97703,0.066,0.0001834
0.98278,0.065,0.00018246
0.98852,0.064,0.00018006
0.99428,0.063,0.0001795
1.0,0.062,0.0001748
1.00575,0.061,0.00016938
1.01149,0.06,0.00016628
1.01723,0.059,0.00016508
1.02298,0.058,0.00016144
1.02873,0.057,0.0001591
1.03446,0.056,0.00015714
1.04018,0.055,0.0001532
1.04592,0.054,0.00015086
1.05165,0.053,0.00014904
1.0574,0.052,0.00014522
1.06322,0.051,0.0001422
1.06894,0.05,0.00013872
1.07468,0.049,0.0001344
1.08047,0.048,0.00013234
1.08631,0.047,0.00013064
1.09212,0.046,0.00012842
1.09786,0.045,0.00012522
1.10362,0.044,0.00012204
1.10938,0.043,0.00011894
1.11512,0.042,0.0001174
1.12086,0.041,0.00011368
1.12669,0.04,0.00011014
1.13245,0.039,0.00010852
1.13818,0.038,0.0001056
1.14391,0.037,0.00010276
1.15551,0.036,0.000101914
1.16106,0.035,0.000100636
1.16661,0.034,9.7212e-05
1.17217,0.033,9.3476e-05
1.17771,0.032,9.2022e-05
1.18326,0.031,8.8658e-05
1.1888,0.03,8.503e-05
1.19435,0.029,8.3398e-05
1.1999,0.028,8.0154e-05
1.20545,0.027,7.6422e-05
1.21109,0.026,7.5306e-05
1.21663,0.025,7.1864e-05
1.22218,0.024,6.8314e-05
1.22771,0.023,6.6626e-05
1.23326,0.022,6.346e-05
1.23881,0.021,5.9732e-05
1.24435,0.02,5.7862e-05
1.2499,0.019,5.4852e-05
1.25544,0.018,5.109e-05
1.26099,0.017,4.9262e-05
1.26652,0.016,4.619e-05
1.27207,0.015,4.2544e-05
1.27761,0.014,4.0262e-05
1.28316,0.013,3.7606e-05
1.2887,0.012,3.4008e-05
1.29425,0.011,3.1478e-05
1.29979,0.01,2.9058e-05
1.30534,0.009,2.55e-05
1.31089,0.008,2.2754e-05
1.31643,0.007,2.0422e-05
1.32198,0.006,1.689e-05
1.32751,0.005,1.3984e-05
1.33306,0.004,1.1966e-05
1.34446,0.003,9.7038e-06
1.35088,0.002,6.0362e-06
1.35731,0.001,2.6975e-06
1.37955,0.0,-8.129e-08
