Time (s),Voltage (V),Current (A)
0.56138,0.067,5.2194e-05
0.56691,0.068,5.3712e-05
0.57245,0.069,5.4118e-05
0.57799,0.07,5.467e-05
0.58352,0.071,5.6062e-05
0.58906,0.072,5.6518e-05
0.59461,0.073,5.7012e-05
0.60014,0.074,5.8532e-05
0.60568,0.075,5.8948e-05
0.61122,0.076,5.9416e-05
0.61677,0.077,6.0884e-05
0.62232,0.078,6.1256e-05
0.62786,0.079,6.178e-05
0.63342,0.08,6.31e-05
0.63896,0.081,6.363e-05
0.64447,0.082,6.424e-05
0.65002,0.083,6.5458e-05
0.65556,0.084,6.5948e-05
0.66107,0.085,6.6532e-05
0.66661,0.086,6.7612e-05
0.67216,0.087,6.8252e-05
0.67772,0.088,6.8842e-05
0.68327,0.089,6.9984e-05
0.68881,0.09,7.065e-05
0.69436,0.091,7.1232e-05
0.69989,0.092,7.224e-05
0.70541,0.093,7.2866e-05
0.71096,0.094,7.3592e-05
0.71649,0.095,7.4398e-05
0.72203,0.096,7.5202e-05
0.72759,0.097,7.5786e-05
0.73313,0.098,7.67e-05
0.73868,0.099,7.7492e-05
0.74421,0.1,7.8122e-05
0.74763,0.1,7.7778e-05
0.75319,0.099,7.726e-05
0.75873,0.098,7.6184e-05
0.76428,0.097,7.5422e-05
0.76979,0.096,7.4832e-05
0.77534,0.095,7.3518e-05
0.78089,0.094,7.2946e-05
0.78643,0.093,7.24e-05
0.79198,0.092,7.1086e-05
0.79752,0.091,7.0496e-05
0.80308,0.09,7.0084e-05
0.80862,0.089,6.868e-05
0.81417,0.088,6.8136e-05
0.81971,0.087,6.7606e-05
0.82526,0.086,6.6214e-05
0.8308,0.085,6.5624e-05
0.83635,0.084,6.5282e-05
0.8419,0.083,6.3814e-05
0.84744,0.082,6.3292e-05
0.853,0.081,6.2916e-05
0.85855,0.08,6.1468e-05
0.86409,0.079,6.0866e-05
0.86964,0.078,6.0534e-05
0.87518,0.077,5.8996e-05
0.88073,0.076,5.857e-05
0.8863,0.075,5.81e-05
0.89184,0.074,5.66e-05
0.89739,0.073,5.6168e-05
0.90295,0.072,5.5716e-05
0.90848,0.071,5.4196e-05
0.91407,0.07,5.3862e-05
0.91962,0.069,5.3374e-05
0.92516,0.068,5.1988e-05
0.93078,0.067,5.1652e-05
0.93633,0.066,5.12e-05
0.94188,0.065,4.9784e-05
0.94746,0.064,4.9302e-05
0.95301,0.063,4.8928e-05
0.95856,0.062,4.7478e-05
0.96407,0.061,4.6908e-05
0.96962,0.06,4.6472e-05
0.97516,0.059,4.4972e-05
0.98069,0.058,4.454e-05
0.98624,0.057,4.3988e-05
0.99178,0.056,4.253e-05
0.99733,0.055,4.2102e-05
1.00289,0.054,4.1634e-05
1.00843,0.053,4.0124e-05
1.01397,0.052,3.9684e-05
1.01952,0.051,3.921e-05
1.02506,0.05,3.7812e-05
1.03061,0.049,3.7416e-05
1.03616,0.048,3.6912e-05
1.0417,0.047,3.5518e-05
1.04726,0.046,3.509e-05
1.0528,0.045,3.46e-05
1.05835,0.044,3.3194e-05
1.06389,0.043,3.2756e-05
1.06943,0.042,3.2178e-05
1.07498,0.041,3.084e-05
1.08053,0.04,3.0396e-05
1.08607,0.039,2.99e-05
1.09162,0.038,2.8584e-05
1.09716,0.037,2.8094e-05
1.10271,0.036,2.7538e-05
1.10825,0.035,2.6284e-05
1.1138,0.034,2.5808e-05
1.11934,0.033,2.523e-05
1.12489,0.032,2.4018e-05
1.13044,0.031,2.346e-05
1.136,0.03,2.29e-05
1.14154,0.029,2.1752e-05
1.1471,0.028,2.118e-05
1.15265,0.027,2.0556e-05
1.1582,0.026,1.9426e-05
1.16375,0.025,1.885e-05
1.16929,0.024,1.8286e-05
1.17484,0.023,1.7216e-05
1.18038,0.022,1.656e-05
1.18593,0.021,1.598e-05
1.19147,0.02,1.4926e-05
1.19703,0.019,1.426e-05
1.20257,0.018,1.3668e-05
1.2081,0.017,1.2698e-05
1.21364,0.016,1.1986e-05
1.21919,0.015,1.1378e-05
1.22473,0.014,1.0446e-05
1.23028,0.013,9.704e-06
1.24167,0.012,8.9768e-06
1.24812,0.011,8.2688e-06
1.25455,0.01,7.8471e-06
1.26096,0.009,7.0759e-06
1.26746,0.008,6.2639e-06
1.27388,0.007,5.7252e-06
1.2803,0.006,4.2941e-06
1.28672,0.005,4.0701e-06
1.29317,0.004,3.0095e-06
1.2996,0.003,2.8367e-06
1.30602,0.002,1.5782e-06
1.32129,0.001,5.8048e-07
1.32703,0.0,3.4354e-07
