# Saved on 2025-07-24T11:33:24.183510
# Name: Evan
# Sample_ID: MTW_UnknownTest
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -1.3
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -2.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.005
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   SMU_Pair: [2, 1]
#   min_gtarget: 0.0009
#   max_gtarget: 0.0012
#   num_level: 5
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.9
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 0.005555
#   ProgramTargetOffset: 0.005555
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.00025
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_900.00 uS,Conductance_Target_975.00 uS,Conductance_Target_1050.00 uS,Conductance_Target_1125.00 uS,Conductance_Target_1200.00 uS
2.3144000000e-02,-1.5387188057e-06,-1.5618932991e-06,-1.3958923546e-05,-1.3636105223e-05,-1.3323877965e-05
2.4144000000e-02,-1.5266017783e-06,-1.4691954675e-06,-1.3559990748e-05,-1.3257083538e-05,-1.3680164557e-05
2.5144000000e-02,-1.5030090594e-06,-1.5276893350e-06,-1.3781274220e-05,-1.3505904235e-05,-1.3919101320e-05
2.6144000000e-02,-1.4943081794e-06,-1.4698369455e-06,-1.3844962723e-05,-1.3349438177e-05,-1.3823497511e-05
2.7144000000e-02,-1.5157534961e-06,-1.4943360327e-06,-1.4051419157e-05,-1.3231805269e-05,-1.3587244894e-05
2.8144000000e-02,-1.4793465652e-06,-1.4893581124e-06,-1.4028260011e-05,-1.3306649862e-05,-1.3396604572e-05
2.9144000000e-02,-1.4985887731e-06,-1.5280797072e-06,-1.3831829619e-05,-1.3275299580e-05,-1.4011455960e-05
3.0144000000e-02,-1.4617495481e-06,-1.5042638779e-06,-1.4087429463e-05,-1.3318511947e-05,-1.3890858099e-05
3.1144000000e-02,-1.4462720799e-06,-1.4987283237e-06,-1.3942119494e-05,-1.3027466821e-05,-1.3650085293e-05
3.2144000000e-02,-1.4653889480e-06,-1.5245102247e-06,-1.3410866586e-05,-1.3017723859e-05,-1.3853717746e-05
3.3144000000e-02,-1.4521842218e-06,-1.5088096461e-06,-1.3266544556e-05,-1.2769183968e-05,-1.3919807316e-05
3.4144000000e-02,-1.4442223062e-06,-1.4870573750e-06,-1.3500256273e-05,-1.3207234133e-05,-1.3885349972e-05
3.5144000000e-02,-1.4651658375e-06,-1.4880474453e-06,-1.3761646187e-05,-1.3317664980e-05,-1.3962736602e-05
3.6144000000e-02,-1.4728905740e-06,-1.4832367867e-06,-1.3759951116e-05,-1.3084518287e-05,-1.3820814502e-05
3.7144000000e-02,-1.4505806689e-06,-1.5096880190e-06,-1.3651639392e-05,-1.2918166021e-05,-1.4062293303e-05
3.8144000000e-02,-1.4365951984e-06,-1.4935829995e-06,-1.3693721712e-05,-1.3143828710e-05,-1.4038428162e-05
3.9144000000e-02,-1.4433159379e-06,-1.5292370392e-06,-1.3711372731e-05,-1.3009250779e-05,-1.3774637182e-05
4.0144000000e-02,-1.4661836190e-06,-1.5106920159e-06,-1.3677622519e-05,-1.3340118130e-05,-1.3808388530e-05
4.1144000000e-02,-1.4352704625e-06,-1.4850216701e-06,-1.3775908201e-05,-1.3573122715e-05,-1.3227710269e-05
4.2144000000e-02,-1.4327466147e-06,-1.5075825388e-06,-1.3974174635e-05,-1.3106265442e-05,-1.3413973647e-05
4.3144000000e-02,-1.4839619666e-06,-1.4900135170e-06,-1.3776473224e-05,-1.3249598396e-05,-1.3950874518e-05
4.4144000000e-02,-1.4947403315e-06,-1.5160044597e-06,-1.3736226947e-05,-1.3519602362e-05,-1.3367937299e-05
4.5144000000e-02,-1.4604945875e-06,-1.5230182271e-06,-1.3612522025e-05,-1.3123493545e-05,-1.3690049627e-05
4.6144000000e-02,-1.4749542743e-06,-1.4746893839e-06,-1.3510565395e-05,-1.3087060324e-05,-1.3194101030e-05
4.7144000000e-02,-1.4515427438e-06,-1.5320955526e-06,-1.3530193428e-05,-1.2799263231e-05,-1.3867839925e-05
4.8144000000e-02,-1.4439852691e-06,-1.5332250314e-06,-1.3951580513e-05,-1.3104429399e-05,-1.3843832676e-05
4.9144000000e-02,-1.4761255329e-06,-1.5366831008e-06,-1.3871793954e-05,-1.3158514776e-05,-1.3758539126e-05
5.0144000000e-02,-1.4675779880e-06,-1.4901529255e-06,-1.3627773114e-05,-1.3045402056e-05,-1.3448570826e-05
5.1144000000e-02,-1.5013218047e-06,-1.5059093528e-06,-1.3434308812e-05,-1.2831319509e-05,-1.3624949133e-05
5.2144000000e-02,-1.4634925094e-06,-1.5231715622e-06,-1.3751902088e-05,-1.2877919744e-05,-1.3890717128e-05
5.3144000000e-02,-1.5039850609e-06,-1.4975151430e-06,-1.3722952872e-05,-1.3188453067e-05,-1.3829146610e-05
5.4144000000e-02,-1.4744104249e-06,-1.4980729190e-06,-1.4071895293e-05,-1.3102876437e-05,-1.3749219079e-05
5.5144000000e-02,-1.5067598724e-06,-1.4955490713e-06,-1.4007077880e-05,-1.3145381672e-05,-1.3684118585e-05
5.6144000000e-02,-1.4718169439e-06,-1.5237571915e-06,-1.4162555999e-05,-1.3498985254e-05,-1.4108188680e-05
5.7144000000e-02,-1.4970271422e-06,-1.5122675734e-06,-1.4024446955e-05,-1.3525392433e-05,-1.3674515458e-05
5.8144000000e-02,-1.4953539562e-06,-1.5127416475e-06,-1.4018233969e-05,-1.3063477127e-05,-1.3755009149e-05
5.9144000000e-02,-1.4558793282e-06,-1.5296554068e-06,-1.4306172034e-05,-1.2892182895e-05,-1.3772378225e-05
6.0144000000e-02,-1.5117656460e-06,-1.5216934912e-06,-1.3906674212e-05,-1.3339835050e-05,-1.3644296359e-05
6.1144000000e-02,-1.5153909771e-06,-1.5287768917e-06,-1.3771389149e-05,-1.3124623592e-05,-1.3818131492e-05
6.2144000000e-02,-1.5132854969e-06,-1.5321234059e-06,-1.4377485513e-05,-1.3423999690e-05,-1.3936046344e-05
6.3144000000e-02,-1.4661976877e-06,-1.5241616325e-06,-1.3582301790e-05,-1.3175460936e-05,-1.3829711634e-05
6.4144000000e-02,-1.5132576436e-06,-1.4932902559e-06,-1.3488535160e-05,-1.2975782511e-05,-1.3890858099e-05
6.5144000000e-02,-1.4993139530e-06,-1.4775616819e-06,-1.3985613805e-05,-1.3475685137e-05,-1.3959347598e-05
6.6144000000e-02,-1.5283168864e-06,-1.5477543513e-06,-1.3910487269e-05,-1.3206952190e-05,-1.3719280787e-05
6.7144000000e-02,-1.4991884711e-06,-1.5206477144e-06,-1.3814177464e-05,-1.3666890482e-05,-1.3577077880e-05
6.8144000000e-02,-1.5163251987e-06,-1.5447285762e-06,-1.3369914313e-05,-1.3560413663e-05,-1.3674798538e-05
6.9144000000e-02,-1.4704923501e-06,-1.4935133663e-06,-1.3558577621e-05,-1.3170235889e-05,-1.3876453977e-05
7.0144000000e-02,-1.4798902725e-06,-1.4928301084e-06,-1.3814460544e-05,-1.3027890873e-05,-1.3813048554e-05
7.1144000000e-02,-1.5115703889e-06,-1.5037619505e-06,-1.3849622746e-05,-1.3063195183e-05,-1.3388696516e-05
7.2144000000e-02,-1.5002342479e-06,-1.5293626632e-06,-1.3548128663e-05,-1.3048367009e-05,-1.3541067574e-05
7.3144000000e-02,-1.4595742925e-06,-1.4923001856e-06,-1.3667596477e-05,-1.3394485450e-05,-1.3556883687e-05
7.4144000000e-02,-1.4735320519e-06,-1.5414379106e-06,-1.4068224345e-05,-1.3561260630e-05,-1.3439815802e-05
7.5144000000e-02,-1.4121796710e-06,-1.5455651692e-06,-1.3699228703e-05,-1.3150324776e-05,-1.3626361124e-05
7.6144000000e-02,-1.4649845070e-06,-1.5107337958e-06,-1.4056644204e-05,-1.3171930959e-05,-1.3890152104e-05
7.7144000000e-02,-1.4476525223e-06,-1.5179705315e-06,-1.3565214658e-05,-1.3021677887e-05,-1.3494042150e-05
7.8144000000e-02,-1.4798763459e-06,-1.5086422422e-06,-1.3934211438e-05,-1.3591904917e-05,-1.3383047417e-05
7.9144000000e-02,-1.4530625947e-06,-1.5083075766e-06,-1.4014844965e-05,-1.3327691022e-05,-1.3630033209e-05
8.0144000000e-02,-1.4568553297e-06,-1.5268666687e-06,-1.3724505834e-05,-1.3553070630e-05,-1.3821803577e-05
8.1144000000e-02,-1.4722492381e-06,-1.5371152529e-06,-1.3716597778e-05,-1.3603626030e-05,-1.3615488115e-05
8.2144000000e-02,-1.4373341628e-06,-1.5423999855e-06,-1.3845527747e-05,-1.3160915842e-05,-1.3867839925e-05
8.3144000000e-02,-1.4744104249e-06,-1.5166459377e-06,-1.3382482393e-05,-1.3086213357e-05,-1.3586962950e-05
8.4144000000e-02,-1.4324260178e-06,-1.5152515687e-06,-1.3691037566e-05,-1.2968439478e-05,-1.3762917206e-05
8.5144000000e-02,-1.4886330746e-06,-1.5166877176e-06,-1.3633846265e-05,-1.3215283161e-05,-1.4343594330e-05
8.6144000000e-02,-1.4564510309e-06,-1.5404199871e-06,-1.3425553789e-05,-1.2828494391e-05,-1.3437556845e-05
8.7144000000e-02,-1.5088514260e-06,-1.5374918405e-06,-1.3695274674e-05,-1.3279677660e-05,-1.3622972119e-05
8.8144000000e-02,-1.4693628714e-06,-1.5674010001e-06,-1.3381070403e-05,-1.3156820842e-05,-1.3636952190e-05
8.9144000000e-02,-1.4769621259e-06,-1.5220561522e-06,-1.3606309039e-05,-1.3202009086e-05,-1.3717021830e-05
9.0144000000e-02,-1.4962044759e-06,-1.5322768832e-06,-1.3220508208e-05,-1.3305943867e-05,-1.3782545238e-05
9.1144000000e-02,-1.4630045087e-06,-1.5270758524e-06,-1.3746677041e-05,-1.3718574792e-05,-1.3626361124e-05
9.2144000000e-02,-1.4728627207e-06,-1.4980589924e-06,-1.3703888726e-05,-1.3407195638e-05,-1.3512683381e-05
9.3144000000e-02,-1.4819818261e-06,-1.5145126042e-06,-1.3715044815e-05,-1.3223050246e-05,-1.4019929040e-05
9.4144000000e-02,-1.4658211001e-06,-1.5104689055e-06,-1.4163686046e-05,-1.2924239172e-05,-1.3703606783e-05
9.5144000000e-02,-1.4915053725e-06,-1.5132576436e-06,-1.3450689949e-05,-1.3114455442e-05,-1.3873770968e-05
9.6144000000e-02,-1.4780498248e-06,-1.5105804607e-06,-1.3728036947e-05,-1.3003319737e-05,-1.3989425725e-05
9.7144000000e-02,-1.4876708576e-06,-1.4890234468e-06,-1.3849199831e-05,-1.3065030089e-05,-1.3855836869e-05
9.8144000000e-02,-1.4582775520e-06,-1.5423721322e-06,-1.3887469095e-05,-1.2633618098e-05,-1.3680729580e-05
9.9144000000e-02,-1.4616658461e-06,-1.5215960047e-06,-1.3930963405e-05,-1.2933276139e-05,-1.3742298961e-05
1.0014400000e-01,-1.4880613719e-06,-1.5446588009e-06,-1.3323030998e-05,-1.2864222754e-05,-1.3649520270e-05
1.0114400000e-01,-1.4761812395e-06,-1.5047659474e-06,-1.3690190599e-05,-1.2714110653e-05,-1.3955534541e-05
1.0214400000e-01,-1.4612476207e-06,-1.5076243187e-06,-1.3850187770e-05,-1.2967733483e-05,-1.3854423742e-05
1.0314400000e-01,-1.5062438763e-06,-1.5356651772e-06,-1.3575664752e-05,-1.3239431382e-05,-1.3513671320e-05
1.0414400000e-01,-1.5399319864e-06,-1.5206757098e-06,-1.3636529275e-05,-1.3049919971e-05,-1.3604332025e-05
1.0514400000e-01,-1.4811730864e-06,-1.4627674716e-06,-1.3780851305e-05,-1.2926639101e-05,-1.3486982198e-05
1.0614400000e-01,-1.5130763131e-06,-1.4796673042e-06,-1.3703464674e-05,-1.3470601061e-05,-1.3962030607e-05
1.0714400000e-01,-1.5078893512e-06,-1.4958141037e-06,-1.3594305983e-05,-1.3140721649e-05,-1.3544032527e-05
1.0814400000e-01,-1.5231297823e-06,-1.4505945956e-06,-1.3319782965e-05,-1.3534006484e-05,-1.3785228248e-05
1.0914400000e-01,-1.4783007884e-06,-1.4916727764e-06,-1.3638223209e-05,-1.3115585489e-05,-1.3708124698e-05
1.1014400000e-01,-1.4879776700e-06,-1.5105943874e-06,-1.3788194337e-05,-1.3303542801e-05,-1.3898766156e-05
1.1114400000e-01,-1.4700322026e-06,-1.4823444872e-06,-1.3632716218e-05,-1.3550952644e-05,-1.3621842072e-05
1.1214400000e-01,-1.4409455673e-06,-1.4901250722e-06,-1.3399004501e-05,-1.2887240928e-05,-1.3822368601e-05
1.1314400000e-01,-1.4882705557e-06,-1.4757351607e-06,-1.3839737676e-05,-1.3445323930e-05,-1.3474837033e-05
1.1414400000e-01,-1.4808244941e-06,-1.4679406490e-06,-1.3611393115e-05,-1.2799545175e-05,-1.3932657339e-05
1.1514400000e-01,-1.5181100821e-06,-1.4526722225e-06,-1.3416515685e-05,-1.3253129509e-05,-1.4096326595e-05
1.1614400000e-01,-1.5090047611e-06,-1.4846450824e-06,-1.3665901406e-05,-1.3446311868e-05,-1.3538384565e-05
1.1714400000e-01,-1.4643431712e-06,-1.4905432977e-06,-1.3508729353e-05,-1.3387283389e-05,-1.3578206790e-05
1.1814400000e-01,-1.4878104082e-06,-1.5135225340e-06,-1.3264285599e-05,-1.3169811837e-05,-1.3802033436e-05
1.1914400000e-01,-1.4595883613e-06,-1.4810336779e-06,-1.3274876665e-05,-1.2843887589e-05,-1.3630880176e-05
1.2014400000e-01,-1.4609966570e-06,-1.5214705229e-06,-1.3158655747e-05,-1.3161480865e-05,-1.3746818013e-05
1.2114400000e-01,-1.4465788922e-06,-1.5132715703e-06,-1.4093925529e-05,-1.2858432683e-05,-1.3690473679e-05
1.2214400000e-01,-1.5038874324e-06,-1.4847705643e-06,-1.3792995333e-05,-1.3188594039e-05,-1.3690190599e-05
1.2314400000e-01,-1.4644686530e-06,-1.5201457870e-06,-1.3616900105e-05,-1.3402111563e-05,-1.3709819768e-05
1.2414400000e-01,-1.4813544169e-06,-1.4843244855e-06,-1.3630457261e-05,-1.3680164557e-05,-1.3947767457e-05
1.2514400000e-01,-1.4689864258e-06,-1.4674246529e-06,-1.3509294376e-05,-1.3583431837e-05,-1.4189810145e-05
1.2614400000e-01,-1.4999135090e-06,-1.4837527829e-06,-1.3777744243e-05,-1.3437697817e-05,-1.3731001900e-05
1.2714400000e-01,-1.4835435991e-06,-1.5071641712e-06,-1.3764894220e-05,-1.3054722103e-05,-1.3645143326e-05
1.2814400000e-01,-1.4960511407e-06,-1.5106640205e-06,-1.3812765474e-05,-1.3432754713e-05,-1.3576512856e-05
1.2914400000e-01,-1.4852865604e-06,-1.5182075686e-06,-1.3682282543e-05,-1.3481474070e-05,-1.3790736375e-05
1.3014400000e-01,-1.4509990365e-06,-1.5102875750e-06,-1.3868686892e-05,-1.3339553107e-05,-1.3837195638e-05
1.3114400000e-01,-1.4738526488e-06,-1.4854677488e-06,-1.3357205262e-05,-1.3561402739e-05,-1.4160297042e-05
1.3214400000e-01,-1.4740479060e-06,-1.5046683188e-06,-1.3424705685e-05,-1.3676210529e-05,-1.3994509800e-05
1.3314400000e-01,-1.4965669948e-06,-1.5006246201e-06,-1.3603485058e-05,-1.3691461618e-05,-1.3963866650e-05
1.3414400000e-01,-1.4869318932e-06,-1.5130345332e-06,-1.3402111563e-05,-1.3544315607e-05,-1.3522991367e-05
1.3514400000e-01,-1.5104410522e-06,-1.5262810393e-06,-1.3553070630e-05,-1.3715185787e-05,-1.3784664361e-05
1.3614400000e-01,-1.4868481912e-06,-1.5291115574e-06,-1.3631163256e-05,-1.3334893083e-05,-1.3958641603e-05
1.3714400000e-01,-1.4313802410e-06,-1.4751773847e-06,-1.3630739204e-05,-1.3432754713e-05,-1.3799773342e-05
1.3814400000e-01,-1.4623910261e-06,-1.5044452084e-06,-1.3808529502e-05,-1.3149900724e-05,-1.3817990521e-05
1.3914400000e-01,-1.4766135337e-06,-1.4982401808e-06,-1.3934634353e-05,-1.3351133248e-05,-1.3551940583e-05
1.4014400000e-01,-1.5216377847e-06,-1.5218469684e-06,-1.3757268107e-05,-1.3646414345e-05,-1.4019929040e-05
1.4114400000e-01,-1.4799879011e-06,-1.5323604430e-06,-1.3491077198e-05,-1.3396604572e-05,-1.4157189980e-05
1.4214400000e-01,-1.4913241841e-06,-1.4867924847e-06,-1.3833806634e-05,-1.3352827182e-05,-1.3936188452e-05
1.4314400000e-01,-1.4775338286e-06,-1.4900831502e-06,-1.3515083310e-05,-1.3472294995e-05,-1.3758821069e-05
1.4414400000e-01,-1.4891350020e-06,-1.5070665427e-06,-1.3538949588e-05,-1.3527087503e-05,-1.3497008240e-05
1.4514400000e-01,-1.4561024386e-06,-1.5251515606e-06,-1.3876170897e-05,-1.3576370748e-05,-1.3959770513e-05
1.4614400000e-01,-1.4807130810e-06,-1.4810058246e-06,-1.4064129346e-05,-1.3516778381e-05,-1.3894247104e-05
1.4714400000e-01,-1.4444036367e-06,-1.5023536548e-06,-1.3556459635e-05,-1.3274029698e-05,-1.3899754094e-05
1.4814400000e-01,-1.4444036367e-06,-1.5025767652e-06,-1.3147076743e-05,-1.3262731500e-05,-1.4082204416e-05
1.4914400000e-01,-1.4817727845e-06,-1.5070806114e-06,-1.3801327441e-05,-1.3503786249e-05,-1.4080086430e-05
1.5014400000e-01,-1.4917006297e-06,-1.5356373240e-06,-1.3801609384e-05,-1.3347179220e-05,-1.3910204189e-05
1.5114400000e-01,-1.5053376501e-06,-1.4965391415e-06,-1.3616335082e-05,-1.3194242001e-05,-1.4065258256e-05
1.5214400000e-01,-1.4871967835e-06,-1.5207453430e-06,-1.3859648789e-05,-1.3608851077e-05,-1.3909216250e-05
1.5314400000e-01,-1.4557677730e-06,-1.5199505299e-06,-1.3572275748e-05,-1.3224180293e-05,-1.3812483530e-05
1.5414400000e-01,-1.4988118835e-06,-1.5325139202e-06,-1.3389260403e-05,-1.3007131656e-05,-1.3955393570e-05
1.5514400000e-01,-1.4442083796e-06,-1.5285120014e-06,-1.3439250779e-05,-1.3446170897e-05,-1.3710807707e-05
1.5614400000e-01,-1.4830555983e-06,-1.5032600231e-06,-1.3743710952e-05,-1.3500397245e-05,-1.3631586171e-05
1.5714400000e-01,-1.4817588578e-06,-1.4957304018e-06,-1.3462127981e-05,-1.3455631915e-05,-1.3718715763e-05
1.5814400000e-01,-1.4707293872e-06,-1.4960929207e-06,-1.3547986555e-05,-1.3245644368e-05,-1.3671832448e-05
1.5914400000e-01,-1.4657514669e-06,-1.5053376501e-06,-1.4015126908e-05,-1.3390108506e-05,-1.3894106132e-05
1.6014400000e-01,-1.4692373895e-06,-1.5126998676e-06,-1.3732837942e-05,-1.3168964870e-05,-1.3906533241e-05
1.6114400000e-01,-1.4723327979e-06,-1.5123791286e-06,-1.3869675968e-05,-1.3610263068e-05,-1.3722811900e-05
1.6214400000e-01,-1.4690282057e-06,-1.4999692155e-06,-1.3854000827e-05,-1.3594446955e-05,-1.3673386547e-05
1.6314400000e-01,-1.4874896692e-06,-1.5173849022e-06,-1.3429930732e-05,-1.3478650089e-05,-1.3986460772e-05
1.6414400000e-01,-1.4609827304e-06,-1.5109290530e-06,-1.3555047644e-05,-1.3355793271e-05,-1.3857530803e-05
1.6514400000e-01,-1.4991326225e-06,-1.4826650840e-06,-1.3778591210e-05,-1.3122787550e-05,-1.4196024267e-05
1.6614400000e-01,-1.4922305525e-06,-1.4958558836e-06,-1.3841573718e-05,-1.3597976931e-05,-1.3982506744e-05
