# Saved on 2025-07-12T12:57:28.172656
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE39
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.5
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S)
3.7000144000e+01,4.7792309488e-04,6.0084104916e-04,6.8833796831e-04
3.8000144000e+01,4.7684079618e-04,6.0358011979e-04,6.8603781983e-04
3.9000144000e+01,4.7778208682e-04,6.0498769017e-04,6.8839755841e-04
4.0000144000e+01,4.7970414016e-04,6.0137528635e-04,6.8275847298e-04
4.1000144000e+01,4.7874214943e-04,6.0321730416e-04,6.8854518759e-04
4.2000144000e+01,4.8228317610e-04,6.0143618612e-04,6.8296110840e-04
4.3000144000e+01,4.7927485866e-04,5.9918234911e-04,6.8684348662e-04
4.4000144000e+01,4.7892768634e-04,6.0324869992e-04,6.8715162342e-04
4.5000144000e+01,4.7855130106e-04,6.0293492425e-04,6.8726156314e-04
4.6000144000e+01,4.7801207984e-04,6.0333062720e-04,6.8259010732e-04
4.7000144000e+01,4.7203244321e-04,6.0356840550e-04,6.8622372055e-04
4.8000144000e+01,4.7487061238e-04,6.0183196183e-04,6.8622372055e-04
4.9000144000e+01,4.7462475777e-04,6.0361897340e-04,6.8463654316e-04
5.0000144000e+01,4.7639947297e-04,6.0161513829e-04,6.8753623054e-04
5.1000144000e+01,4.7351437388e-04,6.0373105953e-04,6.8257235398e-04
5.2000144000e+01,4.7879140766e-04,6.0279875470e-04,6.8766574259e-04
5.3000144000e+01,4.7734691179e-04,6.0182370362e-04,6.8297173129e-04
5.4000144000e+01,4.7379711759e-04,6.0335372837e-04,6.8569032010e-04
5.5000144000e+01,4.7409339459e-04,6.0305254010e-04,6.8148183345e-04
5.6000144000e+01,4.7737587010e-04,6.0469414166e-04,6.7864311859e-04
5.7000144000e+01,4.7288482165e-04,6.0212980316e-04,6.9070141762e-04
5.8000144000e+01,4.7160836402e-04,6.0179430875e-04,6.8966575782e-04
5.9000144000e+01,4.6907614887e-04,6.0352078435e-04,6.8493107392e-04
6.0000144000e+01,4.7671750508e-04,6.0267400841e-04,6.8212517363e-04
6.1000144000e+01,4.7479068598e-04,6.0229762312e-04,6.8128472776e-04
6.2000144000e+01,4.7204852308e-04,6.0174577811e-04,6.8485453085e-04
6.3000144000e+01,4.7190591431e-04,6.0169542849e-04,6.8170316808e-04
6.4000144000e+01,4.7696874390e-04,6.0127949837e-04,6.7906075856e-04
6.5000144000e+01,4.7821493354e-04,6.0127011238e-04,6.8065644882e-04
6.6000144000e+01,4.7634661314e-04,6.0220419982e-04,6.8079621997e-04
6.7000144000e+01,4.7652123612e-04,5.9914418671e-04,6.8178262154e-04
6.8000144000e+01,4.7565656132e-04,6.0317866883e-04,6.8036148150e-04
6.9000144000e+01,4.7418616305e-04,6.0158490669e-04,6.8375120463e-04
7.0000144000e+01,4.7518184147e-04,6.0346596001e-04,6.7973669502e-04
7.1000144000e+01,4.7664991143e-04,6.0277070588e-04,6.8189256126e-04
7.2000144000e+01,4.7562873078e-04,6.0238377046e-04,6.8155321060e-04
7.3000144000e+01,4.7499557695e-04,6.0510294134e-04,6.8034583819e-04
7.4000144000e+01,4.7404988436e-04,6.0180718719e-04,6.8278306571e-04
7.5000144000e+01,4.7437784815e-04,6.0176564148e-04,6.8441629992e-04
7.6000144000e+01,4.7519755753e-04,6.0584381572e-04,6.8321976869e-04
7.7000144000e+01,4.7268527851e-04,5.9980022343e-04,6.8289300543e-04
7.8000144000e+01,4.7461551731e-04,6.0170859797e-04,6.8080487836e-04
7.9000144000e+01,4.7380272008e-04,6.0059010139e-04,6.8203313276e-04
8.0000144000e+01,4.7283177992e-04,6.0249894887e-04,6.8149784056e-04
8.1000144000e+01,4.7577374062e-04,6.0227655922e-04,6.8161425588e-04
8.2000144000e+01,4.7089986765e-04,6.0029491578e-04,6.8491921411e-04
8.3000144000e+01,4.7349716624e-04,6.0138932895e-04,6.8536515755e-04
8.4000144000e+01,4.6994835429e-04,6.0328380641e-04,6.8074623414e-04
8.5000144000e+01,4.7059082135e-04,6.0291105910e-04,6.7891931394e-04
8.6000144000e+01,4.7166489821e-04,6.0188893258e-04,6.7984976340e-04
8.7000144000e+01,4.7303667088e-04,6.0139183915e-04,6.8054658186e-04
8.8000144000e+01,4.8100824642e-04,6.0247009969e-04,6.8136825575e-04
8.9000144000e+01,4.7340872698e-04,6.0351594584e-04,6.8064888183e-04
9.0000144000e+01,4.7183137212e-04,6.0358652263e-04,6.7975612183e-04
9.1000144000e+01,4.7933073802e-04,6.0268255766e-04,6.8169902079e-04
9.2000144000e+01,4.7348679800e-04,6.0300098994e-04,6.7979708547e-04
9.3000144000e+01,4.7489618737e-04,6.0419584770e-04,6.8408946390e-04
9.4000144000e+01,4.7982179240e-04,6.0172202211e-04,6.7978093284e-04
9.5000144000e+01,4.8534635425e-04,6.0256410507e-04,6.8492256105e-04
9.6000144000e+01,4.8036803491e-04,6.0320500779e-04,6.8364606705e-04
9.7000144000e+01,4.8026693548e-04,6.0385318648e-04,6.8511079007e-04
9.8000144000e+01,4.7984587582e-04,6.0397822381e-04,6.7904067691e-04
9.9000144000e+01,4.7789151722e-04,6.0205209593e-04,6.8112196459e-04
1.0000014400e+02,4.7992594773e-04,6.0232589021e-04,6.7968088842e-04
1.0100014400e+02,4.8264089855e-04,6.0340342316e-04,6.8290784839e-04
1.0200014400e+02,4.7751611419e-04,6.0445188865e-04,6.8421330070e-04
1.0300014400e+02,4.8028894525e-04,6.0344351368e-04,6.8070607085e-04
1.0400014400e+02,4.7987457947e-04,6.0506870796e-04,6.8090492277e-04
1.0500014400e+02,4.7848501708e-04,6.0416838096e-04,6.8079738412e-04
1.0600014400e+02,4.7397941671e-04,6.0333906731e-04,6.8241737608e-04
1.0700014400e+02,4.8301048082e-04,6.0319573095e-04,6.8074710725e-04
1.0800014400e+02,4.7963119869e-04,6.0346879764e-04,6.8522836955e-04
1.0900014400e+02,4.8424546549e-04,6.0284070059e-04,6.8595538323e-04
1.1000014400e+02,4.8015452194e-04,6.0410839069e-04,6.8530251156e-04
1.1100014400e+02,4.7788213124e-04,6.0300415498e-04,6.8511675636e-04
1.1200014400e+02,4.7873712901e-04,6.0221093008e-04,6.8009372626e-04
1.1300014400e+02,4.7732130042e-04,6.0265585489e-04,6.8479610491e-04
1.1400014400e+02,4.8086585593e-04,6.0212780227e-04,6.8440720497e-04
1.1500014400e+02,4.7937326599e-04,6.0204994952e-04,6.8448243837e-04
1.1600014400e+02,4.7996109060e-04,6.0290018155e-04,6.8428846134e-04
1.1700014400e+02,4.8241006880e-04,6.0135069361e-04,6.8338806159e-04
1.1800014400e+02,4.8421370593e-04,6.0115602537e-04,6.8047185778e-04
1.1900014400e+02,4.8582100135e-04,6.0301230405e-04,6.8028217356e-04
1.2000014400e+02,4.8227331717e-04,6.0301947087e-04,6.8457913585e-04
1.2100014400e+02,4.8416444770e-04,6.0215108533e-04,6.8138491770e-04
1.2200014400e+02,4.8464131396e-04,6.0283695348e-04,6.8481429480e-04
1.2300014400e+02,4.8134053941e-04,6.0212121753e-04,6.8384273618e-04
1.2400014400e+02,4.8223359045e-04,6.0139191191e-04,6.8680761615e-04
1.2500014400e+02,4.8444377171e-04,6.0329526605e-04,6.8490997364e-04
1.2600014400e+02,4.7780114983e-04,6.0524791479e-04,6.7783854320e-04
1.2700014400e+02,4.8804926337e-04,6.0260455939e-04,6.8177490903e-04
1.2800014400e+02,4.8336642067e-04,6.0315331211e-04,6.7976230639e-04
1.2900014400e+02,4.8344594688e-04,6.0183610913e-04,6.8265966547e-04
1.3000014400e+02,4.8233876441e-04,6.0337122704e-04,6.8024732172e-04
1.3100014400e+02,4.7965804697e-04,6.0280559410e-04,6.7958651925e-04
1.3200014400e+02,4.8438454542e-04,6.0265054344e-04,6.8028632086e-04
1.3300014400e+02,4.8373487516e-04,6.0520676925e-04,6.8525521783e-04
1.3400014400e+02,4.8382975365e-04,6.0272675910e-04,6.8020170147e-04
1.3500014400e+02,4.7451208957e-04,6.0492122429e-04,6.7974033300e-04
1.3600014400e+02,4.7979618103e-04,6.0379228671e-04,6.8085872044e-04
1.3700014400e+02,4.7755984269e-04,6.0398768255e-04,6.7980625317e-04
1.3800014400e+02,4.7841895139e-04,6.0378661146e-04,6.8592686148e-04
1.3900014400e+02,4.7773806727e-04,6.0162066802e-04,6.8079825724e-04
1.4000014400e+02,4.8344558309e-04,6.0119986301e-04,6.8090041168e-04
1.4100014400e+02,4.7928981076e-04,6.0040300013e-04,6.8356246629e-04
1.4200014400e+02,4.8180179874e-04,6.0183199821e-04,6.8150948209e-04
1.4300014400e+02,4.8201021855e-04,6.0069589381e-04,6.8436085712e-04
1.4400014400e+02,4.8120797146e-04,6.0269903770e-04,6.8015790021e-04
1.4500014400e+02,4.7899644414e-04,6.0141403083e-04,6.8134977482e-04
1.4600014400e+02,4.8480116675e-04,6.0353479057e-04,6.8317189289e-04
1.4700014400e+02,4.8005396820e-04,6.0217491409e-04,6.7966335337e-04
1.4800014400e+02,4.7743455070e-04,6.0250240494e-04,6.8137509516e-04
1.4900014400e+02,4.7645753511e-04,6.0261034378e-04,6.7970700911e-04
1.5000014400e+02,4.7604593419e-04,6.0356844187e-04,6.8389890657e-04
1.5100014400e+02,4.7966350394e-04,6.0054982896e-04,6.8035842560e-04
1.5200014400e+02,4.8294215958e-04,6.0324295191e-04,6.8005429057e-04
1.5300014400e+02,4.7979181545e-04,6.0202393797e-04,6.8416775321e-04
1.5400014400e+02,4.8148453061e-04,6.0213289544e-04,6.8067995016e-04
1.5500014400e+02,4.7961209930e-04,5.9911784774e-04,6.8025350629e-04
1.5600014400e+02,4.7999583330e-04,5.9911391872e-04,6.8035660661e-04
1.5700014400e+02,4.7721488954e-04,5.9944217355e-04,6.8187116995e-04
1.5800014400e+02,4.7876736062e-04,5.9934540332e-04,6.7985296482e-04
1.5900014400e+02,4.7692610678e-04,6.0043556005e-04,6.8065739470e-04
1.6000014400e+02,4.8635374696e-04,5.9962767409e-04,6.8067733082e-04
1.6100014400e+02,4.8892557970e-04,5.9989437432e-04,6.7971093813e-04
1.6200014400e+02,4.8693895224e-04,6.0040481912e-04,6.8170455052e-04
1.6300014400e+02,4.8524292652e-04,6.0084596043e-04,6.8437890150e-04
1.6400014400e+02,4.8384525144e-04,5.9905232774e-04,6.7762040999e-04
1.6500014400e+02,4.9017238780e-04,6.0022826801e-04,6.8068169639e-04
1.6600014400e+02,4.8301011702e-04,5.9834746935e-04,6.7993503762e-04
1.6700014400e+02,4.8413952754e-04,5.9728907218e-04,6.7868888436e-04
1.6800014400e+02,4.8583289754e-04,5.9916590544e-04,6.8110370194e-04
1.6900014400e+02,4.7960129450e-04,5.9831862018e-04,6.8129585998e-04
1.7000014400e+02,4.7871217248e-04,5.9946665715e-04,6.8047207606e-04
1.7100014400e+02,4.7779347369e-04,5.9890411649e-04,6.8062414357e-04
1.7200014400e+02,4.8484624131e-04,5.9735313698e-04,6.8338922574e-04
1.7300014400e+02,4.7517642088e-04,5.9975627664e-04,6.8109307904e-04
1.7400014400e+02,4.8318965128e-04,5.9769798099e-04,6.8220644607e-04
1.7500014400e+02,4.8333105951e-04,5.9810950916e-04,6.8074426963e-04
1.7600014400e+02,4.8292939027e-04,5.9962883824e-04,6.7980647145e-04
1.7700014400e+02,4.8937705287e-04,5.9892703575e-04,6.7958644649e-04
1.7800014400e+02,4.8020407121e-04,5.9772202803e-04,6.8108674895e-04
