# Saved on 2025-07-12T13:19:02.099266
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE39
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0008
#   max_gtarget: 0.0008
#   num_level: 1
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.5
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_800.00 uS
7.3144000000e-02,7.8695375123e-04
7.4144000000e-02,7.8772114648e-04
7.5144000000e-02,7.8851902799e-04
7.6144000000e-02,7.8778401075e-04
7.7144000000e-02,7.8881254012e-04
7.8144000000e-02,7.8750716057e-04
7.9144000000e-02,7.8685618064e-04
8.0144000000e-02,7.8690849477e-04
8.1144000000e-02,7.8675460827e-04
8.2144000000e-02,7.8692937677e-04
8.3144000000e-02,7.8775206930e-04
8.4144000000e-02,7.8684613982e-04
8.5144000000e-02,7.8803292126e-04
8.6144000000e-02,7.8649776697e-04
8.7144000000e-02,7.8740384197e-04
8.8144000000e-02,7.8707162174e-04
8.9144000000e-02,7.8809338447e-04
9.0144000000e-02,7.8723860497e-04
9.1144000000e-02,7.8675162513e-04
9.2144000000e-02,7.8708093497e-04
9.3144000000e-02,7.8816206951e-04
9.4144000000e-02,7.8655401012e-04
9.5144000000e-02,7.8653698438e-04
9.6144000000e-02,7.8655059042e-04
9.7144000000e-02,7.8593657236e-04
9.8144000000e-02,7.8693752585e-04
9.9144000000e-02,7.8636621765e-04
1.0014400000e-01,7.8739845776e-04
1.0114400000e-01,7.8718316217e-04
1.0214400000e-01,7.8647033661e-04
1.0314400000e-01,7.8690856753e-04
1.0414400000e-01,7.8597207903e-04
1.0514400000e-01,7.8720797319e-04
1.0614400000e-01,7.8668432252e-04
1.0714400000e-01,7.8634999227e-04
1.0814400000e-01,7.8568758909e-04
1.0914400000e-01,7.8476965427e-04
1.1014400000e-01,7.8569166362e-04
1.1114400000e-01,7.8582903370e-04
1.1214400000e-01,7.8537043009e-04
1.1314400000e-01,7.8567973105e-04
1.1414400000e-01,7.8583856521e-04
1.1514400000e-01,7.8595563537e-04
1.1614400000e-01,7.8621043940e-04
1.1714400000e-01,7.8676384874e-04
1.1814400000e-01,7.8654025856e-04
1.1914400000e-01,7.8564618889e-04
1.2014400000e-01,7.8684752225e-04
1.2114400000e-01,7.8758836025e-04
1.2214400000e-01,7.8725111962e-04
1.2314400000e-01,7.8723263869e-04
1.2414400000e-01,7.8700031736e-04
1.2514400000e-01,7.8701355960e-04
1.2614400000e-01,7.8628676420e-04
1.2714400000e-01,7.8718250734e-04
1.2814400000e-01,7.8649871284e-04
1.2914400000e-01,7.8701457824e-04
1.3014400000e-01,7.8765828221e-04
1.3114400000e-01,7.8675242548e-04
1.3214400000e-01,7.8770564869e-04
1.3314400000e-01,7.8598328400e-04
1.3414400000e-01,7.8679142462e-04
1.3514400000e-01,7.8671138908e-04
1.3614400000e-01,7.8752040281e-04
1.3714400000e-01,7.8721874161e-04
1.3814400000e-01,7.8637960542e-04
1.3914400000e-01,7.8632125224e-04
1.4014400000e-01,7.8669407230e-04
1.4114400000e-01,7.8596385720e-04
1.4214400000e-01,7.8578006651e-04
1.4314400000e-01,7.8576842498e-04
1.4414400000e-01,7.8662742453e-04
1.4514400000e-01,7.8575387306e-04
1.4614400000e-01,7.8706616478e-04
1.4714400000e-01,7.8587872849e-04
1.4814400000e-01,7.8666635090e-04
1.4914400000e-01,7.8780656622e-04
1.5014400000e-01,7.8822857176e-04
1.5114400000e-01,7.8723409388e-04
1.5214400000e-01,7.8734265117e-04
1.5314400000e-01,7.8664190369e-04
1.5414400000e-01,7.8788856626e-04
1.5514400000e-01,7.8688157373e-04
1.5614400000e-01,7.8682998719e-04
1.5714400000e-01,7.8709883383e-04
1.5814400000e-01,7.8695811681e-04
1.5914400000e-01,7.8655837569e-04
1.6014400000e-01,7.8615928942e-04
1.6114400000e-01,7.8684541222e-04
1.6214400000e-01,7.8705947089e-04
1.6314400000e-01,7.8690027294e-04
1.6414400000e-01,7.8740828030e-04
1.6514400000e-01,7.8812903666e-04
1.6614400000e-01,7.8768665844e-04
1.6714400000e-01,7.8598452092e-04
1.6814400000e-01,7.8627490439e-04
1.6914400000e-01,7.8729870438e-04
1.7014400000e-01,7.8771881817e-04
1.7114400000e-01,7.8775054135e-04
1.7214400000e-01,7.8699464211e-04
1.7314400000e-01,7.8740609752e-04
1.7414400000e-01,7.8828430560e-04
1.7514400000e-01,7.8635544924e-04
1.7614400000e-01,7.8706761997e-04
1.7714400000e-01,7.8822253272e-04
1.7814400000e-01,7.8688703070e-04
1.7914400000e-01,7.8813456639e-04
1.8014400000e-01,7.8852317529e-04
1.8114400000e-01,7.8708726505e-04
1.8214400000e-01,7.8685814515e-04
1.8314400000e-01,7.8830475104e-04
1.8414400000e-01,7.8710421803e-04
1.8514400000e-01,7.8737408330e-04
1.8614400000e-01,7.8593271610e-04
1.8714400000e-01,7.8759832832e-04
1.8814400000e-01,7.8823533840e-04
1.8914400000e-01,7.8800461779e-04
1.9014400000e-01,7.8654469689e-04
1.9114400000e-01,7.8755612776e-04
1.9214400000e-01,7.8715311247e-04
1.9314400000e-01,7.8811797721e-04
1.9414400000e-01,7.8605742601e-04
1.9514400000e-01,7.8625984315e-04
1.9614400000e-01,7.8620745626e-04
1.9714400000e-01,7.8720157035e-04
1.9814400000e-01,7.8718825534e-04
1.9914400000e-01,7.8680575825e-04
2.0014400000e-01,7.8635392128e-04
2.0114400000e-01,7.8593315266e-04
2.0214400000e-01,7.8602308349e-04
2.0314400000e-01,7.8628865595e-04
2.0414400000e-01,7.8796860180e-04
2.0514400000e-01,7.8796801972e-04
2.0614400000e-01,7.8657089034e-04
2.0714400000e-01,7.8619639680e-04
2.0814400000e-01,7.8677061538e-04
2.0914400000e-01,7.8731936810e-04
2.1014400000e-01,7.8755285358e-04
2.1114400000e-01,7.8655088146e-04
2.1214400000e-01,7.8652876255e-04
2.1314400000e-01,7.8705423221e-04
2.1414400000e-01,7.8777731687e-04
2.1514400000e-01,7.8714969277e-04
2.1614400000e-01,7.8640128777e-04
2.1714400000e-01,7.8624500020e-04
2.1814400000e-01,7.8745753854e-04
2.1914400000e-01,7.8746241343e-04
2.2014400000e-01,7.8724384366e-04
2.2114400000e-01,7.8747558291e-04
2.2214400000e-01,7.8725744970e-04
2.2314400000e-01,7.8783472418e-04
2.2414400000e-01,7.8661250882e-04
2.2514400000e-01,7.8729419329e-04
2.2614400000e-01,7.8684664913e-04
2.2714400000e-01,7.8601595305e-04
2.2814400000e-01,7.8498109360e-04
2.2914400000e-01,7.8659788414e-04
2.3014400000e-01,7.8700875747e-04
2.3114400000e-01,7.8658551502e-04
2.3214400000e-01,7.8728975495e-04
2.3314400000e-01,7.8628370829e-04
2.3414400000e-01,7.8610370110e-04
2.3514400000e-01,7.8628509073e-04
2.3614400000e-01,7.8572928032e-04
2.3714400000e-01,7.8871962614e-04
2.3814400000e-01,7.8710072557e-04
2.3914400000e-01,7.8684228356e-04
2.4014400000e-01,7.8610792116e-04
2.4114400000e-01,7.8671815572e-04
2.4214400000e-01,7.8637087427e-04
2.4314400000e-01,7.8568409663e-04
2.4414400000e-01,7.8640347056e-04
2.4514400000e-01,7.8674711403e-04
2.4614400000e-01,7.8694101830e-04
2.4714400000e-01,7.8570526966e-04
2.4814400000e-01,7.8639954154e-04
2.4914400000e-01,7.8836797911e-04
2.5014400000e-01,7.8704862972e-04
2.5114400000e-01,7.8746474173e-04
2.5214400000e-01,7.8657743870e-04
2.5314400000e-01,7.8603450675e-04
2.5414400000e-01,7.8654098616e-04
2.5514400000e-01,7.8617762483e-04
2.5614400000e-01,7.8731907706e-04
2.5714400000e-01,7.8740180470e-04
2.5814400000e-01,7.8737662989e-04
2.5914400000e-01,7.8705110354e-04
2.6014400000e-01,7.8681063314e-04
2.6114400000e-01,7.8547571320e-04
2.6214400000e-01,7.8650700743e-04
2.6314400000e-01,7.8611061326e-04
2.6414400000e-01,7.8606884927e-04
2.6514400000e-01,7.8646691691e-04
2.6614400000e-01,7.8606310126e-04
2.6714400000e-01,7.8631092038e-04
2.6814400000e-01,7.8702694736e-04
2.6914400000e-01,7.8576551459e-04
2.7014400000e-01,7.8662342275e-04
2.7114400000e-01,7.8770979599e-04
2.7214400000e-01,7.8666147601e-04
2.7314400000e-01,7.8621036664e-04
2.7414400000e-01,7.8567070886e-04
2.7514400000e-01,7.8601020505e-04
2.7614400000e-01,7.8797791502e-04
2.7714400000e-01,7.8815603047e-04
2.7814400000e-01,7.8739729361e-04
2.7914400000e-01,7.8776996816e-04
2.8014400000e-01,7.8809782281e-04
2.8114400000e-01,7.8743607446e-04
2.8214400000e-01,7.8827448306e-04
2.8314400000e-01,7.8722550825e-04
2.8414400000e-01,7.8701756138e-04
2.8514400000e-01,7.8705081251e-04
2.8614400000e-01,7.8755605500e-04
2.8714400000e-01,7.8770739492e-04
2.8814400000e-01,7.8802346252e-04
2.8914400000e-01,7.8683078755e-04
2.9014400000e-01,7.8661367297e-04
2.9114400000e-01,7.8650402429e-04
2.9214400000e-01,7.8659824794e-04
2.9314400000e-01,7.8730583482e-04
2.9414400000e-01,7.8693927207e-04
2.9514400000e-01,7.8721364844e-04
2.9614400000e-01,7.8767166997e-04
2.9714400000e-01,7.8716038843e-04
2.9814400000e-01,7.8731573012e-04
2.9914400000e-01,7.8710465459e-04
3.0014400000e-01,7.8631630458e-04
3.0114400000e-01,7.8758523159e-04
3.0214400000e-01,7.8795856098e-04
3.0314400000e-01,7.8600947745e-04
3.0414400000e-01,7.8669945651e-04
3.0514400000e-01,7.8810211562e-04
3.0614400000e-01,7.8715485870e-04
3.0714400000e-01,7.8687487985e-04
3.0814400000e-01,7.8637880506e-04
3.0914400000e-01,7.8591889178e-04
3.1014400000e-01,7.8614357335e-04
3.1114400000e-01,7.8573393694e-04
3.1214400000e-01,7.8599288827e-04
3.1314400000e-01,7.8627439507e-04
3.1414400000e-01,7.8709308582e-04
3.1514400000e-01,7.8676821431e-04
3.1614400000e-01,7.8556317021e-04
3.1714400000e-01,7.8685472545e-04
3.1814400000e-01,7.8755329014e-04
3.1914400000e-01,7.8599558037e-04
3.2014400000e-01,7.8694858530e-04
3.2114400000e-01,7.8598932305e-04
3.2214400000e-01,7.8692115494e-04
3.2314400000e-01,7.8751312685e-04
3.2414400000e-01,7.8606972238e-04
3.2514400000e-01,7.8646880866e-04
3.2614400000e-01,7.8666475019e-04
3.2714400000e-01,7.8697528807e-04
3.2814400000e-01,7.8710720118e-04
3.2914400000e-01,7.8763710917e-04
3.3014400000e-01,7.8675970144e-04
3.3114400000e-01,7.8761178884e-04
3.3214400000e-01,7.8809083789e-04
3.3314400000e-01,7.8704571933e-04
3.3414400000e-01,7.8790159023e-04
3.3514400000e-01,7.8580371337e-04
3.3614400000e-01,7.8700075392e-04
3.3714400000e-01,7.8620832937e-04
3.3814400000e-01,7.8685377957e-04
3.3914400000e-01,7.8672892414e-04
3.4014400000e-01,7.8692391980e-04
3.4114400000e-01,7.8599725384e-04
3.4214400000e-01,7.8725897765e-04
3.4314400000e-01,7.8728648077e-04
3.4414400000e-01,7.8768520325e-04
3.4514400000e-01,7.8761338955e-04
3.4614400000e-01,7.8632598161e-04
3.4714400000e-01,7.8756216681e-04
3.4814400000e-01,7.8772747656e-04
3.4914400000e-01,7.8642748122e-04
3.5014400000e-01,7.8720637248e-04
3.5114400000e-01,7.8724078776e-04
3.5214400000e-01,7.8704979387e-04
3.5314400000e-01,7.8681317973e-04
3.5414400000e-01,7.8747107182e-04
3.5514400000e-01,7.8636170656e-04
3.5614400000e-01,7.8612516518e-04
3.5714400000e-01,7.8678494901e-04
3.5814400000e-01,7.8694283729e-04
3.5914400000e-01,7.8649383795e-04
3.6014400000e-01,7.8734985436e-04
3.6114400000e-01,7.8702985775e-04
3.6214400000e-01,7.8740078607e-04
3.6314400000e-01,7.8796896560e-04
3.6414400000e-01,7.8630706412e-04
3.6514400000e-01,7.8621611465e-04
3.6614400000e-01,7.8810080595e-04
3.6714400000e-01,7.8664306784e-04
3.6814400000e-01,7.8684985056e-04
3.6914400000e-01,7.8737808508e-04
3.7014400000e-01,7.8688906797e-04
3.7114400000e-01,7.8763507190e-04
3.7214400000e-01,7.8752105765e-04
3.7314400000e-01,7.8650729847e-04
3.7414400000e-01,7.8626384493e-04
3.7514400000e-01,7.8727796790e-04
3.7614400000e-01,7.8473931353e-04
3.7714400000e-01,7.8620345448e-04
3.7814400000e-01,7.8614226368e-04
3.7914400000e-01,7.8591416241e-04
3.8014400000e-01,7.8645192843e-04
3.8114400000e-01,7.8687822679e-04
3.8214400000e-01,7.8595709056e-04
3.8314400000e-01,7.8618162661e-04
3.8414400000e-01,7.8705663327e-04
3.8514400000e-01,7.8644538007e-04
3.8614400000e-01,7.8646851762e-04
3.8714400000e-01,7.8565055446e-04
3.8814400000e-01,7.8578690591e-04
3.8914400000e-01,7.8588549513e-04
3.9014400000e-01,7.8663571912e-04
3.9114400000e-01,7.8756274888e-04
3.9214400000e-01,7.8574921645e-04
3.9314400000e-01,7.8717093857e-04
3.9414400000e-01,7.8720579040e-04
3.9514400000e-01,7.8727214714e-04
3.9614400000e-01,7.8734025010e-04
3.9714400000e-01,7.8692777606e-04
3.9814400000e-01,7.8683326137e-04
3.9914400000e-01,7.8681034211e-04
4.0014400000e-01,7.8625787864e-04
4.0114400000e-01,7.8606433817e-04
4.0214400000e-01,7.8710392700e-04
4.0314400000e-01,7.8788114479e-04
4.0414400000e-01,7.8739212768e-04
4.0514400000e-01,7.8703305917e-04
4.0614400000e-01,7.8616227256e-04
4.0714400000e-01,7.8711062088e-04
4.0814400000e-01,7.8686935012e-04
4.0914400000e-01,7.8578217654e-04
4.1014400000e-01,7.8689263319e-04
4.1114400000e-01,7.8722863691e-04
4.1214400000e-01,7.8749464592e-04
4.1314400000e-01,7.8711549577e-04
4.1414400000e-01,7.8764023783e-04
4.1514400000e-01,7.8744451457e-04
4.1614400000e-01,7.8730612586e-04
4.1714400000e-01,7.8803379438e-04
4.1814400000e-01,7.8716562712e-04
4.1914400000e-01,7.8690623923e-04
4.2014400000e-01,7.8705968917e-04
4.2114400000e-01,7.8770768596e-04
4.2214400000e-01,7.8764554928e-04
4.2314400000e-01,7.8646000475e-04
4.2414400000e-01,7.8642115113e-04
4.2514400000e-01,7.8704579209e-04
4.2614400000e-01,7.8648161434e-04
4.2714400000e-01,7.8802368080e-04
4.2814400000e-01,7.8757970186e-04
4.2914400000e-01,7.8759323515e-04
4.3014400000e-01,7.8653931268e-04
4.3114400000e-01,7.8646509792e-04
4.3214400000e-01,7.8767188825e-04
4.3314400000e-01,7.8634810052e-04
4.3414400000e-01,7.8791461419e-04
4.3514400000e-01,7.8690449300e-04
4.3614400000e-01,7.8776094597e-04
4.3714400000e-01,7.8634511738e-04
4.3814400000e-01,7.8666795162e-04
4.3914400000e-01,7.8758159361e-04
4.4014400000e-01,7.8727251093e-04
4.4114400000e-01,7.8609300544e-04
4.4214400000e-01,7.8625722381e-04
4.4314400000e-01,7.8748380474e-04
4.4414400000e-01,7.8716395365e-04
4.4514400000e-01,7.8729142842e-04
4.4614400000e-01,7.8637305705e-04
4.4714400000e-01,7.8750985267e-04
4.4814400000e-01,7.8756769653e-04
4.4914400000e-01,7.8677396232e-04
4.5014400000e-01,7.8626319009e-04
4.5114400000e-01,7.8703938925e-04
4.5214400000e-01,7.8617631516e-04
4.5314400000e-01,7.8725708590e-04
4.5414400000e-01,7.8716730059e-04
4.5514400000e-01,7.8665128967e-04
4.5614400000e-01,7.8537836089e-04
4.5714400000e-01,7.8568169556e-04
4.5814400000e-01,7.8627061157e-04
4.5914400000e-01,7.8541721450e-04
4.6014400000e-01,7.8689481597e-04
4.6114400000e-01,7.8640281572e-04
4.6214400000e-01,7.8603523434e-04
4.6314400000e-01,7.8649216448e-04
4.6414400000e-01,7.8653967648e-04
4.6514400000e-01,7.8753764683e-04
4.6614400000e-01,7.8511133324e-04
4.6714400000e-01,7.8604629380e-04
4.6814400000e-01,7.8651304648e-04
4.6914400000e-01,7.8760494944e-04
4.7014400000e-01,7.8672172094e-04
4.7114400000e-01,7.8725694038e-04
4.7214400000e-01,7.8696670244e-04
4.7314400000e-01,7.8631092038e-04
4.7414400000e-01,7.8593395301e-04
4.7514400000e-01,7.8575292719e-04
4.7614400000e-01,7.8755721916e-04
4.7714400000e-01,7.8732009570e-04
4.7814400000e-01,7.8649769421e-04
4.7914400000e-01,7.8693854448e-04
4.8014400000e-01,7.8584387666e-04
4.8114400000e-01,7.8712517279e-04
4.8214400000e-01,7.8626602772e-04
4.8314400000e-01,7.8741213656e-04
4.8414400000e-01,7.8695993579e-04
4.8514400000e-01,7.8683333413e-04
4.8614400000e-01,7.8753226262e-04
4.8714400000e-01,7.8646058682e-04
4.8814400000e-01,7.8764416685e-04
4.8914400000e-01,7.8620600107e-04
4.9014400000e-01,7.8654236859e-04
4.9114400000e-01,7.8661505540e-04
4.9214400000e-01,7.8727673099e-04
4.9314400000e-01,7.8741024481e-04
4.9414400000e-01,7.8647921328e-04
4.9514400000e-01,7.8643068264e-04
4.9614400000e-01,7.8657169070e-04
4.9714400000e-01,7.8634329839e-04
4.9814400000e-01,7.8595759987e-04
4.9914400000e-01,7.8645200119e-04
5.0014400000e-01,7.8594181105e-04
5.0114400000e-01,7.8596647654e-04
5.0214400000e-01,7.8670374933e-04
5.0314400000e-01,7.8639270214e-04
5.0414400000e-01,7.8667719208e-04
5.0514400000e-01,7.8608019976e-04
5.0614400000e-01,7.8563862189e-04
5.0714400000e-01,7.8729332017e-04
5.0814400000e-01,7.8611359640e-04
5.0914400000e-01,7.8618177213e-04
5.1014400000e-01,7.8723001934e-04
5.1114400000e-01,7.8583536379e-04
5.1214400000e-01,7.8697128629e-04
5.1314400000e-01,7.8590797784e-04
5.1414400000e-01,7.8693017713e-04
5.1514400000e-01,7.8640667198e-04
5.1614400000e-01,7.8585639130e-04
5.1714400000e-01,7.8683362517e-04
5.1814400000e-01,7.8659162682e-04
5.1914400000e-01,7.8774486610e-04
5.2014400000e-01,7.8625802416e-04
5.2114400000e-01,7.8658093116e-04
5.2214400000e-01,7.8614270024e-04
5.2314400000e-01,7.8576005762e-04
5.2414400000e-01,7.8637771367e-04
5.2514400000e-01,7.8535849752e-04
5.2614400000e-01,7.8710385424e-04
5.2714400000e-01,7.8566547018e-04
5.2814400000e-01,7.8693075920e-04
5.2914400000e-01,7.8662429587e-04
5.3014400000e-01,7.8749493696e-04
5.3114400000e-01,7.8779485193e-04
5.3214400000e-01,7.8791315900e-04
5.3314400000e-01,7.8620636486e-04
5.3414400000e-01,7.8676181147e-04
5.3514400000e-01,7.8734694398e-04
5.3614400000e-01,7.8701377788e-04
5.3714400000e-01,7.8772565757e-04
5.3814400000e-01,7.8621029388e-04
5.3914400000e-01,7.8654644312e-04
5.4014400000e-01,7.8761033365e-04
5.4114400000e-01,7.8592740465e-04
5.4214400000e-01,7.8566539742e-04
5.4314400000e-01,7.8564044088e-04
5.4414400000e-01,7.8726785432e-04
5.4514400000e-01,7.8801567724e-04
5.4614400000e-01,7.8754601418e-04
5.4714400000e-01,7.8664103057e-04
5.4814400000e-01,7.8627941548e-04
5.4914400000e-01,7.8702512837e-04
5.5014400000e-01,7.8634227975e-04
5.5114400000e-01,7.8594996012e-04
