# Saved on 2025-07-12T13:19:02.121267
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE39
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.7
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.01
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0008
#   max_gtarget: 0.0008
#   num_level: 1
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.5
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_800.00 uS
7.3000144000e+01,7.8464356193e-04
7.4000144000e+01,7.8636454418e-04
7.5000144000e+01,7.8475633927e-04
7.6000144000e+01,7.8517165093e-04
7.7000144000e+01,7.8641460277e-04
7.8000144000e+01,7.8546290752e-04
7.9000144000e+01,7.8478391515e-04
8.0000144000e+01,7.8347453382e-04
8.1000144000e+01,7.8482858953e-04
8.2000144000e+01,7.8374287114e-04
8.3000144000e+01,7.8460136137e-04
8.4000144000e+01,7.8489552834e-04
8.5000144000e+01,7.8547949670e-04
8.6000144000e+01,7.8518663940e-04
8.7000144000e+01,7.8481280070e-04
8.8000144000e+01,7.8650511568e-04
8.9000144000e+01,7.8528704762e-04
9.0000144000e+01,7.8345095972e-04
9.1000144000e+01,7.8519631643e-04
9.2000144000e+01,7.8654775280e-04
9.3000144000e+01,7.8492164903e-04
9.4000144000e+01,7.8636156104e-04
9.5000144000e+01,7.8816097812e-04
9.6000144000e+01,7.8625111200e-04
9.7000144000e+01,7.8520359239e-04
9.8000144000e+01,7.8589175246e-04
9.9000144000e+01,7.8512734035e-04
1.0000014400e+02,7.8495286289e-04
1.0100014400e+02,7.8781406046e-04
1.0200014400e+02,7.8747383668e-04
1.0300014400e+02,7.8625591414e-04
1.0400014400e+02,7.8602832218e-04
1.0500014400e+02,7.8500132076e-04
1.0600014400e+02,7.8673328971e-04
1.0700014400e+02,7.8354925790e-04
1.0800014400e+02,7.8585610026e-04
1.0900014400e+02,7.8529767052e-04
1.1000014400e+02,7.8723955085e-04
1.1100014400e+02,7.8629098425e-04
1.1200014400e+02,7.8641794971e-04
1.1300014400e+02,7.8448276327e-04
1.1400014400e+02,7.8554781794e-04
1.1500014400e+02,7.8614466474e-04
1.1600014400e+02,7.8376258898e-04
1.1700014400e+02,7.8488956206e-04
1.1800014400e+02,7.8606106399e-04
1.1900014400e+02,7.8493212641e-04
1.2000014400e+02,7.8516211943e-04
1.2100014400e+02,7.8482502431e-04
1.2200014400e+02,7.8590193880e-04
1.2300014400e+02,7.8466997365e-04
1.2400014400e+02,7.8591183410e-04
1.2500014400e+02,7.8598823166e-04
1.2600014400e+02,7.8532262705e-04
1.2700014400e+02,7.8587654571e-04
1.2800014400e+02,7.8679884609e-04
1.2900014400e+02,7.8527220467e-04
1.3000014400e+02,7.8533652413e-04
1.3100014400e+02,7.8670389485e-04
1.3200014400e+02,7.8597193351e-04
1.3300014400e+02,7.8473771282e-04
1.3400014400e+02,7.8480559750e-04
1.3500014400e+02,7.8642871813e-04
1.3600014400e+02,7.8572724306e-04
1.3700014400e+02,7.8566394222e-04
1.3800014400e+02,7.8616481915e-04
1.3900014400e+02,7.8625904280e-04
1.4000014400e+02,7.8605415183e-04
1.4100014400e+02,7.8536082583e-04
1.4200014400e+02,7.8471923189e-04
1.4300014400e+02,7.8703851614e-04
1.4400014400e+02,7.8549535829e-04
1.4500014400e+02,7.8629374912e-04
1.4600014400e+02,7.8699107689e-04
1.4700014400e+02,7.8610166383e-04
1.4800014400e+02,7.8651151853e-04
1.4900014400e+02,7.8539320384e-04
1.5000014400e+02,7.8580866102e-04
1.5100014400e+02,7.8444856626e-04
1.5200014400e+02,7.8407480032e-04
1.5300014400e+02,7.8498327639e-04
1.5400014400e+02,7.8370103438e-04
1.5500014400e+02,7.8367454989e-04
1.5600014400e+02,7.8390090493e-04
1.5700014400e+02,7.8535304056e-04
1.5800014400e+02,7.8421857324e-04
1.5900014400e+02,7.8536446381e-04
1.6000014400e+02,7.8472519817e-04
1.6100014400e+02,7.8504999692e-04
1.6200014400e+02,7.8255157860e-04
1.6300014400e+02,7.8488606960e-04
1.6400014400e+02,7.8328419477e-04
1.6500014400e+02,7.8531396866e-04
1.6600014400e+02,7.8372831922e-04
1.6700014400e+02,7.8501550888e-04
1.6800014400e+02,7.8408134868e-04
1.6900014400e+02,7.8392564319e-04
1.7000014400e+02,7.8330966062e-04
1.7100014400e+02,7.8525001300e-04
1.7200014400e+02,7.8403652878e-04
1.7300014400e+02,7.8496050264e-04
1.7400014400e+02,7.8483040852e-04
1.7500014400e+02,7.8601384303e-04
1.7600014400e+02,7.8481156379e-04
1.7700014400e+02,7.8481956734e-04
1.7800014400e+02,7.8339224274e-04
