# Saved on 2025-07-09T13:58:03.042943
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE01
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 4000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.00075
#   num_level: 8
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.3
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_400.00 uS,Conductance_Target_450.00 uS,Conductance_Target_500.00 uS,Conductance_Target_550.00 uS,Conductance_Target_600.00 uS,Conductance_Target_650.00 uS,Conductance_Target_700.00 uS,Conductance_Target_750.00 uS
1.7000144000e+01,3.8845868403e-04,4.2480183765e-04,4.9565162044e-04,5.6954737374e-04,5.9691046772e-04,6.2265207816e-04,6.7579807364e-04,7.6683732914e-04
1.8000144000e+01,3.9164155169e-04,4.3169933633e-04,4.9317626690e-04,5.8767662267e-04,5.9770438384e-04,6.2062012148e-04,6.9140784035e-04,7.7301032434e-04
1.9000144000e+01,3.9128692151e-04,4.3257834477e-04,4.9813981605e-04,5.8268175053e-04,5.9721747675e-04,6.2149010773e-04,6.6567954491e-04,7.6892763900e-04
2.0000144000e+01,3.9083282900e-04,4.2875719373e-04,4.9526679504e-04,5.8246780100e-04,5.9733643866e-04,6.2090301071e-04,6.9316374720e-04,7.6884214650e-04
2.1000144000e+01,3.9085680328e-04,4.2128907808e-04,4.9049926020e-04,5.6946093537e-04,5.9509489802e-04,6.2041937781e-04,6.8265500886e-04,7.7097975009e-04
2.2000144000e+01,3.9081140130e-04,4.3271742470e-04,5.0141974498e-04,5.8265628468e-04,5.9789905208e-04,6.2020284531e-04,6.9082292612e-04,7.7039112512e-04
2.3000144000e+01,3.9155464037e-04,4.2994230171e-04,5.0106136769e-04,5.7045806898e-04,5.9669153416e-04,6.2025887019e-04,6.8052118877e-04,7.7124022937e-04
2.4000144000e+01,3.9131587982e-04,4.3505704525e-04,4.9433016102e-04,5.8015994000e-04,5.9824800701e-04,6.1723796534e-04,6.5932224970e-04,7.7475204307e-04
2.5000144000e+01,3.9129918150e-04,4.4134798372e-04,4.9660022341e-04,5.7137734984e-04,5.9876212617e-04,6.1639664636e-04,6.6489279561e-04,7.6977506978e-04
2.6000144000e+01,3.9110553189e-04,4.3988184188e-04,4.9432459491e-04,5.8011333749e-04,5.9075362515e-04,6.1706799897e-04,6.8712717621e-04,7.6961267041e-04
2.7000144000e+01,3.9277994802e-04,4.4053631427e-04,4.9645394029e-04,5.7042001572e-04,5.9940568462e-04,6.1674654717e-04,6.5554624598e-04,7.7185359260e-04
2.8000144000e+01,3.8978934754e-04,4.2504372686e-04,4.9495363783e-04,5.7876070059e-04,5.9835863794e-04,6.1848804762e-04,6.6151653300e-04,7.6442018326e-04
2.9000144000e+01,3.9053167711e-04,4.3656531489e-04,4.9400347052e-04,5.6950455473e-04,5.9818637965e-04,6.1227830884e-04,6.5227570303e-04,7.7141492511e-04
3.0000144000e+01,3.9063907025e-04,4.3651856686e-04,4.9452504754e-04,5.9850459365e-04,5.9771704400e-04,6.1700244260e-04,6.5591986640e-04,7.6172378613e-04
3.1000144000e+01,3.9133883547e-04,4.4179807446e-04,4.9948350352e-04,5.7892128098e-04,5.9668138420e-04,6.1851314967e-04,6.5785185143e-04,7.7105869423e-04
3.2000144000e+01,3.8861988287e-04,4.4034095481e-04,4.9310594477e-04,5.8555764554e-04,5.9816698922e-04,6.1722384999e-04,6.6176602559e-04,7.7153214079e-04
3.3000144000e+01,3.8831673010e-04,4.2609415686e-04,5.0160655519e-04,5.6867091189e-04,5.9719266574e-04,6.1759747041e-04,6.5062798967e-04,7.7122364019e-04
3.4000144000e+01,3.9203667257e-04,4.4058830099e-04,4.9529902753e-04,5.7004359405e-04,5.9865687945e-04,6.1064136389e-04,6.5947788244e-04,7.6748401625e-04
3.5000144000e+01,3.9175894926e-04,4.3969150283e-04,4.9914589908e-04,5.6827855587e-04,5.9829271777e-04,6.1787774030e-04,6.5646585426e-04,7.6622607594e-04
3.6000144000e+01,3.9096375986e-04,4.2710933485e-04,4.9575286539e-04,5.6846627558e-04,5.9608475567e-04,6.1815881054e-04,6.8087501859e-04,7.7479053289e-04
3.7000144000e+01,3.9653328713e-04,4.3147523684e-04,5.0068989367e-04,5.8046560298e-04,5.9900226915e-04,6.1722923419e-04,6.4394975198e-04,7.7389442595e-04
3.8000144000e+01,4.0917464503e-04,4.3942196498e-04,4.9800946726e-04,5.6891614804e-04,5.9627949668e-04,6.2155806518e-04,6.6186214099e-04,7.8296005086e-04
3.9000144000e+01,4.0631170123e-04,4.2860308895e-04,4.9544793001e-04,5.8113007981e-04,5.9789865190e-04,6.2134029577e-04,6.8183362600e-04,7.7895943832e-04
4.0000144000e+01,4.0874056140e-04,4.3665178964e-04,4.9782953283e-04,5.7662200561e-04,5.9716523538e-04,6.2070837885e-04,6.6841108492e-04,7.8145458247e-04
4.1000144000e+01,4.1470808355e-04,4.3083487981e-04,4.9864374887e-04,5.7857341744e-04,5.9497102484e-04,6.2133505708e-04,6.8084154918e-04,7.8250042861e-04
4.2000144000e+01,4.0706701839e-04,4.2039846448e-04,4.9688980653e-04,5.6973272876e-04,5.9832469560e-04,6.2087419792e-04,6.6300592152e-04,7.8165714513e-04
4.3000144000e+01,4.0681919927e-04,4.2831037717e-04,4.9649650464e-04,5.7930330513e-04,5.9587633586e-04,6.2121027440e-04,6.6351756686e-04,7.7761404100e-04
4.4000144000e+01,4.0902981709e-04,4.2066581955e-04,4.9464015319e-04,5.6886736274e-04,5.9790643718e-04,6.2160564994e-04,6.9322268246e-04,7.8195298556e-04
4.5000144000e+01,4.0368406189e-04,4.2847739678e-04,4.9543057685e-04,5.6777844293e-04,5.9556263295e-04,6.2053208239e-04,6.7948647484e-04,7.8619537817e-04
4.6000144000e+01,4.1646442696e-04,4.3107360398e-04,4.9573463912e-04,5.6782464526e-04,5.9575009800e-04,6.2133105530e-04,6.9425645052e-04,7.8520795796e-04
4.7000144000e+01,4.0752747736e-04,4.2209616367e-04,4.9720245443e-04,5.7929701143e-04,5.9591511672e-04,6.2153594627e-04,6.7963497713e-04,7.8517710790e-04
4.8000144000e+01,4.0940722101e-04,4.2534538807e-04,4.9853035307e-04,5.6709341152e-04,5.9674282966e-04,6.2065199018e-04,6.9338682806e-04,7.8336626757e-04
4.9000144000e+01,4.0948791138e-04,4.3250925955e-04,4.9929185479e-04,5.7755296439e-04,5.9533889726e-04,6.2196770159e-04,6.8433830165e-04,7.8654040408e-04
5.0000144000e+01,4.0885734052e-04,4.3175605242e-04,4.9975245929e-04,5.8096709836e-04,5.9729147324e-04,6.2106220867e-04,6.6912754846e-04,7.8250108345e-04
5.1000144000e+01,4.0980201447e-04,4.3157418986e-04,4.9811271310e-04,5.6713091908e-04,5.9748901549e-04,6.2182785769e-04,6.9370500569e-04,7.8572105849e-04
5.2000144000e+01,4.1115625208e-04,4.1762854380e-04,4.9674130423e-04,5.8099434682e-04,5.8862489823e-04,6.2214407080e-04,6.6818342020e-04,7.7905649960e-04
5.3000144000e+01,4.0658898797e-04,4.1672519728e-04,4.9926926295e-04,5.7881785324e-04,5.9212474298e-04,6.2036735471e-04,6.8758585257e-04,7.7924305515e-04
5.4000144000e+01,4.0849823563e-04,4.3237363570e-04,4.9586444220e-04,5.7956356613e-04,5.8606354287e-04,6.2061073550e-04,6.9273490226e-04,7.8324614151e-04
5.5000144000e+01,4.0907187213e-04,4.3198971980e-04,4.9714926718e-04,5.7892160839e-04,5.9204558056e-04,6.2160630478e-04,6.6957538365e-04,7.7972807048e-04
5.6000144000e+01,4.0913815610e-04,4.3299645768e-04,5.0226764870e-04,5.8231453295e-04,5.9156205680e-04,6.2122388044e-04,6.6196131229e-04,7.8221113654e-04
5.7000144000e+01,4.0942682972e-04,4.4041924411e-04,4.9728951126e-04,5.6921770010e-04,5.9655852965e-04,6.2144907133e-04,6.6933229391e-04,7.7919226896e-04
5.8000144000e+01,4.0829163481e-04,4.4021329813e-04,4.9491340178e-04,5.8054560213e-04,5.9271485952e-04,6.2075501774e-04,6.9959169195e-04,7.8338060121e-04
5.9000144000e+01,4.0781218559e-04,4.3167787226e-04,4.9911443057e-04,5.6891865825e-04,5.8797115344e-04,6.2214945501e-04,6.7654989834e-04,7.7953620348e-04
6.0000144000e+01,4.1365870857e-04,4.2044201109e-04,4.9532161938e-04,5.7551504142e-04,5.9366782807e-04,6.2068240368e-04,6.8654306233e-04,7.8316727013e-04
6.1000144000e+01,4.1417981265e-04,4.3496365834e-04,4.9489030062e-04,5.8640769566e-04,5.9575246269e-04,6.2143946707e-04,6.8612658652e-04,7.7802062151e-04
6.2000144000e+01,4.1085084376e-04,4.4047708798e-04,4.9186637625e-04,5.6809600210e-04,5.9212052292e-04,6.2026265368e-04,6.6641310696e-04,7.8031276644e-04
6.3000144000e+01,4.1128758312e-04,4.2775169277e-04,4.9296544603e-04,5.8048073697e-04,5.9123020037e-04,6.2105173129e-04,6.7032815423e-04,7.7893375419e-04
6.4000144000e+01,4.0903560148e-04,4.3335818191e-04,4.9686048442e-04,5.6777262216e-04,5.8483452449e-04,6.2050210545e-04,6.6386259277e-04,7.8328521340e-04
6.5000144000e+01,4.0845221520e-04,4.3822426960e-04,5.0038946938e-04,5.8059838921e-04,5.9264093579e-04,6.2105740653e-04,6.7273889726e-04,7.8031451267e-04
6.6000144000e+01,4.0892857214e-04,4.3839310820e-04,5.0297952839e-04,5.7040844695e-04,5.9232963395e-04,6.2115497713e-04,6.6917455115e-04,7.8765951912e-04
6.7000144000e+01,4.0696879296e-04,4.3282518163e-04,5.0357339205e-04,5.8047968196e-04,5.9632438933e-04,6.2010039983e-04,6.6569336923e-04,7.7970806160e-04
6.8000144000e+01,4.0560655179e-04,4.4116994104e-04,4.9853832024e-04,5.7962985011e-04,5.8450164943e-04,6.2130777224e-04,6.8715096859e-04,7.8249555372e-04
6.9000144000e+01,4.0912269469e-04,4.3884734623e-04,4.9534679420e-04,5.7526540331e-04,5.9027770476e-04,6.2105878897e-04,6.9015775807e-04,7.8183213191e-04
7.0000144000e+01,4.1401825001e-04,4.2960444262e-04,4.9917591241e-04,5.6882574427e-04,5.9217560192e-04,6.2159073423e-04,6.7045191827e-04,7.8076176578e-04
7.1000144000e+01,4.0867897042e-04,4.4256463298e-04,4.9816913815e-04,5.7070450566e-04,5.9191286709e-04,6.2232531491e-04,6.6397107730e-04,7.8208002378e-04
7.2000144000e+01,4.1341394535e-04,4.4084201363e-04,4.9892900279e-04,5.7046105212e-04,5.9767633502e-04,6.2080333009e-04,6.7143089836e-04,7.8416822362e-04
7.3000144000e+01,4.0852406528e-04,4.2360828957e-04,4.9734288041e-04,5.6947046687e-04,5.8827674366e-04,6.2028848333e-04,6.6700689786e-04,7.8551995102e-04
7.4000144000e+01,4.1386574594e-04,4.2266838136e-04,4.9833386583e-04,5.6952289015e-04,5.9146008425e-04,6.0234437115e-04,6.6554945079e-04,7.8486715211e-04
7.5000144000e+01,4.1039711505e-04,4.2402713007e-04,5.0008140533e-04,5.6795095588e-04,5.9101017541e-04,6.0170208599e-04,6.9444460678e-04,7.8159151599e-04
7.6000144000e+01,4.1698815039e-04,4.4082506065e-04,5.0173286581e-04,5.8064259065e-04,5.9054527810e-04,6.0252285039e-04,6.6670043452e-04,7.8332748672e-04
7.7000144000e+01,4.1427028918e-04,4.3838470447e-04,4.9601538194e-04,5.6833352573e-04,5.9039852204e-04,6.0190490331e-04,6.6774089646e-04,7.8322402260e-04
7.8000144000e+01,4.0625054680e-04,4.4167627493e-04,4.9515831051e-04,5.7679157180e-04,5.8817786339e-04,6.0220016167e-04,6.6424756369e-04,7.7867545770e-04
7.9000144000e+01,4.0704810090e-04,4.4169653847e-04,4.9955564464e-04,5.6574801420e-04,5.9345475165e-04,6.0195052356e-04,6.6895510827e-04,7.7282435086e-04
8.0000144000e+01,4.0517756133e-04,4.4154880015e-04,5.0277165428e-04,5.6750275689e-04,5.8560137404e-04,6.0250666138e-04,6.6291388066e-04,7.8096651123e-04
8.1000144000e+01,4.0890205128e-04,4.2901112465e-04,4.9987756938e-04,5.8449713833e-04,5.9221129050e-04,6.0209247749e-04,6.6540254920e-04,7.8330187534e-04
8.2000144000e+01,4.0882081521e-04,4.3989326514e-04,5.0374230341e-04,5.7224537159e-04,5.9930149291e-04,6.0090536863e-04,6.7105786002e-04,7.8100281826e-04
8.3000144000e+01,4.0874470869e-04,4.4544063712e-04,4.9627964472e-04,5.9369314840e-04,5.9150723246e-04,6.0123988078e-04,6.6900676757e-04,7.8242577729e-04
8.4000144000e+01,4.1095576307e-04,4.3248095608e-04,4.9758422392e-04,5.7354933233e-04,5.9728616179e-04,6.0245612985e-04,6.6977918323e-04,7.8037497588e-04
8.5000144000e+01,4.0907336370e-04,4.3141135393e-04,4.9672900786e-04,5.7392691815e-04,5.9830472310e-04,6.0289359681e-04,6.7746805144e-04,7.8184952145e-04
8.6000144000e+01,4.0890194214e-04,4.4171702029e-04,4.9289421440e-04,5.7133729570e-04,5.9119622165e-04,6.0249090893e-04,6.7566281359e-04,7.7851589595e-04
8.7000144000e+01,4.0781214921e-04,4.2952953663e-04,4.9750517064e-04,5.7555065723e-04,5.9280770074e-04,6.0207225033e-04,6.7174456490e-04,7.8581702837e-04
8.8000144000e+01,4.0827351768e-04,4.2947376642e-04,4.9327882152e-04,5.7263965573e-04,6.0065660364e-04,6.0251932155e-04,6.9897243520e-04,7.8082674008e-04
8.9000144000e+01,4.1337341827e-04,4.2566305638e-04,4.8737019824e-04,5.9933947341e-04,6.0153441154e-04,6.0778431362e-04,6.7096327257e-04,7.8017852502e-04
9.0000144000e+01,4.1401755880e-04,4.3667914724e-04,4.9485581258e-04,5.7777651818e-04,5.9691679780e-04,6.0155201936e-04,6.7286782723e-04,7.7833305113e-04
9.1000144000e+01,4.0866249037e-04,4.3883290346e-04,4.9537648010e-04,5.7995759562e-04,6.0159130953e-04,6.0220871092e-04,6.7581742769e-04,7.8127595771e-04
9.2000144000e+01,4.1132258048e-04,4.4001295464e-04,4.9434984248e-04,5.7766894315e-04,5.9349476942e-04,6.0233956901e-04,6.8615816417e-04,7.8287273936e-04
9.3000144000e+01,4.0656017518e-04,4.4058582716e-04,4.9586335081e-04,5.8622084907e-04,6.0061938711e-04,6.0199341533e-04,6.8804794864e-04,7.7981094364e-04
9.4000144000e+01,4.1182454879e-04,4.2948933697e-04,4.9304249842e-04,5.7960554841e-04,6.0044305428e-04,6.0112775827e-04,6.7182758357e-04,7.7973287262e-04
9.5000144000e+01,4.0794671804e-04,4.4018044719e-04,4.9091948313e-04,5.7660436141e-04,5.9928512201e-04,6.0105099692e-04,7.0043774031e-04,7.8337543528e-04
9.6000144000e+01,4.1624163714e-04,4.4030653953e-04,4.9607217079e-04,5.8016019466e-04,5.9406564105e-04,6.0211510572e-04,7.0434245572e-04,7.8065269918e-04
9.7000144000e+01,4.0870942030e-04,4.3956068112e-04,4.9340895202e-04,5.9285815951e-04,6.0060712713e-04,6.0106769524e-04,6.9720372267e-04,7.8692544776e-04
9.8000144000e+01,4.0848379285e-04,4.4072414312e-04,4.9292128097e-04,5.7336641476e-04,5.9192527260e-04,5.9388818045e-04,6.7213317379e-04,7.8659439168e-04
9.9000144000e+01,4.0885628550e-04,4.4014424930e-04,4.9020989536e-04,5.7112894865e-04,5.9641970438e-04,5.9393121774e-04,6.9623049058e-04,7.7959157352e-04
1.0000014400e+02,4.0849849029e-04,4.3827087211e-04,4.9893409596e-04,5.7437577198e-04,5.9817270085e-04,5.8629524574e-04,6.7289322033e-04,7.7938195318e-04
1.0100014400e+02,4.1445047827e-04,4.3084968638e-04,4.9260535889e-04,5.8270787122e-04,5.9840353060e-04,5.9296711697e-04,6.9116598752e-04,7.8360135376e-04
1.0200014400e+02,4.1372328269e-04,4.4022275688e-04,4.9480695452e-04,5.8316491049e-04,5.8748733863e-04,5.9019836044e-04,6.5661348344e-04,7.8497374489e-04
1.0300014400e+02,4.0914590500e-04,4.2654282879e-04,4.8213791160e-04,5.7404162362e-04,5.8667799749e-04,5.9005338699e-04,6.5956919570e-04,7.7979042544e-04
1.0400014400e+02,4.0920567699e-04,4.2317609768e-04,4.9418486014e-04,5.8353056374e-04,5.8803801949e-04,5.8969628299e-04,6.6601438448e-04,7.7882417827e-04
1.0500014400e+02,4.1375020373e-04,4.3767355237e-04,4.9117439630e-04,5.7819073845e-04,5.8712095779e-04,5.9670950577e-04,6.6932771006e-04,7.7967568359e-04
1.0600014400e+02,4.1371862608e-04,4.3882148020e-04,4.9946942454e-04,5.7777964685e-04,5.8661455114e-04,5.9018027969e-04,6.7708446295e-04,7.8216602560e-04
1.0700014400e+02,4.1388171667e-04,4.4102158427e-04,4.9316735385e-04,5.7981822465e-04,5.8298635849e-04,5.9094669268e-04,6.7103683250e-04,7.8532226325e-04
1.0800014400e+02,4.1421040805e-04,4.4192027417e-04,4.9734622735e-04,5.7868070144e-04,5.9177491494e-04,5.9854759456e-04,6.6625194449e-04,7.8564291471e-04
1.0900014400e+02,4.1343020712e-04,4.2932908400e-04,5.0009875849e-04,5.8899247961e-04,5.9171128669e-04,5.8940644521e-04,6.7030581704e-04,7.8679622675e-04
1.1000014400e+02,4.1344599595e-04,4.3318112148e-04,4.9254915211e-04,5.8452900703e-04,5.8543315390e-04,5.8948091464e-04,6.7292785388e-04,7.8301389294e-04
1.1100014400e+02,4.0794060624e-04,4.3280982936e-04,4.9583915825e-04,5.8861580328e-04,5.8447552874e-04,5.9130539739e-04,6.7655637395e-04,7.8479097283e-04
1.1200014400e+02,4.1024122766e-04,4.3132149585e-04,4.8966092436e-04,5.8293488109e-04,5.8534547861e-04,5.9237994719e-04,6.7080865847e-04,7.8481491073e-04
1.1300014400e+02,4.0204406105e-04,4.3044467020e-04,5.0015434681e-04,5.7232733525e-04,5.8773104683e-04,5.9117181081e-04,6.9951136538e-04,7.8427859989e-04
1.1400014400e+02,4.0013223042e-04,4.2470815970e-04,4.9450212828e-04,5.8421952417e-04,5.8180583437e-04,5.9464819060e-04,6.7060951551e-04,7.8554767242e-04
1.1500014400e+02,4.0217979404e-04,4.3345753511e-04,4.9583930377e-04,5.8263791288e-04,5.9228259488e-04,5.9434642026e-04,6.7336783104e-04,7.8438424680e-04
1.1600014400e+02,4.0201488446e-04,4.3388707127e-04,5.0038484915e-04,5.7044610003e-04,5.9182570112e-04,5.9212750784e-04,6.7683053203e-04,7.8702170867e-04
1.1700014400e+02,4.0221439122e-04,4.3271811592e-04,4.9599038903e-04,5.8245354012e-04,5.8577996242e-04,5.8508492657e-04,6.7118839070e-04,7.8104909335e-04
1.1800014400e+02,4.0219372750e-04,4.3216459744e-04,4.9654729082e-04,5.7167304476e-04,5.8893310779e-04,6.0564703745e-04,6.7784720159e-04,7.8219389252e-04
1.1900014400e+02,4.0728042222e-04,4.3109637772e-04,4.9670041335e-04,5.7414588809e-04,5.8591351262e-04,5.9076111938e-04,6.7260705691e-04,7.8351615230e-04
