# Saved on 2025-07-09T15:17:04.316352
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE01
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 4000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.00075
#   max_gtarget: 0.0004
#   num_level: 8
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.3
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S),Conductance_Target_5 (S),Conductance_Target_6 (S),Conductance_Target_7 (S)
1.9000144000e+01,7.5828160334e-04,7.1300892159e-04,6.5309264755e-04,5.9573812905e-04,5.0845766964e-04,5.0201935665e-04,4.3402993469e-04
2.0000144000e+01,7.6159871242e-04,7.1305912570e-04,6.4594147261e-04,5.9414534917e-04,5.0929240388e-04,5.0124341215e-04,4.3301362894e-04
2.1000144000e+01,7.5060423114e-04,7.1357200795e-04,6.4652798756e-04,6.0388400016e-04,5.0820559409e-04,4.9528443924e-04,4.3814499804e-04
2.2000144000e+01,7.5818330515e-04,7.1356625995e-04,6.4683830715e-04,6.0480902903e-04,5.0216378440e-04,4.9555670557e-04,4.3118834583e-04
2.3000144000e+01,7.4927782407e-04,7.1568654676e-04,6.4437866968e-04,6.1040438595e-04,5.0716906117e-04,4.8829348088e-04,4.3609867134e-04
2.4000144000e+01,7.6737298514e-04,7.1624774137e-04,6.4657368057e-04,6.0175556428e-04,5.0807670050e-04,4.9540263717e-04,4.3810534407e-04
2.5000144000e+01,7.5076590292e-04,7.1444403147e-04,6.4556064899e-04,6.0051745095e-04,5.1298291510e-04,4.8928159231e-04,4.3945346988e-04
2.6000144000e+01,7.6111406088e-04,7.1565504186e-04,6.4618434408e-04,6.0506561567e-04,5.1171613450e-04,4.9542322813e-04,4.3502452172e-04
2.7000144000e+01,7.5555253716e-04,7.1515692980e-04,6.4694555476e-04,6.1375649238e-04,5.1336432080e-04,4.9013960961e-04,4.3458268919e-04
2.8000144000e+01,7.5752912380e-04,7.0948153734e-04,6.4451625803e-04,5.9359452280e-04,5.1238948799e-04,5.0231948990e-04,4.3844982429e-04
2.9000144000e+01,7.5683987234e-04,7.1258167736e-04,6.4506013587e-04,6.0516209487e-04,5.1251852710e-04,5.0133701734e-04,4.4080836233e-04
3.0000144000e+01,7.5811578427e-04,7.1347792982e-04,6.4619409386e-04,6.0310558183e-04,5.1175022236e-04,4.9429978390e-04,4.3708852900e-04
3.1000144000e+01,7.5047893915e-04,7.1280162956e-04,6.4387102611e-04,6.0388138081e-04,5.1274273574e-04,4.9409303756e-04,4.4166929001e-04
3.2000144000e+01,7.4950177805e-04,7.1630594903e-04,6.4576823206e-04,6.1552622356e-04,5.0658672990e-04,4.9512338592e-04,4.3619682401e-04
3.3000144000e+01,7.5137999374e-04,7.1370755904e-04,6.4634390583e-04,6.0290691181e-04,5.0483580708e-04,5.0164213462e-04,4.3400978029e-04
3.4000144000e+01,7.6615193393e-04,7.1125192335e-04,6.4605235821e-04,6.1240396462e-04,5.0721617299e-04,5.0049817219e-04,4.3185911636e-04
3.5000144000e+01,7.5032614404e-04,7.0995200076e-04,6.4636886236e-04,6.0884547565e-04,4.9701298849e-04,4.9476831919e-04,4.3827152695e-04
3.6000144000e+01,7.5403426308e-04,7.1542039223e-04,6.4641644713e-04,6.1093436670e-04,5.0904691307e-04,4.9746558943e-04,4.3585372623e-04
3.7000144000e+01,7.6018543041e-04,7.1293463407e-04,6.4426581957e-04,6.1928803916e-04,5.0799375458e-04,5.0111844757e-04,4.3877433200e-04
3.8000144000e+01,7.5109652244e-04,7.1391194069e-04,6.4602274506e-04,6.0679827584e-04,5.0042053772e-04,4.9437629059e-04,4.4212487410e-04
3.9000144000e+01,7.5751362601e-04,7.1290472988e-04,6.4678482886e-04,6.0898313677e-04,5.0655711675e-04,5.0031954743e-04,4.3558819016e-04
4.0000144000e+01,7.5456111517e-04,7.1562513767e-04,6.4569525421e-04,6.1184786318e-04,5.0737809943e-04,5.0107271818e-04,4.4270032959e-04
4.1000144000e+01,7.5291289249e-04,7.1217778896e-04,6.4643005317e-04,6.1199840275e-04,4.9880738516e-04,5.0042941439e-04,4.3185653340e-04
4.2000144000e+01,7.5265386840e-04,7.1334477980e-04,6.4656203904e-04,6.0964161094e-04,5.0487113185e-04,4.9464124459e-04,4.3145511881e-04
4.3000144000e+01,7.5624840974e-04,7.1142269007e-04,6.4586907683e-04,6.1991042458e-04,5.0292317610e-04,5.0062335504e-04,4.3150368583e-04
4.4000144000e+01,7.5278192526e-04,7.1383881732e-04,6.4411688072e-04,6.0880141973e-04,4.9670732551e-04,5.0049424317e-04,4.3575397285e-04
4.5000144000e+01,7.6201904449e-04,7.1308422775e-04,6.4565610955e-04,6.2013023125e-04,4.9792746722e-04,5.0163809647e-04,4.3608037231e-04
4.6000144000e+01,7.6795055065e-04,7.1485068474e-04,6.4691659645e-04,6.0875991039e-04,5.0351314712e-04,5.0172468036e-04,4.3275282223e-04
4.7000144000e+01,7.6268843259e-04,7.1156362537e-04,6.4640262281e-04,6.0005495470e-04,5.0517694035e-04,5.0348447985e-04,4.3677548092e-04
4.8000144000e+01,7.6544900367e-04,7.1590053267e-04,6.4653460868e-04,6.1020517023e-04,5.0419574109e-04,4.9118101742e-04,4.2985604523e-04
4.9000144000e+01,7.5484836998e-04,7.1160073276e-04,6.4680345531e-04,6.0007969296e-04,5.0454993470e-04,5.0090275181e-04,4.3479722081e-04
5.0000144000e+01,7.6042684668e-04,7.1299466072e-04,6.4626074163e-04,5.9877977037e-04,5.0398844905e-04,5.0221609854e-04,4.3804378947e-04
5.1000144000e+01,7.5926007412e-04,7.1298440162e-04,6.4388383180e-04,6.0451966419e-04,5.0445883971e-04,5.0167989684e-04,4.2877454689e-04
5.2000144000e+01,7.5422016380e-04,7.0994887210e-04,6.4594489231e-04,6.0809237766e-04,5.0451777497e-04,5.0173133786e-04,4.3581254431e-04
5.3000144000e+01,7.5247175118e-04,7.1177113568e-04,6.4555191784e-04,6.0873531766e-04,5.0477865443e-04,5.0086611736e-04,4.3303698476e-04
5.4000144000e+01,7.6051022916e-04,7.1441209002e-04,6.4450316131e-04,6.0560530983e-04,5.0185022701e-04,5.0193237257e-04,4.2651885451e-04
5.5000144000e+01,7.5853837188e-04,7.1028640377e-04,6.4610780100e-04,6.0433125327e-04,5.0425984227e-04,5.0159895181e-04,4.2835574277e-04
5.6000144000e+01,7.6465221355e-04,7.1304115409e-04,6.4400432166e-04,6.0819646023e-04,5.0365862990e-04,4.9126480008e-04,4.2979048885e-04
5.7000144000e+01,7.4907620728e-04,7.1304675657e-04,6.4583204221e-04,6.0475227656e-04,4.9888087233e-04,5.0195136282e-04,4.3468338845e-04
5.8000144000e+01,7.5745949289e-04,7.1367358032e-04,6.4781430410e-04,6.0537167883e-04,4.9684764235e-04,5.0250659115e-04,4.3107924284e-04
5.9000144000e+01,7.5063609984e-04,7.1463844506e-04,6.4584914071e-04,6.0495178332e-04,4.9724898417e-04,5.0239254051e-04,4.2640225729e-04
6.0000144000e+01,7.5279975135e-04,7.1163442044e-04,6.4587336965e-04,6.0897284129e-04,5.0499093049e-04,4.9546648370e-04,4.2894294893e-04
6.1000144000e+01,7.5769828982e-04,7.1209651651e-04,6.4608932007e-04,6.0492035118e-04,5.0405353250e-04,4.9679008953e-04,4.2725172534e-04
6.2000144000e+01,7.6360869571e-04,7.1418682637e-04,6.4515043050e-04,6.0526108427e-04,5.0243885198e-04,5.0137758080e-04,4.3442298193e-04
6.3000144000e+01,7.5898948126e-04,7.0855487138e-04,6.4496285631e-04,6.0648369981e-04,5.0274476962e-04,5.0135542551e-04,4.3664287659e-04
6.4000144000e+01,7.5256328273e-04,7.1347749326e-04,6.4459665737e-04,6.0576341639e-04,4.9621281505e-04,5.0087117415e-04,4.3054871639e-04
6.5000144000e+01,7.5529416790e-04,7.1377544373e-04,6.4587708039e-04,6.0565304011e-04,4.9686932471e-04,5.0106435083e-04,4.3557796744e-04
6.6000144000e+01,7.5995747466e-04,7.0946269261e-04,6.4350286266e-04,6.0830563598e-04,5.0451384595e-04,4.9511967518e-04,4.3584015657e-04
6.7000144000e+01,7.5214433309e-04,7.1430782555e-04,6.5040818299e-04,6.0935224610e-04,5.0207341701e-04,5.0249884225e-04,4.3044587073e-04
6.8000144000e+01,7.5602321886e-04,7.1576672781e-04,6.4411287894e-04,6.0917613155e-04,4.9836944527e-04,4.9425500038e-04,4.3103627831e-04
6.9000144000e+01,7.5512783951e-04,7.1317146649e-04,6.4419960836e-04,6.1204489612e-04,5.0255603128e-04,4.8560479627e-04,4.3009957153e-04
7.0000144000e+01,7.5732896221e-04,7.1514470619e-04,6.4340740209e-04,6.1119120801e-04,5.0188646128e-04,4.9568927352e-04,4.3084244680e-04
7.1000144000e+01,7.5160991400e-04,7.1718939580e-04,6.4618565375e-04,6.0970578488e-04,5.0251906941e-04,5.0115497288e-04,4.2713061703e-04
7.2000144000e+01,7.5295254646e-04,7.1364091127e-04,6.4606872911e-04,6.0579452111e-04,5.0222268328e-04,5.0162376283e-04,4.2811330786e-04
7.3000144000e+01,7.5597192335e-04,7.1486116212e-04,6.4391868364e-04,6.1183978687e-04,5.0459271733e-04,5.0160826504e-04,4.2666524678e-04
7.4000144000e+01,7.5643991295e-04,7.1528331318e-04,6.4452979132e-04,5.9908212279e-04,5.0049031415e-04,4.9481775932e-04,4.2978150304e-04
7.5000144000e+01,7.5721429312e-04,7.1365582698e-04,6.4663872763e-04,5.9866069932e-04,4.9665399274e-04,4.9456408306e-04,4.3266201828e-04
7.6000144000e+01,7.5754367572e-04,7.1395108534e-04,6.4404273871e-04,6.0356513131e-04,5.0260772696e-04,4.9469916121e-04,4.3273979827e-04
7.7000144000e+01,7.5382871728e-04,7.1508933615e-04,6.4593710704e-04,5.9865320509e-04,5.0292830565e-04,5.0082220696e-04,4.1685379983e-04
7.8000144000e+01,7.5895397458e-04,7.1742681030e-04,6.4603897044e-04,6.0237060097e-04,4.9601265346e-04,5.0022834330e-04,4.1689640057e-04
7.9000144000e+01,7.5135176303e-04,7.1436923463e-04,6.4366162405e-04,5.9844696807e-04,4.9494268751e-04,5.0137961807e-04,4.2085914174e-04
8.0000144000e+01,7.5757008744e-04,7.1418442531e-04,6.4373503847e-04,5.9630234318e-04,4.9620048230e-04,5.0040329370e-04,4.2174640839e-04
8.1000144000e+01,7.5280506280e-04,7.1577429480e-04,6.4618099714e-04,5.9790636442e-04,4.9695030611e-04,5.0039609050e-04,4.2386960558e-04
8.2000144000e+01,7.5817370089e-04,7.1633927291e-04,6.4526822825e-04,6.0081074480e-04,4.9605325330e-04,4.8490892368e-04,4.2231076804e-04
8.3000144000e+01,7.5334231951e-04,7.1364745963e-04,6.4622065111e-04,6.0023692640e-04,4.9600184866e-04,5.0042337534e-04,4.2282830691e-04
8.4000144000e+01,7.4467316153e-04,7.1745460446e-04,6.4556625148e-04,5.9725109168e-04,4.9599086196e-04,5.0108217692e-04,4.2244057113e-04
8.5000144000e+01,7.4912342825e-04,7.1516777098e-04,6.4656858740e-04,5.9911555581e-04,4.9729002058e-04,4.9503549235e-04,4.1420629714e-04
8.6000144000e+01,7.5219519204e-04,7.1566115366e-04,6.4567087975e-04,5.9923811932e-04,4.8979767598e-04,4.9023834436e-04,4.2616789869e-04
8.7000144000e+01,7.6589822129e-04,7.1360584116e-04,6.4523403125e-04,6.0979225964e-04,4.9619757192e-04,4.8998263082e-04,4.2369534640e-04
8.8000144000e+01,7.5452437159e-04,7.1384623880e-04,6.4609455876e-04,6.0499391111e-04,4.9615729949e-04,4.8241166951e-04,4.1869283450e-04
8.9000144000e+01,7.4884628702e-04,7.1333459346e-04,6.4586005465e-04,6.0833972384e-04,4.9544472859e-04,4.8311812861e-04,4.3097068556e-04
9.0000144000e+01,7.4582683737e-04,7.1662281698e-04,6.4550535171e-04,6.0192516685e-04,4.9605634558e-04,4.8269150284e-04,4.1993866034e-04
9.1000144000e+01,7.6156757132e-04,7.1373069659e-04,6.4471132646e-04,6.0263202613e-04,4.9566373491e-04,4.9515932915e-04,4.2162639147e-04
9.2000144000e+01,7.5306466897e-04,7.1524846135e-04,6.4576444856e-04,5.9900889028e-04,4.9287998991e-04,4.8995261750e-04,4.2045357986e-04
9.3000144000e+01,7.5867690612e-04,7.1565918915e-04,6.4905209001e-04,5.9893540310e-04,4.9633224990e-04,4.9119033065e-04,4.2365994886e-04
9.4000144000e+01,7.5684780313e-04,7.1222581028e-04,6.4835461671e-04,6.0234491684e-04,4.9530572142e-04,4.8233683628e-04,4.2101753934e-04
9.5000144000e+01,7.5669733633e-04,7.1374124673e-04,6.4646657847e-04,6.0286278313e-04,5.0208462198e-04,4.7722995077e-04,4.1777198931e-04
9.6000144000e+01,7.5059957453e-04,7.1407906944e-04,6.4442334406e-04,5.9857346059e-04,5.0070906582e-04,4.7599496611e-04,4.1906700062e-04
9.7000144000e+01,7.5712887337e-04,7.1468995884e-04,6.4580752223e-04,6.0519188992e-04,5.0106908020e-04,4.8201334721e-04,4.2450395995e-04
9.8000144000e+01,7.4011870311e-04,7.1070127888e-04,6.4563217165e-04,6.0683029005e-04,4.9584905355e-04,4.8846373829e-04,4.2099465645e-04
9.9000144000e+01,7.5671807281e-04,7.1432310506e-04,6.4665902755e-04,6.0640693846e-04,4.9510072131e-04,4.8110519856e-04,4.1970226448e-04
1.0000014400e+02,7.5564050348e-04,7.1377216955e-04,6.4678388298e-04,6.0899190430e-04,5.0154758355e-04,4.9239697546e-04,4.1323804908e-04
1.0100014400e+02,7.5105519500e-04,7.1387068601e-04,6.4692932938e-04,6.0588758060e-04,5.0471902796e-04,4.8615736887e-04,4.0857321437e-04
1.0200014400e+02,7.4934891018e-04,7.1447728260e-04,6.4597967139e-04,6.0929713072e-04,5.0185939472e-04,4.9305584980e-04,4.0614700993e-04
1.0300014400e+02,7.4875977589e-04,7.1000933531e-04,6.4713516622e-04,6.0601058067e-04,5.0229635235e-04,4.8182082537e-04,4.1047289415e-04
1.0400014400e+02,7.5513125921e-04,7.1319715062e-04,6.4639745688e-04,6.0598991695e-04,4.9554251746e-04,4.9217898777e-04,4.1005405365e-04
1.0500014400e+02,7.5445539551e-04,7.1468137321e-04,6.4616600866e-04,6.1067403294e-04,4.9614074669e-04,4.9224101531e-04,4.0565209929e-04
1.0600014400e+02,7.4596864579e-04,7.1364855103e-04,6.4598985773e-04,6.0713464336e-04,5.0123016990e-04,4.8232905101e-04,4.0783539589e-04
1.0700014400e+02,7.5946678407e-04,7.1466274676e-04,6.4423962613e-04,6.0972754000e-04,4.9599977501e-04,4.9229507567e-04,9.4873530543e-05
1.0800014400e+02,7.5705786003e-04,7.1586087870e-04,6.4719999500e-04,6.0717273300e-04,5.0134316552e-04,4.9310427130e-04,8.5203637354e-05
1.0900014400e+02,7.4708623288e-04,7.1384536568e-04,6.4627791289e-04,6.0623686295e-04,5.0110458687e-04,5.0146136346e-04,1.0443757674e-04
1.1000014400e+02,7.5466261478e-04,7.1666268923e-04,6.4453597588e-04,6.0648162616e-04,5.0257844123e-04,4.9875805416e-04,1.0469601875e-04
1.1100014400e+02,7.5363372162e-04,7.1434093115e-04,6.4696010668e-04,6.0224334447e-04,4.9661426601e-04,4.9398808187e-04,1.0859703252e-04
1.1200014400e+02,7.4241499533e-04,7.1502850915e-04,6.4622654463e-04,6.0116661189e-04,4.9437250709e-04,4.9801670684e-04,2.2784524845e-04
1.1300014400e+02,7.5219300925e-04,7.1419031883e-04,6.4453714003e-04,6.0669804952e-04,5.0069706049e-04,5.0042934163e-04,2.4784254492e-04
1.1400014400e+02,7.4909919931e-04,7.1226066211e-04,6.4644795202e-04,5.9940663050e-04,4.9718735681e-04,4.9361551646e-04,2.4667462640e-04
1.1500014400e+02,7.4923445936e-04,7.1481517807e-04,6.4670588472e-04,6.0085760197e-04,5.0249978813e-04,4.9319027312e-04,2.4393557396e-04
1.1600014400e+02,7.5160634879e-04,7.1668160672e-04,6.4686624683e-04,6.0300568293e-04,5.0271824875e-04,4.9811584176e-04,2.3210612198e-04
1.1700014400e+02,7.4871983088e-04,7.1599701187e-04,6.4459381974e-04,6.0222104366e-04,4.9583672080e-04,4.9970461987e-04,2.3428858185e-04
1.1800014400e+02,7.5256801210e-04,7.1530026617e-04,6.4412895881e-04,6.0214315454e-04,5.0226517487e-04,4.9288650189e-04,2.2333231755e-04
1.1900014400e+02,7.4359602877e-04,7.1622489486e-04,6.4584892243e-04,6.0193222453e-04,5.0071870646e-04,4.9818900152e-04,2.2580412406e-04
1.2000014400e+02,7.5939002272e-04,7.1417016443e-04,6.4393818320e-04,6.0155602114e-04,4.9484388001e-04,4.9853970268e-04,2.2921474738e-04
1.2100014400e+02,7.6167874795e-04,7.1221016697e-04,6.4605352236e-04,6.0472000769e-04,4.8911424528e-04,4.9377591495e-04,2.2535466996e-04
1.2200014400e+02,7.4674222560e-04,7.1454785939e-04,6.4663108787e-04,6.0447098804e-04,4.9538342864e-04,4.9879665312e-04,2.3696584321e-04
1.2300014400e+02,7.5465693953e-04,7.1385962656e-04,6.4451247454e-04,6.0422400566e-04,4.9547608796e-04,4.9883263273e-04,2.5263378120e-04
1.2400014400e+02,7.4886993389e-04,7.1629139711e-04,6.4679457864e-04,6.0461334215e-04,4.9523900088e-04,4.9867889174e-04,2.3365066227e-04
1.2500014400e+02,7.4724943261e-04,7.1323149314e-04,6.4634317823e-04,6.0161917645e-04,4.8428293667e-04,4.9918420700e-04,2.4552458854e-04
1.2600014400e+02,7.4795003457e-04,7.1783186286e-04,6.4401072450e-04,6.0521186242e-04,4.9390957429e-04,4.9919544836e-04,2.4819823011e-04
1.2700014400e+02,7.6080315921e-04,7.1797847340e-04,6.4667212428e-04,6.0283979110e-04,4.9480291636e-04,4.9248552386e-04,2.4676462999e-04
1.2800014400e+02,7.5668307545e-04,7.1539136115e-04,6.4600244514e-04,5.9987029090e-04,4.9463753385e-04,4.9188431149e-04,2.3430820875e-04
1.2900014400e+02,7.5174793892e-04,7.1737151302e-04,6.4623010985e-04,6.0417092755e-04,4.8583726311e-04,4.8636251449e-04,2.3787533792e-04
1.3000014400e+02,7.5250594818e-04,7.1239359386e-04,6.4599138568e-04,6.0464750277e-04,4.9465950724e-04,5.0107068091e-04,2.2500678824e-04
1.3100014400e+02,7.4564966781e-04,7.1566704719e-04,6.4635481976e-04,6.0273956478e-04,4.9533420679e-04,5.0014743465e-04,2.4082013624e-04
1.3200014400e+02,7.5608782936e-04,7.1569149441e-04,6.4744919655e-04,6.0288195527e-04,4.9835602113e-04,4.9354490329e-04,2.3405133106e-04
1.3300014400e+02,7.5971605838e-04,7.1330759965e-04,6.4612089773e-04,6.0472513724e-04,4.9625392421e-04,4.9269634474e-04,2.3518710805e-04
1.3400014400e+02,7.5166062743e-04,7.1379894507e-04,6.4573221607e-04,6.0327303800e-04,4.8420788517e-04,4.8687776143e-04,2.0346640667e-04
1.3500014400e+02,7.5395451859e-04,7.0771820901e-04,6.4599102188e-04,6.0655813286e-04,4.9588707043e-04,4.8613783292e-04,2.1096577257e-04
