# Saved on 2025-07-09T15:17:04.282359
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TPTE01
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 4000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.00075
#   max_gtarget: 0.0004
#   num_level: 8
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.3
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S),Conductance_Target_5 (S),Conductance_Target_6 (S),Conductance_Target_7 (S)
1.9144000000e-02,7.5680582086e-04,7.0521207817e-04,6.5366388299e-04,6.0072918131e-04,5.4636333516e-04,5.0222322898e-04,4.4523229008e-04
2.0144000000e-02,7.5747062510e-04,7.0472240623e-04,6.5436186560e-04,6.0025766288e-04,5.4640509916e-04,5.0234062655e-04,4.4438140321e-04
2.1144000000e-02,7.5694784755e-04,7.0507740020e-04,6.5279709816e-04,6.0047495936e-04,5.4571941291e-04,5.0238038966e-04,4.4453743612e-04
2.2144000000e-02,7.5731593824e-04,7.0569811214e-04,6.5420186729e-04,6.0138379922e-04,5.4614167311e-04,5.0206930609e-04,4.4427953981e-04
2.3144000000e-02,7.5738644227e-04,7.0520429290e-04,6.5146588895e-04,6.0129797930e-04,5.4552729125e-04,5.0256705435e-04,4.4413940486e-04
2.4144000000e-02,7.5667681813e-04,7.0669229899e-04,6.5405038185e-04,6.0126978497e-04,5.4636286222e-04,5.0113994803e-04,4.4435266318e-04
2.5144000000e-02,7.5679185102e-04,7.0529044024e-04,6.5385022026e-04,6.0144146119e-04,5.4592441302e-04,5.0169761380e-04,4.4440279453e-04
2.6144000000e-02,7.5716583524e-04,7.0338282967e-04,6.5174433985e-04,6.0172540543e-04,5.4647127399e-04,5.0130351156e-04,4.4456028263e-04
2.7144000000e-02,7.5726718933e-04,7.0531728852e-04,6.5425374487e-04,6.0128844780e-04,5.4621341405e-04,5.0264112360e-04,4.4453219743e-04
2.8144000000e-02,7.5818847108e-04,7.0537898864e-04,6.5388936491e-04,6.0136197135e-04,5.4638589063e-04,5.0278478739e-04,4.4433731091e-04
2.9144000000e-02,7.5717209256e-04,7.0541056630e-04,6.5376822022e-04,6.0050177126e-04,5.4519445257e-04,5.0162503612e-04,4.4130320020e-04
3.0144000000e-02,7.5770512922e-04,7.0508634963e-04,6.5391846874e-04,6.0055954236e-04,5.4628275393e-04,5.0214304792e-04,4.4415999582e-04
3.1144000000e-02,7.5697731518e-04,7.0561742177e-04,6.5194399212e-04,6.0063281126e-04,5.4571301007e-04,5.0127000577e-04,4.4392869313e-04
3.2144000000e-02,7.5761148764e-04,7.0105656050e-04,6.5406005888e-04,6.0024583945e-04,5.4568783526e-04,5.0120077503e-04,4.4768119551e-04
3.3144000000e-02,7.5697091233e-04,7.0317015343e-04,6.5258187533e-04,6.0072048655e-04,5.4598662246e-04,4.9870330258e-04,4.4440825150e-04
3.4144000000e-02,7.5562908023e-04,7.0567555667e-04,6.5414904384e-04,6.0064910940e-04,5.4612963140e-04,5.0260339776e-04,4.4454391173e-04
3.5144000000e-02,7.5480864325e-04,7.0530564699e-04,6.5384483605e-04,6.0082198615e-04,5.4568623455e-04,5.0170274335e-04,4.4443157094e-04
3.6144000000e-02,7.5580559496e-04,7.0317459176e-04,6.5195992647e-04,6.0047867009e-04,5.4735268350e-04,5.0116734201e-04,4.4459397031e-04
3.7144000000e-02,7.5778225437e-04,7.0317320933e-04,6.5187319706e-04,6.0081743868e-04,5.4616117268e-04,5.0287992053e-04,4.4474767492e-04
3.8144000000e-02,7.5709540397e-04,7.0341760875e-04,6.5207073931e-04,6.0064172430e-04,5.4678203014e-04,5.0223803555e-04,4.4435939344e-04
3.9144000000e-02,7.5769887189e-04,7.0550107921e-04,6.5417312726e-04,6.0041795223e-04,5.4619187722e-04,5.0325379561e-04,4.4402455387e-04
4.0144000000e-02,7.5760945037e-04,7.0574824349e-04,6.5411986725e-04,6.0052720073e-04,5.4504347645e-04,4.9135174777e-04,4.4402167987e-04
4.1144000000e-02,7.5729585660e-04,7.0566427894e-04,6.5278647526e-04,6.0039026721e-04,5.4648444348e-04,5.0183483836e-04,4.4487002015e-04
4.2144000000e-02,7.5669049693e-04,7.0337584475e-04,6.5379928856e-04,6.0023536207e-04,5.4645548516e-04,5.0154070777e-04,4.4684144086e-04
4.3144000000e-02,7.5740259490e-04,7.0310452429e-04,6.5227904997e-04,6.0111487983e-04,5.4620035371e-04,5.0186921726e-04,4.4433105359e-04
4.4144000000e-02,7.5740768807e-04,6.9972120400e-04,6.5256019298e-04,6.0041045799e-04,5.4665539210e-04,5.0196442317e-04,4.4426928071e-04
4.5144000000e-02,7.5493546319e-04,6.9998197432e-04,6.5473344875e-04,6.0072256019e-04,5.4553063819e-04,5.0193535571e-04,4.4431042625e-04
4.6144000000e-02,7.5026146078e-04,7.0799076639e-04,6.5385669586e-04,6.0033235059e-04,5.4585209000e-04,5.0210830523e-04,4.4690776122e-04
4.7144000000e-02,7.5006952102e-04,7.0000780397e-04,6.5197942604e-04,5.9970683651e-04,5.4538348195e-04,5.0186106819e-04,4.4995234930e-04
4.8144000000e-02,7.5001276855e-04,7.0012014476e-04,6.5360924054e-04,6.0047896113e-04,5.4613235989e-04,5.0200473197e-04,4.4722917664e-04
4.9144000000e-02,7.5491429016e-04,7.0010122727e-04,6.5363390604e-04,6.0105034208e-04,5.4608033679e-04,5.0177139201e-04,4.4749296649e-04
5.0144000000e-02,7.5926342106e-04,7.2260321758e-04,6.5334956162e-04,6.0083759308e-04,5.4659089074e-04,5.0150349125e-04,4.4750748202e-04
5.1144000000e-02,7.5910080341e-04,7.1041133197e-04,6.5381718741e-04,6.0069629399e-04,5.4777949117e-04,5.0122660468e-04,4.4359938329e-04
5.2144000000e-02,7.5910189480e-04,7.0509355282e-04,6.5433938289e-04,6.0130507336e-04,5.4798489145e-04,5.0129743613e-04,4.4443324441e-04
5.3144000000e-02,7.5915719208e-04,7.0567053626e-04,6.5452652052e-04,5.9866561060e-04,5.4816660850e-04,5.0064867537e-04,4.4440814236e-04
5.4144000000e-02,7.5852221926e-04,7.0538597356e-04,6.5197949880e-04,6.0034370108e-04,5.4062387790e-04,5.0115933846e-04,4.4116004574e-04
5.5144000000e-02,7.5806390669e-04,7.0525115007e-04,6.5402506152e-04,6.0141050199e-04,5.3966541600e-04,4.9198031775e-04,4.4452495786e-04
5.6144000000e-02,7.5775089499e-04,7.0532987593e-04,6.5208070737e-04,6.0125526943e-04,5.4061903938e-04,5.0104332331e-04,4.4731626986e-04
5.7144000000e-02,7.5445284892e-04,7.0556270657e-04,6.5248845203e-04,6.0196944105e-04,5.4568823543e-04,5.0204791478e-04,4.4436750613e-04
5.8144000000e-02,7.5915268098e-04,7.0537673309e-04,6.5424763307e-04,6.0133115767e-04,5.4686988733e-04,5.0215036026e-04,4.4579577661e-04
5.9144000000e-02,7.5897129136e-04,7.0492475061e-04,6.5412234107e-04,6.0050802858e-04,5.4661017202e-04,4.9613005103e-04,4.4585027354e-04
6.0144000000e-02,7.6180091128e-04,7.0509355282e-04,6.5366737545e-04,6.0024827690e-04,5.4850330343e-04,4.8513305956e-04,4.4435328164e-04
6.1144000000e-02,7.6226358942e-04,7.0497553679e-04,6.5320433350e-04,6.0039834352e-04,5.4759224440e-04,4.9446574849e-04,4.4343836635e-04
6.2144000000e-02,7.6139382145e-04,7.0493159001e-04,6.5368556534e-04,6.0077938542e-04,5.4787597037e-04,4.8456255172e-04,4.4462369260e-04
6.3144000000e-02,7.6099662692e-04,7.0500085712e-04,6.5162443207e-04,6.0034428316e-04,5.4784683016e-04,4.9512796977e-04,4.4646603783e-04
6.4144000000e-02,7.5247502537e-04,7.0539521403e-04,6.5228792664e-04,6.0088063037e-04,5.4752450524e-04,4.9504062190e-04,4.4591091864e-04
6.5144000000e-02,7.5164665759e-04,7.0516565756e-04,6.5444852225e-04,6.0033082264e-04,5.4774114687e-04,4.9592432333e-04,4.4554159103e-04
6.6144000000e-02,7.5649681094e-04,7.0534515544e-04,6.5421787440e-04,6.0056812799e-04,5.4757354519e-04,4.9530921387e-04,4.4435309974e-04
6.7144000000e-02,7.6225231169e-04,7.0526351919e-04,6.5440028266e-04,6.0093138018e-04,5.4813663155e-04,4.9568490795e-04,4.4394626457e-04
6.8144000000e-02,7.5709089288e-04,7.0555441198e-04,6.5255306254e-04,6.0065078287e-04,5.4759202612e-04,4.9488124205e-04,4.4086373236e-04
6.9144000000e-02,7.5766649388e-04,7.0536494604e-04,6.5424959757e-04,6.0044745624e-04,5.4772932344e-04,5.0223585276e-04,4.4052321755e-04
7.0144000000e-02,7.5753610872e-04,7.0494766987e-04,6.5406100475e-04,6.0043596022e-04,5.4768803238e-04,5.0199287216e-04,4.4062391680e-04
7.1144000000e-02,7.5753436249e-04,7.0547765063e-04,6.5435262513e-04,6.0054175265e-04,5.4104304581e-04,5.0164373533e-04,4.4127042202e-04
7.2144000000e-02,7.5496507634e-04,7.0652007707e-04,6.5397085564e-04,6.0086669691e-04,5.3888677940e-04,5.0218859542e-04,4.4103377149e-04
7.3144000000e-02,7.5766889495e-04,6.9976180384e-04,6.5171007009e-04,6.0054582718e-04,5.3793395637e-04,5.0150680181e-04,4.4118205551e-04
7.4144000000e-02,7.5735850260e-04,7.0526417403e-04,6.5415624704e-04,6.0133574152e-04,5.3761930758e-04,5.0212252972e-04,4.4263808377e-04
7.5144000000e-02,7.5771931733e-04,7.2118644312e-04,6.5423577325e-04,6.0420301452e-04,5.3803465562e-04,5.0198217650e-04,4.4052707381e-04
7.6144000000e-02,7.5796706369e-04,7.0502013841e-04,6.5193991759e-04,6.0146383476e-04,5.3837437008e-04,5.0221013225e-04,4.4097487262e-04
7.7144000000e-02,7.5694260886e-04,6.9988935138e-04,6.5394080593e-04,6.0129150370e-04,5.3883784858e-04,5.0148762966e-04,4.4054751925e-04
7.8144000000e-02,7.5644631579e-04,7.0468646300e-04,6.5240819822e-04,6.0130998463e-04,5.3821324400e-04,5.0280694268e-04,4.4112184696e-04
7.9144000000e-02,7.5772695709e-04,7.0582762419e-04,6.5214233473e-04,6.0458838561e-04,5.3801650211e-04,5.0151706091e-04,4.4150092435e-04
8.0144000000e-02,7.5753174315e-04,7.0595517172e-04,6.5443695348e-04,6.0451584432e-04,5.3755251429e-04,5.0160440878e-04,4.4068190618e-04
8.1144000000e-02,7.5777046732e-04,6.9983761932e-04,6.5410240495e-04,6.0429316363e-04,5.3778818256e-04,5.0190126785e-04,4.4226439059e-04
8.2144000000e-02,7.5679294241e-04,7.0468959166e-04,6.5376480052e-04,6.0440728703e-04,5.3748943174e-04,5.0136513892e-04,4.4511609303e-04
8.3144000000e-02,7.5535608630e-04,7.0411027991e-04,6.5370441007e-04,6.0458911321e-04,5.3777748690e-04,5.0235539675e-04,4.3997995817e-04
8.4144000000e-02,7.5556359661e-04,7.0515430707e-04,6.5429310780e-04,6.0380698415e-04,5.3824744100e-04,5.0151487812e-04,4.4082193199e-04
8.5144000000e-02,7.5719806773e-04,7.0549926022e-04,6.5409018134e-04,6.0091973864e-04,5.3781961469e-04,5.0194466894e-04,4.4093947508e-04
8.6144000000e-02,7.5556927186e-04,7.0529989898e-04,6.5452659328e-04,6.0373338783e-04,5.3693907830e-04,5.0135586207e-04,4.4145515858e-04
8.7144000000e-02,7.5498093793e-04,7.0301153755e-04,6.5210384491e-04,6.0134207160e-04,5.3810097597e-04,5.0139962696e-04,4.4127998990e-04
8.8144000000e-02,7.5528805610e-04,7.0507769124e-04,6.5371466917e-04,6.0441816458e-04,5.3684645536e-04,4.9699126976e-04,4.4121949031e-04
8.9144000000e-02,7.5544281572e-04,7.0498492278e-04,6.5423548222e-04,6.0457274230e-04,5.3779855079e-04,5.0105307309e-04,4.4103035179e-04
9.0144000000e-02,7.5566043961e-04,7.0576825237e-04,6.5442029154e-04,6.0122914874e-04,5.3765790653e-04,5.0157064834e-04,4.4098156650e-04
9.1144000000e-02,7.5800788181e-04,7.0987443905e-04,6.5425301727e-04,6.0106012825e-04,5.3561416280e-04,5.0188795285e-04,4.4113818149e-04
9.2144000000e-02,7.5731739344e-04,7.0499037975e-04,6.5203217673e-04,6.0111800849e-04,5.3650881455e-04,5.0129030569e-04,4.4282423914e-04
9.3144000000e-02,7.5758325693e-04,7.0519468863e-04,6.5234569774e-04,6.0113230575e-04,5.3627412854e-04,5.0153506891e-04,4.4107695430e-04
9.4144000000e-02,7.5766700320e-04,7.0551301178e-04,6.5248925239e-04,6.0127182223e-04,5.3637537349e-04,5.0114933401e-04,4.4079999498e-04
9.5144000000e-02,7.5552292401e-04,7.0553796832e-04,6.5238011302e-04,6.0043083067e-04,5.3589010349e-04,5.0184091378e-04,4.4265088945e-04
9.6144000000e-02,7.5495503552e-04,7.0551919634e-04,6.5453503339e-04,6.0026533902e-04,5.3643216233e-04,5.0165217544e-04,4.4117190555e-04
9.7144000000e-02,7.5759133324e-04,7.0534733823e-04,6.5419633756e-04,6.0027272411e-04,5.3612326155e-04,4.9248577852e-04,4.4112744945e-04
9.8144000000e-02,7.5736199506e-04,7.0536851126e-04,6.5471489506e-04,6.0034177295e-04,5.3502633818e-04,5.0340437156e-04,4.4165495638e-04
9.9144000000e-02,7.6142845501e-04,7.0549802331e-04,6.5283355070e-04,6.0031918110e-04,5.3633950301e-04,5.0187365559e-04,4.4103227992e-04
1.0014400000e-01,7.6137526776e-04,7.0504473115e-04,6.5490436100e-04,6.0350779677e-04,5.3693765949e-04,5.0167200243e-04,4.4108684961e-04
1.0114400000e-01,7.6136791904e-04,7.0569396485e-04,6.5617328801e-04,6.0388574639e-04,5.3585274145e-04,5.0195187214e-04,4.4100263040e-04
1.0214400000e-01,7.5926545833e-04,7.0504189353e-04,6.5302563598e-04,6.0716993175e-04,5.3586754802e-04,5.0113223551e-04,4.4395608711e-04
1.0314400000e-01,7.6120159065e-04,7.0525093179e-04,6.5445259679e-04,6.0692666011e-04,5.3646177548e-04,5.0189311878e-04,4.4376098231e-04
1.0414400000e-01,7.6165881183e-04,7.0569112722e-04,6.5217114752e-04,6.0709902755e-04,5.3643918363e-04,5.0189424655e-04,4.4410953706e-04
1.0514400000e-01,7.6147473010e-04,7.0887828770e-04,6.5183579864e-04,6.0699188907e-04,5.3632484196e-04,5.0099126383e-04,4.4374322897e-04
1.0614400000e-01,7.6112366514e-04,7.0407229941e-04,6.5239757532e-04,6.0378268245e-04,5.3610961913e-04,5.0209553592e-04,4.4400447223e-04
1.0714400000e-01,7.6146228821e-04,7.1076952736e-04,6.5408559749e-04,6.0375179601e-04,5.3534527979e-04,5.0104335969e-04,4.4358697778e-04
1.0814400000e-01,7.6114418334e-04,7.0013258664e-04,6.5474167059e-04,6.0389651480e-04,5.3681735153e-04,5.0084494433e-04,4.4348835218e-04
1.0914400000e-01,7.6155440183e-04,7.0006433816e-04,6.5412212280e-04,6.0388952988e-04,5.3392359405e-04,5.0147431466e-04,4.4375065045e-04
1.1014400000e-01,7.6068514318e-04,7.1204965934e-04,6.5368680225e-04,6.0364585806e-04,5.2878007409e-04,5.0094502512e-04,4.4075361075e-04
1.1114400000e-01,7.6066964539e-04,7.0561640314e-04,6.5412037657e-04,6.0362694057e-04,5.3684489103e-04,5.0190752518e-04,4.4105636334e-04
1.1214400000e-01,7.6025564340e-04,7.0525980846e-04,6.5435378929e-04,6.0394042521e-04,5.3601565014e-04,5.0125199778e-04,4.4224758312e-04
1.1314400000e-01,7.6026371971e-04,7.0027199399e-04,6.5372703830e-04,6.0380694777e-04,5.3604191635e-04,5.0046528486e-04,4.4149488531e-04
1.1414400000e-01,7.6031094068e-04,7.0513407991e-04,6.5389060182e-04,6.0360718635e-04,5.3589163144e-04,5.0169452152e-04,4.4273299864e-04
1.1514400000e-01,7.5968702731e-04,7.0536538260e-04,6.5377578721e-04,6.0389389546e-04,5.3688891057e-04,5.0188722525e-04,4.4568554586e-04
1.1614400000e-01,7.6022326539e-04,7.0561240136e-04,6.5369909862e-04,6.0386140831e-04,5.3789022786e-04,4.9132620916e-04,4.4460644858e-04
1.1714400000e-01,7.6079537394e-04,6.9749381510e-04,6.5370877564e-04,6.0542406572e-04,5.3625870351e-04,5.0172464398e-04,4.4482574594e-04
1.1814400000e-01,7.6024138252e-04,6.9783323852e-04,6.5281987190e-04,6.0386002588e-04,5.3529089200e-04,5.0144437409e-04,4.4452790462e-04
1.1914400000e-01,7.6028954936e-04,6.9762667408e-04,6.5221058321e-04,6.0388876591e-04,5.3561114328e-04,5.0103313697e-04,4.4438249461e-04
1.2014400000e-01,7.6074276876e-04,7.0654714364e-04,6.5225089202e-04,6.0359860072e-04,5.3583760746e-04,5.0104001275e-04,4.4444695959e-04
1.2114400000e-01,7.6059506682e-04,7.0910908107e-04,6.5390922828e-04,6.0378737544e-04,5.3559997468e-04,5.0218844990e-04,4.4496217015e-04
1.2214400000e-01,7.5792821008e-04,7.0564499765e-04,6.5352680394e-04,6.0392972955e-04,5.3597021179e-04,5.0094160542e-04,4.4493513997e-04
1.2314400000e-01,7.5359392213e-04,7.1555681643e-04,6.5417050791e-04,6.0349033447e-04,5.3515432228e-04,5.0089442084e-04,4.4403619540e-04
1.2414400000e-01,7.5271876995e-04,6.9992398494e-04,6.5387604991e-04,6.0379064962e-04,5.3517469496e-04,5.0169339374e-04,4.4098753278e-04
1.2514400000e-01,7.5746916991e-04,7.0218193287e-04,6.5389933297e-04,6.0379632487e-04,5.3502990340e-04,5.0168360758e-04,4.4348238589e-04
1.2614400000e-01,7.5737028965e-04,6.9962494308e-04,6.5441250626e-04,6.0393154854e-04,5.3575065976e-04,4.9501126341e-04,4.4353011617e-04
1.2714400000e-01,7.5715142884e-04,6.9961170084e-04,6.5339714638e-04,6.0364087403e-04,5.3596319049e-04,5.0212645874e-04,4.4062573579e-04
1.2814400000e-01,7.6060765423e-04,7.0011083153e-04,6.5392538090e-04,6.0471204051e-04,5.3565781855e-04,5.0232185458e-04,4.3906540668e-04
1.2914400000e-01,7.6039228588e-04,6.9946581789e-04,6.5366511990e-04,6.0385264078e-04,5.3611569456e-04,5.0208698667e-04,4.4085132686e-04
1.3014400000e-01,7.6044314483e-04,6.9956207881e-04,6.5399151936e-04,6.0388872953e-04,5.3506621043e-04,5.0114867918e-04,4.4059350330e-04
1.3114400000e-01,7.5989570178e-04,7.0517555287e-04,6.5189960878e-04,6.0377806221e-04,5.3470612329e-04,5.0105136324e-04,4.4053518650e-04
1.3214400000e-01,7.5492207543e-04,7.0512272941e-04,6.5435007855e-04,6.0375044995e-04,5.3562223911e-04,5.0061869842e-04,4.4116444769e-04
1.3314400000e-01,7.5549782196e-04,7.0522910391e-04,6.5190622990e-04,6.0686292272e-04,5.3510841099e-04,4.9939593737e-04,4.4110252929e-04
1.3414400000e-01,7.5503434346e-04,7.0495603723e-04,6.5371845267e-04,6.0719645262e-04,5.3524749092e-04,5.0235812523e-04,4.4098131184e-04
1.3514400000e-01,7.5529555033e-04,7.0537309512e-04,6.5390791860e-04,6.0407077399e-04,5.3574483900e-04,5.0156540965e-04,4.4121050450e-04
