# Saved on 2025-06-30T13:24:43.522123
# Name: Shreenidhi
# Sample_ID: Batch5_Sample7_F5_TPTE40
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 10
#   Read_Voltage: 0.1
#   Pos_Voltage: 1.2
#   Neg_Voltage: -0.8
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0007
#   max_gtarget: 0.0016
#   num_level: 10
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A),Loop 4 (A),Loop 5 (A),Loop 6 (A),Loop 7 (A),Loop 8 (A),Loop 9 (A),Loop 10 (A)
-1.4400000000e-01,1.3836000000e-05,2.9544000000e-05,2.9326000000e-05,3.7696000000e-05,1.4850000000e-05,2.5286000000e-05,3.2844000000e-05,1.4752000000e-05,3.1380000000e-05,2.6270000000e-05
-1.5200000000e-01,1.4548000000e-05,3.2362000000e-05,3.0530000000e-05,4.0456000000e-05,1.6200000000e-05,2.7882000000e-05,3.5546000000e-05,1.5852000000e-05,3.3030000000e-05,2.7696000000e-05
-1.6000000000e-01,1.5392000000e-05,3.6246000000e-05,3.2496000000e-05,4.2530000000e-05,1.6678000000e-05,2.9578000000e-05,3.7436000000e-05,1.6902000000e-05,3.5006000000e-05,2.9508000000e-05
-1.6800000000e-01,1.6304000000e-05,3.6436000000e-05,3.4076000000e-05,4.4922000000e-05,1.7744000000e-05,3.1122000000e-05,3.6868000000e-05,1.8392000000e-05,3.6696000000e-05,3.1048000000e-05
-1.7600000000e-01,1.7238000000e-05,4.1056000000e-05,3.5800000000e-05,4.4980000000e-05,1.8660000000e-05,3.2360000000e-05,3.9684000000e-05,1.9144000000e-05,3.9184000000e-05,3.2528000000e-05
-1.8400000000e-01,1.7984000000e-05,4.1050000000e-05,3.7756000000e-05,4.6858000000e-05,1.9980000000e-05,3.4536000000e-05,4.0732000000e-05,2.0060000000e-05,4.1264000000e-05,3.3974000000e-05
-1.9200000000e-01,1.9074000000e-05,4.3418000000e-05,3.9346000000e-05,4.8998000000e-05,2.1036000000e-05,3.6012000000e-05,4.4328000000e-05,2.1192000000e-05,4.3990000000e-05,3.5634000000e-05
-2.0000000000e-01,2.0040000000e-05,4.5172000000e-05,4.1400000000e-05,5.1680000000e-05,2.1866000000e-05,3.6356000000e-05,4.6040000000e-05,2.2458000000e-05,4.5814000000e-05,3.7254000000e-05
-2.0800000000e-01,2.1326000000e-05,4.4578000000e-05,4.2532000000e-05,5.3496000000e-05,2.2778000000e-05,4.0252000000e-05,4.8244000000e-05,2.3188000000e-05,4.8872000000e-05,3.8640000000e-05
-2.1600000000e-01,2.2356000000e-05,4.8196000000e-05,4.4414000000e-05,5.6070000000e-05,2.3764000000e-05,4.2128000000e-05,5.1088000000e-05,2.4400000000e-05,4.9540000000e-05,4.0702000000e-05
-2.2400000000e-01,2.3238000000e-05,5.1150000000e-05,4.4462000000e-05,5.8216000000e-05,2.4728000000e-05,4.3638000000e-05,5.3346000000e-05,2.5368000000e-05,5.2690000000e-05,4.2450000000e-05
-2.3200000000e-01,2.4208000000e-05,5.2236000000e-05,4.6562000000e-05,6.0642000000e-05,2.5720000000e-05,4.3770000000e-05,5.5510000000e-05,2.6142000000e-05,5.4108000000e-05,4.4526000000e-05
-2.4000000000e-01,2.5246000000e-05,5.3034000000e-05,4.9092000000e-05,6.3918000000e-05,2.6764000000e-05,4.6054000000e-05,5.7686000000e-05,2.7112000000e-05,5.6946000000e-05,4.6032000000e-05
-2.4800000000e-01,2.6168000000e-05,5.6162000000e-05,5.1028000000e-05,6.5266000000e-05,2.7522000000e-05,4.4932000000e-05,6.0004000000e-05,2.7878000000e-05,6.0032000000e-05,4.8226000000e-05
-2.5600000000e-01,2.7168000000e-05,5.3790000000e-05,5.2826000000e-05,6.7570000000e-05,2.7566000000e-05,4.7456000000e-05,6.2026000000e-05,2.8872000000e-05,6.0884000000e-05,5.0322000000e-05
-2.6400000000e-01,2.8314000000e-05,5.7362000000e-05,5.4898000000e-05,7.0010000000e-05,2.8490000000e-05,4.8284000000e-05,6.3964000000e-05,2.9864000000e-05,6.3556000000e-05,5.1860000000e-05
-2.7200000000e-01,2.9292000000e-05,5.1666000000e-05,5.1264000000e-05,7.2664000000e-05,3.0674000000e-05,5.1658000000e-05,6.6400000000e-05,3.0748000000e-05,6.5402000000e-05,5.3462000000e-05
-2.8000000000e-01,3.0164000000e-05,6.0342000000e-05,5.3074000000e-05,7.6122000000e-05,3.1052000000e-05,5.3514000000e-05,6.8370000000e-05,3.1916000000e-05,6.8004000000e-05,5.5404000000e-05
-2.8800000000e-01,3.1096000000e-05,5.9760000000e-05,5.5010000000e-05,7.8996000000e-05,3.2332000000e-05,5.4968000000e-05,7.1258000000e-05,3.3006000000e-05,6.9670000000e-05,5.7030000000e-05
-2.9600000000e-01,3.2462000000e-05,6.2726000000e-05,5.6466000000e-05,8.1188000000e-05,3.0992000000e-05,5.6768000000e-05,7.3632000000e-05,3.4092000000e-05,7.2102000000e-05,5.8992000000e-05
-3.0400000000e-01,3.3390000000e-05,6.4538000000e-05,5.6816000000e-05,8.3288000000e-05,3.1604000000e-05,6.5384000000e-05,7.6008000000e-05,3.5268000000e-05,7.4670000000e-05,6.1138000000e-05
-3.1200000000e-01,3.5144000000e-05,6.6622000000e-05,5.8586000000e-05,8.5964000000e-05,3.3122000000e-05,6.7438000000e-05,7.8718000000e-05,3.6710000000e-05,7.7982000000e-05,6.2394000000e-05
-3.2000000000e-01,3.6480000000e-05,6.8586000000e-05,6.6580000000e-05,8.8432000000e-05,3.3704000000e-05,6.9056000000e-05,8.1100000000e-05,3.7840000000e-05,8.0914000000e-05,6.6678000000e-05
-3.2800000000e-01,3.7394000000e-05,6.9700000000e-05,6.8116000000e-05,9.0552000000e-05,3.4424000000e-05,6.4700000000e-05,8.3276000000e-05,3.8516000000e-05,8.3680000000e-05,6.8854000000e-05
-3.3600000000e-01,3.9414000000e-05,7.2404000000e-05,6.9584000000e-05,9.1370000000e-05,3.5292000000e-05,6.6260000000e-05,8.5358000000e-05,3.9776000000e-05,8.6124000000e-05,6.7904000000e-05
-3.4400000000e-01,3.9650000000e-05,7.2616000000e-05,7.1768000000e-05,9.2002000000e-05,3.7890000000e-05,7.5094000000e-05,8.8900000000e-05,4.0888000000e-05,8.9352000000e-05,7.1478000000e-05
-3.5200000000e-01,4.0776000000e-05,7.4378000000e-05,6.7694000000e-05,9.3884000000e-05,3.7732000000e-05,7.8716000000e-05,9.2132000000e-05,4.1948000000e-05,9.1360000000e-05,7.4332000000e-05
-3.6000000000e-01,4.1532000000e-05,7.8248000000e-05,6.9786000000e-05,1.0406000000e-04,3.9332000000e-05,7.4376000000e-05,9.6128000000e-05,4.5852000000e-05,9.3784000000e-05,7.5310000000e-05
-3.6800000000e-01,4.1086000000e-05,7.7468000000e-05,7.2752000000e-05,1.0600000000e-04,4.0038000000e-05,7.6684000000e-05,9.9840000000e-05,4.7018000000e-05,9.6686000000e-05,7.7598000000e-05
-3.7600000000e-01,4.2326000000e-05,7.9808000000e-05,7.2678000000e-05,1.0284000000e-04,4.0502000000e-05,8.3326000000e-05,1.0528000000e-04,4.8692000000e-05,9.9252000000e-05,7.9696000000e-05
-3.8400000000e-01,4.3580000000e-05,8.2476000000e-05,7.4230000000e-05,1.0572000000e-04,4.2252000000e-05,8.7068000000e-05,1.0556000000e-04,4.9092000000e-05,1.0206000000e-04,8.2214000000e-05
-3.9200000000e-01,4.5014000000e-05,8.4012000000e-05,7.6008000000e-05,1.0900000000e-04,4.2872000000e-05,8.9556000000e-05,1.0918000000e-04,4.9570000000e-05,1.0484000000e-04,8.3126000000e-05
-4.0000000000e-01,4.6016000000e-05,8.5636000000e-05,7.8228000000e-05,1.1174000000e-04,4.4726000000e-05,9.0214000000e-05,1.1042000000e-04,5.5494000000e-05,1.0818000000e-04,8.5522000000e-05
-4.0800000000e-01,4.7628000000e-05,8.8230000000e-05,7.9366000000e-05,1.1346000000e-04,4.6540000000e-05,9.1174000000e-05,1.1358000000e-04,5.2630000000e-05,1.1066000000e-04,8.6956000000e-05
-4.1600000000e-01,4.8552000000e-05,9.1534000000e-05,8.1772000000e-05,1.1552000000e-04,4.8778000000e-05,8.8364000000e-05,1.1644000000e-04,5.4164000000e-05,1.1322000000e-04,8.9598000000e-05
-4.2400000000e-01,5.0006000000e-05,8.8726000000e-05,8.3340000000e-05,1.2294000000e-04,4.9562000000e-05,9.5734000000e-05,1.1938000000e-04,5.5878000000e-05,1.1648000000e-04,9.2538000000e-05
-4.3200000000e-01,5.1208000000e-05,9.0938000000e-05,8.5346000000e-05,1.2492000000e-04,4.9008000000e-05,9.6988000000e-05,1.2212000000e-04,5.7300000000e-05,1.1954000000e-04,9.3294000000e-05
-4.4000000000e-01,5.2424000000e-05,9.3714000000e-05,8.5698000000e-05,1.2664000000e-04,5.2314000000e-05,9.4546000000e-05,1.2662000000e-04,5.8804000000e-05,1.2234000000e-04,9.5668000000e-05
-4.4800000000e-01,5.4168000000e-05,9.5490000000e-05,9.0472000000e-05,1.3090000000e-04,5.1786000000e-05,1.0423800000e-04,1.2946000000e-04,6.4002000000e-05,1.2544000000e-04,9.8994000000e-05
-4.5600000000e-01,5.5260000000e-05,9.9920000000e-05,9.0162000000e-05,1.3422000000e-04,5.4814000000e-05,9.2016000000e-05,1.3112000000e-04,6.4912000000e-05,1.2836000000e-04,9.9600000000e-05
-4.6400000000e-01,5.6904000000e-05,1.0018000000e-04,9.2016000000e-05,1.3898000000e-04,5.4138000000e-05,9.2706000000e-05,1.3448000000e-04,7.0018000000e-05,1.3112000000e-04,1.0224000000e-04
-4.7200000000e-01,5.9194000000e-05,1.0648000000e-04,9.3732000000e-05,1.3888000000e-04,5.5234000000e-05,1.0894800000e-04,1.3566000000e-04,7.1714000000e-05,1.3432000000e-04,1.0248000000e-04
-4.8000000000e-01,6.0546000000e-05,1.1078000000e-04,1.0028600000e-04,1.4670000000e-04,5.6330000000e-05,1.1050000000e-04,1.4138000000e-04,7.1062000000e-05,1.3784000000e-04,1.0536000000e-04
-4.8800000000e-01,6.2020000000e-05,1.1144000000e-04,1.0172000000e-04,1.4400000000e-04,5.9140000000e-05,1.0136000000e-04,1.4486000000e-04,7.1278000000e-05,1.4098000000e-04,1.0744000000e-04
-4.9600000000e-01,6.3482000000e-05,1.1606000000e-04,1.0418000000e-04,1.4078000000e-04,6.0040000000e-05,1.0302000000e-04,1.4746000000e-04,7.4450000000e-05,1.4416000000e-04,1.0682000000e-04
-5.0400000000e-01,6.5370000000e-05,1.1700000000e-04,1.0500000000e-04,1.4634000000e-04,6.2778000000e-05,1.1708000000e-04,1.5064000000e-04,8.0248000000e-05,1.4718000000e-04,1.0900000000e-04
-5.1200000000e-01,6.7112000000e-05,1.2314000000e-04,1.0838000000e-04,1.4970000000e-04,6.2778000000e-05,1.0860000000e-04,1.5492000000e-04,8.1094000000e-05,1.5076000000e-04,1.1128000000e-04
-5.2000000000e-01,6.8746000000e-05,1.2340000000e-04,1.0684000000e-04,1.5266000000e-04,6.4166000000e-05,1.1374000000e-04,1.5848000000e-04,8.1228000000e-05,1.5408000000e-04,1.1540000000e-04
-5.2800000000e-01,7.0734000000e-05,1.2730000000e-04,1.0842000000e-04,1.5862000000e-04,6.6448000000e-05,1.1576000000e-04,1.6330000000e-04,8.3344000000e-05,1.5730000000e-04,1.1924000000e-04
-5.3600000000e-01,7.2862000000e-05,1.2994000000e-04,1.1468000000e-04,1.6672000000e-04,6.8576000000e-05,1.2786000000e-04,1.6472000000e-04,8.5078000000e-05,1.6084000000e-04,1.2164000000e-04
-5.4400000000e-01,7.6002000000e-05,1.3238000000e-04,1.1286000000e-04,1.6546000000e-04,6.8756000000e-05,1.1864000000e-04,1.7000000000e-04,8.7428000000e-05,1.6458000000e-04,1.2410000000e-04
-5.5200000000e-01,7.7586000000e-05,1.3632000000e-04,1.1496000000e-04,1.7898000000e-04,7.0802000000e-05,1.2582000000e-04,1.7336000000e-04,8.9472000000e-05,1.6754000000e-04,1.2698000000e-04
-5.6000000000e-01,7.9792000000e-05,1.3828000000e-04,1.2172000000e-04,1.7688000000e-04,7.3196000000e-05,1.2272000000e-04,1.7900000000e-04,9.5366000000e-05,1.7912000000e-04,1.2886000000e-04
-5.6800000000e-01,8.2862000000e-05,1.4100000000e-04,1.2374000000e-04,1.8198000000e-04,7.3950000000e-05,1.3426000000e-04,1.8080000000e-04,9.6434000000e-05,1.8218000000e-04,1.3134000000e-04
-5.7600000000e-01,8.4398000000e-05,1.4436000000e-04,1.2594000000e-04,1.7816000000e-04,7.9126000000e-05,1.2960000000e-04,1.8808000000e-04,9.9398000000e-05,1.8708000000e-04,1.3478000000e-04
-5.8400000000e-01,8.2362000000e-05,1.4606000000e-04,1.2604000000e-04,1.9216000000e-04,7.9650000000e-05,1.3104000000e-04,1.8874000000e-04,9.8998000000e-05,1.9676000000e-04,1.3678000000e-04
-5.9200000000e-01,8.9668000000e-05,1.5118000000e-04,1.3026000000e-04,1.8746000000e-04,7.8448000000e-05,1.3606000000e-04,1.9732000000e-04,1.0196000000e-04,1.9912000000e-04,1.4018000000e-04
-6.0000000000e-01,9.1210000000e-05,1.5340000000e-04,1.3280000000e-04,1.9594000000e-04,8.0116000000e-05,1.4448000000e-04,2.0182000000e-04,1.0820000000e-04,2.0564000000e-04,1.4346000000e-04
-6.0800000000e-01,9.3650000000e-05,1.5684000000e-04,1.3536000000e-04,1.9564000000e-04,8.2008000000e-05,1.3230000000e-04,2.0878000000e-04,1.1140000000e-04,2.0122000000e-04,1.4638000000e-04
-6.1600000000e-01,1.0827800000e-04,1.6136000000e-04,1.3716000000e-04,1.9862000000e-04,8.6182000000e-05,1.4442000000e-04,2.1646000000e-04,1.1354000000e-04,2.0816000000e-04,1.4898000000e-04
-6.2400000000e-01,9.9622000000e-05,1.6444000000e-04,1.4050000000e-04,2.0216000000e-04,8.6998000000e-05,1.4392000000e-04,2.2156000000e-04,1.1666000000e-04,2.1654000000e-04,1.5204000000e-04
-6.3200000000e-01,1.0132000000e-04,1.6868000000e-04,1.4330000000e-04,1.9706000000e-04,8.7132000000e-05,1.5172000000e-04,2.1838000000e-04,1.1986000000e-04,2.2764000000e-04,1.5620000000e-04
-6.4000000000e-01,1.0360000000e-04,1.7274000000e-04,1.4538000000e-04,2.0074000000e-04,8.7788000000e-05,1.5224000000e-04,2.2830000000e-04,1.2146000000e-04,2.2612000000e-04,1.5906000000e-04
-6.4800000000e-01,1.0600000000e-04,1.7572000000e-04,1.4826000000e-04,2.0478000000e-04,8.9258000000e-05,1.5424000000e-04,2.2466000000e-04,1.2288000000e-04,2.2774000000e-04,1.6568000000e-04
-6.5600000000e-01,1.0794000000e-04,1.7998000000e-04,1.5596000000e-04,2.0878000000e-04,9.3360000000e-05,1.5950000000e-04,2.3128000000e-04,1.2528000000e-04,2.3268000000e-04,1.6902000000e-04
-6.6400000000e-01,1.0972000000e-04,1.8374000000e-04,1.5176000000e-04,2.1332000000e-04,9.2952000000e-05,1.6186000000e-04,2.3642000000e-04,1.2778000000e-04,2.4236000000e-04,1.7262000000e-04
-6.7200000000e-01,1.1172000000e-04,1.8858000000e-04,1.5426000000e-04,2.1950000000e-04,9.5884000000e-05,1.6524000000e-04,2.4356000000e-04,1.3032000000e-04,2.4252000000e-04,1.7720000000e-04
-6.8000000000e-01,1.1468000000e-04,1.9820000000e-04,1.5752000000e-04,2.0172000000e-04,9.3712000000e-05,1.6568000000e-04,2.4522000000e-04,1.4064000000e-04,2.4884000000e-04,1.8020000000e-04
-6.8800000000e-01,1.1746000000e-04,2.0276000000e-04,1.6136000000e-04,2.1190000000e-04,9.6230000000e-05,1.6520000000e-04,2.3324000000e-04,1.3918000000e-04,2.5324000000e-04,1.8434000000e-04
-6.9600000000e-01,1.1936000000e-04,2.0298000000e-04,1.6630000000e-04,2.2380000000e-04,9.7576000000e-05,1.6940000000e-04,2.6338000000e-04,1.4170000000e-04,2.5340000000e-04,1.8940000000e-04
-7.0400000000e-01,1.2244000000e-04,2.1064000000e-04,1.6700000000e-04,2.2700000000e-04,1.0217600000e-04,1.8582000000e-04,2.0502000000e-04,1.5138000000e-04,2.6598000000e-04,1.9312000000e-04
-7.1200000000e-01,1.2504000000e-04,2.0412000000e-04,1.7202000000e-04,2.4510000000e-04,1.0130000000e-04,1.9178000000e-04,2.2246000000e-04,1.5658000000e-04,2.7982000000e-04,1.9954000000e-04
-7.2000000000e-01,1.2770000000e-04,2.1160000000e-04,1.7748000000e-04,2.7032000000e-04,1.0536000000e-04,2.1496000000e-04,2.4874000000e-04,1.5514000000e-04,2.9300000000e-04,2.0494000000e-04
-7.2800000000e-01,1.3194000000e-04,2.3506000000e-04,1.8064000000e-04,2.7052000000e-04,1.0690000000e-04,2.0772000000e-04,2.0784000000e-04,1.6480000000e-04,2.5618000000e-04,2.0912000000e-04
-7.3600000000e-01,1.3438000000e-04,2.4960000000e-04,1.8922000000e-04,2.7028000000e-04,1.1486000000e-04,2.0686000000e-04,2.1226000000e-04,1.7350000000e-04,2.6148000000e-04,2.1984000000e-04
-7.4400000000e-01,1.3974000000e-04,2.5182000000e-04,2.1338000000e-04,2.6748000000e-04,1.1376000000e-04,1.9220000000e-04,2.1702000000e-04,1.6342000000e-04,2.6726000000e-04,2.2892000000e-04
-7.5200000000e-01,1.4896000000e-04,2.3452000000e-04,2.1552000000e-04,2.8244000000e-04,1.1896000000e-04,2.1654000000e-04,2.2074000000e-04,1.7386000000e-04,2.7100000000e-04,2.4634000000e-04
-7.6000000000e-01,1.5042000000e-04,2.6272000000e-04,2.4178000000e-04,2.6034000000e-04,1.2202000000e-04,2.1108000000e-04,2.2878000000e-04,1.7592000000e-04,3.1832000000e-04,2.2084000000e-04
-7.6800000000e-01,1.5652000000e-04,2.7016000000e-04,2.5226000000e-04,2.8786000000e-04,1.2340000000e-04,2.0724000000e-04,2.3178000000e-04,1.8412000000e-04,3.3096000000e-04,2.2548000000e-04
-7.7600000000e-01,1.5930000000e-04,1.9654000000e-04,3.0204000000e-04,3.4798000000e-04,1.3070000000e-04,2.1344000000e-04,3.4238000000e-04,1.8966000000e-04,3.4392000000e-04,2.4318000000e-04
-7.8400000000e-01,1.7396000000e-04,2.0218000000e-04,3.3466000000e-04,3.3818000000e-04,1.3126000000e-04,2.2768000000e-04,3.9484000000e-04,2.0814000000e-04,3.3810000000e-04,2.6164000000e-04
-7.9200000000e-01,1.9180000000e-04,2.3032000000e-04,3.1722000000e-04,4.0918000000e-04,1.3494000000e-04,2.5018000000e-04,4.6256000000e-04,2.0678000000e-04,3.3852000000e-04,2.9202000000e-04
-8.0000000000e-01,5.4814000000e-04,3.8194000000e-04,4.6752000000e-04,5.0674000000e-04,1.4652000000e-04,3.0264000000e-04,8.0810000000e-04,2.2418000000e-04,5.2548000000e-04,2.8162000000e-04
-8.0000000000e-01,9.0918000000e-04,6.7692000000e-04,6.3352000000e-04,6.5466000000e-04,2.3536000000e-04,2.3628000000e-04,8.3768000000e-04,4.0086000000e-04,5.9204000000e-04,2.8734000000e-04
-7.9200000000e-01,1.0454800000e-03,8.4204000000e-04,9.1432000000e-04,8.5290000000e-04,4.2858000000e-04,7.9346000000e-04,8.4970000000e-04,5.3672000000e-04,8.4058000000e-04,7.1118000000e-04
-7.8400000000e-01,1.0745800000e-03,9.3200000000e-04,9.8446000000e-04,9.6444000000e-04,6.3112000000e-04,9.9666000000e-04,9.1350000000e-04,7.0680000000e-04,1.0094400000e-03,9.3242000000e-04
-7.7600000000e-01,1.0860800000e-03,9.7910000000e-04,1.0289400000e-03,1.0185400000e-03,8.7724000000e-04,1.0068000000e-03,9.4770000000e-04,8.3744000000e-04,1.0698000000e-03,9.5928000000e-04
