# Saved on 2025-07-21T15:06:01.977700
# Name: Shreenidhi
# Sample_ID: Batch6_Sample9_F4_TPTE35
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000000
#   Max_Voltage: 7
#   IComp: 1e-06
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -2.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.005
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0008
#   max_gtarget: 0.0012
#   num_level: 5
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.9
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_800.00 uS,Conductance_Target_900.00 uS,Conductance_Target_1000.00 uS,Conductance_Target_1100.00 uS,Conductance_Target_1200.00 uS
2.5000144000e+01,7.9770128650e-04,9.1153495305e-04,9.9079916254e-04,1.0939920321e-03,1.1982993601e-03
2.6000144000e+01,7.9787620052e-04,9.1204950877e-04,9.8827345937e-04,1.0899955669e-03,1.1982861906e-03
2.7000144000e+01,7.9789111624e-04,9.1129884822e-04,9.9075477920e-04,1.0935276077e-03,1.1971945787e-03
2.8000144000e+01,7.9730692960e-04,9.0902853117e-04,9.9085962574e-04,1.0895958985e-03,1.1993850057e-03
2.9000144000e+01,7.9631259723e-04,9.0943525720e-04,9.8908778455e-04,1.0919359192e-03,1.2009699276e-03
3.0000144000e+01,7.9822581029e-04,9.0877270850e-04,9.8975906440e-04,1.0920871136e-03,1.1998930859e-03
3.1000144000e+01,7.9633638961e-04,9.1097965196e-04,9.8819262348e-04,1.0933199519e-03,1.1979985720e-03
3.2000144000e+01,7.9581106547e-04,9.1028065071e-04,9.8934367998e-04,1.0938543710e-03,1.1993689259e-03
3.3000144000e+01,7.9740631918e-04,9.1144800535e-04,9.8978423921e-04,1.0958610801e-03,1.2001032883e-03
3.4000144000e+01,7.9805366113e-04,9.1109191999e-04,9.8999022157e-04,1.0921357170e-03,1.2017625704e-03
3.5000144000e+01,7.9794692283e-04,9.1016947408e-04,9.8962358607e-04,1.0899257177e-03,1.2009058992e-03
3.6000144000e+01,7.9723780800e-04,9.0975161584e-04,9.8878204881e-04,1.0932960140e-03,1.1981130956e-03
3.7000144000e+01,7.9810983152e-04,9.0798974270e-04,9.8904216429e-04,1.0934177408e-03,1.1979437113e-03
3.8000144000e+01,7.9740893852e-04,9.1114241513e-04,9.8821808933e-04,1.0927490075e-03,1.1974900553e-03
3.9000144000e+01,7.9695819295e-04,9.1047120804e-04,9.8899283330e-04,1.0997447680e-03,1.1988416372e-03
4.0000144000e+01,7.9681514762e-04,9.0901965450e-04,9.8823787994e-04,1.0885591473e-03,1.1992228247e-03
4.1000144000e+01,7.9826852016e-04,9.0973982878e-04,9.8824471934e-04,1.0904142982e-03,1.1980487034e-03
4.2000144000e+01,7.9814228229e-04,9.1111905931e-04,9.8978300230e-04,1.0885525262e-03,1.1978451221e-03
4.3000144000e+01,7.9984267359e-04,9.1104826424e-04,9.8895936389e-04,1.0904399096e-03,1.1976613314e-03
4.4000144000e+01,7.9769430158e-04,9.0960282250e-04,9.8819473351e-04,1.0902811482e-03,1.1984931916e-03
4.5000144000e+01,7.9725155956e-04,9.0828383691e-04,9.8778553365e-04,1.0900608322e-03,1.2009726925e-03
4.6000144000e+01,7.9801633547e-04,9.1010268079e-04,9.8689204606e-04,1.0879671754e-03,1.1984995217e-03
4.7000144000e+01,7.9711957369e-04,9.0963672847e-04,9.8726144643e-04,1.0858700261e-03,1.1997498223e-03
4.8000144000e+01,7.9920173448e-04,9.0988818556e-04,9.8735639767e-04,1.0876794113e-03,1.1999262642e-03
4.9000144000e+01,7.9905476014e-04,9.0659181296e-04,9.8752519989e-04,1.0854296852e-03,1.2006004545e-03
5.0000144000e+01,7.9782606917e-04,9.0773188276e-04,9.8786251328e-04,1.0860506882e-03,1.2017512199e-03
5.1000144000e+01,7.9961842857e-04,9.0980138339e-04,9.8878881545e-04,1.0904668306e-03,1.1985370656e-03
5.2000144000e+01,7.9937053670e-04,9.0896464826e-04,9.8709635495e-04,1.0865206423e-03,1.1999457638e-03
5.3000144000e+01,7.9860728874e-04,9.0762012405e-04,9.8686112324e-04,1.0908483091e-03,1.1998099217e-03
5.4000144000e+01,7.9907833424e-04,9.0817695309e-04,9.8773722129e-04,1.0897793254e-03,1.2003402662e-03
5.5000144000e+01,7.9789686424e-04,9.0853180154e-04,9.8839314887e-04,1.0894352454e-03,1.1994775559e-03
5.6000144000e+01,7.9983867181e-04,9.0956287750e-04,9.8892924143e-04,1.0880282207e-03,1.1982997967e-03
5.7000144000e+01,7.9795398051e-04,9.0762805485e-04,9.8934870039e-04,1.0911659047e-03,1.2002381845e-03
5.8000144000e+01,7.9882302089e-04,9.0965775598e-04,9.8845142929e-04,1.0902445501e-03,1.2005839380e-03
5.9000144000e+01,8.0067613453e-04,9.0959976660e-04,9.8855169199e-04,1.0911237769e-03,1.2005111057e-03
6.0000144000e+01,7.9950077634e-04,9.0841465862e-04,9.8993281426e-04,1.0896001186e-03,1.2006572069e-03
6.1000144000e+01,8.0029421952e-04,9.0862304205e-04,9.8961660115e-04,1.0894859588e-03,1.2001150753e-03
6.2000144000e+01,7.9862315033e-04,9.0725770860e-04,9.8890755908e-04,1.0863767966e-03,1.1990710482e-03
6.3000144000e+01,7.9910001659e-04,9.0843219368e-04,9.8945456557e-04,1.0868437676e-03,1.2001940195e-03
6.4000144000e+01,7.9960802395e-04,9.0958797955e-04,9.8824573797e-04,1.0867923265e-03,1.1990615167e-03
6.5000144000e+01,7.9856232333e-04,9.0834873845e-04,9.8779884866e-04,1.0866722005e-03,1.2007012992e-03
6.6000144000e+01,7.9781551904e-04,9.0934125183e-04,9.8847791378e-04,1.0875219596e-03,1.1985507444e-03
6.7000144000e+01,7.9852521594e-04,9.1156667622e-04,9.8788761534e-04,1.0922220099e-03,1.1999694107e-03
6.8000144000e+01,7.9762896348e-04,9.1021509434e-04,9.8879805591e-04,1.0942423978e-03,1.1993875523e-03
6.9000144000e+01,7.9963720054e-04,9.1163157776e-04,9.9012955616e-04,1.0916177416e-03,1.2003583106e-03
7.0000144000e+01,7.9813711636e-04,9.0955116320e-04,9.8854558019e-04,1.0904391092e-03,1.1972733046e-03
7.1000144000e+01,7.9954021203e-04,9.0868103143e-04,9.8941913166e-04,1.0884808580e-03,1.1992215877e-03
7.2000144000e+01,7.9895355157e-04,9.1039466497e-04,9.8925665952e-04,1.0897996253e-03,1.1970860214e-03
7.3000144000e+01,7.9869336332e-04,9.0980254754e-04,9.8861331935e-04,1.0924161325e-03,1.1977833492e-03
7.4000144000e+01,7.9600977188e-04,9.0910078143e-04,9.8846685432e-04,1.0911316349e-03,1.1973425717e-03
7.5000144000e+01,7.9712568549e-04,9.0998248197e-04,9.8898162832e-04,1.0896725144e-03,1.1971972708e-03
7.6000144000e+01,7.9697114415e-04,9.0996611107e-04,9.8890530353e-04,1.0902455688e-03,1.1986050959e-03
7.7000144000e+01,7.9849764006e-04,9.0819521574e-04,9.8837634141e-04,1.0918943008e-03,1.1997007095e-03
7.8000144000e+01,7.9733035818e-04,9.0767534857e-04,9.8802767752e-04,1.0867753736e-03,1.1985205492e-03
7.9000144000e+01,7.9650162661e-04,9.0867957624e-04,9.8801690910e-04,1.0874449072e-03,1.1979093688e-03
8.0000144000e+01,7.9461649875e-04,9.0742112661e-04,9.8741620604e-04,1.0877789464e-03,1.1978934344e-03
8.1000144000e+01,7.9761455709e-04,9.0902365628e-04,9.8856799013e-04,1.0889759142e-03,1.1970972264e-03
8.2000144000e+01,7.9742152593e-04,9.0751316748e-04,9.8885800980e-04,1.0904819646e-03,1.1962073768e-03
8.3000144000e+01,7.9652156273e-04,9.0982597612e-04,9.8767108284e-04,1.0913953156e-03,1.1955947411e-03
8.4000144000e+01,7.9789759184e-04,9.0900910436e-04,9.8856166005e-04,1.0877999739e-03,1.1980831914e-03
8.5000144000e+01,7.9721874499e-04,9.0895220637e-04,9.8862030427e-04,1.0896216554e-03,1.1963981524e-03
8.6000144000e+01,7.9932658991e-04,9.0959394583e-04,9.8730139143e-04,1.0876701708e-03,1.1973983783e-03
8.7000144000e+01,7.9809615272e-04,9.0826179076e-04,9.8785145383e-04,1.0914978338e-03,1.1964267469e-03
8.8000144000e+01,7.9959594586e-04,9.0893554443e-04,9.8974989669e-04,1.0921764624e-03,1.1973489018e-03
8.9000144000e+01,7.9897828982e-04,9.0796558652e-04,9.8815158708e-04,1.0870856931e-03,1.1972271022e-03
9.0000144000e+01,7.9862402345e-04,9.0838693723e-04,9.8830772913e-04,1.0910812125e-03,1.1965676094e-03
9.1000144000e+01,8.0065125076e-04,9.0856585302e-04,9.8793716461e-04,1.0888974793e-03,1.1958221148e-03
9.2000144000e+01,8.0068370153e-04,9.0887144324e-04,9.8892465758e-04,1.0883771029e-03,1.1967799219e-03
9.3000144000e+01,7.9948258644e-04,9.0877176262e-04,9.8791490018e-04,1.0865952936e-03,1.1963819270e-03
9.4000144000e+01,7.9848956375e-04,9.0921326773e-04,9.8629978311e-04,1.0887761891e-03,1.1964093574e-03
9.5000144000e+01,7.9811456089e-04,9.0939865913e-04,9.8679847724e-04,1.0892689170e-03,1.1957057723e-03
9.6000144000e+01,8.0015081039e-04,9.0904679382e-04,9.8651966255e-04,1.0884363292e-03,1.1940964760e-03
9.7000144000e+01,7.9968325736e-04,9.0873283625e-04,9.8640623037e-04,1.0904969531e-03,1.1957337847e-03
9.8000144000e+01,7.9927056504e-04,9.0847737738e-04,9.8697244539e-04,1.0891054262e-03,1.1961844575e-03
9.9000144000e+01,8.0068035459e-04,9.0749905212e-04,9.8859090940e-04,1.0912394646e-03,1.1941106641e-03
1.0000014400e+02,7.9847704910e-04,9.0949462901e-04,9.8747645097e-04,1.0900427878e-03,1.1948577594e-03
1.0100014400e+02,7.9931451182e-04,9.0928981081e-04,9.8832417279e-04,1.0887218377e-03,1.1955422087e-03
1.0200014400e+02,7.9964629549e-04,9.0999055828e-04,9.8852033261e-04,1.0904004739e-03,1.1953758076e-03
1.0300014400e+02,7.9865334556e-04,9.0832516435e-04,9.8719916423e-04,1.0872435814e-03,1.1954070214e-03
1.0400014400e+02,7.9937468399e-04,9.0888577688e-04,9.8796102975e-04,1.0889277473e-03,1.1954920774e-03
1.0500014400e+02,7.9865480075e-04,9.1050365882e-04,9.8679469374e-04,1.0906557145e-03,1.1968850595e-03
1.0600014400e+02,8.0014797277e-04,9.0940200607e-04,9.8640397482e-04,1.0920442583e-03,1.1957794050e-03
1.0700014400e+02,7.9789104348e-04,9.1003785201e-04,9.8872129456e-04,1.0862289491e-03,1.1963100405e-03
1.0800014400e+02,7.9901255958e-04,9.1013294877e-04,9.8825425084e-04,1.0859230679e-03,1.1949785403e-03
1.0900014400e+02,8.0005316704e-04,9.0866356913e-04,9.8874246760e-04,1.0858331370e-03,1.1961900600e-03
1.1000014400e+02,7.9935773101e-04,9.1049019829e-04,9.8911397799e-04,1.0851537081e-03,1.1960306438e-03
1.1100014400e+02,7.9906931205e-04,9.0871159045e-04,9.8828953924e-04,1.0839629977e-03,1.1958088726e-03
1.1200014400e+02,7.9956895206e-04,9.0890913270e-04,9.8750671896e-04,1.0872352868e-03,1.1946684390e-03
1.1300014400e+02,7.9840800026e-04,9.0916590125e-04,9.8771801277e-04,1.0857754387e-03,1.1937019008e-03
1.1400014400e+02,7.9824058048e-04,9.1034897196e-04,9.8794684163e-04,1.0895800369e-03,1.1952129717e-03
1.1500014400e+02,8.0105339293e-04,9.0904832177e-04,9.8750795587e-04,1.0829427629e-03,1.1957470997e-03
1.1600014400e+02,7.9964782344e-04,9.0985784482e-04,9.8753807833e-04,1.0833833949e-03,1.1948244355e-03
1.1700014400e+02,7.9825702414e-04,9.0927744168e-04,9.8812372016e-04,1.0876459419e-03,1.1943311983e-03
1.1800014400e+02,8.0144287494e-04,9.0943685791e-04,9.8695476481e-04,1.0867726087e-03,1.1942981655e-03
1.1900014400e+02,8.0113335571e-04,9.0891830041e-04,9.8705771961e-04,1.0852819833e-03,1.1942466517e-03
1.2000014400e+02,7.9970130173e-04,9.1081295977e-04,9.8685966805e-04,1.0898831533e-03,1.1943753634e-03
1.2100014400e+02,8.0027661170e-04,9.1054767836e-04,9.8738077213e-04,1.0865833610e-03,1.1933974019e-03
1.2200014400e+02,7.9934812675e-04,9.1164816695e-04,9.8660733784e-04,1.0863692296e-03,1.1942151468e-03
1.2300014400e+02,8.0049037933e-04,9.1045396402e-04,9.8730502941e-04,1.0856247536e-03,1.1941062985e-03
1.2400014400e+02,7.9956917034e-04,9.0913898021e-04,9.8736636573e-04,1.0831647523e-03,1.1953303328e-03
1.2500014400e+02,7.9910962086e-04,9.0962021204e-04,9.8754971987e-04,1.0883531650e-03,1.1940969125e-03
1.2600014400e+02,7.9940931755e-04,9.1127505584e-04,9.8742406408e-04,1.0866428784e-03,1.1942235142e-03
1.2700014400e+02,7.9913697846e-04,9.0949455625e-04,9.8829150375e-04,1.0881745402e-03,1.1928773893e-03
1.2800014400e+02,7.9896322859e-04,9.0913119493e-04,9.8846656329e-04,1.0860302427e-03,1.1945816368e-03
1.2900014400e+02,7.9920275311e-04,9.1111360234e-04,9.8796394013e-04,1.0862167255e-03,1.1937179806e-03
1.3000014400e+02,8.0074190919e-04,9.0973037004e-04,9.8865253676e-04,1.0881142225e-03,1.1917863594e-03
1.3100014400e+02,7.9856275988e-04,9.1070491180e-04,9.8790638731e-04,1.0870528058e-03,1.1941597040e-03
1.3200014400e+02,7.9915254901e-04,9.1109024652e-04,9.8638382042e-04,1.0870822007e-03,1.1915995128e-03
1.3300014400e+02,7.9681092757e-04,9.0875517344e-04,9.8689524748e-04,1.0850028775e-03,1.1931205518e-03
1.3400014400e+02,8.0076373706e-04,9.0910129074e-04,9.8815537058e-04,1.0849240061e-03,1.1935868679e-03
1.3500014400e+02,7.9999044829e-04,9.1177033028e-04,9.8796197562e-04,1.0880062473e-03,1.1949387408e-03
1.3600014400e+02,8.0043340859e-04,9.0893008746e-04,9.8641656223e-04,1.0894826119e-03,1.1928552703e-03
1.3700014400e+02,7.9997851572e-04,9.1111585789e-04,9.8663324025e-04,1.0885918891e-03,1.1933081987e-03
1.3800014400e+02,8.0017489381e-04,9.1021407570e-04,9.8777250969e-04,1.0863334319e-03,1.1921151599e-03
1.3900014400e+02,7.9977849964e-04,9.0887770057e-04,9.8717551737e-04,1.0864181240e-03,1.1936518422e-03
1.4000014400e+02,7.9930927313e-04,9.0986643045e-04,9.8725977296e-04,1.0857956659e-03,1.1944544531e-03
1.4100014400e+02,8.0161487858e-04,9.1022688139e-04,9.8628814158e-04,1.0872584244e-03,1.1949470354e-03
1.4200014400e+02,7.9949939391e-04,9.1052330390e-04,9.8723488918e-04,1.0829418170e-03,1.1940431432e-03
1.4300014400e+02,8.0022422480e-04,9.0979570814e-04,9.8832075309e-04,1.0841320181e-03,1.1970070773e-03
1.4400014400e+02,7.9887628090e-04,9.1121459263e-04,9.8658056231e-04,1.0836987349e-03,1.1938907846e-03
1.4500014400e+02,7.9967729107e-04,9.1095775133e-04,9.8746219010e-04,1.0854123684e-03,1.1961819109e-03
1.4600014400e+02,7.9815632489e-04,9.1090420028e-04,9.8652570159e-04,1.0893277067e-03,1.1942910351e-03
1.4700014400e+02,7.9982230091e-04,9.0901026851e-04,9.8776043160e-04,1.0851147090e-03,1.1926841398e-03
1.4800014400e+02,8.0106743553e-04,9.0907102276e-04,9.8704891570e-04,1.0874247528e-03,1.1935354996e-03
1.4900014400e+02,7.9946243204e-04,9.1201050964e-04,9.8621421785e-04,1.0855682194e-03,1.1938178068e-03
1.5000014400e+02,7.9888261098e-04,9.0929788712e-04,9.8720112874e-04,1.0856607696e-03,1.1940702097e-03
1.5100014400e+02,7.9797464423e-04,9.0912952146e-04,9.8771721241e-04,1.0835415014e-03,1.1948056635e-03
1.5200014400e+02,7.9996301793e-04,9.0877882030e-04,9.8761440313e-04,1.0824810306e-03,1.1936584633e-03
1.5300014400e+02,7.9978679423e-04,9.1108253400e-04,9.8679978692e-04,1.0858305177e-03,1.1928605090e-03
1.5400014400e+02,7.9920602730e-04,9.0956324129e-04,9.8837008409e-04,1.0858054156e-03,1.1970069318e-03
1.5500014400e+02,8.0210018496e-04,9.1060624982e-04,9.8854259704e-04,1.0816903523e-03,1.1922942940e-03
1.5600014400e+02,8.0017693108e-04,9.1131631052e-04,9.8761185654e-04,1.0843802011e-03,1.1919850658e-03
1.5700014400e+02,7.9905454186e-04,9.1099245765e-04,9.8772106867e-04,1.0860248585e-03,1.1937605450e-03
1.5800014400e+02,7.9911027569e-04,9.1185102065e-04,9.8730066384e-04,1.0869149992e-03,1.1942771380e-03
1.5900014400e+02,7.9829544120e-04,9.1029505711e-04,9.8726821307e-04,1.0842907068e-03,1.1925537547e-03
1.6000014400e+02,8.0019279267e-04,9.1006826551e-04,9.8758748209e-04,1.0854012362e-03,1.1921727128e-03
1.6100014400e+02,7.9986690253e-04,9.1092209914e-04,9.8746830190e-04,1.0827737424e-03,1.1947951862e-03
1.6200014400e+02,7.9954152170e-04,9.0790512331e-04,9.8708318546e-04,1.0829394159e-03,1.1929155153e-03
1.6300014400e+02,8.0091333075e-04,9.1189351224e-04,9.8798496765e-04,1.0869393736e-03,1.1946373706e-03
1.6400014400e+02,8.0100013292e-04,9.1155256086e-04,9.8780372355e-04,1.0828380618e-03,1.1939203250e-03
1.6500014400e+02,8.0074481957e-04,9.1089787020e-04,9.8720673122e-04,1.0863815987e-03,1.1939649994e-03
1.6600014400e+02,7.9875004303e-04,9.1112124210e-04,9.8728894955e-04,1.0847813246e-03,1.1929524771e-03
1.6700014400e+02,8.0108547991e-04,9.1265159426e-04,9.8723401607e-04,1.0838745220e-03,1.1943624850e-03
1.6800014400e+02,7.9927187471e-04,9.1058107500e-04,9.8571748822e-04,1.0804238264e-03,1.1966725287e-03
1.6900014400e+02,7.9948556959e-04,9.0865905804e-04,9.8685588455e-04,1.0858497262e-03,1.1944457947e-03
1.7000014400e+02,7.9914563685e-04,9.0996582003e-04,9.8796634120e-04,1.0855126311e-03,1.1946818995e-03
1.7100014400e+02,8.0028774391e-04,9.1084591986e-04,9.8778858955e-04,1.0859029135e-03,1.1938038369e-03
1.7200014400e+02,7.9988800280e-04,9.0908040875e-04,9.8713979241e-04,1.0862142517e-03,1.1927698506e-03
1.7300014400e+02,7.9870136688e-04,9.1249567049e-04,9.8764896393e-04,1.0836348520e-03,1.1925662693e-03
1.7400014400e+02,8.0161793448e-04,9.0914218163e-04,9.8720462120e-04,1.0811783432e-03,1.1939029355e-03
1.7500014400e+02,8.0006655480e-04,9.1155961854e-04,9.8843156593e-04,1.0837442824e-03,1.1948616884e-03
1.7600014400e+02,7.9943791206e-04,9.1178313596e-04,9.8854136013e-04,1.0852132982e-03,1.1949940381e-03
1.7700014400e+02,7.9908830230e-04,9.0945701231e-04,9.8754797364e-04,1.0867864330e-03,1.1928859749e-03
1.7800014400e+02,7.9923825979e-04,9.0985151473e-04,9.8726122815e-04,1.0897446191e-03,1.1929801985e-03
