# Saved on 2025-07-21T15:06:01.945702
# Name: Shreenidhi
# Sample_ID: Batch6_Sample9_F4_TPTE35
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000000
#   Max_Voltage: 7
#   IComp: 1e-06
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -2.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.005
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0008
#   max_gtarget: 0.0012
#   num_level: 5
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.9
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_800.00 uS,Conductance_Target_900.00 uS,Conductance_Target_1000.00 uS,Conductance_Target_1100.00 uS,Conductance_Target_1200.00 uS
2.5144000000e-02,8.0155303294e-04,9.0866189566e-04,9.9096345366e-04,1.0957210179e-03,1.1991838983e-03
2.6144000000e-02,8.0078061728e-04,9.0819194156e-04,9.9127981230e-04,1.0943029338e-03,1.1993414955e-03
2.7144000000e-02,8.0172911112e-04,9.0817156888e-04,9.9183533166e-04,1.0974358884e-03,1.1987757171e-03
2.8144000000e-02,8.0176781921e-04,9.0875728347e-04,9.9159995443e-04,1.0970462608e-03,1.1987749895e-03
2.9144000000e-02,8.0172481830e-04,9.0844361694e-04,9.9174219940e-04,1.0949389980e-03,1.1991040810e-03
3.0144000000e-02,8.0078876636e-04,9.0834932053e-04,9.9125609268e-04,1.0940935317e-03,1.1993030785e-03
3.1144000000e-02,8.0275101936e-04,9.0995599749e-04,9.9103934190e-04,1.0960649524e-03,1.1990374333e-03
3.2144000000e-02,8.0195364717e-04,9.0949033620e-04,9.9182063423e-04,1.0944675159e-03,1.1968797480e-03
3.3144000000e-02,8.0042918853e-04,9.0882778750e-04,9.9182791018e-04,1.0976689373e-03,1.1966409511e-03
3.4144000000e-02,8.0003752373e-04,9.0986781288e-04,9.9070617580e-04,1.0961286898e-03,1.1969336629e-03
3.5144000000e-02,8.0257115769e-04,9.1008798336e-04,9.9106495327e-04,1.0932433361e-03,1.1968064791e-03
3.6144000000e-02,8.0274774518e-04,9.1012872872e-04,9.9064338428e-04,1.0941287474e-03,1.1969548359e-03
3.7144000000e-02,8.0282487033e-04,9.1037509264e-04,9.9017983302e-04,1.0955266043e-03,1.1971627828e-03
3.8144000000e-02,8.0371391959e-04,9.0994937636e-04,9.9037242762e-04,1.0946264229e-03,1.1977055692e-03
3.9144000000e-02,8.0379999417e-04,9.0973153419e-04,9.9111282907e-04,1.0945417307e-03,1.1981407442e-03
4.0144000000e-02,8.0332072685e-04,9.0959591034e-04,9.9114979093e-04,1.0945634131e-03,1.1985399760e-03
4.1144000000e-02,8.0321347923e-04,9.0802226623e-04,9.9073891761e-04,1.0970794392e-03,1.1974056542e-03
4.2144000000e-02,8.0347817857e-04,9.0864705271e-04,9.9089185824e-04,1.0972028394e-03,1.1983548757e-03
4.3144000000e-02,8.0257341324e-04,9.0875379101e-04,9.9169345049e-04,1.0972876771e-03,1.1977824761e-03
4.4144000000e-02,8.0178368080e-04,9.0947884019e-04,9.9137134384e-04,1.0974696488e-03,1.1986591562e-03
4.5144000000e-02,8.0269506725e-04,9.0796609584e-04,9.9129239970e-04,1.0979904619e-03,1.1986342724e-03
4.6144000000e-02,8.0191719462e-04,9.0764791821e-04,9.9108416180e-04,1.0973748431e-03,1.1975539383e-03
4.7144000000e-02,8.0173849710e-04,9.0815105068e-04,9.9049357232e-04,1.0976505291e-03,1.1984167213e-03
4.8144000000e-02,8.0249206803e-04,9.0946981800e-04,9.9111981399e-04,1.0937397019e-03,1.1977683607e-03
4.9144000000e-02,8.0179692304e-04,9.0873210866e-04,9.9065699033e-04,1.0967415437e-03,1.1991267820e-03
5.0144000000e-02,8.0275458458e-04,9.0937042842e-04,9.9167540611e-04,1.0926693358e-03,1.1985249876e-03
5.1144000000e-02,8.0314217485e-04,9.0877605544e-04,9.9096061604e-04,1.0940209904e-03,1.1990307394e-03
5.2144000000e-02,8.0269310274e-04,9.0870940767e-04,9.9130709714e-04,1.0969767754e-03,1.1995556997e-03
5.3144000000e-02,8.0274410720e-04,9.0908688435e-04,9.9016571767e-04,1.0965552792e-03,1.1988687766e-03
5.4144000000e-02,8.0299032561e-04,9.0861241915e-04,9.9054479506e-04,1.0966752598e-03,1.1994033412e-03
5.5144000000e-02,8.0212172179e-04,9.0988170996e-04,9.9098593637e-04,1.0924552043e-03,1.1985902529e-03
5.6144000000e-02,8.0219084339e-04,9.1046909802e-04,9.9053824670e-04,1.0971099982e-03,1.1983003787e-03
5.7144000000e-02,8.0149271525e-04,9.1022840934e-04,9.9108860013e-04,1.0934934835e-03,1.1988661572e-03
5.8144000000e-02,8.0146150140e-04,9.1020781838e-04,9.9130789749e-04,1.0944272799e-03,1.1977167014e-03
5.9144000000e-02,8.0092817370e-04,9.0935980552e-04,9.9111719464e-04,1.0980071238e-03,1.1991036445e-03
6.0144000000e-02,8.0067387898e-04,9.1101268481e-04,9.9183336715e-04,1.1003017426e-03,1.1994808301e-03
6.1144000000e-02,8.0026286014e-04,9.0977118816e-04,9.9234261143e-04,1.0948241834e-03,1.1995073874e-03
6.2144000000e-02,7.9969839135e-04,9.0905778052e-04,9.9140845123e-04,1.0982008098e-03,1.1991782958e-03
6.3144000000e-02,7.9971949162e-04,9.0952089522e-04,9.9180790130e-04,1.0938778723e-03,1.1977484246e-03
6.4144000000e-02,8.0065488874e-04,9.0867077233e-04,9.9252130894e-04,1.0953954188e-03,1.1995094974e-03
6.5144000000e-02,8.0087083916e-04,9.0845103841e-04,9.9129363662e-04,1.0948300769e-03,1.1993438238e-03
6.6144000000e-02,8.0084391811e-04,9.0936366178e-04,9.9156306533e-04,1.0971415031e-03,1.1989246559e-03
6.7144000000e-02,8.0027493823e-04,9.0872563305e-04,9.9170843896e-04,1.0957242193e-03,1.1986390018e-03
6.8144000000e-02,8.0075646110e-04,9.0849978733e-04,9.9170763860e-04,1.0936129547e-03,1.1984496814e-03
6.9144000000e-02,8.0225072452e-04,9.0816538432e-04,9.9126154964e-04,1.0932388977e-03,1.1984701268e-03
7.0144000000e-02,8.0122859799e-04,9.0760382591e-04,9.9156452052e-04,1.0938607011e-03,1.1983588047e-03
7.1144000000e-02,7.9999023001e-04,9.0855821327e-04,9.9034543382e-04,1.0966208356e-03,1.1979614646e-03
7.2144000000e-02,8.0106154201e-04,9.0798996098e-04,9.9192329799e-04,1.0948815907e-03,1.1977797112e-03
7.3144000000e-02,8.0015197454e-04,9.0859233751e-04,9.9113036413e-04,1.0965012189e-03,1.1974770314e-03
7.4144000000e-02,8.0000027083e-04,9.0847584943e-04,9.9144112028e-04,1.0988733993e-03,1.1984269804e-03
7.5144000000e-02,8.0075536971e-04,9.0894929599e-04,9.9037381005e-04,1.0969751020e-03,1.1978956172e-03
7.6144000000e-02,8.0198784417e-04,9.0915957117e-04,9.9078511994e-04,1.0978701175e-03,1.1985377205e-03
7.7144000000e-02,8.0022691691e-04,9.1016067017e-04,9.9084325484e-04,1.0978872160e-03,1.1976461974e-03
7.8144000000e-02,8.0142686784e-04,9.1033754870e-04,9.9107906863e-04,1.0946630937e-03,1.1989340419e-03
7.9144000000e-02,8.0045494542e-04,9.1015601356e-04,9.9095865153e-04,1.0984850815e-03,1.1983932200e-03
8.0144000000e-02,8.0014593550e-04,9.0911606094e-04,9.9147429864e-04,1.0975010082e-03,1.1992694635e-03
8.1144000000e-02,8.0022437032e-04,9.0942448878e-04,9.9104676337e-04,1.0945420945e-03,1.1988864571e-03
8.2144000000e-02,8.0186771811e-04,9.0816094598e-04,9.9156110082e-04,1.0945841495e-03,1.1975477537e-03
8.3144000000e-02,8.0113604781e-04,9.0898174676e-04,9.9138844234e-04,1.0952606681e-03,1.1992728105e-03
8.4144000000e-02,8.0061341578e-04,9.0915396868e-04,9.9051248981e-04,1.0963271052e-03,1.1982690194e-03
8.5144000000e-02,7.9993376858e-04,9.0934096079e-04,9.9118245998e-04,1.0924900562e-03,1.1980044656e-03
8.6144000000e-02,8.0006808275e-04,9.1018300736e-04,9.9094140751e-04,1.0924799426e-03,1.1978229304e-03
8.7144000000e-02,8.0052661360e-04,9.1065710876e-04,9.9065211543e-04,1.0934608144e-03,1.1979016563e-03
8.8144000000e-02,8.0027144577e-04,9.1055313533e-04,9.9061515357e-04,1.0966364789e-03,1.1981782882e-03
8.9144000000e-02,8.0226389400e-04,9.0941764938e-04,9.9057382613e-04,1.0975175246e-03,1.1971146159e-03
9.0144000000e-02,8.0096440797e-04,9.0860972705e-04,9.9121352832e-04,1.0935872706e-03,1.1968639592e-03
9.1144000000e-02,8.0023193732e-04,9.0946014097e-04,9.9034972664e-04,1.0970798758e-03,1.1963154975e-03
9.2144000000e-02,8.0103112850e-04,9.0917645139e-04,9.9018951005e-04,1.0923251102e-03,1.1972762150e-03
9.3144000000e-02,8.0057565356e-04,9.0992471087e-04,9.9102362583e-04,1.0960541840e-03,1.1977225222e-03
9.4144000000e-02,8.0038946180e-04,9.0919638751e-04,9.9033444712e-04,1.0937959451e-03,1.1977724353e-03
9.5144000000e-02,8.0039637396e-04,9.1085785243e-04,9.8973003333e-04,1.0952418234e-03,1.1976066162e-03
9.6144000000e-02,8.0040808825e-04,9.1135698312e-04,9.9067015981e-04,1.0934203601e-03,1.1978701514e-03
9.7144000000e-02,7.9914250819e-04,9.0919194918e-04,9.9073011370e-04,1.0919906344e-03,1.1974774679e-03
9.8144000000e-02,8.0041827459e-04,9.0949732112e-04,9.9064454844e-04,1.0929893324e-03,1.1987348989e-03
9.9144000000e-02,8.0078229075e-04,9.0950597951e-04,9.8947617516e-04,1.0951990407e-03,1.1970195192e-03
1.0014400000e-01,8.0041143519e-04,9.0939698566e-04,9.9043754744e-04,1.0973606550e-03,1.1960804113e-03
1.0114400000e-01,8.0055193393e-04,9.1052337666e-04,9.9073666206e-04,1.0958968051e-03,1.1963494035e-03
1.0214400000e-01,8.0070807599e-04,9.0956586064e-04,9.9084987596e-04,1.0962897795e-03,1.1968825856e-03
1.0314400000e-01,8.0125573731e-04,9.1046145826e-04,9.9093638710e-04,1.0966203990e-03,1.1968605395e-03
1.0414400000e-01,8.0157442426e-04,9.1031746706e-04,9.9135453638e-04,1.0959130304e-03,1.1971499043e-03
1.0514400000e-01,7.9998513684e-04,9.0936569904e-04,9.9053264421e-04,1.0930436838e-03,1.1975724192e-03
1.0614400000e-01,7.9975157860e-04,9.0907662525e-04,9.9111231975e-04,1.0944830137e-03,1.1978195835e-03
1.0714400000e-01,7.9956778791e-04,9.0951485618e-04,9.9134114862e-04,1.0928279517e-03,1.1994168017e-03
1.0814400000e-01,8.0066252849e-04,9.1157460702e-04,9.9105011031e-04,1.0953025776e-03,1.1989728955e-03
1.0914400000e-01,8.0125966633e-04,9.1213711130e-04,9.9094482721e-04,1.0960560030e-03,1.1988428741e-03
1.1014400000e-01,8.0078702013e-04,9.1086389148e-04,9.9149852758e-04,1.0918727639e-03,1.1982104479e-03
1.1114400000e-01,7.9955556430e-04,9.1091489594e-04,9.9138691439e-04,1.0962865053e-03,1.1992843065e-03
1.1214400000e-01,7.9970632214e-04,9.0957786597e-04,9.9148986919e-04,1.0956254846e-03,1.1977581016e-03
1.1314400000e-01,7.9990088125e-04,9.1034824436e-04,9.9184384453e-04,1.0917884356e-03,1.1981384887e-03
1.1414400000e-01,8.0197656644e-04,9.0973699116e-04,9.9084143585e-04,1.0951759759e-03,1.1983435252e-03
1.1514400000e-01,8.0180718214e-04,9.1004672868e-04,9.9193559436e-04,1.0925827519e-03,1.1983475997e-03
1.1614400000e-01,8.0073157733e-04,9.0948466095e-04,9.9208351457e-04,1.0950331489e-03,1.1978153634e-03
1.1714400000e-01,8.0136574979e-04,9.0922309028e-04,9.9122502434e-04,1.0925872630e-03,1.1980155250e-03
1.1814400000e-01,8.0197161878e-04,9.0864603408e-04,9.9104632682e-04,1.0934159945e-03,1.1981443822e-03
1.1914400000e-01,8.0216232163e-04,9.1197282018e-04,9.9242701253e-04,1.0956054757e-03,1.1976021051e-03
1.2014400000e-01,8.0165154941e-04,9.1019923275e-04,9.9109718576e-04,1.0928456322e-03,1.1981689750e-03
1.2114400000e-01,8.0209727457e-04,9.1016969236e-04,9.9055236205e-04,1.0948583804e-03,1.1981698481e-03
1.2214400000e-01,8.0146914115e-04,9.0884495876e-04,9.9073404272e-04,1.0955972539e-03,1.1978836119e-03
1.2314400000e-01,8.0179903307e-04,9.0902576630e-04,9.9151046015e-04,1.0929024575e-03,1.1988465121e-03
1.2414400000e-01,8.0298392277e-04,9.0842280770e-04,9.9025928648e-04,1.0948432464e-03,1.2001715368e-03
1.2514400000e-01,8.0325902672e-04,9.0944835392e-04,9.9055781902e-04,1.0927323456e-03,1.1991678184e-03
1.2614400000e-01,8.0428289948e-04,9.1090405476e-04,9.9196906376e-04,1.0926987306e-03,1.1992270447e-03
1.2714400000e-01,8.0319878180e-04,9.1002671979e-04,9.9130134913e-04,1.0926710092e-03,1.1999747221e-03
1.2814400000e-01,8.0327386968e-04,9.0999456006e-04,9.9111981399e-04,1.0964250396e-03,1.1990970961e-03
1.2914400000e-01,8.0286779848e-04,9.0942645329e-04,9.9101423984e-04,1.0950357682e-03,1.1990067287e-03
1.3014400000e-01,8.0345365859e-04,9.1203459306e-04,9.9138786027e-04,1.0950631258e-03,1.1986238678e-03
1.3114400000e-01,8.0135039752e-04,9.0956520580e-04,9.9074008176e-04,1.0954393656e-03,1.1986619938e-03
1.3214400000e-01,8.0247111327e-04,9.0986344730e-04,9.9099030194e-04,1.0960712825e-03,1.1991480278e-03
1.3314400000e-01,8.0165984400e-04,9.1051362688e-04,9.9216209492e-04,1.0920605564e-03,1.1993934459e-03
1.3414400000e-01,8.0239886302e-04,9.1133137175e-04,9.9133605545e-04,1.0921205831e-03,1.1988379993e-03
1.3514400000e-01,8.0225298007e-04,9.0925350378e-04,9.9148957815e-04,1.0954392201e-03,1.1992935470e-03
1.3614400000e-01,8.0288373283e-04,9.0990790341e-04,9.9069016869e-04,1.0950680007e-03,1.1995596287e-03
1.3714400000e-01,8.0184632679e-04,9.1043773864e-04,9.9121352832e-04,1.0945482791e-03,1.1992603686e-03
1.3814400000e-01,8.0252117186e-04,9.1058296675e-04,9.9070559372e-04,1.0915287567e-03,1.1987944163e-03
1.3914400000e-01,8.0191231973e-04,9.0944624390e-04,9.9074328318e-04,1.0946108523e-03,1.1999624257e-03
1.4014400000e-01,8.0197387433e-04,9.0898865892e-04,9.9130906165e-04,1.0916271276e-03,1.1979346891e-03
1.4114400000e-01,8.0330464698e-04,9.1050686024e-04,9.9102682725e-04,1.0913129518e-03,1.1977607937e-03
1.4214400000e-01,8.0178047938e-04,9.1006106231e-04,9.9079887150e-04,1.0935499449e-03,1.1984315643e-03
1.4314400000e-01,8.0171535956e-04,9.1016845545e-04,9.9106495327e-04,1.0941882647e-03,1.1978793918e-03
1.4414400000e-01,8.0180878285e-04,9.1006571893e-04,9.9057295301e-04,1.0901601490e-03,1.1992749205e-03
1.4514400000e-01,8.0259822425e-04,9.0932473540e-04,9.9048615084e-04,1.0913606093e-03,1.1978887778e-03
1.4614400000e-01,8.0236430222e-04,9.0870227723e-04,9.9127821159e-04,1.0940836364e-03,1.1974797235e-03
1.4714400000e-01,8.0198929936e-04,9.0889065177e-04,9.9170072644e-04,1.0901869973e-03,1.1980726413e-03
1.4814400000e-01,8.0084551882e-04,9.0911380539e-04,9.9159260571e-04,1.0934915190e-03,1.1980075215e-03
1.4914400000e-01,8.0081015767e-04,9.0917077614e-04,9.9052507721e-04,1.0939504136e-03,1.1985650781e-03
1.5014400000e-01,8.0301651906e-04,9.0982248366e-04,9.9118427897e-04,1.0930988356e-03,1.1979946430e-03
1.5114400000e-01,8.0217170762e-04,9.0792869742e-04,9.9136734207e-04,1.0949528951e-03,1.1979752162e-03
1.5214400000e-01,8.0252168118e-04,9.1011745099e-04,9.9204458820e-04,1.0951609875e-03,1.1979744886e-03
1.5314400000e-01,8.0203935795e-04,9.1081928986e-04,9.9190016044e-04,1.0918774933e-03,1.1988678307e-03
1.5414400000e-01,8.0061967310e-04,9.0965761046e-04,9.9159813544e-04,1.0959310748e-03,1.1999843991e-03
1.5514400000e-01,8.0114434240e-04,9.0994224593e-04,9.9173492345e-04,1.0923326772e-03,1.1982775322e-03
1.5614400000e-01,8.0290577898e-04,9.0921959782e-04,9.9107026472e-04,1.0932560690e-03,1.1987683683e-03
1.5714400000e-01,8.0211910245e-04,9.0982095571e-04,9.9053111626e-04,1.0944775568e-03,1.1989931954e-03
1.5814400000e-01,8.0161553342e-04,9.0969333542e-04,9.9052005680e-04,1.0957487393e-03,1.1983088916e-03
1.5914400000e-01,8.0222795077e-04,9.0984613053e-04,9.9021432106e-04,1.0945029499e-03,1.1981854186e-03
1.6014400000e-01,8.0243473349e-04,9.0959241788e-04,9.9115975900e-04,1.0940008360e-03,1.1980862473e-03
1.6114400000e-01,8.0399549915e-04,9.0980640380e-04,9.9193966889e-04,1.0908977129e-03,1.1978507973e-03
1.6214400000e-01,8.0380108557e-04,9.1094225354e-04,9.9153505289e-04,1.0910229321e-03,1.1969884508e-03
1.6314400000e-01,8.0079174950e-04,9.0976267529e-04,9.9164710264e-04,1.0930810095e-03,1.1975828966e-03
1.6414400000e-01,8.0132165749e-04,9.0951172751e-04,9.9155346106e-04,1.0935049795e-03,1.1982079741e-03
1.6514400000e-01,8.0101519416e-04,9.1001813416e-04,9.9093580502e-04,1.0899076005e-03,1.1986288882e-03
1.6614400000e-01,8.0226389400e-04,9.1061934654e-04,9.9189543107e-04,1.0899245535e-03,1.1979640112e-03
1.6714400000e-01,8.0208614236e-04,9.0920861112e-04,9.9078875792e-04,1.0930293502e-03,1.1989709310e-03
1.6814400000e-01,8.0268218881e-04,9.0964298579e-04,9.9125049019e-04,1.0939924687e-03,1.1984341108e-03
1.6914400000e-01,8.0068333773e-04,9.0897425252e-04,9.9147626315e-04,1.0902033682e-03,1.1999117123e-03
1.7014400000e-01,8.0120982602e-04,9.0993904450e-04,9.9106589914e-04,1.0901483620e-03,1.1987283506e-03
1.7114400000e-01,8.0070072727e-04,9.0886402177e-04,9.9147444416e-04,1.0930328426e-03,1.1983342847e-03
1.7214400000e-01,8.0266079749e-04,9.1032765340e-04,9.9075332400e-04,1.0939773347e-03,1.1993294174e-03
1.7314400000e-01,8.0233767221e-04,9.0916932095e-04,9.9091928860e-04,1.0935759929e-03,1.1986838217e-03
1.7414400000e-01,8.0297468230e-04,9.0914349130e-04,9.9164964922e-04,1.0926368122e-03,1.1995891691e-03
1.7514400000e-01,8.0240191892e-04,9.1013469500e-04,9.9138916994e-04,1.0923921946e-03,1.1997411639e-03
1.7614400000e-01,8.0173544120e-04,9.0958499641e-04,9.9089076684e-04,1.0938006017e-03,1.1998618720e-03
1.7714400000e-01,8.0152800365e-04,9.1011788754e-04,9.9109915027e-04,1.0931817087e-03,1.1987188191e-03
1.7814400000e-01,8.0092591816e-04,9.1098467237e-04,9.9076234619e-04,1.0940938228e-03,1.1986562458e-03
1.7914400000e-01,8.0271442130e-04,9.1032517958e-04,9.9148463050e-04,1.0932192527e-03,1.1991635984e-03
1.8014400000e-01,8.0204001279e-04,9.0934518084e-04,9.9107332062e-04,1.0896677122e-03,1.1989311315e-03
1.8114400000e-01,8.0335594248e-04,9.1013418569e-04,9.9156604847e-04,1.0933238809e-03,1.1985647870e-03
