# Saved on 2025-07-21T13:06:35.149290
# Name: Shreenidhi
# Sample_ID: Batch6_Sample6_F5_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000000
#   Max_Voltage: 7
#   IComp: 1e-06
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -2.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.005
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0006
#   num_level: 3
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_400.00 uS,Conductance_Target_500.00 uS,Conductance_Target_600.00 uS
3.7144000000e-02,4.0619197534e-04,4.8936828534e-04,6.1054968683e-04
3.8144000000e-02,4.0668270231e-04,4.8884070566e-04,6.0913120251e-04
3.9144000000e-02,4.0681108658e-04,4.8869023885e-04,6.0923477577e-04
4.0144000000e-02,4.0664610424e-04,4.9220874644e-04,6.0985654272e-04
4.1144000000e-02,4.0625298425e-04,4.9225451221e-04,6.0941703850e-04
4.2144000000e-02,4.0659277147e-04,4.8929061450e-04,6.0852969909e-04
4.3144000000e-02,4.0609280404e-04,4.8972375225e-04,6.0985945311e-04
4.4144000000e-02,4.0650611481e-04,4.9171096180e-04,6.0921651311e-04
4.5144000000e-02,4.0644990804e-04,4.9070156820e-04,6.0950704210e-04
4.6144000000e-02,4.0621580411e-04,4.8985690228e-04,6.1010130594e-04
4.7144000000e-02,4.0597267798e-04,4.9005255278e-04,6.0986516473e-04
4.8144000000e-02,4.0614311729e-04,4.9169975682e-04,6.0982863943e-04
4.9144000000e-02,4.0713850467e-04,4.9133112043e-04,6.1025035393e-04
5.0144000000e-02,4.0668870497e-04,4.8962134315e-04,6.0986742028e-04
5.1144000000e-02,4.0650396841e-04,4.9168971600e-04,6.1008082412e-04
5.2144000000e-02,4.0619648644e-04,4.9173209845e-04,6.0986694734e-04
5.3144000000e-02,4.0599701606e-04,4.9064110499e-04,6.0995473177e-04
5.4144000000e-02,4.0658611397e-04,4.8834834161e-04,6.1059930886e-04
5.5144000000e-02,4.0577448090e-04,4.8813541071e-04,6.1008482589e-04
5.6144000000e-02,4.0615104808e-04,4.8967660405e-04,6.0996055254e-04
5.7144000000e-02,4.0603554226e-04,4.8940095439e-04,6.1042344896e-04
5.8144000000e-02,4.0610102587e-04,4.9159807531e-04,6.1106955400e-04
5.9144000000e-02,4.0568553231e-04,4.8865160352e-04,6.0948583268e-04
6.0144000000e-02,4.0091170376e-04,4.8862111726e-04,6.0975686210e-04
6.1144000000e-02,4.0595055907e-04,4.9193393352e-04,6.1008959165e-04
6.2144000000e-02,4.0600258217e-04,4.8871657782e-04,6.0980240960e-04
6.3144000000e-02,4.0663398977e-04,4.9118632887e-04,6.0914797359e-04
6.4144000000e-02,4.0650324081e-04,4.8796762712e-04,6.0935715737e-04
6.5144000000e-02,4.0617960622e-04,4.8753758165e-04,6.0991038481e-04
6.6144000000e-02,4.0700579120e-04,4.8848654842e-04,6.1050290242e-04
6.7144000000e-02,4.0564522351e-04,4.8867525038e-04,6.0909587773e-04
6.8144000000e-02,4.0590799472e-04,4.9094509450e-04,6.1013477534e-04
6.9144000000e-02,4.0598806663e-04,4.8816600611e-04,6.0993421357e-04
7.0144000000e-02,4.0615188482e-04,4.8826859711e-04,6.0988364567e-04
7.1144000000e-02,4.0612470912e-04,4.8859768867e-04,6.0944646975e-04
7.2144000000e-02,4.0636681661e-04,4.9146183301e-04,6.1012953665e-04
7.3144000000e-02,4.0620012442e-04,4.9044359912e-04,6.1019367422e-04
7.4144000000e-02,4.0621271182e-04,4.8807905841e-04,6.0926780861e-04
7.5144000000e-02,4.0612765588e-04,4.8770289141e-04,6.0982318246e-04
7.6144000000e-02,4.0654060285e-04,4.9111811677e-04,6.0983300500e-04
7.7144000000e-02,4.0718055971e-04,4.8881331168e-04,6.1060454755e-04
7.8144000000e-02,4.0618189814e-04,4.8922869610e-04,6.1071783421e-04
7.9144000000e-02,4.0657756472e-04,4.9125494115e-04,6.1002599978e-04
8.0144000000e-02,4.0654689656e-04,4.8866506404e-04,6.0891950852e-04
8.1144000000e-02,4.0682189137e-04,4.8971876822e-04,6.0808681155e-04
8.2144000000e-02,4.0652768803e-04,4.9019465223e-04,6.0840357037e-04
8.3144000000e-02,4.0661154344e-04,4.9121561460e-04,6.0808339185e-04
8.4144000000e-02,4.0760365664e-04,4.8873851483e-04,6.0811184085e-04
8.5144000000e-02,4.0735892981e-04,4.8876096116e-04,6.0844940890e-04
8.6144000000e-02,4.0688806621e-04,4.8891488404e-04,6.0818074417e-04
8.7144000000e-02,4.0701615944e-04,4.9080928875e-04,6.0758200561e-04
8.8144000000e-02,4.0682352846e-04,4.8893620260e-04,6.0934460635e-04
8.9144000000e-02,4.0579074266e-04,4.8994519602e-04,6.0933067289e-04
9.0144000000e-02,4.0634728066e-04,4.8976740800e-04,6.0941034462e-04
9.1144000000e-02,4.0714807255e-04,4.8990470532e-04,6.0952865169e-04
9.2144000000e-02,4.0690221795e-04,4.8838312068e-04,6.0908132582e-04
9.3144000000e-02,4.0667033318e-04,4.8889291065e-04,6.0863767430e-04
9.4144000000e-02,4.0650025767e-04,4.8857986258e-04,6.0898448282e-04
9.5144000000e-02,4.0706869186e-04,4.8848785809e-04,6.0985679738e-04
9.6144000000e-02,4.0656432247e-04,4.9188882258e-04,6.0991445935e-04
9.7144000000e-02,4.0684699343e-04,4.8869867896e-04,6.0847334680e-04
9.8144000000e-02,4.0698225348e-04,4.9145441153e-04,6.0870886955e-04
9.9144000000e-02,4.0644314140e-04,4.9088983360e-04,6.0914073401e-04
1.0014400000e-01,4.0675524360e-04,4.8916717788e-04,6.0977763496e-04
1.0114400000e-01,4.0680122765e-04,4.8899633839e-04,6.1057733546e-04
1.0214400000e-01,4.0628056013e-04,4.9131616834e-04,6.0952581407e-04
1.0314400000e-01,4.0591930883e-04,4.9012069212e-04,6.0838545323e-04
1.0414400000e-01,4.0702187107e-04,4.8891044571e-04,6.0869802837e-04
1.0514400000e-01,4.0558581532e-04,4.8843376135e-04,6.1023776652e-04
1.0614400000e-01,4.0578288463e-04,4.8858575610e-04,6.0937829403e-04
1.0714400000e-01,4.0579583583e-04,4.9016613048e-04,6.0951537307e-04
1.0814400000e-01,4.0664566768e-04,4.8925525334e-04,6.0922266130e-04
1.0914400000e-01,4.0660808736e-04,4.9030149967e-04,6.0947244492e-04
1.1014400000e-01,4.0756276576e-04,4.9121965276e-04,6.0974765802e-04
1.1114400000e-01,4.0656741476e-04,4.9201327784e-04,6.1028003984e-04
1.1214400000e-01,4.0731039917e-04,4.8920548579e-04,6.1013361119e-04
1.1314400000e-01,4.0761748096e-04,4.8882720876e-04,6.0970891354e-04
1.1414400000e-01,4.0670140152e-04,4.8986730690e-04,6.1028680648e-04
1.1514400000e-01,4.0720700781e-04,4.8895166401e-04,6.0873615439e-04
1.1614400000e-01,4.0580998757e-04,4.8954756494e-04,6.0945323639e-04
1.1714400000e-01,4.0637889470e-04,4.8958030675e-04,6.0941587435e-04
1.1814400000e-01,4.0639944928e-04,4.8925820010e-04,6.0935846705e-04
1.1914400000e-01,4.0694372728e-04,4.8911722843e-04,6.0939706600e-04
1.2014400000e-01,4.0697592340e-04,4.8979538406e-04,6.0976501118e-04
1.2114400000e-01,4.0661645471e-04,4.9236990890e-04,6.0904243583e-04
1.2214400000e-01,4.0697708755e-04,4.8924794100e-04,6.0950307670e-04
1.2314400000e-01,4.0662296669e-04,4.8961475841e-04,6.0940830735e-04
1.2414400000e-01,4.0613831516e-04,4.9059257435e-04,6.1092148826e-04
1.2514400000e-01,4.0802799049e-04,4.9047954235e-04,6.0976446548e-04
1.2614400000e-01,4.0759667172e-04,4.8882226110e-04,6.0953949287e-04
1.2714400000e-01,4.0701354010e-04,4.8997728300e-04,6.1020080466e-04
1.2814400000e-01,4.0711838665e-04,4.8907688324e-04,6.1081067543e-04
1.2914400000e-01,4.0688875742e-04,4.8918889661e-04,6.1005921452e-04
1.3014400000e-01,4.0698807425e-04,4.9175785534e-04,6.1027159973e-04
1.3114400000e-01,4.0119444748e-04,4.8900819820e-04,6.1114951677e-04
1.3214400000e-01,4.0660292143e-04,4.8967980547e-04,6.1078768340e-04
1.3314400000e-01,4.0712890041e-04,4.9255348131e-04,6.1030168581e-04
1.3414400000e-01,4.0682134568e-04,4.9225745897e-04,6.0946440499e-04
1.3514400000e-01,4.0722068661e-04,4.8983361921e-04,6.0994480009e-04
1.3614400000e-01,4.0719329263e-04,4.9049453082e-04,6.1070466472e-04
1.3714400000e-01,4.0657676436e-04,4.8924212024e-04,6.1078128056e-04
1.3814400000e-01,4.0668772272e-04,4.9222078815e-04,6.0911705077e-04
1.3914400000e-01,4.0643033572e-04,4.8977861297e-04,6.1005619500e-04
1.4014400000e-01,4.0715462092e-04,4.9172671424e-04,6.1036589614e-04
1.4114400000e-01,4.0600494685e-04,4.9005007895e-04,6.0965154262e-04
1.4214400000e-01,4.0605191316e-04,4.9236139603e-04,6.1027149059e-04
1.4314400000e-01,4.0605918912e-04,4.9138878239e-04,6.1150152760e-04
1.4414400000e-01,4.0664828703e-04,4.9118316383e-04,6.1068982177e-04
1.4514400000e-01,4.0648432332e-04,4.9079648306e-04,6.1027010815e-04
1.4614400000e-01,4.0640989027e-04,4.9139707698e-04,6.0990096244e-04
1.4714400000e-01,4.0650284063e-04,4.8987607443e-04,6.0961392592e-04
1.4814400000e-01,4.0623981477e-04,4.8809077271e-04,6.0948510509e-04
1.4914400000e-01,4.0651142626e-04,4.8985195463e-04,6.0947120801e-04
1.5014400000e-01,4.0662976971e-04,4.8803409300e-04,6.0913844209e-04
1.5114400000e-01,4.0704293497e-04,4.9023263273e-04,6.0944330471e-04
1.5214400000e-01,4.0616931074e-04,4.8964295274e-04,6.0870039306e-04
1.5314400000e-01,4.0281684051e-04,4.9047390348e-04,6.0854792537e-04
1.5414400000e-01,4.0672905016e-04,4.9138569011e-04,6.1059021391e-04
1.5514400000e-01,4.0676753997e-04,4.9122656492e-04,6.0957550886e-04
1.5614400000e-01,4.0693106712e-04,4.8787638661e-04,6.0837915953e-04
1.5714400000e-01,4.0682170948e-04,4.8898484238e-04,6.0867212596e-04
1.5814400000e-01,4.0732109483e-04,4.8897403758e-04,6.0889171436e-04
1.5914400000e-01,4.0740153054e-04,4.9185349781e-04,6.0996080720e-04
1.6014400000e-01,4.0691655158e-04,4.9136000598e-04,6.0932052293e-04
1.6114400000e-01,4.0627110138e-04,4.8987338232e-04,6.1020353314e-04
1.6214400000e-01,4.0659469960e-04,4.9020025472e-04,6.0961334384e-04
1.6314400000e-01,4.0575261664e-04,4.8877220252e-04,6.0984450101e-04
1.6414400000e-01,4.0674265620e-04,4.9057834985e-04,6.0981772549e-04
1.6514400000e-01,4.0656206693e-04,4.9111353292e-04,6.0963498981e-04
1.6614400000e-01,4.0664726839e-04,4.8897058150e-04,6.0936261434e-04
1.6714400000e-01,4.0658276703e-04,4.8824083933e-04,6.0941696574e-04
1.6814400000e-01,4.0629951400e-04,4.8895228247e-04,6.1058031861e-04
1.6914400000e-01,4.0588460251e-04,4.9053800467e-04,6.1045415350e-04
1.7014400000e-01,4.0724549763e-04,4.8960409913e-04,6.0989215854e-04
1.7114400000e-01,4.0674396587e-04,4.8947717005e-04,6.0974452936e-04
1.7214400000e-01,4.0647766582e-04,4.9244397815e-04,6.1013084633e-04
1.7314400000e-01,4.0727405576e-04,4.9182468501e-04,6.0959431721e-04
1.7414400000e-01,4.0678358346e-04,4.8960428103e-04,6.0870628658e-04
1.7514400000e-01,4.0634909965e-04,4.8850484745e-04,6.0960119299e-04
1.7614400000e-01,4.0703453124e-04,4.8913621868e-04,6.1035065301e-04
1.7714400000e-01,4.0664763219e-04,4.9091424444e-04,6.1038590502e-04
1.7814400000e-01,4.0719136450e-04,4.9071910325e-04,6.0907532315e-04
1.7914400000e-01,4.0675364289e-04,4.8865102144e-04,6.1006845499e-04
1.8014400000e-01,4.0505892684e-04,4.9050740927e-04,6.0952221247e-04
1.8114400000e-01,4.0593229642e-04,4.9024889449e-04,6.0973779910e-04
1.8214400000e-01,4.0577542677e-04,4.8920199333e-04,6.1028222262e-04
1.8314400000e-01,4.0630002331e-04,4.9009962822e-04,6.1006572651e-04
1.8414400000e-01,4.0699756937e-04,4.9000766012e-04,6.1002479924e-04
1.8514400000e-01,4.0670311137e-04,4.8947385949e-04,6.0932856286e-04
1.8614400000e-01,4.0707418520e-04,4.8827743740e-04,6.0900216340e-04
1.8714400000e-01,4.0669488953e-04,4.9097448937e-04,6.0994083469e-04
1.8814400000e-01,4.0710579924e-04,4.8857069487e-04,6.0953272623e-04
1.8914400000e-01,4.0615541366e-04,4.8974390666e-04,6.0854523326e-04
1.9014400000e-01,4.0648988943e-04,4.8825142585e-04,6.0943035351e-04
1.9114400000e-01,4.0659026126e-04,4.9045131163e-04,6.0953036154e-04
1.9214400000e-01,4.0703784180e-04,4.9026300985e-04,6.0957638198e-04
1.9314400000e-01,4.0647712012e-04,4.9092304835e-04,6.0961025156e-04
1.9414400000e-01,4.0642880776e-04,4.8815982154e-04,6.0960664996e-04
1.9514400000e-01,4.0569248085e-04,4.8849622544e-04,6.0915084759e-04
1.9614400000e-01,4.0606224502e-04,4.9068927183e-04,6.1058148276e-04
1.9714400000e-01,4.0561928472e-04,4.8925932788e-04,6.0985705204e-04
1.9814400000e-01,4.0600389184e-04,4.9008373026e-04,6.0886141000e-04
1.9914400000e-01,4.0615665057e-04,4.8894311476e-04,6.0993334046e-04
2.0014400000e-01,4.0670318413e-04,4.8857698857e-04,6.1023645685e-04
2.0114400000e-01,4.0681708924e-04,4.8840149248e-04,6.0989470512e-04
2.0214400000e-01,4.0700040699e-04,4.8917721870e-04,6.0978094552e-04
2.0314400000e-01,4.0711889596e-04,4.8864032578e-04,6.1011676735e-04
2.0414400000e-01,4.0699938836e-04,4.9090365792e-04,6.0976435634e-04
2.0514400000e-01,4.0622209781e-04,4.8827125283e-04,6.1032886151e-04
2.0614400000e-01,4.0671187890e-04,4.8769725254e-04,6.1073726101e-04
2.0714400000e-01,4.0635670302e-04,4.9042373576e-04,6.1044462200e-04
2.0814400000e-01,4.0697552322e-04,4.8982081353e-04,6.1004669988e-04
2.0914400000e-01,4.0651502786e-04,4.8839621741e-04,6.1106664361e-04
2.1014400000e-01,4.0682200051e-04,4.8824233090e-04,6.1049118813e-04
2.1114400000e-01,4.0678092773e-04,4.8939538829e-04,6.1094222474e-04
2.1214400000e-01,4.0706476284e-04,4.9139685871e-04,6.0921182012e-04
2.1314400000e-01,4.0740473196e-04,4.9160978961e-04,6.0966769524e-04
2.1414400000e-01,4.0638522478e-04,4.8902435083e-04,6.1010985519e-04
2.1514400000e-01,4.0630355215e-04,4.8966725444e-04,6.1000449932e-04
2.1614400000e-01,4.0644092223e-04,4.8833921028e-04,6.0918569943e-04
2.1714400000e-01,4.0664286644e-04,4.9221845984e-04,6.1075006670e-04
2.1814400000e-01,4.0636055928e-04,4.9177549954e-04,6.0920006945e-04
2.1914400000e-01,4.0597577026e-04,4.9008423957e-04,6.0982969444e-04
2.2014400000e-01,4.0681599785e-04,4.8884226999e-04,6.1008424382e-04
2.2114400000e-01,4.0723713028e-04,4.8879384849e-04,6.1039689172e-04
2.2214400000e-01,4.0671013267e-04,4.8821042583e-04,6.0898786614e-04
2.2314400000e-01,4.0682112740e-04,4.8978039558e-04,6.0982107243e-04
2.2414400000e-01,4.0656683268e-04,4.8850131861e-04,6.0990882048e-04
2.2514400000e-01,4.0653765609e-04,4.8841793614e-04,6.0880014644e-04
2.2614400000e-01,4.0710976464e-04,4.8867568694e-04,6.0954131186e-04
2.2714400000e-01,4.0636441554e-04,4.9068392400e-04,6.0871439928e-04
2.2814400000e-01,4.0697097575e-04,4.9112681154e-04,6.0960752307e-04
2.2914400000e-01,4.0601044020e-04,4.8844187404e-04,6.0993759689e-04
2.3014400000e-01,4.0673578042e-04,4.8951893405e-04,6.1067847128e-04
2.3114400000e-01,4.0663846448e-04,4.9138510803e-04,6.0949641920e-04
2.3214400000e-01,4.0653339966e-04,4.9194535677e-04,6.0967729951e-04
2.3314400000e-01,4.0658283979e-04,4.9199716159e-04,6.1051912780e-04
2.3414400000e-01,4.0657341742e-04,4.9096404837e-04,6.0945327277e-04
2.3514400000e-01,4.0698210796e-04,4.8848734878e-04,6.0923339333e-04
2.3614400000e-01,4.0666291170e-04,4.8955593229e-04,6.0961472627e-04
2.3714400000e-01,4.0698399971e-04,4.9123922508e-04,6.0965638113e-04
2.3814400000e-01,4.0718889068e-04,4.8984366003e-04,6.0965467128e-04
2.3914400000e-01,4.0666996938e-04,4.8887719458e-04,6.0895046772e-04
2.4014400000e-01,4.0695529606e-04,4.8886846344e-04,6.0974085500e-04
2.4114400000e-01,4.0651138988e-04,4.9187015975e-04,6.1044964241e-04
2.4214400000e-01,4.0631981392e-04,4.8927271564e-04,6.1018101405e-04
2.4314400000e-01,4.0645649278e-04,4.8882764531e-04,6.1028014898e-04
2.4414400000e-01,4.0676641220e-04,4.9041704187e-04,6.0981990828e-04
2.4514400000e-01,4.0732858906e-04,4.8908386816e-04,6.1038241256e-04
2.4614400000e-01,4.0723880375e-04,4.8920119298e-04,6.0983733420e-04
2.4714400000e-01,4.0651877498e-04,4.8893798521e-04,6.0975628003e-04
2.4814400000e-01,4.0714152419e-04,4.8827492719e-04,6.0953188949e-04
2.4914400000e-01,4.0678402002e-04,4.8880519898e-04,6.0904159909e-04
2.5014400000e-01,4.0679406084e-04,4.8761183280e-04,6.0970291088e-04
2.5114400000e-01,4.0597689804e-04,4.8857407819e-04,6.1023922171e-04
2.5214400000e-01,4.0643633838e-04,4.8888243327e-04,6.0896130890e-04
2.5314400000e-01,4.0723538405e-04,4.8922924179e-04,6.1075712438e-04
2.5414400000e-01,4.0691080358e-04,4.9109679821e-04,6.1002720031e-04
2.5514400000e-01,4.0733699279e-04,4.9132100685e-04,6.0961516283e-04
2.5614400000e-01,4.0698021621e-04,4.9110742111e-04,6.1027614720e-04
2.5714400000e-01,4.0693528717e-04,4.8956979299e-04,6.0907364968e-04
2.5814400000e-01,4.0666811401e-04,4.8876783694e-04,6.0989892518e-04
2.5914400000e-01,4.0720307879e-04,4.8854868510e-04,6.0967013269e-04
2.6014400000e-01,4.0762635763e-04,4.9058726290e-04,6.0982525611e-04
2.6114400000e-01,4.0700113459e-04,4.9238875363e-04,6.0901456891e-04
2.6214400000e-01,4.0680675738e-04,4.8924433941e-04,6.0985101300e-04
2.6314400000e-01,4.0662733227e-04,4.8955505918e-04,6.1002818256e-04
2.6414400000e-01,4.0685652493e-04,4.8979603889e-04,6.0950733314e-04
2.6514400000e-01,4.0619281208e-04,4.8978457926e-04,6.1013161030e-04
2.6614400000e-01,4.0662544052e-04,4.8936570238e-04,6.0975344240e-04
2.6714400000e-01,4.0702096157e-04,4.9180995120e-04,6.0978207330e-04
2.6814400000e-01,4.0736693336e-04,4.9101196055e-04,6.1050537624e-04
2.6914400000e-01,4.0737049858e-04,4.8912344937e-04,6.1037717387e-04
2.7014400000e-01,4.0672952309e-04,4.9086447689e-04,6.0950991610e-04
2.7114400000e-01,4.0749135223e-04,4.8875335779e-04,6.1026472395e-04
2.7214400000e-01,4.0667244321e-04,4.8894125939e-04,6.1042956077e-04
2.7314400000e-01,4.0711496695e-04,4.8838846851e-04,6.0913662310e-04
