# Saved on 2025-07-21T13:33:50.072277
# Name: Shreenidhi
# Sample_ID: Batch6_Sample6_F5_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000000
#   Max_Voltage: 7
#   IComp: 1e-06
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -2.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.005
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.001
#   max_gtarget: 0.0012
#   num_level: 3
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1000.00 uS,Conductance_Target_1100.00 uS,Conductance_Target_1200.00 uS
3.7144000000e-02,9.9448974652e-04,1.1058371456e-03,1.1980915588e-03
3.8144000000e-02,9.9409960967e-04,1.1043533596e-03,1.1975008238e-03
3.9144000000e-02,9.9405362562e-04,1.1032790644e-03,1.1985219317e-03
4.0144000000e-02,9.9444732768e-04,1.1026216089e-03,1.1983961303e-03
4.1144000000e-02,9.9470875284e-04,1.1020767852e-03,1.1990324128e-03
4.2144000000e-02,9.9431046692e-04,1.1026886932e-03,1.1995632667e-03
4.3144000000e-02,9.9455195596e-04,1.0991255112e-03,1.1985628225e-03
4.4144000000e-02,9.9424607470e-04,1.1021752289e-03,1.1984937737e-03
4.5144000000e-02,9.9403390777e-04,1.1014508345e-03,1.1947282474e-03
4.6144000000e-02,9.9410164694e-04,1.1030768655e-03,1.1975336383e-03
4.7144000000e-02,9.9442702776e-04,1.1021545652e-03,1.1989976338e-03
4.8144000000e-02,9.9435470474e-04,1.1036453361e-03,1.1973808432e-03
4.9144000000e-02,9.9470067653e-04,1.1011858442e-03,1.1981831631e-03
5.0144000000e-02,9.9411721749e-04,1.1030751921e-03,1.1983700824e-03
5.1144000000e-02,9.9444405350e-04,1.1044645362e-03,1.1979018018e-03
5.2144000000e-02,9.9451310234e-04,1.1018695659e-03,1.1962327699e-03
5.3144000000e-02,9.9396907899e-04,1.1052160698e-03,1.1949213513e-03
5.4144000000e-02,9.9401011539e-04,1.1058110977e-03,1.1963112047e-03
5.5144000000e-02,9.9469521956e-04,1.1061708938e-03,1.1961267592e-03
5.6144000000e-02,9.9451855931e-04,1.1043260747e-03,1.1949457257e-03
5.7144000000e-02,9.9437012977e-04,1.1030851601e-03,1.1971924687e-03
5.8144000000e-02,9.9499346106e-04,1.1035660282e-03,1.2001147843e-03
5.9144000000e-02,9.9437784229e-04,1.1039381207e-03,1.1961082782e-03
6.0144000000e-02,9.9431526905e-04,1.1028892186e-03,1.1985705351e-03
6.1144000000e-02,9.9547243735e-04,1.1031656322e-03,1.2004739983e-03
6.2144000000e-02,9.9458411569e-04,1.1035706848e-03,1.1975286179e-03
6.3144000000e-02,9.9527635030e-04,1.1030146561e-03,1.1980379350e-03
6.4144000000e-02,9.9538774521e-04,1.1056762014e-03,1.1982300930e-03
6.5144000000e-02,9.9499164207e-04,1.1036125215e-03,1.1987533799e-03
6.6144000000e-02,9.9440119811e-04,1.1025546701e-03,1.1985124002e-03
6.7144000000e-02,9.9487093394e-04,1.1035319767e-03,1.1987031758e-03
6.8144000000e-02,9.9451732240e-04,1.1047348380e-03,1.1999232083e-03
6.9144000000e-02,9.9382734334e-04,1.1038926459e-03,1.1977564282e-03
7.0144000000e-02,9.9476266769e-04,1.1038087541e-03,1.1979222472e-03
7.1144000000e-02,9.9451775895e-04,1.1038548109e-03,1.1981445277e-03
7.2144000000e-02,9.9499615317e-04,1.1011357128e-03,1.1958101095e-03
7.3144000000e-02,9.9410477560e-04,1.1020225793e-03,1.1958461982e-03
7.4144000000e-02,9.9437143945e-04,1.1047956650e-03,1.2006231555e-03
7.5144000000e-02,9.9474375020e-04,1.1049442401e-03,1.1996171816e-03
7.6144000000e-02,9.9512893939e-04,1.1038525554e-03,1.2006193720e-03
7.7144000000e-02,9.9369455711e-04,1.1016324424e-03,1.1985422316e-03
7.8144000000e-02,9.9439857877e-04,1.1017923680e-03,1.1983408331e-03
7.9144000000e-02,9.9463708466e-04,1.0998314974e-03,1.1972159700e-03
8.0144000000e-02,9.9453078292e-04,1.1019779049e-03,1.1989455379e-03
8.1144000000e-02,9.9480050267e-04,1.1011593597e-03,1.1994854140e-03
8.2144000000e-02,9.9432283605e-04,1.1022842227e-03,1.2016894470e-03
8.3144000000e-02,9.9439705082e-04,1.1010901653e-03,1.2003209122e-03
8.4144000000e-02,9.9462755315e-04,1.1012065806e-03,1.1995498789e-03
8.5144000000e-02,9.9451623100e-04,1.1005629494e-03,1.2000422430e-03
8.6144000000e-02,9.9493161542e-04,1.1026093853e-03,1.2002646690e-03
8.7144000000e-02,9.9485747342e-04,1.1016324424e-03,1.1968790932e-03
8.8144000000e-02,9.9458848126e-04,1.1027865548e-03,1.1995589739e-03
8.9144000000e-02,9.9484685052e-04,1.1036996148e-03,1.1977121903e-03
9.0144000000e-02,9.9499891803e-04,1.1035004718e-03,1.1990137864e-03
9.1144000000e-02,9.9453609437e-04,1.1031345639e-03,1.2000601419e-03
9.2144000000e-02,9.9460783531e-04,1.1019265366e-03,1.2014363892e-03
9.3144000000e-02,9.9505399703e-04,1.1017013458e-03,1.1994806846e-03
9.4144000000e-02,9.9464690720e-04,1.1031574104e-03,1.2019965652e-03
9.5144000000e-02,9.9412995041e-04,1.1006936984e-03,1.2005295866e-03
9.6144000000e-02,9.9445416708e-04,1.1051285401e-03,1.1992995860e-03
9.7144000000e-02,9.9440279882e-04,1.1012368486e-03,1.1988890037e-03
9.8144000000e-02,9.9457487522e-04,1.1043804261e-03,1.1982835713e-03
9.9144000000e-02,9.9562130345e-04,1.1047257431e-03,1.1993478984e-03
1.0014400000e-01,9.9481520010e-04,1.1011813331e-03,1.2013603555e-03
1.0114400000e-01,9.9502751254e-04,1.1036381329e-03,1.1992407963e-03
1.0214400000e-01,9.9441567727e-04,1.1035327043e-03,1.1984886078e-03
1.0314400000e-01,9.9471129943e-04,1.1035622447e-03,1.1992063082e-03
1.0414400000e-01,9.9397140730e-04,1.1046834697e-03,1.1994875240e-03
1.0514400000e-01,9.9456636235e-04,1.1035236093e-03,1.2003614393e-03
1.0614400000e-01,9.9486715044e-04,1.1052370246e-03,1.1991454085e-03
1.0714400000e-01,9.9457443866e-04,1.1027493019e-03,1.2014251843e-03
1.0814400000e-01,9.9486060208e-04,1.1041420657e-03,1.2017783592e-03
1.0914400000e-01,9.9530705484e-04,1.1041756807e-03,1.2003021402e-03
1.1014400000e-01,9.9485005194e-04,1.1043033737e-03,1.2017333938e-03
1.1114400000e-01,9.9534852779e-04,1.1046475993e-03,1.2042057642e-03
1.1214400000e-01,9.9538548966e-04,1.1048362649e-03,1.2011564104e-03
1.1314400000e-01,9.9559736555e-04,1.1028701556e-03,1.2018243433e-03
1.1414400000e-01,9.9543729448e-04,1.1019693920e-03,1.2014936510e-03
1.1514400000e-01,9.9508230051e-04,1.1034737690e-03,1.2009777129e-03
1.1614400000e-01,9.9504344689e-04,1.1036485375e-03,1.2031107326e-03
1.1714400000e-01,9.9515324109e-04,1.1039868696e-03,1.1992785585e-03
1.1814400000e-01,9.9349708762e-04,1.1036317301e-03,1.2006280303e-03
1.1914400000e-01,9.9518380011e-04,1.1033812916e-03,1.2002986477e-03
1.2014400000e-01,9.9447352113e-04,1.1033114424e-03,1.2003447773e-03
1.2114400000e-01,9.9469572888e-04,1.1028556037e-03,1.2000557035e-03
1.2214400000e-01,9.9539822259e-04,1.1026050925e-03,1.1994205852e-03
1.2314400000e-01,9.9511591543e-04,1.1019216618e-03,1.1959906260e-03
1.2414400000e-01,9.9439537735e-04,1.1033205374e-03,1.1989176710e-03
1.2514400000e-01,9.9389624665e-04,1.0992563330e-03,1.1988898041e-03
1.2614400000e-01,9.9470569694e-04,1.1018982332e-03,1.1967596220e-03
1.2714400000e-01,9.9407363450e-04,1.1055024515e-03,1.1946991435e-03
1.2814400000e-01,9.9468568806e-04,1.1054388597e-03,1.1983713921e-03
1.2914400000e-01,9.9510929431e-04,1.1041311518e-03,1.1993941007e-03
1.3014400000e-01,9.9471071735e-04,1.1037963850e-03,1.2002129370e-03
1.3114400000e-01,9.9495948234e-04,1.1026722495e-03,1.2012421212e-03
1.3214400000e-01,9.9520329968e-04,1.1018032819e-03,1.1989144696e-03
1.3314400000e-01,9.9514050817e-04,1.1029368034e-03,1.2006148609e-03
1.3414400000e-01,9.9438540929e-04,1.1068171443e-03,1.2010268983e-03
1.3514400000e-01,9.9416676676e-04,1.1056938820e-03,1.1997042020e-03
1.3614400000e-01,9.9445656815e-04,1.1062069825e-03,1.1997894762e-03
1.3714400000e-01,9.9466175016e-04,1.1054994684e-03,1.2018248526e-03
1.3814400000e-01,9.9494573078e-04,1.1044193525e-03,1.1979028204e-03
1.3914400000e-01,9.9517332274e-04,1.1045420251e-03,1.1990288476e-03
1.4014400000e-01,9.9501194200e-04,1.1044133134e-03,1.1983411241e-03
1.4114400000e-01,9.9528166174e-04,1.1045752035e-03,1.2011641229e-03
1.4214400000e-01,9.9416851299e-04,1.1057753727e-03,1.1991878273e-03
1.4314400000e-01,9.9539458461e-04,1.1021374667e-03,1.2001994037e-03
1.4414400000e-01,9.9486700492e-04,1.1012898904e-03,1.2003881420e-03
1.4514400000e-01,9.9481701909e-04,1.1027897563e-03,1.1991246720e-03
1.4614400000e-01,9.9438359030e-04,1.1041390826e-03,1.1962500139e-03
1.4714400000e-01,9.9458498880e-04,1.1032384646e-03,1.1992049258e-03
1.4814400000e-01,9.9554665212e-04,1.1044414714e-03,1.1971579079e-03
1.4914400000e-01,9.9516699265e-04,1.1031841132e-03,1.1981072748e-03
1.5014400000e-01,9.9513454188e-04,1.1040881509e-03,1.2013297965e-03
1.5114400000e-01,9.9484575912e-04,1.1041773541e-03,1.1992729560e-03
1.5214400000e-01,9.9440629128e-04,1.1006727436e-03,1.1994893430e-03
1.5314400000e-01,9.9420263723e-04,1.1023080151e-03,1.1981575517e-03
1.5414400000e-01,9.9403827335e-04,1.1039147648e-03,1.2001517462e-03
1.5514400000e-01,9.9477125332e-04,1.1038566299e-03,1.1999289563e-03
1.5614400000e-01,9.9474797025e-04,1.1036685464e-03,1.2003989104e-03
1.5714400000e-01,9.9464741652e-04,1.1053243361e-03,1.1993852968e-03
1.5814400000e-01,9.9452037830e-04,1.1058281962e-03,1.1982170690e-03
1.5914400000e-01,9.9445838714e-04,1.1066393199e-03,1.1980621639e-03
1.6014400000e-01,9.9474702438e-04,1.1060182442e-03,1.1975357484e-03
1.6114400000e-01,9.9402772321e-04,1.1052370246e-03,1.2013164815e-03
1.6214400000e-01,9.9458877230e-04,1.1040686513e-03,1.1985066521e-03
1.6314400000e-01,9.9468568806e-04,1.1060776160e-03,1.1991463543e-03
1.6414400000e-01,9.9470526038e-04,1.1056196672e-03,1.1974210065e-03
1.6514400000e-01,9.9448006949e-04,1.1017031647e-03,1.1968430772e-03
1.6614400000e-01,9.9469616544e-04,1.1024941341e-03,1.1997592082e-03
1.6714400000e-01,9.9472890724e-04,1.1034912313e-03,1.2003436132e-03
1.6814400000e-01,9.9504672107e-04,1.1034534691e-03,1.2024174066e-03
1.6914400000e-01,9.9479897472e-04,1.1009386799e-03,1.1979269038e-03
1.7014400000e-01,9.9460106867e-04,1.1008710135e-03,1.1979699775e-03
1.7114400000e-01,9.9499600765e-04,1.1016030476e-03,1.2011048966e-03
1.7214400000e-01,9.9483018857e-04,1.1020203965e-03,1.1995388195e-03
1.7314400000e-01,9.9489167042e-04,1.1025710410e-03,1.2013078231e-03
1.7414400000e-01,9.9394550489e-04,1.1025770800e-03,1.2011061335e-03
1.7514400000e-01,9.9445838714e-04,1.1013342737e-03,1.2007839541e-03
1.7614400000e-01,9.9453471194e-04,1.1027556320e-03,1.2006835459e-03
1.7714400000e-01,9.9477445474e-04,1.1030733731e-03,1.1986765458e-03
1.7814400000e-01,9.9448130641e-04,1.1032128532e-03,1.2016257097e-03
1.7914400000e-01,9.9422715721e-04,1.1025975255e-03,1.2026559125e-03
1.8014400000e-01,9.9447461253e-04,1.1043230188e-03,1.2005783356e-03
1.8114400000e-01,9.9485514511e-04,1.1022309627e-03,1.2038475688e-03
1.8214400000e-01,9.9517550552e-04,1.1042819824e-03,1.1974750669e-03
1.8314400000e-01,9.9528195278e-04,1.1032345355e-03,1.1971469939e-03
1.8414400000e-01,9.9518845673e-04,1.1033877672e-03,1.1985431047e-03
1.8514400000e-01,9.9474462331e-04,1.1041697871e-03,1.1998267291e-03
1.8614400000e-01,9.9485412647e-04,1.1045159772e-03,1.1991040810e-03
1.8714400000e-01,9.9444630905e-04,1.1038876983e-03,1.1999365233e-03
1.8814400000e-01,9.9505385151e-04,1.1031991016e-03,1.2016746041e-03
1.8914400000e-01,9.9431119452e-04,1.1046866712e-03,1.2012257503e-03
1.9014400000e-01,9.9419274193e-04,1.1039511446e-03,1.2001863797e-03
1.9114400000e-01,9.9442811916e-04,1.1024826381e-03,1.2017146946e-03
1.9214400000e-01,9.9460427009e-04,1.1027605069e-03,1.1982768774e-03
1.9314400000e-01,9.9452772702e-04,1.1040689424e-03,1.2006864563e-03
1.9414400000e-01,9.9497148767e-04,1.1033355258e-03,1.2000045535e-03
1.9514400000e-01,9.9421507912e-04,1.1046901636e-03,1.2000217976e-03
1.9614400000e-01,9.9456745374e-04,1.1033317423e-03,1.1998103582e-03
1.9714400000e-01,9.9445613159e-04,1.1067613377e-03,1.1986878962e-03
1.9814400000e-01,9.9471770227e-04,1.1052769696e-03,1.2011890794e-03
1.9914400000e-01,9.9507960840e-04,1.1063957936e-03,1.2001711002e-03
2.0014400000e-01,9.9458680779e-04,1.1056276708e-03,1.1997106049e-03
2.0114400000e-01,9.9437587778e-04,1.1008779984e-03,1.1976910173e-03
2.0214400000e-01,9.9423232314e-04,1.1039833771e-03,1.1975690722e-03
2.0314400000e-01,9.9429045804e-04,1.1046219879e-03,1.1996227840e-03
2.0414400000e-01,9.9447199318e-04,1.1038237426e-03,1.1990514031e-03
2.0514400000e-01,9.9490665889e-04,1.1032788461e-03,1.2004518794e-03
2.0614400000e-01,9.9486111139e-04,1.1044291750e-03,1.1993153021e-03
2.0714400000e-01,9.9520329968e-04,1.1053433263e-03,1.1991862993e-03
2.0814400000e-01,9.9500859505e-04,1.1043059203e-03,1.1980398995e-03
2.0914400000e-01,9.9531825981e-04,1.1028954032e-03,1.1962334247e-03
2.1014400000e-01,9.9472737929e-04,1.1040295794e-03,1.1978990369e-03
2.1114400000e-01,9.9474535091e-04,1.1042515689e-03,1.1965510930e-03
2.1214400000e-01,9.9512610177e-04,1.1047296721e-03,1.1961755808e-03
2.1314400000e-01,9.9510107248e-04,1.1050327157e-03,1.1926973093e-03
2.1414400000e-01,9.9486591353e-04,1.1049094610e-03,1.1960734992e-03
2.1514400000e-01,9.9457000033e-04,1.1043250561e-03,1.1956358503e-03
2.1614400000e-01,9.9470766145e-04,1.1038147932e-03,1.1976357200e-03
2.1714400000e-01,9.9525845144e-04,1.1002775136e-03,1.1983810691e-03
2.1814400000e-01,9.9510551081e-04,1.1037681543e-03,1.1971338245e-03
2.1914400000e-01,9.9518591014e-04,1.1028886365e-03,1.1943923892e-03
2.2014400000e-01,9.9535325717e-04,1.1046302097e-03,1.1973240908e-03
2.2114400000e-01,9.9455821328e-04,1.1048578017e-03,1.1976313544e-03
2.2214400000e-01,9.9482094811e-04,1.1055524374e-03,1.1981869466e-03
2.2314400000e-01,9.9454635347e-04,1.1035631178e-03,1.1969004845e-03
2.2414400000e-01,9.9442659121e-04,1.1054486822e-03,1.2007311307e-03
2.2514400000e-01,9.9381068139e-04,1.1054681090e-03,1.2007859186e-03
2.2614400000e-01,9.9530370790e-04,1.1055345385e-03,1.1994421220e-03
2.2714400000e-01,9.9472461443e-04,1.1018936493e-03,1.2004786549e-03
2.2814400000e-01,9.9469492852e-04,1.1021208047e-03,1.1989948689e-03
2.2914400000e-01,9.9509248685e-04,1.1037151853e-03,1.1995844397e-03
2.3014400000e-01,9.9410070106e-04,1.1056284711e-03,1.1999259004e-03
2.3114400000e-01,9.9495358882e-04,1.1012037430e-03,1.2012625666e-03
2.3214400000e-01,9.9467404652e-04,1.1055983487e-03,1.2016893015e-03
2.3314400000e-01,9.9445052911e-04,1.1052408081e-03,1.2025397882e-03
2.3414400000e-01,9.9444914667e-04,1.1038070807e-03,1.1994050146e-03
2.3514400000e-01,9.9463577499e-04,1.1044378334e-03,1.1974992958e-03
2.3614400000e-01,9.9476324976e-04,1.1049495515e-03,1.1970526975e-03
2.3714400000e-01,9.9491255241e-04,1.1087291932e-03,1.1966405873e-03
2.3814400000e-01,9.9462798971e-04,1.1082841229e-03,1.1990791245e-03
2.3914400000e-01,9.9496377516e-04,1.1077748059e-03,1.1960019765e-03
2.4014400000e-01,9.9453776784e-04,1.1084121797e-03,1.1976018141e-03
2.4114400000e-01,9.9500102806e-04,1.1091227498e-03,1.1965939484e-03
2.4214400000e-01,9.9441582279e-04,1.1062973499e-03,1.1971074855e-03
2.4314400000e-01,9.9491968285e-04,1.1085646838e-03,1.1969009211e-03
2.4414400000e-01,9.9464559753e-04,1.1070439359e-03,1.1960792472e-03
2.4514400000e-01,9.9401375337e-04,1.1068804451e-03,1.1999565322e-03
2.4614400000e-01,9.9535973277e-04,1.1057290249e-03,1.1968056788e-03
2.4714400000e-01,9.9470722489e-04,1.1054144852e-03,1.1988193728e-03
2.4814400000e-01,9.9437434983e-04,1.1073965288e-03,1.1999877461e-03
2.4914400000e-01,9.9479882920e-04,1.1082956189e-03,1.1992813961e-03
2.5014400000e-01,9.9507553387e-04,1.1070584878e-03,1.1985257152e-03
2.5114400000e-01,9.9499069620e-04,1.1073439236e-03,1.1980261479e-03
2.5214400000e-01,9.9496908661e-04,1.1074119539e-03,1.1976829410e-03
2.5314400000e-01,9.9501856312e-04,1.1075134535e-03,1.1996929970e-03
2.5414400000e-01,9.9485318060e-04,1.1053912749e-03,1.1995332898e-03
2.5514400000e-01,9.9493649032e-04,1.1067667947e-03,1.1987829930e-03
2.5614400000e-01,9.9402634078e-04,1.1068650929e-03,1.1985454330e-03
2.5714400000e-01,9.9490149296e-04,1.1071249901e-03,1.1998031550e-03
2.5814400000e-01,9.9439770565e-04,1.1068769527e-03,1.2007491750e-03
2.5914400000e-01,9.9483622762e-04,1.1067171727e-03,1.1984515004e-03
2.6014400000e-01,9.9501521618e-04,1.1070432083e-03,1.1991005886e-03
2.6114400000e-01,9.9471144495e-04,1.1056150106e-03,1.1980453564e-03
2.6214400000e-01,9.9533084722e-04,1.1066156731e-03,1.1982135766e-03
2.6314400000e-01,9.9455362943e-04,1.1078332318e-03,1.1990666826e-03
2.6414400000e-01,9.9436590972e-04,1.1051102047e-03,1.1985104356e-03
2.6514400000e-01,9.9519973446e-04,1.1053101480e-03,1.2018338020e-03
2.6614400000e-01,9.9460441561e-04,1.1066562729e-03,1.1979472038e-03
2.6714400000e-01,9.9487362604e-04,1.1077197996e-03,1.1983797594e-03
2.6814400000e-01,9.9496828625e-04,1.1074756912e-03,1.2015397806e-03
2.6914400000e-01,9.9446006061e-04,1.1069773609e-03,1.2014067033e-03
2.7014400000e-01,9.9367149232e-04,1.1068080494e-03,1.2008368503e-03
2.7114400000e-01,9.9420249171e-04,1.1074404028e-03,1.2016933761e-03
2.7214400000e-01,9.9462376966e-04,1.1033828923e-03,1.1986219033e-03
2.7314400000e-01,9.9489545391e-04,1.1047619046e-03,1.1981463467e-03
