# Saved on 2025-07-21T13:06:35.185483
# Name: Shreenidhi
# Sample_ID: Batch6_Sample6_F5_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000000
#   Max_Voltage: 7
#   IComp: 1e-06
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -2.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.005
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0006
#   num_level: 3
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.6
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_400.00 uS,Conductance_Target_500.00 uS,Conductance_Target_600.00 uS
3.7000144000e+01,4.0367445763e-04,4.8895912187e-04,6.0539696278e-04
3.8000144000e+01,4.0328188334e-04,4.8598412832e-04,6.0703354393e-04
3.9000144000e+01,4.0407514462e-04,4.8603178584e-04,6.0634469264e-04
4.0000144000e+01,4.0442817408e-04,4.9178077461e-04,6.0875245254e-04
4.1000144000e+01,4.0392260416e-04,4.8721147323e-04,6.0629176005e-04
4.2000144000e+01,4.0366820031e-04,4.8663088819e-04,6.0652902903e-04
4.3000144000e+01,4.0381826693e-04,4.8555099056e-04,6.0562997533e-04
4.4000144000e+01,4.0406364860e-04,4.8482314014e-04,6.0644008045e-04
4.5000144000e+01,4.0420138248e-04,4.8828489525e-04,6.0656275309e-04
4.6000144000e+01,4.0480797907e-04,4.8653968406e-04,6.0836402554e-04
4.7000144000e+01,4.0317256207e-04,4.8673609854e-04,6.0771522840e-04
4.8000144000e+01,4.0205184632e-04,4.9189566198e-04,6.0569553170e-04
4.9000144000e+01,4.0239960072e-04,4.8945730668e-04,6.0487178416e-04
5.0000144000e+01,4.0283932321e-04,4.8682137276e-04,6.0669579398e-04
5.1000144000e+01,4.0362181608e-04,4.9047204811e-04,6.0673006374e-04
5.2000144000e+01,4.0323211579e-04,4.8478683311e-04,6.0628550273e-04
5.3000144000e+01,4.0280145186e-04,4.8602072638e-04,6.0621910961e-04
5.4000144000e+01,4.0389350033e-04,4.8707195674e-04,6.0764839873e-04
5.5000144000e+01,4.0245929995e-04,4.8758756748e-04,6.0680471506e-04
5.6000144000e+01,4.0272771002e-04,4.8949492339e-04,6.0491496697e-04
5.7000144000e+01,4.0359544073e-04,4.8576450354e-04,6.0759510234e-04
5.8000144000e+01,3.9710426790e-04,4.8887657613e-04,6.0689668317e-04
5.9000144000e+01,4.0336897655e-04,4.8778852943e-04,6.0613139794e-04
6.0000144000e+01,4.0316128434e-04,4.8821504606e-04,6.0539845435e-04
6.1000144000e+01,4.0339164116e-04,4.8624842748e-04,6.0813137679e-04
6.2000144000e+01,4.0509479732e-04,4.9007310736e-04,6.0613503592e-04
6.3000144000e+01,4.0464205085e-04,4.9136517191e-04,6.0607530031e-04
6.4000144000e+01,4.0442104364e-04,4.8827219871e-04,6.0664897319e-04
6.5000144000e+01,4.0537099267e-04,4.8675083235e-04,6.0688711528e-04
6.6000144000e+01,4.0530907427e-04,4.8539703130e-04,6.0546677560e-04
6.7000144000e+01,4.0601593355e-04,4.8763409723e-04,6.0893173213e-04
6.8000144000e+01,4.0483861085e-04,4.8676691222e-04,6.0529968323e-04
6.9000144000e+01,4.0563692892e-04,4.9087691878e-04,6.0927377490e-04
7.0000144000e+01,4.0500919567e-04,4.8935416999e-04,6.0647122154e-04
7.1000144000e+01,4.0325783630e-04,4.9050588132e-04,6.0813043092e-04
7.2000144000e+01,4.0465289203e-04,4.8657733714e-04,6.0781032516e-04
7.3000144000e+01,4.0458849980e-04,4.8642559705e-04,6.0567028413e-04
7.4000144000e+01,4.0552717110e-04,4.8897742090e-04,6.0606169427e-04
7.5000144000e+01,4.0649068978e-04,4.8976315156e-04,6.0721904447e-04
7.6000144000e+01,4.0460261516e-04,4.8576384870e-04,6.0752921854e-04
7.7000144000e+01,4.0523722419e-04,4.8834699555e-04,6.0675269197e-04
7.8000144000e+01,4.0506172809e-04,4.8523015721e-04,6.0554175434e-04
7.9000144000e+01,4.0459297452e-04,4.8916459491e-04,6.0747213865e-04
8.0000144000e+01,4.0427948989e-04,4.8630539823e-04,6.0709910031e-04
8.1000144000e+01,4.0507758968e-04,4.8779627832e-04,6.0602946178e-04
8.2000144000e+01,4.0570943383e-04,4.8948655603e-04,6.0565784224e-04
8.3000144000e+01,4.0548289689e-04,4.8621106544e-04,6.0755526647e-04
8.4000144000e+01,4.0562081267e-04,4.9008835049e-04,6.0471054894e-04
8.5000144000e+01,4.0483701014e-04,4.8569421779e-04,6.0778296756e-04
8.6000144000e+01,4.0532420826e-04,4.9011279771e-04,6.0731203121e-04
8.7000144000e+01,4.0501883632e-04,4.8709629482e-04,6.0702168412e-04
8.8000144000e+01,4.0502818592e-04,4.8469857575e-04,6.0715789004e-04
8.9000144000e+01,4.0472772525e-04,4.8438632803e-04,6.0701517214e-04
9.0000144000e+01,4.0517199523e-04,4.8572419473e-04,6.0753849539e-04
9.1000144000e+01,4.0483217163e-04,4.8779620556e-04,6.0635600676e-04
9.2000144000e+01,4.0596616600e-04,4.8768510169e-04,6.0663176555e-04
9.3000144000e+01,4.0523875214e-04,4.8904028517e-04,6.0561938881e-04
9.4000144000e+01,3.9996877604e-04,4.8930309276e-04,6.0841455706e-04
9.5000144000e+01,4.0573882870e-04,4.9110247346e-04,6.0655631387e-04
9.6000144000e+01,4.0107890527e-04,4.8763795348e-04,6.0737769672e-04
9.7000144000e+01,4.0540286136e-04,4.8826190323e-04,6.0640151787e-04
9.8000144000e+01,4.0501621697e-04,4.8495890951e-04,6.0657326685e-04
9.9000144000e+01,4.0411505324e-04,4.8573856475e-04,6.0711972765e-04
1.0000014400e+02,4.0498420276e-04,4.8633231927e-04,6.0728700191e-04
1.0100014400e+02,4.0474089474e-04,4.8541729484e-04,6.0587186454e-04
1.0200014400e+02,4.0547798562e-04,4.8331399739e-04,6.0620594013e-04
1.0300014400e+02,4.0134229494e-04,4.8815312766e-04,6.0796683101e-04
1.0400014400e+02,4.0519040340e-04,4.8710986448e-04,6.0683578340e-04
1.0500014400e+02,4.0527749661e-04,4.9165246310e-04,6.0472681071e-04
1.0600014400e+02,4.0515253204e-04,4.8386642447e-04,6.0673537519e-04
1.0700014400e+02,4.0453240217e-04,4.8497437092e-04,6.0778151237e-04
1.0800014400e+02,4.0387418267e-04,4.8512043577e-04,6.0757298343e-04
1.0900014400e+02,4.0232374886e-04,4.8402649554e-04,6.0520895204e-04
1.1000014400e+02,4.0284659917e-04,4.8705285735e-04,6.0863378167e-04
1.1100014400e+02,4.0299251850e-04,4.8680620239e-04,6.0696729633e-04
1.1200014400e+02,4.0228169382e-04,4.8425641580e-04,6.0789985582e-04
1.1300014400e+02,4.0411097871e-04,4.8526217142e-04,6.0693404521e-04
1.1400014400e+02,4.0231385356e-04,4.8475427320e-04,6.0678332375e-04
1.1500014400e+02,4.0302522393e-04,4.8591304221e-04,6.0776466853e-04
1.1600014400e+02,4.0440427256e-04,4.8407309805e-04,6.0539434344e-04
1.1700014400e+02,3.9790003939e-04,4.8376059567e-04,6.0685040808e-04
1.1800014400e+02,4.0474282287e-04,4.8524103477e-04,6.0549591581e-04
1.1900014400e+02,4.0652914322e-04,4.8542227887e-04,6.0839989601e-04
1.2000014400e+02,4.0489445382e-04,4.8992758821e-04,6.0771279095e-04
1.2100014400e+02,4.0077073209e-04,4.8672412959e-04,6.0980499256e-04
1.2200014400e+02,4.0457220166e-04,4.8974805395e-04,6.0857666540e-04
1.2300014400e+02,4.0463142795e-04,4.8633792176e-04,6.0743812355e-04
1.2400014400e+02,4.0546343371e-04,4.8641908506e-04,6.0662936448e-04
1.2500014400e+02,4.0466784412e-04,4.8861569667e-04,6.0943311837e-04
1.2600014400e+02,4.0471899410e-04,4.8559824791e-04,6.0881287936e-04
1.2700014400e+02,4.0396727854e-04,4.8734353186e-04,6.0910198954e-04
1.2800014400e+02,4.0545903175e-04,4.8444915592e-04,6.0943224526e-04
1.2900014400e+02,4.0346323658e-04,4.8969857744e-04,6.0770751588e-04
1.3000014400e+02,4.0556133172e-04,4.8799276556e-04,6.0764556110e-04
1.3100014400e+02,4.0602906665e-04,4.8534984671e-04,6.0829821450e-04
1.3200014400e+02,4.0427468775e-04,4.9229747674e-04,6.0674094129e-04
1.3300014400e+02,4.0366747271e-04,4.8563193559e-04,6.0859390942e-04
1.3400014400e+02,4.0391434595e-04,4.8536392569e-04,6.0825397668e-04
1.3500014400e+02,4.0275215724e-04,4.8400925152e-04,6.0672453401e-04
1.3600014400e+02,4.0225091652e-04,4.8608038924e-04,6.0689857492e-04
1.3700014400e+02,4.0354821977e-04,4.8514495575e-04,6.0674283304e-04
1.3800014400e+02,4.0345985326e-04,4.8748679546e-04,6.0601596488e-04
1.3900014400e+02,4.0097478632e-04,4.8957910622e-04,6.0602782469e-04
1.4000014400e+02,4.0318238462e-04,4.8512116336e-04,6.0628397478e-04
1.4100014400e+02,4.0322749555e-04,4.8534602684e-04,6.0673020926e-04
1.4200014400e+02,4.0374885430e-04,4.8765323299e-04,6.0786711401e-04
1.4300014400e+02,4.0360042476e-04,4.8669244279e-04,6.0691723775e-04
1.4400014400e+02,4.0373448428e-04,4.8893940402e-04,6.0779751948e-04
1.4500014400e+02,4.0312905185e-04,4.8773315939e-04,6.0737493186e-04
1.4600014400e+02,4.0420320147e-04,4.8638310545e-04,6.0744274379e-04
1.4700014400e+02,4.0483537305e-04,4.8879956012e-04,6.0659742303e-04
1.4800014400e+02,4.0430997615e-04,4.8653426347e-04,6.0674759879e-04
1.4900014400e+02,4.0155526221e-04,4.8742898798e-04,6.0739475884e-04
1.5000014400e+02,4.0461971366e-04,4.8552188673e-04,6.0753889557e-04
1.5100014400e+02,4.0488856030e-04,4.8502570280e-04,6.0752223362e-04
1.5200014400e+02,4.0336024540e-04,4.8902722483e-04,6.0816964833e-04
1.5300014400e+02,4.0450293454e-04,4.8641573812e-04,6.0744463553e-04
1.5400014400e+02,4.0552473365e-04,4.8677458835e-04,6.0880978708e-04
1.5500014400e+02,4.0408896893e-04,4.8368681746e-04,6.0864433181e-04
1.5600014400e+02,4.0452832764e-04,4.8462763516e-04,6.0747330281e-04
1.5700014400e+02,4.0527960664e-04,4.8751968279e-04,6.0503087298e-04
1.5800014400e+02,4.0399590944e-04,4.8262063501e-04,6.0563739680e-04
1.5900014400e+02,4.0432601963e-04,4.8531757784e-04,6.0730857513e-04
1.6000014400e+02,4.0441955207e-04,4.8455898650e-04,6.0769580159e-04
1.6100014400e+02,4.0418446588e-04,4.8519519623e-04,6.0698195739e-04
1.6200014400e+02,4.0415805415e-04,4.8369813157e-04,6.0759459302e-04
1.6300014400e+02,4.0615541366e-04,4.8485529987e-04,6.0582795413e-04
1.6400014400e+02,4.0665039705e-04,4.9099464377e-04,6.0560683778e-04
1.6500014400e+02,4.0604423702e-04,4.8805592087e-04,6.0617989220e-04
1.6600014400e+02,4.0616101614e-04,4.8941219575e-04,6.0587772168e-04
1.6700014400e+02,4.0515340515e-04,4.8927704484e-04,6.0759481130e-04
1.6800014400e+02,4.0592374717e-04,4.8967591283e-04,6.0609028878e-04
1.6900014400e+02,4.0671027818e-04,4.8598340072e-04,6.0574242525e-04
1.7000014400e+02,4.0570168494e-04,4.8857040383e-04,6.0862781538e-04
1.7100014400e+02,4.0032642573e-04,4.8745128879e-04,6.0863629187e-04
1.7200014400e+02,4.0373652155e-04,4.8478235840e-04,6.0717025917e-04
1.7300014400e+02,3.9988877688e-04,4.8304002121e-04,6.0545226006e-04
1.7400014400e+02,4.0419647121e-04,4.8442729167e-04,6.0741414927e-04
1.7500014400e+02,4.0343347791e-04,4.8620975576e-04,6.0669717641e-04
1.7600014400e+02,4.0369228373e-04,4.8329446145e-04,6.0779555497e-04
1.7700014400e+02,4.0329592593e-04,4.8428340961e-04,6.0642312746e-04
1.7800014400e+02,4.0345865273e-04,4.8830552259e-04,6.0660335294e-04
