# Saved on 2025-07-21T13:19:11.369036
# Name: Shreenidhi
# Sample_ID: Batch6_Sample6_F5_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000000
#   Max_Voltage: 7
#   IComp: 1e-06
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -2.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.005
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0007
#   max_gtarget: 0.0009
#   num_level: 3
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_700.00 uS,Conductance_Target_800.00 uS,Conductance_Target_900.00 uS
8.2000144000e+01,7.0746107667e-04,8.0450699897e-04,9.0714507678e-04
8.3000144000e+01,7.0856673119e-04,8.0528072431e-04,9.0695502877e-04
8.4000144000e+01,7.0729489380e-04,8.0528065155e-04,9.0736670245e-04
8.5000144000e+01,7.0793430496e-04,8.0505204096e-04,9.0660360001e-04
8.6000144000e+01,7.0903435699e-04,8.0510835687e-04,9.0720794105e-04
8.7000144000e+01,7.0845162554e-04,8.0533631262e-04,9.0804249339e-04
8.8000144000e+01,7.0619360486e-04,8.0476725998e-04,9.0610978077e-04
8.9000144000e+01,7.0940819569e-04,8.0681231339e-04,9.0641311544e-04
9.0000144000e+01,7.0642643550e-04,8.0566780525e-04,9.0735731646e-04
9.1000144000e+01,7.0602996857e-04,8.0480152974e-04,9.0576410003e-04
9.2000144000e+01,7.0858972322e-04,8.0509169493e-04,9.0660483693e-04
9.3000144000e+01,7.0892900112e-04,8.0554040323e-04,9.0610774350e-04
9.4000144000e+01,7.0775335189e-04,8.0542180513e-04,9.0705820185e-04
9.5000144000e+01,7.0831585617e-04,8.0532365246e-04,9.0693858510e-04
9.6000144000e+01,7.0767469879e-04,8.0684585555e-04,9.0713387181e-04
9.7000144000e+01,7.0656700700e-04,8.0516874732e-04,9.0643014119e-04
9.8000144000e+01,7.0893962402e-04,8.0502344645e-04,9.0545254352e-04
9.9000144000e+01,7.0838788815e-04,8.0446217908e-04,9.0687564807e-04
1.0000014400e+02,7.1008631494e-04,8.0493882706e-04,9.0706795163e-04
1.0100014400e+02,7.0956797572e-04,8.0469661043e-04,9.0677473054e-04
1.0200014400e+02,7.0949281508e-04,8.0427191278e-04,9.0593537607e-04
1.0300014400e+02,7.0728041464e-04,8.0417790741e-04,9.0678913693e-04
1.0400014400e+02,7.0891896030e-04,8.0587866250e-04,9.0590387117e-04
1.0500014400e+02,7.0843474532e-04,8.0410973169e-04,9.0656903922e-04
1.0600014400e+02,7.0923124440e-04,8.0532285210e-04,9.0650275524e-04
1.0700014400e+02,7.0854315709e-04,8.0533129221e-04,9.0638066467e-04
1.0800014400e+02,7.0740890806e-04,8.0448873632e-04,9.0568100859e-04
1.0900014400e+02,7.0795082138e-04,8.0607656855e-04,9.0630404884e-04
1.1000014400e+02,7.0682675869e-04,8.0641708337e-04,9.0621717391e-04
1.1100014400e+02,7.0915215474e-04,8.0640609667e-04,9.0690402430e-04
1.1200014400e+02,7.0880385465e-04,8.0586542026e-04,9.0729714429e-04
1.1300014400e+02,7.0781105023e-04,8.0648998846e-04,9.0635832748e-04
1.1400014400e+02,7.0806119766e-04,8.0596400949e-04,9.0645997261e-04
1.1500014400e+02,7.0731657615e-04,8.0569014244e-04,9.0537876531e-04
1.1600014400e+02,7.0895075623e-04,8.0564997916e-04,9.0611538326e-04
1.1700014400e+02,7.0845118898e-04,8.0650468590e-04,9.0528970759e-04
1.1800014400e+02,7.0851434430e-04,8.0490121036e-04,9.0579807875e-04
1.1900014400e+02,7.0890535426e-04,8.0565638200e-04,9.0687986813e-04
1.2000014400e+02,7.0824127761e-04,8.0506433733e-04,9.0733265097e-04
1.2100014400e+02,7.0792579209e-04,8.0601887021e-04,9.0681271104e-04
1.2200014400e+02,7.0772097388e-04,8.0717676610e-04,9.0579240350e-04
1.2300014400e+02,7.0875968959e-04,8.0673278717e-04,9.0709421784e-04
1.2400014400e+02,7.0821151894e-04,8.0686972069e-04,9.0661917056e-04
1.2500014400e+02,7.0731803135e-04,8.0652309407e-04,9.0646492026e-04
1.2600014400e+02,7.0873240475e-04,8.0772195361e-04,9.0782072220e-04
1.2700014400e+02,7.0737522037e-04,8.0507561506e-04,9.0587382147e-04
1.2800014400e+02,7.0950532972e-04,8.0544057710e-04,9.0638925030e-04
1.2900014400e+02,7.0803231210e-04,8.0511490523e-04,9.0714522230e-04
1.3000014400e+02,7.0785717980e-04,8.0490761320e-04,9.0630266641e-04
1.3100014400e+02,7.0635200245e-04,8.0554098531e-04,9.0711604571e-04
1.3200014400e+02,7.0772730396e-04,8.0681245890e-04,9.0541718237e-04
1.3300014400e+02,7.0783717092e-04,8.0694320786e-04,9.0723435278e-04
1.3400014400e+02,7.0697322371e-04,8.0588004494e-04,9.0686669864e-04
1.3500014400e+02,7.0691348810e-04,8.0533514847e-04,9.0604306024e-04
1.3600014400e+02,7.0929832873e-04,8.0520498159e-04,9.0627734608e-04
1.3700014400e+02,7.0977170253e-04,8.0571764556e-04,9.0700603323e-04
1.3800014400e+02,7.0762478572e-04,8.0624042312e-04,9.0675057436e-04
1.3900014400e+02,7.0853129728e-04,8.0666686699e-04,9.0620713308e-04
1.4000014400e+02,7.0759597293e-04,8.0641286331e-04,9.0655434178e-04
1.4100014400e+02,7.0750182203e-04,8.0609541328e-04,9.0579662356e-04
1.4200014400e+02,7.0845038863e-04,8.0536876339e-04,9.0554240160e-04
1.4300014400e+02,7.1000307798e-04,8.0645811977e-04,9.0667672339e-04
1.4400014400e+02,7.1057940659e-04,8.0640675151e-04,9.0753201221e-04
1.4500014400e+02,7.0989750384e-04,8.0617952335e-04,9.0756242571e-04
1.4600014400e+02,7.0778034569e-04,8.0608573626e-04,9.0614092187e-04
1.4700014400e+02,7.0791291364e-04,8.0491503468e-04,9.0749927040e-04
1.4800014400e+02,7.0976224379e-04,8.0545825767e-04,9.0655528766e-04
1.4900014400e+02,7.0869376941e-04,8.0599522335e-04,9.0733330580e-04
1.5000014400e+02,7.0774658525e-04,8.0659978266e-04,9.0649969934e-04
1.5100014400e+02,7.0781170507e-04,8.0487858213e-04,9.0695968538e-04
1.5200014400e+02,7.0870533818e-04,8.0544370576e-04,9.0761510364e-04
1.5300014400e+02,7.1085763921e-04,8.0499550677e-04,9.0597895905e-04
1.5400014400e+02,7.0837624662e-04,8.0694007920e-04,9.0602850833e-04
1.5500014400e+02,7.0765679993e-04,8.0542784417e-04,9.0647961770e-04
1.5600014400e+02,7.0871872595e-04,8.0545942183e-04,9.0536093921e-04
1.5700014400e+02,7.0901907748e-04,8.0408201029e-04,9.0582201665e-04
1.5800014400e+02,7.0855079684e-04,8.0420868471e-04,9.0560475655e-04
1.5900014400e+02,7.0799564128e-04,8.0492871348e-04,9.0599176474e-04
1.6000014400e+02,7.0772846811e-04,8.0482139310e-04,9.0616929810e-04
1.6100014400e+02,7.0860092819e-04,8.0516219896e-04,9.0658388217e-04
1.6200014400e+02,7.0834961662e-04,8.0638936197e-04,9.0680252470e-04
1.6300014400e+02,7.0929781941e-04,8.0577548943e-04,9.0620065748e-04
1.6400014400e+02,7.0848211180e-04,8.0415295088e-04,9.0555375209e-04
1.6500014400e+02,7.1077658504e-04,8.0502279161e-04,9.0664500021e-04
1.6600014400e+02,7.0954389230e-04,8.0451005488e-04,9.0632303909e-04
1.6700014400e+02,7.0949135988e-04,8.0406563939e-04,9.0739980806e-04
1.6800014400e+02,7.0913549280e-04,8.0571859144e-04,9.0712426754e-04
1.6900014400e+02,7.0889735071e-04,8.0526951933e-04,9.0705347247e-04
1.7000014400e+02,7.0793888881e-04,8.0376543337e-04,9.0630928753e-04
1.7100014400e+02,7.0912690717e-04,8.0348661868e-04,9.0714587714e-04
1.7200014400e+02,7.0882670116e-04,8.0530262494e-04,9.0563065896e-04
1.7300014400e+02,7.0823429269e-04,8.0407517089e-04,9.0669782367e-04
1.7400014400e+02,7.0814392529e-04,8.0534220615e-04,9.0617089882e-04
1.7500014400e+02,7.0881091233e-04,8.0540092313e-04,9.0639521659e-04
1.7600014400e+02,7.0851594501e-04,8.0509002146e-04,9.0727844508e-04
1.7700014400e+02,7.0847258030e-04,8.0501864431e-04,9.0693793027e-04
1.7800014400e+02,7.0705660619e-04,8.0320882262e-04,9.0780878963e-04
