# Saved on 2025-07-21T13:33:50.103312
# Name: Shreenidhi
# Sample_ID: Batch6_Sample6_F5_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000000
#   Max_Voltage: 7
#   IComp: 1e-06
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -2.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.005
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.001
#   max_gtarget: 0.0012
#   num_level: 3
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1000.00 uS,Conductance_Target_1100.00 uS,Conductance_Target_1200.00 uS
3.7000144000e+01,9.9200027762e-04,1.1012026516e-03,1.1938727403e-03
3.8000144000e+01,9.9306307675e-04,1.1011019524e-03,1.1937987438e-03
3.9000144000e+01,9.9285571196e-04,1.1042530969e-03,1.1977323447e-03
4.0000144000e+01,9.9275697721e-04,1.0976512567e-03,1.1956291564e-03
4.1000144000e+01,9.9246921309e-04,1.0991577437e-03,1.1990006169e-03
4.2000144000e+01,9.9295233667e-04,1.0979788203e-03,1.1955283117e-03
4.3000144000e+01,9.9315620901e-04,1.1019805970e-03,1.1920041288e-03
4.4000144000e+01,9.9256831163e-04,1.0997485515e-03,1.1956056551e-03
4.5000144000e+01,9.9171389593e-04,1.0966016271e-03,1.1953560897e-03
4.6000144000e+01,9.9220211268e-04,1.1021370301e-03,1.1940277182e-03
4.7000144000e+01,9.9150318420e-04,1.0998957441e-03,1.1949572217e-03
4.8000144000e+01,9.9263670563e-04,1.0982336971e-03,1.1983335571e-03
4.9000144000e+01,9.9260905699e-04,1.0987088899e-03,1.1957623065e-03
5.0000144000e+01,9.9156044598e-04,1.0998053040e-03,1.1920265388e-03
5.1000144000e+01,9.9291282822e-04,1.1032207112e-03,1.1937865929e-03
5.2000144000e+01,9.9049990240e-04,1.1005464330e-03,1.1983415607e-03
5.3000144000e+01,9.9089018477e-04,1.0998421203e-03,1.1961023847e-03
5.4000144000e+01,9.9145836430e-04,1.0986101552e-03,1.1961655400e-03
5.5000144000e+01,9.9224409496e-04,1.0972340533e-03,1.1933215137e-03
5.6000144000e+01,9.9310207588e-04,1.1010526941e-03,1.1913794879e-03
5.7000144000e+01,9.9164812127e-04,1.1015152268e-03,1.1907691805e-03
5.8000144000e+01,9.9195181974e-04,1.0978575301e-03,1.1945910228e-03
5.9000144000e+01,9.9241049611e-04,1.0972408199e-03,1.2000925199e-03
6.0000144000e+01,9.9248973129e-04,1.1002577958e-03,1.1980564159e-03
6.1000144000e+01,9.9202450656e-04,1.1042448750e-03,1.1964973237e-03
6.2000144000e+01,9.9159624369e-04,1.1030274618e-03,1.2014044478e-03
6.3000144000e+01,9.9224649603e-04,1.1019720841e-03,1.1982885917e-03
6.4000144000e+01,9.9159769889e-04,1.0987601127e-03,1.1969827028e-03
6.5000144000e+01,9.9131408206e-04,1.1005799752e-03,1.1980727868e-03
6.6000144000e+01,9.9196724477e-04,1.1016908684e-03,1.1945870938e-03
6.7000144000e+01,9.9262644653e-04,1.1004003318e-03,1.1964393343e-03
6.8000144000e+01,9.9294295069e-04,1.1002404062e-03,1.1928397726e-03
6.9000144000e+01,9.9197328382e-04,1.1026542052e-03,1.1950423504e-03
7.0000144000e+01,9.9224023870e-04,1.0992937314e-03,1.1945825827e-03
7.1000144000e+01,9.9156015494e-04,1.0988804570e-03,1.1961666314e-03
7.2000144000e+01,9.9091790617e-04,1.0990040755e-03,1.1950985208e-03
7.3000144000e+01,9.9214863440e-04,1.0969703726e-03,1.1937427917e-03
7.4000144000e+01,9.9320219306e-04,1.0939879576e-03,1.1945932783e-03
7.5000144000e+01,9.9281802250e-04,1.1022642138e-03,1.1931853805e-03
7.6000144000e+01,9.9344921182e-04,1.1007121793e-03,1.1945278675e-03
7.7000144000e+01,9.9211894849e-04,1.0989714792e-03,1.1945745064e-03
7.8000144000e+01,9.9187622254e-04,1.1000948871e-03,1.1931800691e-03
7.9000144000e+01,9.9239550764e-04,1.0957351333e-03,1.1938261014e-03
8.0000144000e+01,9.9206081359e-04,1.0979604849e-03,1.1963157885e-03
8.1000144000e+01,9.9248529295e-04,1.1000721861e-03,1.1950062617e-03
8.2000144000e+01,9.9151773611e-04,1.1042382539e-03,1.1982837168e-03
8.3000144000e+01,9.9245080492e-04,1.1040300160e-03,1.1966188322e-03
8.4000144000e+01,9.9206932646e-04,1.1019317026e-03,1.1932524649e-03
8.5000144000e+01,9.9186836451e-04,1.0947231931e-03,1.1988780898e-03
8.6000144000e+01,9.9225660961e-04,1.0983183165e-03,1.1967727914e-03
8.7000144000e+01,9.9147611763e-04,1.1011458264e-03,1.1971143249e-03
8.8000144000e+01,9.9152974144e-04,1.0967647540e-03,1.1969557818e-03
8.9000144000e+01,9.9180142570e-04,1.1048635497e-03,1.1959183757e-03
9.0000144000e+01,9.9286829936e-04,1.0996669153e-03,1.1959729454e-03
9.1000144000e+01,9.9346405477e-04,1.1030278256e-03,1.1962946883e-03
9.2000144000e+01,9.9241500720e-04,1.1040728714e-03,1.1933811766e-03
9.3000144000e+01,9.9269411294e-04,1.0978463251e-03,1.1958867253e-03
9.4000144000e+01,9.9295721157e-04,1.1002935935e-03,1.1944600556e-03
9.5000144000e+01,9.9206263258e-04,1.0986038251e-03,1.1921889381e-03
9.6000144000e+01,9.9104800029e-04,1.1052830087e-03,1.1928030290e-03
9.7000144000e+01,9.9310724181e-04,1.1051155161e-03,1.1903289123e-03
9.8000144000e+01,9.9194163340e-04,1.1020629609e-03,1.1967647879e-03
9.9000144000e+01,9.9119046354e-04,1.1048408487e-03,1.1968836770e-03
1.0000014400e+02,9.9164964922e-04,1.1045091378e-03,1.1907193402e-03
1.0100014400e+02,9.9190147012e-04,1.1044952407e-03,1.1988360347e-03
1.0200014400e+02,9.9194250652e-04,1.1069064931e-03,1.1927380547e-03
1.0300014400e+02,9.9102755485e-04,1.1062417616e-03,1.1924242426e-03
1.0400014400e+02,9.8919284937e-04,1.1078735406e-03,1.1946107406e-03
1.0500014400e+02,9.9203462014e-04,1.1011008610e-03,1.1922296835e-03
1.0600014400e+02,9.9090386357e-04,1.1066235311e-03,1.1922406702e-03
1.0700014400e+02,9.9060685898e-04,1.1023504339e-03,1.1933622591e-03
1.0800014400e+02,9.9153898191e-04,1.1054661445e-03,1.1930209439e-03
1.0900014400e+02,9.9158496596e-04,1.1034584895e-03,1.1938232637e-03
1.1000014400e+02,9.9143777334e-04,1.1054881907e-03,1.1932000780e-03
1.1100014400e+02,9.9079021311e-04,1.1014367919e-03,1.1963851284e-03
1.1200014400e+02,9.9268123449e-04,1.1051968613e-03,1.1934663053e-03
1.1300014400e+02,9.9270866485e-04,1.1051776528e-03,1.1962880671e-03
1.1400014400e+02,9.9319695437e-04,1.1017643556e-03,1.1967225146e-03
1.1500014400e+02,9.9151657196e-04,1.0968147399e-03,1.1967770843e-03
1.1600014400e+02,9.9105993286e-04,1.1003448890e-03,1.1919049575e-03
1.1700014400e+02,9.9212302302e-04,1.1025563435e-03,1.1967040336e-03
1.1800014400e+02,9.9144883279e-04,1.1015880591e-03,1.1939780234e-03
1.1900014400e+02,9.9126846180e-04,1.1045540305e-03,1.1950185581e-03
1.2000014400e+02,9.9163939012e-04,1.1047488806e-03,1.1953755165e-03
1.2100014400e+02,9.9239092378e-04,1.1001821258e-03,1.1986605386e-03
1.2200014400e+02,9.9199693068e-04,1.1025762069e-03,1.1949073814e-03
1.2300014400e+02,9.9168239103e-04,1.0978823411e-03,1.1916087533e-03
1.2400014400e+02,9.9067452538e-04,1.1036267097e-03,1.1953482317e-03
1.2500014400e+02,9.9138160294e-04,1.1007242574e-03,1.1940039258e-03
1.2600014400e+02,9.9184973806e-04,1.1028539302e-03,1.1972144421e-03
1.2700014400e+02,9.9116819911e-04,1.1030824680e-03,1.1991387873e-03
1.2800014400e+02,9.9235548987e-04,1.1057141819e-03,1.1988314509e-03
1.2900014400e+02,9.9132434116e-04,1.1031536269e-03,1.1982939031e-03
1.3000014400e+02,9.9081131339e-04,1.0990745068e-03,1.1981283751e-03
1.3100014400e+02,9.9033029983e-04,1.1021309911e-03,1.1957441166e-03
1.3200014400e+02,9.9142853287e-04,1.1032190378e-03,1.1924921273e-03
1.3300014400e+02,9.9107754068e-04,1.1022459512e-03,1.1938554962e-03
1.3400014400e+02,9.9125194538e-04,1.1006814020e-03,1.1931297922e-03
1.3500014400e+02,9.9234988738e-04,1.0975764599e-03,1.1938564421e-03
1.3600014400e+02,9.9151759059e-04,1.1011563038e-03,1.1946208542e-03
1.3700014400e+02,9.9278593552e-04,1.0975005716e-03,1.1898625235e-03
1.3800014400e+02,9.9186225270e-04,1.1018167424e-03,1.1962050485e-03
1.3900014400e+02,9.9124939879e-04,1.1013876792e-03,1.1927711603e-03
1.4000014400e+02,9.9029355624e-04,1.0998852667e-03,1.1924483260e-03
1.4100014400e+02,9.9086355476e-04,1.1012805044e-03,1.1954687943e-03
1.4200014400e+02,9.9174918432e-04,1.0967723210e-03,1.1915485084e-03
1.4300014400e+02,9.9304910691e-04,1.1021501996e-03,1.1889797315e-03
1.4400014400e+02,9.9224540463e-04,1.1002417887e-03,1.1959701806e-03
1.4500014400e+02,9.9199874967e-04,1.1032520706e-03,1.1903946870e-03
1.4600014400e+02,9.9230754131e-04,1.0981685773e-03,1.1900717800e-03
1.4700014400e+02,9.9277684058e-04,1.0955044854e-03,1.1949027248e-03
1.4800014400e+02,9.9263874290e-04,1.1025220010e-03,1.1911647016e-03
1.4900014400e+02,9.9175063951e-04,1.1028542212e-03,1.1909456225e-03
1.5000014400e+02,9.9139404483e-04,1.1026570428e-03,1.1946988525e-03
1.5100014400e+02,9.9069540738e-04,1.1001297389e-03,1.1982449359e-03
1.5200014400e+02,9.9203491118e-04,1.1032316252e-03,1.2008551857e-03
1.5300014400e+02,9.9116870842e-04,1.1027770233e-03,1.1987589824e-03
1.5400014400e+02,9.9116536148e-04,1.1019781959e-03,1.1948971223e-03
1.5500014400e+02,9.9063850939e-04,1.1023014667e-03,1.1928773893e-03
1.5600014400e+02,9.9115160992e-04,1.1043313862e-03,1.1943402933e-03
1.5700014400e+02,9.9238233815e-04,1.0990434384e-03,1.1949240434e-03
1.5800014400e+02,9.9071439763e-04,1.1036553769e-03,1.1995373643e-03
1.5900014400e+02,9.9099983345e-04,1.1032248585e-03,1.1958899267e-03
1.6000014400e+02,9.8999822512e-04,1.1026084394e-03,1.1972119682e-03
1.6100014400e+02,9.9046468677e-04,1.1015694326e-03,1.1968344916e-03
1.6200014400e+02,9.9044453236e-04,1.0999017832e-03,1.1970182823e-03
1.6300014400e+02,9.9113101896e-04,1.1047663429e-03,1.1986252503e-03
1.6400014400e+02,9.9095836049e-04,1.1026854190e-03,1.1922630802e-03
1.6500014400e+02,9.9070151919e-04,1.1058047676e-03,1.1922411795e-03
1.6600014400e+02,9.9094351754e-04,1.1024458217e-03,1.1935665680e-03
1.6700014400e+02,9.9084827525e-04,1.1035698117e-03,1.1937951058e-03
1.6800014400e+02,9.9100529042e-04,1.1020929378e-03,1.1992185318e-03
1.6900014400e+02,9.9186640000e-04,1.1022436229e-03,1.1916360381e-03
1.7000014400e+02,9.9206139566e-04,1.1024920241e-03,1.1945569713e-03
1.7100014400e+02,9.9022399809e-04,1.1041521066e-03,1.1972154607e-03
1.7200014400e+02,9.9020748166e-04,1.1009173613e-03,1.1972996435e-03
1.7300014400e+02,9.9121971289e-04,1.1033815827e-03,1.1964846635e-03
1.7400014400e+02,9.9059157947e-04,1.1037656077e-03,1.1970729975e-03
1.7500014400e+02,9.9024524388e-04,1.1032421025e-03,1.2007338228e-03
1.7600014400e+02,9.9126322311e-04,1.1074593203e-03,1.1965550220e-03
1.7700014400e+02,9.9076554761e-04,1.1003667169e-03,1.1978670955e-03
1.7800014400e+02,9.9068587588e-04,1.1024071864e-03,1.1979132978e-03
