# Saved on 2025-07-21T13:49:51.326316
# Name: Shreenidhi
# Sample_ID: Batch6_Sample6_F5_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000000
#   Max_Voltage: 7
#   IComp: 1e-06
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 3
#   Neg_Voltage: -2.5
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.005
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0013
#   max_gtarget: 0.0018
#   num_level: 6
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.9
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S)
3.0000144000e+01,1.2910884107e-03,1.4005330740e-03,1.4983391156e-03,1.5949367662e-03
3.1000144000e+01,1.2974171841e-03,1.3990778825e-03,1.4987960458e-03,1.5935827105e-03
3.2000144000e+01,1.2928586511e-03,1.3980692893e-03,1.4979939442e-03,1.5952186368e-03
3.3000144000e+01,1.2916143169e-03,1.3995313202e-03,1.4985713642e-03,1.5953517868e-03
3.4000144000e+01,1.2927889475e-03,1.3974071771e-03,1.4994335652e-03,1.5955562412e-03
3.5000144000e+01,1.2910837540e-03,1.3985975238e-03,1.4982545690e-03,1.5939920559e-03
3.6000144000e+01,1.2916525884e-03,1.4004437253e-03,1.4996519894e-03,1.5968806110e-03
3.7000144000e+01,1.2938921282e-03,1.3996945927e-03,1.4995204401e-03,1.5940739831e-03
3.8000144000e+01,1.2926853378e-03,1.3977807248e-03,1.4984344307e-03,1.5938346041e-03
3.9000144000e+01,1.2939600856e-03,1.3981157099e-03,1.4967426250e-03,1.5935768897e-03
4.0000144000e+01,1.2922156020e-03,1.3977164053e-03,1.5002839791e-03,1.5944107145e-03
4.1000144000e+01,1.2922185124e-03,1.3985483383e-03,1.4994491357e-03,1.5963622718e-03
4.2000144000e+01,1.2921473535e-03,1.3989205763e-03,1.5008678020e-03,1.5935130068e-03
4.3000144000e+01,1.2909414363e-03,1.3989779109e-03,1.4990396448e-03,1.5935258125e-03
4.4000144000e+01,1.2934548431e-03,1.4004055993e-03,1.4988766634e-03,1.5943680773e-03
4.5000144000e+01,1.2930111552e-03,1.3976494665e-03,1.4971796190e-03,1.5948626969e-03
4.6000144000e+01,1.2946013885e-03,1.3965569087e-03,1.4990159252e-03,1.5963590704e-03
4.7000144000e+01,1.2928959040e-03,1.3968787971e-03,1.4997164544e-03,1.5985078062e-03
4.8000144000e+01,1.2912708917e-03,1.3962700905e-03,1.5010425705e-03,1.5993899433e-03
4.9000144000e+01,1.2921974121e-03,1.3980653603e-03,1.4960416593e-03,1.5978149895e-03
5.0000144000e+01,1.2940356100e-03,1.3977315393e-03,1.4994372032e-03,1.5980153694e-03
5.1000144000e+01,1.2930714001e-03,1.3974313333e-03,1.4991092030e-03,1.5982973855e-03
5.2000144000e+01,1.2921588495e-03,1.3972489978e-03,1.4993798686e-03,1.5994068235e-03
5.3000144000e+01,1.2930935191e-03,1.3971618318e-03,1.4995514357e-03,1.5983603953e-03
5.4000144000e+01,1.2926674390e-03,1.3960001525e-03,1.4990870841e-03,1.5972877736e-03
5.5000144000e+01,1.2916767446e-03,1.3971893350e-03,1.4983635629e-03,1.5962058387e-03
5.6000144000e+01,1.2934974802e-03,1.3970756845e-03,1.4966494928e-03,1.5968030493e-03
5.7000144000e+01,1.2919679284e-03,1.3955825125e-03,1.4970793563e-03,1.5946902568e-03
5.8000144000e+01,1.2915434490e-03,1.3965221297e-03,1.4957092935e-03,1.5971111134e-03
5.9000144000e+01,1.2934741972e-03,1.3977350318e-03,1.4962078421e-03,1.5960668679e-03
6.0000144000e+01,1.2919057917e-03,1.3967657287e-03,1.4973757789e-03,1.5944725601e-03
6.1000144000e+01,1.2916418200e-03,1.3932667207e-03,1.4985124290e-03,1.5956902644e-03
6.2000144000e+01,1.2912115199e-03,1.3946222316e-03,1.4989478223e-03,1.5947961947e-03
6.3000144000e+01,1.2931354286e-03,1.3942107034e-03,1.4968214964e-03,1.5941112360e-03
6.4000144000e+01,1.2941651221e-03,1.3943444355e-03,1.4983682195e-03,1.5954632545e-03
6.5000144000e+01,1.2970612443e-03,1.3964134268e-03,1.4984396694e-03,1.5951630485e-03
6.6000144000e+01,1.2943863112e-03,1.3956864132e-03,1.4964003640e-03,1.5935233387e-03
6.7000144000e+01,1.2949045049e-03,1.3953055895e-03,1.4945125440e-03,1.5935506963e-03
6.8000144000e+01,1.2954989506e-03,1.3942767691e-03,1.4967644529e-03,1.5935643751e-03
6.9000144000e+01,1.2926344061e-03,1.3946689432e-03,1.4950860350e-03,1.5942630125e-03
7.0000144000e+01,1.2961032917e-03,1.3939256314e-03,1.4960448607e-03,1.5942580649e-03
7.1000144000e+01,1.2968575174e-03,1.3942932128e-03,1.4993763762e-03,1.5938664728e-03
7.2000144000e+01,1.2953457190e-03,1.3953015150e-03,1.4964492584e-03,1.5964597696e-03
7.3000144000e+01,1.2943388720e-03,1.3945982209e-03,1.4960035332e-03,1.5946642088e-03
7.4000144000e+01,1.2922559108e-03,1.3963825768e-03,1.4969937911e-03,1.5936013369e-03
7.5000144000e+01,1.2921917369e-03,1.3962230878e-03,1.4971366909e-03,1.5932047972e-03
7.6000144000e+01,1.2940639863e-03,1.3978729839e-03,1.4960503904e-03,1.5943785547e-03
7.7000144000e+01,1.2923173199e-03,1.3948188280e-03,1.4972407371e-03,1.5929866640e-03
7.8000144000e+01,1.2935651466e-03,1.3955375471e-03,1.4973993530e-03,1.5927644563e-03
7.9000144000e+01,1.2939982116e-03,1.3946161198e-03,1.4980933338e-03,1.5956361312e-03
8.0000144000e+01,1.2922640599e-03,1.3965414837e-03,1.4967878815e-03,1.5943407197e-03
8.1000144000e+01,1.2937495194e-03,1.3954353926e-03,1.4962303976e-03,1.5950636589e-03
8.2000144000e+01,1.2938682630e-03,1.3949982531e-03,1.4957686653e-03,1.5944524785e-03
8.3000144000e+01,1.2942396279e-03,1.3951052097e-03,1.4958961401e-03,1.5917021665e-03
8.4000144000e+01,1.2921274174e-03,1.3955778559e-03,1.4971049677e-03,1.5957259166e-03
8.5000144000e+01,1.2922422320e-03,1.3950865832e-03,1.4973529323e-03,1.5925386106e-03
8.6000144000e+01,1.2944055197e-03,1.3951567234e-03,1.4985987218e-03,1.5922037710e-03
8.7000144000e+01,1.2918958964e-03,1.3950536959e-03,1.4971604105e-03,1.5935131523e-03
8.8000144000e+01,1.2925331248e-03,1.3955941540e-03,1.4975185331e-03,1.5938194701e-03
8.9000144000e+01,1.2908979261e-03,1.3974380272e-03,1.4973207726e-03,1.5928680659e-03
9.0000144000e+01,1.2909765064e-03,1.3981129450e-03,1.4993922377e-03,1.5932922543e-03
9.1000144000e+01,1.2912355305e-03,1.3984853285e-03,1.4973463840e-03,1.5920441365e-03
9.2000144000e+01,1.2923628674e-03,1.3955050963e-03,1.4993701188e-03,1.5922439343e-03
9.3000144000e+01,1.2901556329e-03,1.3975931506e-03,1.4987852774e-03,1.5922726016e-03
9.4000144000e+01,1.2927829812e-03,1.3941235375e-03,1.4984364680e-03,1.5923500177e-03
9.5000144000e+01,1.2919068104e-03,1.3979920186e-03,1.4969594486e-03,1.5931831149e-03
9.6000144000e+01,1.2929666264e-03,1.3954921451e-03,1.4967723109e-03,1.5944088227e-03
9.7000144000e+01,1.2937825522e-03,1.3949091954e-03,1.4966135495e-03,1.5933810209e-03
9.8000144000e+01,1.2950094242e-03,1.3988788123e-03,1.4949540491e-03,1.5929638175e-03
9.9000144000e+01,1.2933339167e-03,1.3964070240e-03,1.4960212866e-03,1.5929117217e-03
1.0000014400e+02,1.2926815543e-03,1.3953023881e-03,1.4951525372e-03,1.5923329920e-03
1.0100014400e+02,1.2919916480e-03,1.3978456263e-03,1.4968278992e-03,1.5930605878e-03
1.0200014400e+02,1.2933342077e-03,1.3966081315e-03,1.4945138537e-03,1.5924691979e-03
1.0300014400e+02,1.2923541362e-03,1.3950977882e-03,1.4960383123e-03,1.5933769464e-03
1.0400014400e+02,1.2942036847e-03,1.3941763609e-03,1.4954019571e-03,1.5923960018e-03
1.0500014400e+02,1.2933262042e-03,1.3953728194e-03,1.4951755293e-03,1.5934937983e-03
1.0600014400e+02,1.2924309704e-03,1.3970737928e-03,1.4975546219e-03,1.5933251416e-03
1.0700014400e+02,1.2950714154e-03,1.3962388039e-03,1.4967487368e-03,1.5930546215e-03
1.0800014400e+02,1.2923727627e-03,1.3945552928e-03,1.4953978825e-03,1.5926112246e-03
1.0900014400e+02,1.2944178889e-03,1.3977655908e-03,1.4978785475e-03,1.5920664009e-03
1.1000014400e+02,1.2939123553e-03,1.3973884052e-03,1.4976627426e-03,1.5927059576e-03
1.1100014400e+02,1.2945088383e-03,1.3968200074e-03,1.4975962404e-03,1.5918856661e-03
1.1200014400e+02,1.2930014054e-03,1.3971145381e-03,1.4975215890e-03,1.5949437511e-03
1.1300014400e+02,1.2945955677e-03,1.3950416178e-03,1.4979184198e-03,1.5943177277e-03
1.1400014400e+02,1.2941459136e-03,1.3961299555e-03,1.4978485706e-03,1.5944628103e-03
1.1500014400e+02,1.2918669381e-03,1.3947219122e-03,1.4977448154e-03,1.5929709480e-03
1.1600014400e+02,1.2946406787e-03,1.3960123761e-03,1.4976826787e-03,1.5932957467e-03
1.1700014400e+02,1.2911202793e-03,1.3968847634e-03,1.4964239381e-03,1.5930506925e-03
1.1800014400e+02,1.2906405027e-03,1.3963069068e-03,1.4958273096e-03,1.5931500820e-03
1.1900014400e+02,1.2912886450e-03,1.3950270659e-03,1.4959268447e-03,1.5930080554e-03
1.2000014400e+02,1.2924868497e-03,1.3955665054e-03,1.4986527094e-03,1.5950824309e-03
1.2100014400e+02,1.2936946587e-03,1.3957795454e-03,1.4966113667e-03,1.5947970678e-03
1.2200014400e+02,1.2922675523e-03,1.3952773588e-03,1.4973357611e-03,1.5946873464e-03
1.2300014400e+02,1.2933975086e-03,1.3963237870e-03,1.4965837181e-03,1.5940760204e-03
1.2400014400e+02,1.2943102047e-03,1.3963079255e-03,1.4968329924e-03,1.5939625155e-03
1.2500014400e+02,1.2933571998e-03,1.3941882935e-03,1.4976058446e-03,1.5921521117e-03
1.2600014400e+02,1.2931156380e-03,1.3949137065e-03,1.4989075135e-03,1.5919691941e-03
1.2700014400e+02,1.2943844195e-03,1.3955611212e-03,1.4980728156e-03,1.5934780822e-03
1.2800014400e+02,1.2947346841e-03,1.3961119112e-03,1.4970920165e-03,1.5934687690e-03
1.2900014400e+02,1.2912909733e-03,1.3950373977e-03,1.4965597074e-03,1.5920058649e-03
1.3000014400e+02,1.2915059051e-03,1.3968335406e-03,1.4980023843e-03,1.5908495698e-03
1.3100014400e+02,1.2934367987e-03,1.3939851488e-03,1.4963698050e-03,1.5913011157e-03
1.3200014400e+02,1.2912748207e-03,1.3967728592e-03,1.4975061640e-03,1.5930391965e-03
1.3300014400e+02,1.2954020349e-03,1.3953052985e-03,1.4979035768e-03,1.5934361727e-03
1.3400014400e+02,1.2926585623e-03,1.3953025336e-03,1.5005133173e-03,1.5927612549e-03
1.3500014400e+02,1.2938743748e-03,1.3966824918e-03,1.5026269830e-03,1.5941128368e-03
1.3600014400e+02,1.2913419050e-03,1.3966239931e-03,1.4999946870e-03,1.5928580251e-03
1.3700014400e+02,1.2929896184e-03,1.3964263781e-03,1.5002538566e-03,1.5931914095e-03
1.3800014400e+02,1.2900933507e-03,1.3946100080e-03,1.5012799122e-03,1.5930616064e-03
1.3900014400e+02,1.2923663598e-03,1.3942632359e-03,1.4984258451e-03,1.5916787379e-03
1.4000014400e+02,1.2927320495e-03,1.3945013052e-03,1.4998407278e-03,1.5917395649e-03
1.4100014400e+02,1.2926885393e-03,1.3967277482e-03,1.5009295021e-03,1.5935563715e-03
1.4200014400e+02,1.2931157835e-03,1.3941967336e-03,1.5011741198e-03,1.5926806373e-03
1.4300014400e+02,1.2940850866e-03,1.3966283586e-03,1.5012764197e-03,1.5918724239e-03
1.4400014400e+02,1.2926854833e-03,1.3966964616e-03,1.5021039871e-03,1.5924363106e-03
1.4500014400e+02,1.2942374451e-03,1.3955394388e-03,1.5035641263e-03,1.5922506282e-03
1.4600014400e+02,1.2935529230e-03,1.3938194024e-03,1.5021112631e-03,1.5932047972e-03
1.4700014400e+02,1.2927451462e-03,1.3935918105e-03,1.5019500279e-03,1.5912805975e-03
1.4800014400e+02,1.2941729801e-03,1.3940021745e-03,1.5021291620e-03,1.5928028733e-03
1.4900014400e+02,1.2926879572e-03,1.3948998821e-03,1.5005705063e-03,1.5917798737e-03
1.5000014400e+02,1.2938237342e-03,1.3976890477e-03,1.5001372958e-03,1.5923591855e-03
1.5100014400e+02,1.2915302068e-03,1.3956602197e-03,1.5014567180e-03,1.5915832773e-03
1.5200014400e+02,1.2916019477e-03,1.3928269618e-03,1.5015345707e-03,1.5933510440e-03
1.5300014400e+02,1.2934398546e-03,1.3955110626e-03,1.5005163732e-03,1.5924358740e-03
1.5400014400e+02,1.2943688489e-03,1.3954100723e-03,1.5019037528e-03,1.5917790006e-03
1.5500014400e+02,1.2937288557e-03,1.3954691531e-03,1.5011114010e-03,1.5915745462e-03
1.5600014400e+02,1.2917592539e-03,1.3944870443e-03,1.5013491793e-03,1.5920671285e-03
1.5700014400e+02,1.2922247697e-03,1.3946655963e-03,1.5020546562e-03,1.5931710368e-03
1.5800014400e+02,1.2950577366e-03,1.3952872541e-03,1.5001179418e-03,1.5932007227e-03
1.5900014400e+02,1.2927899661e-03,1.3942322403e-03,1.5004331362e-03,1.5941957827e-03
1.6000014400e+02,1.2924749171e-03,1.3936506002e-03,1.5015994722e-03,1.5940064623e-03
1.6100014400e+02,1.2930900266e-03,1.3959726493e-03,1.5001610154e-03,1.5916649136e-03
1.6200014400e+02,1.2974548736e-03,1.3962476805e-03,1.5007930051e-03,1.5931170492e-03
1.6300014400e+02,1.2943684123e-03,1.3954956376e-03,1.5015310782e-03,1.5934370458e-03
1.6400014400e+02,1.2969879026e-03,1.3938643679e-03,1.5008874470e-03,1.5933575924e-03
1.6500014400e+02,1.2940162560e-03,1.3961772493e-03,1.5000309213e-03,1.5922165767e-03
1.6600014400e+02,1.2956777937e-03,1.3946053514e-03,1.5013426309e-03,1.5918696590e-03
1.6700014400e+02,1.2911618978e-03,1.3971368026e-03,1.5013734810e-03,1.5909962531e-03
1.6800014400e+02,1.2937402062e-03,1.3951850997e-03,1.5019706916e-03,1.5893709497e-03
1.6900014400e+02,1.2936968415e-03,1.3962766388e-03,1.5019644343e-03,1.5935447300e-03
1.7000014400e+02,1.2958202569e-03,1.3932138972e-03,1.5009063645e-03,1.5906053886e-03
1.7100014400e+02,1.2941035675e-03,1.3936944015e-03,1.4993408695e-03,1.5916333359e-03
1.7200014400e+02,1.2928691285e-03,1.3938744087e-03,1.5010742936e-03,1.5912229719e-03
1.7300014400e+02,1.2932856043e-03,1.3957655756e-03,1.5017535770e-03,1.5916397388e-03
1.7400014400e+02,1.2942806643e-03,1.3961485820e-03,1.5002123837e-03,1.5925435582e-03
1.7500014400e+02,1.2932550453e-03,1.3950814900e-03,1.5003827866e-03,1.5933292161e-03
1.7600014400e+02,1.2925729970e-03,1.3953963935e-03,1.5004673332e-03,1.5923938190e-03
1.7700014400e+02,1.2936869462e-03,1.3964221580e-03,1.4992487559e-03,1.5930835798e-03
1.7800014400e+02,1.2937361316e-03,1.3974813919e-03,1.4978354739e-03,1.5915837139e-03
