Time (s),Voltage (V),Current (A)
0.59203,-0.74,-0.0035634
0.59789,-0.75,-0.0036052
0.60375,-0.76,-0.0036514
0.60962,-0.77,-0.0037028
0.61555,-0.78,-0.0037514
0.62143,-0.79,-0.0037982
0.62728,-0.8,-0.0038464
0.63323,-0.81,-0.0038956
0.63908,-0.82,-0.0039392
0.64495,-0.83,-0.003989
0.65077,-0.84,-0.004041
0.65662,-0.85,-0.0040876
0.66248,-0.86,-0.0041372
0.66833,-0.87,-0.0041836
0.67418,-0.88,-0.0042302
0.68012,-0.89,-0.0042802
0.68598,-0.9,-0.0043276
0.69182,-0.91,-0.0043804
0.69768,-0.92,-0.0044282
0.70355,-0.93,-0.0044706
0.70943,-0.94,-0.0045208
0.71529,-0.95,-0.0045702
0.72116,-0.96,-0.0046174
0.727,-0.97,-0.0046664
0.73288,-0.98,-0.0047164
0.73873,-0.99,-0.004761
0.74457,-1.0,-0.004808
0.74801,-1.0,-0.0048102
0.75389,-0.99,-0.004762
0.75976,-0.98,-0.004715
0.76562,-0.97,-0.0046692
0.77148,-0.96,-0.0046198
0.77735,-0.95,-0.004572
0.78321,-0.94,-0.0045244
0.78908,-0.93,-0.004472
0.79493,-0.92,-0.0044256
0.80078,-0.91,-0.0043818
0.80664,-0.9,-0.0043316
0.8125,-0.89,-0.0042846
0.81837,-0.88,-0.0042346
0.82425,-0.87,-0.0041854
0.83011,-0.86,-0.00414
0.83597,-0.85,-0.0040912
0.84191,-0.84,-0.0040498
0.84776,-0.83,-0.0039974
0.85365,-0.82,-0.0039452
0.85962,-0.81,-0.0038998
0.86548,-0.8,-0.0038522
0.87132,-0.79,-0.003803
0.87718,-0.78,-0.0037548
0.88305,-0.77,-0.003709
0.88891,-0.76,-0.0036558
0.89478,-0.75,-0.0036064
0.90065,-0.74,-0.0035604
0.90651,-0.73,-0.0035146
0.91235,-0.72,-0.0034668
0.91822,-0.71,-0.0034172
0.92408,-0.7,-0.0033674
0.92996,-0.69,-0.0033208
0.93583,-0.68,-0.0032722
0.94174,-0.67,-0.003227
0.94758,-0.66,-0.0031802
0.95346,-0.65,-0.0031266
0.95932,-0.64,-0.0030784
0.96518,-0.63,-0.0030332
0.97105,-0.62,-0.0029822
0.97691,-0.61,-0.002936
0.98279,-0.6,-0.0028896
0.98866,-0.59,-0.0028386
0.99453,-0.58,-0.0027882
1.00039,-0.57,-0.0027354
1.00624,-0.56,-0.0026938
1.01211,-0.55,-0.002647
1.01797,-0.54,-0.0025968
1.02385,-0.53,-0.0025474
1.02971,-0.52,-0.0025006
1.03557,-0.51,-0.0024522
1.04146,-0.5,-0.0024022
1.04732,-0.49,-0.0023586
1.05319,-0.48,-0.0023098
1.05904,-0.47,-0.0022582
1.0649,-0.46,-0.0022104
1.07076,-0.45,-0.002161
1.07661,-0.44,-0.0021136
1.08253,-0.43,-0.0020676
1.08839,-0.42,-0.0020174
1.09426,-0.41,-0.0019692
1.10011,-0.4,-0.0019168
1.10597,-0.39,-0.0018678
1.11183,-0.38,-0.0018256
1.11769,-0.37,-0.0017766
1.12356,-0.36,-0.0017258
1.12944,-0.35,-0.001679
1.13529,-0.34,-0.0016294
1.14114,-0.33,-0.0015794
1.14701,-0.32,-0.0015342
1.15289,-0.31,-0.0014878
1.15874,-0.3,-0.0014432
1.16461,-0.29,-0.0013884
1.17046,-0.28,-0.0013394
1.17632,-0.27,-0.0012928
1.18224,-0.26,-0.0012452
1.18809,-0.25,-0.0011956
1.19396,-0.24,-0.0011476
1.1999,-0.23,-0.0010994
1.20576,-0.22,-0.0010472
1.21163,-0.21,-0.0010014
1.22373,-0.2,-0.00095368
1.22961,-0.19,-0.00090662
1.23547,-0.18,-0.0008587
1.24134,-0.17,-0.0008085
1.24721,-0.16,-0.0007646
1.25309,-0.15,-0.00071836
1.25895,-0.14,-0.00066826
1.26481,-0.13,-0.0006185
1.27067,-0.12,-0.00057022
1.27653,-0.11,-0.0005236
1.28238,-0.1,-0.00047766
1.28824,-0.09,-0.00042808
1.2941,-0.08,-0.00038078
1.29996,-0.07,-0.00033174
1.30582,-0.06,-0.00028032
1.31168,-0.05,-0.0002379
1.31753,-0.04,-0.00019202
1.32339,-0.03,-0.00014124
1.33535,-0.02,-9.4076e-05
1.34102,-0.01,-4.5298e-05
1.38026,0.0,-1.411e-07
