# Saved on 2025-07-02T09:55:59.439127
# Name: Evan
# Sample_ID: Batch5_Sample5_F5_TPTE09
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -1.5
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0008
#   num_level: 5
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.3
#   v_rst: -0.3
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_400.00 uS,Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
2.5144000000e-02,3.8899666833e-04,5.0251914217e-04,6.0834936448e-04,7.0566173235e-04,8.0518679169e-04
2.6144000000e-02,3.8557045627e-04,5.0181708502e-04,6.0168240452e-04,7.0239788329e-04,7.9670535342e-04
2.7144000000e-02,3.9301779907e-04,4.9753067287e-04,6.1044840550e-04,7.0336922363e-04,7.9581637692e-04
2.8144000000e-02,3.8915866753e-04,4.9383921578e-04,6.0835227487e-04,7.0686110121e-04,7.9742472735e-04
2.9144000000e-02,3.8956426579e-04,4.9580132327e-04,6.0810565628e-04,7.0471432991e-04,8.0083998910e-04
3.0144000000e-02,3.8698923163e-04,4.9758280511e-04,6.0472179030e-04,7.0214053267e-04,7.9886827734e-04
3.1144000000e-02,3.8827089156e-04,4.9706908612e-04,6.0583846789e-04,6.9792789873e-04,7.9673132859e-04
3.2144000000e-02,3.8887825212e-04,4.9301906984e-04,6.0695681896e-04,6.9467772846e-04,7.9082310549e-04
3.3144000000e-02,3.9271410060e-04,4.9681006203e-04,6.1360871769e-04,7.0461741416e-04,7.8675824625e-04
3.4144000000e-02,3.9535640099e-04,4.9633781600e-04,6.1567101511e-04,6.9711837568e-04,7.9474135418e-04
3.5144000000e-02,3.9648100937e-04,5.0186688895e-04,6.1432852817e-04,6.9847534178e-04,7.8992619819e-04
3.6144000000e-02,3.9319606003e-04,5.0350856327e-04,6.1261751398e-04,6.9513000199e-04,7.9095341789e-04
3.7144000000e-02,3.9409085730e-04,5.0871356507e-04,6.1195547460e-04,6.9602901931e-04,7.8609460616e-04
3.8144000000e-02,3.9764527173e-04,5.0326420023e-04,6.1750193709e-04,6.9574372901e-04,7.8947537986e-04
3.9144000000e-02,3.9485017624e-04,5.0210175687e-04,6.1453254602e-04,7.0207504905e-04,7.8994431533e-04
4.0144000000e-02,3.9411777834e-04,5.0335358537e-04,6.1430044298e-04,7.0672191214e-04,7.9599180026e-04
4.1144000000e-02,3.8817455788e-04,5.0421160267e-04,6.0942988057e-04,7.1156042395e-04,8.0134224845e-04
4.2144000000e-02,3.8818721805e-04,5.0282134907e-04,6.0659112933e-04,7.0262256486e-04,8.0743957369e-04
4.3144000000e-02,3.8404712541e-04,4.9735448556e-04,5.9973302996e-04,7.0557296567e-04,7.9814410128e-04
4.4144000000e-02,3.8847359974e-04,4.9705860874e-04,6.0734262661e-04,7.0945352491e-04,7.9984223703e-04
4.5144000000e-02,3.8936723286e-04,4.9273712648e-04,6.0768590629e-04,7.0669892011e-04,8.0336765677e-04
4.6144000000e-02,3.8883630623e-04,5.0095357437e-04,6.0496753576e-04,7.0455869718e-04,8.0069774413e-04
4.7144000000e-02,3.8759695599e-04,4.9689806474e-04,6.0538546677e-04,6.9519257522e-04,7.9858436948e-04
4.8144000000e-02,3.8917409256e-04,4.9790553021e-04,6.0697006120e-04,6.9692068791e-04,7.8831813880e-04
4.9144000000e-02,3.9246122469e-04,4.9595397286e-04,6.1492428358e-04,6.9009161962e-04,7.9091114458e-04
5.0144000000e-02,3.9405262214e-04,4.9685011618e-04,6.1334561906e-04,6.9633861131e-04,7.8384044173e-04
5.1144000000e-02,3.9686263335e-04,4.9771417252e-04,6.1833779910e-04,6.9833600719e-04,7.9131561506e-04
5.2144000000e-02,3.8971506001e-04,5.0219678087e-04,6.0985665186e-04,6.9809051638e-04,7.9231715063e-04
5.3144000000e-02,3.9379112422e-04,5.0489285059e-04,6.1292717874e-04,6.9622728915e-04,7.9261553765e-04
5.4144000000e-02,3.9404025301e-04,5.0440594350e-04,6.1240178184e-04,6.9687353971e-04,7.8755052527e-04
5.5144000000e-02,3.9514132368e-04,5.0191974879e-04,6.1638471379e-04,6.9999739935e-04,7.8940116509e-04
5.6144000000e-02,3.9419282984e-04,5.0204449508e-04,6.1427832406e-04,7.0432106440e-04,7.9177174484e-04
5.7144000000e-02,3.9409856981e-04,5.0733884564e-04,6.1384263972e-04,7.0836358645e-04,7.9820449173e-04
5.8144000000e-02,3.9048001781e-04,5.0390157412e-04,6.0820224462e-04,6.9827292464e-04,8.0183257523e-04
5.9144000000e-02,3.8713395043e-04,5.0344158808e-04,6.0488146119e-04,7.0486363256e-04,7.9292149167e-04
6.0144000000e-02,3.8602960558e-04,4.9782476708e-04,6.0803489760e-04,7.0435613452e-04,7.9640944023e-04
6.1144000000e-02,3.8972641050e-04,4.9598922487e-04,6.0812366428e-04,7.0865295129e-04,7.9508761701e-04
6.2144000000e-02,3.8887552364e-04,4.9210702855e-04,6.0785681853e-04,7.0580368629e-04,8.0090969277e-04
6.3144000000e-02,3.8505942939e-04,4.9662430683e-04,6.0261285398e-04,7.1000977186e-04,7.9757890489e-04
6.4144000000e-02,3.8812639104e-04,4.9823822337e-04,6.0691862018e-04,7.0293375757e-04,7.9827077570e-04
6.5144000000e-02,3.8833175495e-04,4.9645688705e-04,6.0625687183e-04,6.9455723860e-04,7.9114412074e-04
6.6144000000e-02,3.9431648474e-04,4.9449179642e-04,6.1286089476e-04,6.9030043960e-04,7.8579068941e-04
6.7144000000e-02,3.9392882172e-04,4.9554466386e-04,6.1512859247e-04,6.9853565947e-04,7.7918077295e-04
6.8144000000e-02,3.9822090912e-04,5.0111641031e-04,6.2158025685e-04,6.9761597842e-04,7.8918405052e-04
6.9144000000e-02,3.9413193008e-04,5.0155100325e-04,6.1362814449e-04,6.9264482590e-04,7.8699289588e-04
7.0144000000e-02,3.9303271478e-04,5.0596481742e-04,6.1388964241e-04,6.9539040851e-04,7.8334996942e-04
7.1144000000e-02,3.9344347897e-04,4.9801521527e-04,6.1566184741e-04,6.9755391451e-04,7.8695833508e-04
7.2144000000e-02,3.9531783841e-04,5.0189391914e-04,6.1602135247e-04,7.0737834903e-04,7.8831151768e-04
7.3144000000e-02,3.9407561417e-04,5.0132599426e-04,6.1361562985e-04,7.0559071901e-04,7.9858837125e-04
7.4144000000e-02,3.9073260268e-04,5.0393067795e-04,6.0614784161e-04,7.1169692092e-04,7.9533179814e-04
7.5144000000e-02,3.8910417061e-04,5.0272406952e-04,6.0770198616e-04,7.0539521403e-04,8.0324971350e-04
7.6144000000e-02,3.8562448026e-04,5.0180555263e-04,6.0178455897e-04,7.0307876740e-04,7.9524041212e-04
7.7144000000e-02,3.9268648834e-04,4.9703914556e-04,6.1024613387e-04,7.0371919719e-04,7.9458746768e-04
7.8144000000e-02,3.8856469473e-04,4.9374826631e-04,6.0711830884e-04,7.0744761615e-04,7.9511250078e-04
7.9144000000e-02,3.8932230382e-04,4.9487502110e-04,6.0817143094e-04,7.0523812610e-04,7.9915953393e-04
8.0144000000e-02,3.8744350604e-04,4.9703616241e-04,6.0458787630e-04,7.0177811722e-04,7.9605619248e-04
8.1144000000e-02,3.8805741497e-04,4.9634658353e-04,6.0615653638e-04,6.9727844675e-04,7.9441342677e-04
8.2144000000e-02,3.8873040467e-04,4.9186215620e-04,6.0858397774e-04,6.9296183938e-04,7.8846089309e-04
8.3144000000e-02,3.9062470023e-04,4.9551719712e-04,6.1263832322e-04,7.0189133112e-04,7.8454795585e-04
8.4144000000e-02,3.9555798139e-04,4.9526584917e-04,6.1563267082e-04,6.9704423368e-04,7.9354627815e-04
8.5144000000e-02,3.9658843889e-04,5.0188966270e-04,6.1274171458e-04,6.9630492362e-04,7.8816876339e-04
8.6144000000e-02,3.9276088501e-04,5.0271832151e-04,6.1256920162e-04,6.9300978794e-04,7.8970850154e-04
8.7144000000e-02,3.9381629904e-04,5.0732236559e-04,6.1240134528e-04,6.9570101914e-04,7.8354845755e-04
8.8144000000e-02,3.9679587644e-04,5.0259710406e-04,6.1802144046e-04,6.9530491601e-04,7.8766919614e-04
8.9144000000e-02,3.9445720176e-04,5.0114489568e-04,6.1420643760e-04,7.0136804425e-04,7.8666853369e-04
9.0144000000e-02,3.9380680391e-04,5.0261303841e-04,6.1534949054e-04,7.0694135502e-04,7.9285695392e-04
9.1144000000e-02,3.8759153540e-04,5.0421695050e-04,6.0946491431e-04,7.1286500315e-04,7.9791228927e-04
9.2144000000e-02,3.8813333958e-04,5.0248931075e-04,6.0583381128e-04,7.0370253525e-04,8.0595258623e-04
9.3144000000e-02,3.8422294892e-04,4.9684371334e-04,6.0001686506e-04,7.0499816502e-04,7.9497549450e-04
9.4144000000e-02,3.8780301111e-04,4.9595109886e-04,6.0769525589e-04,7.0821937697e-04,7.9819263192e-04
9.5144000000e-02,3.8996971853e-04,4.9199821660e-04,6.0775080783e-04,7.0521440648e-04,8.0154321040e-04
9.6144000000e-02,3.8912865421e-04,5.0010352425e-04,6.0425321863e-04,7.0360372774e-04,7.9753983300e-04
9.7144000000e-02,3.8721911551e-04,4.9602880608e-04,6.0539630795e-04,6.9360372436e-04,7.9617260781e-04
9.8144000000e-02,3.8894268073e-04,4.9619851779e-04,6.0837417550e-04,6.9748515671e-04,7.8588811448e-04
9.9144000000e-02,3.9196722355e-04,4.9404352467e-04,6.1625680246e-04,6.8952977017e-04,7.8933349869e-04
1.0014400000e-01,3.9356571506e-04,4.9565740483e-04,6.1374463257e-04,6.9658133725e-04,7.8051380115e-04
1.0114400000e-01,3.9643586206e-04,4.9576654419e-04,6.1942642787e-04,6.9789239205e-04,7.8870441939e-04
1.0214400000e-01,3.8972084440e-04,5.0078971981e-04,6.1167382228e-04,6.9688889198e-04,7.8986195149e-04
1.0314400000e-01,3.9347163693e-04,5.0407572417e-04,6.1430662754e-04,6.9316789450e-04,7.9038967669e-04
1.0414400000e-01,3.9383357944e-04,5.0345941418e-04,6.1182938225e-04,6.9633359089e-04,7.8629389463e-04
1.0514400000e-01,3.9555143303e-04,5.0107864809e-04,6.1730119342e-04,6.9898247602e-04,7.8882716480e-04
1.0614400000e-01,3.9404989366e-04,5.0175745855e-04,6.1579557951e-04,7.0237976615e-04,7.9119548900e-04
1.0714400000e-01,3.9369908336e-04,5.0616697990e-04,6.1343045672e-04,7.0577196311e-04,7.9658973846e-04
1.0814400000e-01,3.8992315240e-04,5.0221337005e-04,6.0838210629e-04,6.9852445449e-04,8.0060235632e-04
1.0914400000e-01,3.8702342863e-04,5.0268263294e-04,6.0583075538e-04,7.0320675150e-04,7.9133526015e-04
1.1014400000e-01,3.8543417759e-04,4.9643673265e-04,6.0934475187e-04,7.0210990089e-04,7.9810153693e-04
1.1114400000e-01,3.8954542106e-04,4.9546684750e-04,6.0907801526e-04,7.0685106039e-04,7.9516234109e-04
1.1214400000e-01,3.8832997234e-04,4.9074991693e-04,6.0900201788e-04,7.0210284321e-04,8.0117075413e-04
1.1314400000e-01,3.8536603824e-04,4.9574915465e-04,6.0367125116e-04,7.0381800469e-04,7.9731318692e-04
1.1414400000e-01,3.8777379814e-04,4.9680587836e-04,6.0766204115e-04,7.0078000135e-04,7.9903220467e-04
1.1514400000e-01,3.8877773477e-04,4.9576243327e-04,6.0662161559e-04,6.9645546318e-04,7.9225668742e-04
1.1614400000e-01,3.9466744056e-04,4.9496331485e-04,6.1301689129e-04,6.9121510023e-04,7.8684955952e-04
1.1714400000e-01,3.9403956180e-04,4.9528800446e-04,6.1601604102e-04,6.9706715294e-04,7.8071811004e-04
1.1814400000e-01,3.9841619582e-04,5.0149548770e-04,6.2230050389e-04,6.9538458774e-04,7.9034623923e-04
1.1914400000e-01,3.9427097363e-04,5.0155031204e-04,6.1374121287e-04,6.9109300966e-04,7.8896780906e-04
1.2014400000e-01,3.9263017243e-04,5.0658607506e-04,6.1387385358e-04,6.9544934377e-04,7.8385943198e-04
1.2114400000e-01,3.9367467252e-04,4.9828606279e-04,6.1669044953e-04,6.9592693762e-04,7.8710625530e-04
1.2214400000e-01,3.9490030758e-04,5.0269794883e-04,6.1681508669e-04,7.0682006481e-04,7.8872595623e-04
1.2314400000e-01,3.9349655708e-04,5.0222868595e-04,6.1433442170e-04,7.0397341915e-04,7.9910983914e-04
1.2414400000e-01,3.9072918298e-04,5.0377395382e-04,6.0638027207e-04,7.1019087045e-04,7.9580473539e-04
1.2514400000e-01,3.8857106119e-04,5.0220009143e-04,6.0915353970e-04,7.0356967626e-04,8.0431782408e-04
1.2614400000e-01,3.8567319280e-04,5.0202648708e-04,6.0270678659e-04,7.0102709287e-04,7.9658115283e-04
1.2714400000e-01,3.9284568629e-04,4.9693950132e-04,6.1157137679e-04,7.0141744800e-04,7.9420664406e-04
1.2814400000e-01,3.8874757593e-04,4.9364887673e-04,6.0877180658e-04,7.0525471529e-04,7.9524070316e-04
1.2914400000e-01,3.8933645556e-04,4.9453767133e-04,6.0890266468e-04,7.0307483838e-04,7.9844787251e-04
1.3014400000e-01,3.8682988816e-04,4.9704965932e-04,6.0654558183e-04,7.0463633165e-04,7.9716308392e-04
1.3114400000e-01,3.8820180635e-04,4.9633468734e-04,6.0700560425e-04,6.9844150858e-04,7.9433018982e-04
1.3214400000e-01,3.8865684473e-04,4.9141330237e-04,6.0897535150e-04,6.9213543611e-04,7.8818789916e-04
1.3314400000e-01,3.9236554585e-04,4.9625017709e-04,6.1461170844e-04,7.0117261203e-04,7.8441153164e-04
1.3414400000e-01,3.9558810386e-04,4.9559112085e-04,6.1606107920e-04,6.9571127824e-04,7.9458783148e-04
1.3514400000e-01,3.9721198846e-04,5.0196667871e-04,6.1406113673e-04,6.9667032221e-04,7.8800621850e-04
1.3614400000e-01,3.9305225073e-04,5.0302176533e-04,6.1439306592e-04,6.9277397415e-04,7.8928947914e-04
1.3714400000e-01,3.9452283090e-04,5.0753980759e-04,6.1368118622e-04,6.9463589170e-04,7.8520031821e-04
1.3814400000e-01,3.9707592805e-04,5.0274113164e-04,6.1918573920e-04,6.9488436566e-04,7.8839671914e-04
1.3914400000e-01,3.9469548938e-04,5.0082984671e-04,6.1550650571e-04,6.9985690061e-04,7.8791512351e-04
1.4014400000e-01,3.9368911530e-04,5.0216796808e-04,6.1490522057e-04,7.0636444434e-04,7.9459248809e-04
1.4114400000e-01,3.8774011045e-04,5.0394712162e-04,6.1024955357e-04,7.1199901868e-04,7.9971512605e-04
1.4214400000e-01,3.8830075937e-04,5.0282091252e-04,6.0648781073e-04,7.0228350523e-04,8.0565405369e-04
1.4314400000e-01,3.8478938222e-04,4.9683101679e-04,6.0003858380e-04,7.0405592851e-04,7.9484969319e-04
1.4414400000e-01,3.8802154450e-04,4.9641203077e-04,6.0797297920e-04,7.0734407927e-04,7.9846562585e-04
1.4514400000e-01,3.8939168007e-04,4.9180049245e-04,6.0734342696e-04,7.0439302363e-04,8.0187244748e-04
1.4614400000e-01,3.8852369471e-04,5.0029902923e-04,6.0546259192e-04,7.0386260631e-04,7.9845325672e-04
1.4714400000e-01,3.8717957068e-04,4.9615824537e-04,6.0586600739e-04,6.9376641477e-04,7.9689008999e-04
1.4814400000e-01,3.8890979340e-04,4.9696940550e-04,6.0773349105e-04,6.9595655077e-04,7.8656645201e-04
1.4914400000e-01,3.9147947973e-04,4.9423986638e-04,6.1556478613e-04,6.8925422966e-04,7.8867356933e-04
1.5014400000e-01,3.9346683479e-04,4.9533158744e-04,6.1367121816e-04,6.9512789196e-04,7.8080709500e-04
1.5114400000e-01,3.9653867134e-04,4.9635320465e-04,6.1936952989e-04,6.9652785896e-04,7.8870813013e-04
1.5214400000e-01,3.8973543269e-04,5.0090740842e-04,6.1195183662e-04,6.9581554271e-04,7.9125617049e-04
1.5314400000e-01,3.9361788367e-04,5.0379767345e-04,6.1342783738e-04,6.9329886173e-04,7.9010656918e-04
1.5414400000e-01,3.9371130697e-04,5.0293310778e-04,6.1337254010e-04,6.9480061939e-04,7.8626842878e-04
1.5514400000e-01,3.9553309762e-04,5.0051894505e-04,6.1660553911e-04,6.9682515459e-04,7.8815246525e-04
1.5614400000e-01,3.9429774915e-04,5.0072503655e-04,6.1529528466e-04,7.0255373430e-04,7.9041579738e-04
1.5714400000e-01,3.9349273720e-04,5.0552964240e-04,6.1311591708e-04,7.0620917541e-04,7.9587123764e-04
1.5814400000e-01,3.8980211684e-04,5.0243852456e-04,6.0771009885e-04,6.9976988016e-04,8.0067264207e-04
1.5914400000e-01,3.8677047996e-04,5.0225942687e-04,6.0512342316e-04,7.0337766374e-04,7.9096527770e-04
1.6014400000e-01,3.8542166294e-04,4.9599391787e-04,6.0935188230e-04,7.0165420766e-04,7.9620644101e-04
1.6114400000e-01,3.8955113268e-04,4.9533082347e-04,6.0863123508e-04,7.0636531746e-04,7.9573947005e-04
1.6214400000e-01,3.8873709855e-04,4.9054600822e-04,6.0838476202e-04,7.0466187026e-04,8.0043166236e-04
1.6314400000e-01,3.8570353354e-04,4.9559792387e-04,6.0392652813e-04,7.0523208706e-04,7.9717123299e-04
1.6414400000e-01,3.8780908653e-04,4.9695372581e-04,6.0760372435e-04,6.9963462010e-04,7.9749828728e-04
1.6514400000e-01,3.8864138332e-04,4.9531365221e-04,6.0739337641e-04,6.9452398748e-04,7.9097284470e-04
1.6614400000e-01,3.9506008761e-04,4.9400696298e-04,6.1218219344e-04,6.8873087002e-04,7.8591707279e-04
1.6714400000e-01,3.9407506847e-04,4.9553538702e-04,6.1600752815e-04,6.9716166763e-04,7.8180652054e-04
1.6814400000e-01,3.9821501559e-04,5.0088889111e-04,6.2187900767e-04,6.9604742748e-04,7.9272052972e-04
1.6914400000e-01,3.9434362407e-04,5.0118971558e-04,6.1420607381e-04,6.9257992436e-04,7.8998004028e-04
1.7014400000e-01,3.9254082367e-04,5.0592148909e-04,6.1462982558e-04,6.9460700615e-04,7.8496283095e-04
1.7114400000e-01,3.9245398511e-04,4.9844064051e-04,6.1756552896e-04,6.9689354859e-04,7.8955679783e-04
1.7214400000e-01,3.9406670112e-04,5.0246504543e-04,6.1588318204e-04,7.0602931373e-04,7.9044511949e-04
1.7314400000e-01,3.9226510125e-04,5.0225069572e-04,6.1436861870e-04,7.0338930527e-04,8.0078127212e-04
1.7414400000e-01,3.8986523577e-04,5.0446222303e-04,6.0610294895e-04,7.0987043728e-04,7.9833058408e-04
1.7514400000e-01,3.8743728510e-04,5.0336071581e-04,6.0836391640e-04,7.0263769885e-04,8.0635494669e-04
1.7614400000e-01,3.8612561184e-04,5.0274982641e-04,6.0168265918e-04,7.0101763413e-04,7.9767298303e-04
1.7714400000e-01,3.9262704377e-04,4.9812148063e-04,6.0983446019e-04,7.0251997386e-04,7.9525358160e-04
1.7814400000e-01,3.8850135752e-04,4.9465412303e-04,6.0916085204e-04,7.0584028435e-04,7.9620949691e-04
1.7914400000e-01,3.8910839066e-04,4.9570222473e-04,6.0902857513e-04,7.0393973147e-04,8.0077195889e-04
1.8014400000e-01,3.8658577978e-04,4.9789898185e-04,6.0635135014e-04,7.0210648119e-04,7.9826102592e-04
1.8114400000e-01,3.8819209294e-04,4.9740570830e-04,6.0708003730e-04,6.9574794907e-04,7.9515404650e-04
