# Saved on 2025-07-02T09:55:59.459125
# Name: Evan
# Sample_ID: Batch5_Sample5_F5_TPTE09
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -1.5
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0008
#   num_level: 5
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.3
#   v_rst: -0.3
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.6
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_400.00 uS,Conductance_Target_500.00 uS,Conductance_Target_600.00 uS,Conductance_Target_700.00 uS,Conductance_Target_800.00 uS
2.5000144000e+01,3.8546048017e-04,4.9859630963e-04,6.1381775595e-04,6.8418637966e-04,7.8425131505e-04
2.6000144000e+01,3.8299320295e-04,4.9569989642e-04,6.1393118813e-04,6.8735942477e-04,7.8133329225e-04
2.7000144000e+01,3.8701971789e-04,4.9106878578e-04,6.1406171881e-04,6.8413668487e-04,7.7595228504e-04
2.8000144000e+01,3.8920636143e-04,4.9299440434e-04,6.1417282268e-04,6.8571578595e-04,7.8560449765e-04
2.9000144000e+01,3.8780595787e-04,4.9390560889e-04,6.1322287365e-04,6.8584064138e-04,7.8893273894e-04
3.0000144000e+01,3.8779264287e-04,4.9278256483e-04,6.1300866946e-04,6.8415771239e-04,7.8478064097e-04
3.1000144000e+01,3.8740552554e-04,4.9407000915e-04,6.1470040237e-04,6.8794004619e-04,7.8875804320e-04
3.2000144000e+01,3.8945850974e-04,4.9183916417e-04,6.1465289036e-04,6.8623950938e-04,7.8860764916e-04
3.3000144000e+01,3.8961465179e-04,4.9025493354e-04,6.1353079218e-04,6.8495501182e-04,7.8712393588e-04
3.4000144000e+01,3.9024260332e-04,4.8936930398e-04,6.1445069150e-04,6.8233450293e-04,7.8466553532e-04
3.5000144000e+01,3.8876067265e-04,4.8892103223e-04,6.1738617660e-04,6.8183690018e-04,7.8873650637e-04
3.6000144000e+01,3.8710750232e-04,4.8871603212e-04,6.2002996856e-04,6.8227855081e-04,7.8889650467e-04
3.7000144000e+01,3.8693575334e-04,4.8620648158e-04,6.1842336436e-04,6.8002016633e-04,7.8737626609e-04
3.8000144000e+01,3.8751644752e-04,4.9251306336e-04,6.1837061367e-04,6.7976347054e-04,7.8610246419e-04
3.9000144000e+01,3.8723206671e-04,4.9007161579e-04,6.1664119130e-04,6.8363668106e-04,7.8274650150e-04
4.0000144000e+01,3.8694535760e-04,4.8740708735e-04,6.1764170823e-04,6.8099703640e-04,7.7992437582e-04
4.1000144000e+01,3.8643942389e-04,4.8892910854e-04,6.1630475102e-04,6.8151079176e-04,7.8197102994e-04
4.2000144000e+01,3.8698406570e-04,4.8993129894e-04,6.1598271714e-04,6.8096953328e-04,7.8588775068e-04
4.3000144000e+01,3.8494959881e-04,4.8823578254e-04,6.1577411543e-04,6.8369707151e-04,7.8626755567e-04
4.4000144000e+01,3.8635742385e-04,4.8857182264e-04,6.1765516875e-04,6.8547560659e-04,7.8669800132e-04
4.5000144000e+01,3.9176760765e-04,4.9390055210e-04,6.1639468186e-04,6.8571680458e-04,7.8590957855e-04
4.6000144000e+01,3.8988513552e-04,4.9394860980e-04,6.1675280449e-04,6.8902321800e-04,7.8558157838e-04
4.7000144000e+01,3.8844504161e-04,4.9255289923e-04,6.1602877395e-04,6.8272711360e-04,7.8797907918e-04
4.8000144000e+01,3.8704238250e-04,4.9183476222e-04,6.1562641349e-04,6.8308298069e-04,7.8819306509e-04
4.9000144000e+01,3.8672296796e-04,4.9232472520e-04,6.1484824982e-04,6.8632623879e-04,7.8922646935e-04
5.0000144000e+01,3.9056001697e-04,4.9298410886e-04,6.1517413997e-04,6.8774352258e-04,7.8769786342e-04
5.1000144000e+01,3.8364305510e-04,4.9254485930e-04,6.1034777900e-04,6.8240246037e-04,7.8512734035e-04
5.2000144000e+01,3.8277539716e-04,4.9171176215e-04,6.1111721152e-04,6.8438828748e-04,7.8626660979e-04
5.3000144000e+01,3.8239766582e-04,4.8846930440e-04,6.1250793806e-04,6.8648820161e-04,7.8378623584e-04
5.4000144000e+01,3.8225851313e-04,4.9096488510e-04,6.1100698076e-04,6.8338282290e-04,7.8578348621e-04
5.5000144000e+01,3.8112317270e-04,4.9157719332e-04,6.0640413722e-04,6.8759196438e-04,7.8488090367e-04
5.6000144000e+01,3.7904192141e-04,4.9083319027e-04,6.0247759393e-04,6.8602363172e-04,7.8363569628e-04
5.7000144000e+01,3.8584155845e-04,4.9182446674e-04,6.0503436544e-04,6.8260284024e-04,7.8468379797e-04
5.8000144000e+01,3.8641948777e-04,4.9223144742e-04,6.0880676756e-04,6.9153124059e-04,7.8616678366e-04
5.9000144000e+01,3.8619611587e-04,4.9268084695e-04,6.0718721215e-04,6.8457949965e-04,7.8808800026e-04
6.0000144000e+01,3.8644950109e-04,4.9214686442e-04,6.0469876189e-04,6.7579290771e-04,7.8606302850e-04
6.1000144000e+01,3.8525326090e-04,4.9333306379e-04,6.0786511312e-04,6.7963730544e-04,7.8696029959e-04
6.2000144000e+01,3.8577643863e-04,4.9268495786e-04,6.0479429521e-04,6.8544992246e-04,7.8817953181e-04
6.3000144000e+01,3.8540478272e-04,4.9360191042e-04,6.0272752307e-04,6.8447836384e-04,7.8556244262e-04
6.4000144000e+01,3.8485624827e-04,4.9189271522e-04,5.9969912400e-04,6.8213601480e-04,7.8705837950e-04
6.5000144000e+01,3.8725545892e-04,4.9369064072e-04,6.0194925027e-04,6.8269902840e-04,7.8672324889e-04
6.6000144000e+01,3.8681104343e-04,4.9234793551e-04,6.1313425249e-04,6.8519919296e-04,7.8658726125e-04
6.7000144000e+01,3.8191108615e-04,4.9265920097e-04,6.0525337176e-04,6.8020264735e-04,7.8687138739e-04
6.8000144000e+01,3.8066860725e-04,4.9465634220e-04,6.0919304815e-04,6.8724708399e-04,7.8459888755e-04
6.9000144000e+01,3.8036399928e-04,4.9375459639e-04,6.0730853875e-04,6.8986824772e-04,7.8536955698e-04
7.0000144000e+01,3.8229445636e-04,4.9201044021e-04,6.0766651586e-04,6.9075482315e-04,7.8478595242e-04
7.1000144000e+01,3.8350728573e-04,4.9256541388e-04,6.0774666053e-04,6.9000328949e-04,7.8363133071e-04
7.2000144000e+01,3.8474005123e-04,4.9144582590e-04,6.0838905483e-04,6.9230023655e-04,7.8304903582e-04
7.3000144000e+01,3.9315149479e-04,4.9130379921e-04,6.0758506152e-04,6.9059526140e-04,7.8748664237e-04
7.4000144000e+01,3.9441674744e-04,4.9183494411e-04,6.0600134020e-04,6.9046007411e-04,7.8716977441e-04
7.5000144000e+01,3.9534832467e-04,4.9230471632e-04,6.0274705902e-04,6.9078239903e-04,7.8550372564e-04
7.6000144000e+01,3.9544876927e-04,4.9186695833e-04,6.0237129219e-04,6.9326953962e-04,7.8682336607e-04
7.7000144000e+01,3.9380036469e-04,4.9196238251e-04,6.0223130276e-04,6.9249726948e-04,7.9007972090e-04
7.8000144000e+01,3.9730635763e-04,4.9161910283e-04,6.0303180362e-04,6.9603360316e-04,7.8664554167e-04
7.9000144000e+01,4.0031041863e-04,4.9052912800e-04,6.0134345404e-04,6.9617475674e-04,7.8813922300e-04
8.0000144000e+01,4.0051389078e-04,4.9056638090e-04,6.0180776927e-04,6.9336303568e-04,7.8765333456e-04
8.1000144000e+01,3.9892853238e-04,4.8947811592e-04,6.0263195337e-04,6.9068511948e-04,7.9129167716e-04
8.2000144000e+01,4.0012168029e-04,4.9353930081e-04,6.0240003222e-04,6.8907545938e-04,7.9322286183e-04
8.3000144000e+01,4.0048496885e-04,4.9266069254e-04,6.0223610490e-04,6.8991939770e-04,7.7876393334e-04
8.4000144000e+01,4.0092611016e-04,4.9460668379e-04,6.0184072936e-04,6.8914734584e-04,7.7905147919e-04
8.5000144000e+01,4.0289014578e-04,4.9284408306e-04,6.0253380070e-04,6.9084140705e-04,7.8297431173e-04
8.6000144000e+01,3.9434125938e-04,4.9085687351e-04,6.0576960095e-04,6.9145455200e-04,7.8404234955e-04
8.7000144000e+01,3.9591930545e-04,4.9289108574e-04,6.0727867094e-04,6.9014138717e-04,7.8562472481e-04
8.8000144000e+01,3.8588117604e-04,4.8833899200e-04,6.0714395659e-04,6.9301306212e-04,7.8744145867e-04
8.9000144000e+01,3.8728176150e-04,4.9030357332e-04,6.0758371546e-04,6.9105066359e-04,7.8621364082e-04
9.0000144000e+01,3.9773916797e-04,4.9209807912e-04,6.0739155742e-04,6.9494628406e-04,7.9044169979e-04
9.1000144000e+01,4.0354603698e-04,4.9608566769e-04,6.0467315052e-04,6.9297188020e-04,7.8592107457e-04
9.2000144000e+01,4.0300586988e-04,4.9552418204e-04,6.0664326156e-04,6.9432317105e-04,7.8732555266e-04
9.3000144000e+01,4.0052775148e-04,4.9876649427e-04,6.0724916693e-04,6.9061694376e-04,7.9436933447e-04
9.4000144000e+01,3.9902010030e-04,4.9880236475e-04,6.0506390582e-04,6.9154091761e-04,7.9699835624e-04
9.5000144000e+01,3.9503858716e-04,4.9854334065e-04,6.0723465140e-04,6.9228415668e-04,7.9524121247e-04
9.6000144000e+01,3.9391150494e-04,5.0026363169e-04,6.0550239141e-04,6.9295834692e-04,7.9629942775e-04
9.7000144000e+01,3.8462381781e-04,5.0026505050e-04,6.0736707383e-04,6.9112218625e-04,7.9607612861e-04
9.8000144000e+01,3.9062982978e-04,4.9899055739e-04,6.1194572481e-04,6.9142974098e-04,7.9494253441e-04
9.9000144000e+01,3.8502152165e-04,4.9755515647e-04,6.0435249907e-04,6.8872912379e-04,7.9691286373e-04
1.0000014400e+02,3.9218612073e-04,4.9820613640e-04,5.9901904024e-04,6.8998633651e-04,7.9584002378e-04
1.0100014400e+02,3.8934293116e-04,4.9852082157e-04,5.9864782088e-04,6.9252666435e-04,7.9600031313e-04
1.0200014400e+02,3.8673548261e-04,4.9585440138e-04,5.9923033405e-04,6.9504334533e-04,7.9494740930e-04
1.0300014400e+02,3.9046946767e-04,5.0257178373e-04,6.0042893892e-04,6.9644229370e-04,7.9596393334e-04
1.0400014400e+02,3.8146634324e-04,5.0066293625e-04,6.0292481066e-04,6.9684458140e-04,7.9509387433e-04
1.0500014400e+02,3.8299669541e-04,4.9907572247e-04,6.0279671743e-04,6.9255205744e-04,7.9412442574e-04
1.0600014400e+02,3.8632806536e-04,4.9880156439e-04,6.0331451095e-04,6.9216381235e-04,7.9398771049e-04
1.0700014400e+02,3.9393773477e-04,4.9799939006e-04,6.0542424762e-04,6.9353714935e-04,7.9535027908e-04
1.0800014400e+02,3.9209920942e-04,4.9485432100e-04,6.0607293562e-04,6.9315989094e-04,7.9599594756e-04
1.0900014400e+02,3.9195670979e-04,4.9256032071e-04,6.0592450609e-04,6.9186622568e-04,7.9440949776e-04
1.1000014400e+02,3.9380753151e-04,4.9179518101e-04,6.0603015299e-04,6.8887107773e-04,7.9374214693e-04
1.1100014400e+02,3.9104201278e-04,4.9157479225e-04,6.0654620029e-04,6.9188135967e-04,7.9281577200e-04
1.1200014400e+02,3.9750269934e-04,4.9093021516e-04,6.0596044932e-04,6.9295136200e-04,7.9325967818e-04
1.1300014400e+02,3.9025970182e-04,4.9195423344e-04,6.0486647271e-04,6.9103101850e-04,7.9172306869e-04
1.1400014400e+02,3.8854170270e-04,4.8812329624e-04,6.0515882069e-04,6.9306581281e-04,7.8913886682e-04
1.1500014400e+02,3.8935206248e-04,4.9129965191e-04,6.0565002059e-04,6.9205161708e-04,7.8186385508e-04
1.1600014400e+02,3.8191552449e-04,4.9274025514e-04,6.0483340349e-04,6.9157787948e-04,7.8878911154e-04
1.1700014400e+02,3.7951773265e-04,4.9357062380e-04,6.0479058448e-04,6.8778957939e-04,7.8319542808e-04
1.1800014400e+02,3.8983707782e-04,4.9268895964e-04,6.0438916989e-04,6.8433757406e-04,7.8459852375e-04
1.1900014400e+02,3.9111371734e-04,4.9213846069e-04,6.0496851802e-04,6.8297129474e-04,7.8269462392e-04
1.2000014400e+02,3.7711404730e-04,4.9219790526e-04,6.0509264586e-04,6.8643304985e-04,7.7987591794e-04
1.2100014400e+02,3.7656307541e-04,4.9271351600e-04,6.0497139202e-04,6.8490342528e-04,7.7561722719e-04
1.2200014400e+02,3.7510842958e-04,4.9118982133e-04,6.0436010244e-04,6.8481698690e-04,7.8827077232e-04
1.2300014400e+02,3.7380694266e-04,4.9789170589e-04,6.0353162553e-04,6.8430475949e-04,7.8597833635e-04
1.2400014400e+02,3.7623245589e-04,4.9098405725e-04,6.0375023168e-04,6.8366171035e-04,7.9001685663e-04
1.2500014400e+02,3.7378260458e-04,4.8654645070e-04,6.0211667005e-04,6.7977802246e-04,7.8590819612e-04
1.2600014400e+02,3.7362551666e-04,4.8657017032e-04,6.0163361923e-04,6.7966320785e-04,7.8797645983e-04
1.2700014400e+02,3.7196623452e-04,4.8829253501e-04,6.0049598687e-04,6.7749548180e-04,7.8768542153e-04
1.2800014400e+02,3.7070767576e-04,4.9004138418e-04,5.9945643443e-04,6.8101595389e-04,7.8751698311e-04
1.2900014400e+02,3.6993482354e-04,4.8958445404e-04,5.9786605561e-04,6.8277317041e-04,7.7984426753e-04
1.3000014400e+02,3.7079535105e-04,4.9136000598e-04,6.0233618569e-04,6.9022884418e-04,7.8451914305e-04
1.3100014400e+02,3.7105230149e-04,4.9157857575e-04,6.0930971813e-04,6.8312641815e-04,7.8580531408e-04
1.3200014400e+02,3.7048008380e-04,4.9091038818e-04,6.0439768276e-04,6.8387824285e-04,7.8533354099e-04
1.3300014400e+02,3.7014146073e-04,4.9445174227e-04,6.0681399191e-04,6.8798515713e-04,7.8591976489e-04
1.3400014400e+02,3.6861772969e-04,4.9000311265e-04,6.0549908085e-04,6.8511828431e-04,7.8595498053e-04
1.3500014400e+02,3.6970228393e-04,4.9846286856e-04,6.0648126237e-04,6.8541346991e-04,7.9243349319e-04
1.3600014400e+02,3.7015284761e-04,5.0296737754e-04,6.0411122831e-04,6.8868939707e-04,7.9208046373e-04
1.3700014400e+02,3.6803881812e-04,5.0392947742e-04,6.0612324887e-04,6.8650006142e-04,7.9348130384e-04
1.3800014400e+02,3.7072470150e-04,5.0297770940e-04,6.0090351326e-04,6.8416367867e-04,7.9400560935e-04
1.3900014400e+02,3.7049852835e-04,5.0272468798e-04,6.0247013607e-04,6.8427420047e-04,7.9760575318e-04
1.4000014400e+02,3.6874283978e-04,5.0441070925e-04,6.0254904383e-04,6.8702611316e-04,8.0376405094e-04
1.4100014400e+02,3.6901976273e-04,5.0450777053e-04,6.0327096435e-04,6.8242174166e-04,7.9001321865e-04
1.4200014400e+02,3.7102490751e-04,5.0526090490e-04,6.0620186559e-04,6.7884880991e-04,7.9446319432e-04
1.4300014400e+02,3.7173766032e-04,5.0190083130e-04,6.0570113419e-04,6.7854351073e-04,7.9244935478e-04
1.4400014400e+02,3.7048874219e-04,5.0155074860e-04,6.0447804572e-04,6.8059365731e-04,7.9656841990e-04
1.4500014400e+02,3.7207555579e-04,5.0325204938e-04,6.0541009589e-04,6.7966320785e-04,7.9361525422e-04
1.4600014400e+02,3.7233679905e-04,5.0254817324e-04,6.0934322391e-04,6.8173634645e-04,7.9727251432e-04
1.4700014400e+02,3.7178040657e-04,5.0151305913e-04,6.1385202571e-04,6.8038396421e-04,7.9279343481e-04
1.4800014400e+02,3.6888632167e-04,5.0282833399e-04,6.1134669522e-04,6.8171066232e-04,7.9372664914e-04
1.4900014400e+02,3.7095996959e-04,5.0133076002e-04,6.1084574554e-04,6.8419329182e-04,7.9497498518e-04
1.5000014400e+02,3.7101970520e-04,5.0817150623e-04,6.1036036641e-04,6.8199988164e-04,8.0107500253e-04
1.5100014400e+02,3.6907691538e-04,5.0598831876e-04,6.1118509620e-04,6.8169967562e-04,8.0012156104e-04
1.5200014400e+02,3.6997415009e-04,5.0469923735e-04,6.1332328187e-04,6.8130182626e-04,7.9837627709e-04
1.5300014400e+02,3.7238187360e-04,5.0245256716e-04,6.1587197706e-04,6.8231202022e-04,7.9660640040e-04
1.5400014400e+02,3.7251920730e-04,5.0236529205e-04,6.1729173467e-04,6.8317851401e-04,7.9678844486e-04
1.5500014400e+02,3.7197249185e-04,5.0371749239e-04,6.1768754676e-04,6.8375120463e-04,7.9526871559e-04
1.5600014400e+02,3.7312587665e-04,5.0035738241e-04,6.0668600781e-04,6.8534187449e-04,7.9395584180e-04
1.5700014400e+02,3.7320925912e-04,4.9669466534e-04,6.1262508098e-04,6.8835790444e-04,7.9555211414e-04
1.5800014400e+02,3.7390174839e-04,4.9770093028e-04,6.1184524384e-04,6.9221292506e-04,7.9715748143e-04
1.5900014400e+02,3.7405454350e-04,4.9602193030e-04,6.1421698774e-04,6.8866742367e-04,7.9282035585e-04
1.6000014400e+02,3.7256173528e-04,4.9743484851e-04,6.1134189309e-04,6.8940149504e-04,7.9344252299e-04
1.6100014400e+02,3.7572590372e-04,4.9566420785e-04,6.1246260884e-04,6.8822788307e-04,7.8995311924e-04
1.6200014400e+02,3.7074729335e-04,4.9609952839e-04,6.1304846895e-04,6.9112458732e-04,7.8278848378e-04
1.6300014400e+02,3.6866069422e-04,4.9424732424e-04,6.1059712607e-04,6.8919587648e-04,7.8899545770e-04
1.6400014400e+02,3.6569654185e-04,4.9343074352e-04,6.1406193709e-04,6.9665700721e-04,7.8447381384e-04
1.6500014400e+02,3.6575595004e-04,4.9625359679e-04,6.1705701228e-04,6.9275134592e-04,7.8770382970e-04
1.6600014400e+02,3.6548673961e-04,4.9848717026e-04,6.1383048887e-04,6.8968489359e-04,7.8584998846e-04
1.6700014400e+02,3.6693811126e-04,4.9750426115e-04,6.1411337811e-04,6.9100962719e-04,7.8085351561e-04
1.6800014400e+02,3.6772122257e-04,4.9678794312e-04,6.1309299781e-04,6.9041765528e-04,7.7939264884e-04
1.6900014400e+02,3.6830042518e-04,4.9806450988e-04,6.1243401433e-04,6.9009132858e-04,7.8356839367e-04
1.7000014400e+02,3.6999623262e-04,4.9818449043e-04,6.1238082708e-04,6.8945984822e-04,7.8329736425e-04
1.7100014400e+02,3.6962726881e-04,4.9854457757e-04,6.1169368564e-04,6.9719048042e-04,7.8725875937e-04
1.7200014400e+02,3.6961693695e-04,4.9754366046e-04,6.1316910433e-04,6.9065805292e-04,7.8829492850e-04
1.7300014400e+02,3.7088979298e-04,5.0147733418e-04,6.1201484641e-04,6.9053501647e-04,7.8610690252e-04
1.7400014400e+02,3.7022960896e-04,4.9700531235e-04,6.1268467107e-04,6.8962239311e-04,7.8794313595e-04
1.7500014400e+02,3.6900190025e-04,4.9290199968e-04,6.1344995629e-04,6.8545297836e-04,7.8078272054e-04
1.7600014400e+02,3.7226876884e-04,4.9518333981e-04,6.1000249843e-04,6.8807166826e-04,7.8527002188e-04
1.7700014400e+02,3.7515634176e-04,4.9525257054e-04,6.0644604673e-04,6.9425310357e-04,7.8224897152e-04
1.7800014400e+02,3.7441823224e-04,4.9749622121e-04,6.0400649090e-04,6.9112757046e-04,7.8225755715e-04
