Time (s),Voltage (V),Current (A)
3.83049,0.075,1.467e-11
3.86016,0.074,-5.973e-10
3.8899,0.073,1.9141e-10
3.9196,0.072,4.5538e-10
3.94931,0.071,-5.415e-11
3.97903,0.07,-9.17e-12
4.00873,0.069,-2.7169e-10
4.03845,0.068,-1.0921e-10
4.06817,0.067,5.2861e-10
4.09789,0.066,-1.2659e-10
4.12761,0.065,-6.3093e-10
4.15732,0.064,1.7326e-10
4.18702,0.063,2.1682e-10
4.21672,0.062,1.1175e-10
4.24642,0.061,1.7414e-10
4.27614,0.06,-4.1032e-10
4.30582,0.059,1.946e-11
4.33551,0.058,6.1111e-10
4.36521,0.057,-1.4423e-10
4.39492,0.056,-3.9807e-10
4.42462,0.055,5.238e-11
4.45433,0.054,-2.656e-11
4.48403,0.053,2.8355e-10
4.51373,0.052,1.1648e-10
4.54343,0.051,-5.5503e-10
4.57318,0.05,1.3215e-10
4.60288,0.049,6.1566e-10
4.63258,0.048,-1.5235e-10
4.66228,0.047,-1.7554e-10
4.69198,0.046,-1.1092e-10
4.72175,0.045,-1.73e-10
4.75145,0.044,4.6286e-10
4.78116,0.043,-3.78e-11
4.81085,0.042,-6.2168e-10
4.84055,0.041,2.1408e-10
4.87025,0.04,3.5583e-10
4.89995,0.039,-2.815e-11
4.92965,0.038,9.839e-11
4.95935,0.037,-3.4583e-10
4.98907,0.036,-1.18e-10
5.01878,0.035,5.9947e-10
5.04847,0.034,-1.4615e-10
5.07819,0.033,-5.6486e-10
5.10794,0.032,1.6304e-10
5.13766,0.031,8.641e-11
5.16738,0.03,2.1594e-10
5.19708,0.029,1.5857e-10
5.22678,0.028,-5.0009e-10
5.25647,0.027,7.462e-11
5.28619,0.026,6.1632e-10
5.31589,0.025,-2.1106e-10
5.34559,0.024,-2.978e-10
5.37528,0.023,-1.426e-11
5.40499,0.022,-1.7605e-10
5.43468,0.021,3.9328e-10
5.46438,0.02,7.381e-11
5.49408,0.019,-5.9714e-10
5.52379,0.018,1.9831e-10
5.5535,0.017,4.9408e-10
5.58321,0.016,-1.1432e-10
5.61291,0.015,-4.473e-11
5.64259,0.014,-2.5073e-10
5.67228,0.013,-1.4634e-10
5.70199,0.012,4.9812e-10
5.73166,0.011,-1.0472e-10
5.76136,0.01,-6.1231e-10
5.79106,0.009,2.4288e-10
5.82077,0.008,2.9524e-10
5.85047,0.007,4.481e-11
5.88017,0.006,1.582e-10
5.90985,0.005,-3.832e-10
5.93954,0.004,-6.69e-11
5.96925,0.003,5.8484e-10
5.99897,0.002,-1.8985e-10
6.02869,0.001,-4.981e-10
6.05838,0.0,1.0193e-10
