Time (s),Voltage (V),Current (A)
1.01552,0.48,4.4438e-05
1.02119,0.47,4.2716e-05
1.02686,0.46,4.146e-05
1.03252,0.45,3.9674e-05
1.0382,0.44,3.8078e-05
1.04386,0.43,3.6772e-05
1.04951,0.42,3.5472e-05
1.05517,0.41,3.3924e-05
1.06082,0.4,3.258e-05
1.06648,0.39,3.1346e-05
1.07214,0.38,3.021e-05
1.0778,0.37,2.8838e-05
1.08346,0.36,2.759e-05
1.08912,0.35,2.6414e-05
1.09478,0.34,2.5164e-05
1.10044,0.33,2.411e-05
1.10609,0.32,2.2876e-05
1.11176,0.31,2.186e-05
1.11743,0.3,2.0904e-05
1.12307,0.29,1.9876e-05
1.12881,0.28,1.902e-05
1.13448,0.27,1.8126e-05
1.14014,0.26,1.7008e-05
1.1458,0.25,1.615e-05
1.15147,0.24,1.5258e-05
1.15713,0.23,1.4404e-05
1.16278,0.22,1.3608e-05
1.16845,0.21,1.2836e-05
1.17412,0.2,1.2024e-05
1.17978,0.19,1.1266e-05
1.18544,0.18,1.0546e-05
1.19693,0.17,9.8305e-06
1.20347,0.16,9.0645e-06
1.21003,0.15,8.4287e-06
1.21657,0.14,7.7679e-06
1.2231,0.13,7.1321e-06
1.22965,0.12,6.4958e-06
1.2362,0.11,5.8929e-06
1.24275,0.1,5.2631e-06
1.24931,0.09,4.7091e-06
1.25585,0.08,4.156e-06
1.2624,0.07,3.596e-06
1.26896,0.06,3.0776e-06
1.2755,0.05,2.4968e-06
1.28204,0.04,2.0236e-06
1.2886,0.03,1.4911e-06
1.30395,0.02,9.512e-07
1.30982,0.01,4.8318e-07
1.32659,0.0,-3.279e-09
