# Saved on 2025-06-27T16:56:46.894459
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 1
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.5
#   Neg_Voltage: -2.5
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A)
-1.5250000000e+00,6.6140000000e-03
-1.5500000000e+00,6.7356000000e-03
-1.5750000000e+00,6.8520000000e-03
-1.6000000000e+00,6.9712000000e-03
-1.6250000000e+00,7.0920000000e-03
-1.6500000000e+00,7.2132000000e-03
-1.6750000000e+00,7.3308000000e-03
-1.7000000000e+00,7.4500000000e-03
-1.7250000000e+00,7.5650000000e-03
-1.7500000000e+00,7.6854000000e-03
-1.7750000000e+00,7.8046000000e-03
-1.8000000000e+00,7.9210000000e-03
-1.8250000000e+00,8.0396000000e-03
-1.8500000000e+00,8.1596000000e-03
-1.8750000000e+00,8.2706000000e-03
-1.9000000000e+00,8.3932000000e-03
-1.9250000000e+00,8.5126000000e-03
-1.9500000000e+00,8.6308000000e-03
-1.9750000000e+00,8.7504000000e-03
-2.0000000000e+00,8.8696000000e-03
-2.0250000000e+00,8.9884000000e-03
-2.0500000000e+00,9.1092000000e-03
-2.0750000000e+00,9.2210000000e-03
-2.1000000000e+00,9.3466000000e-03
-2.1250000000e+00,9.4674000000e-03
-2.1500000000e+00,9.5800000000e-03
-2.1750000000e+00,9.7040000000e-03
-2.2000000000e+00,9.8218000000e-03
-2.2250000000e+00,9.9350000000e-03
-2.2500000000e+00,1.0056000000e-02
-2.2750000000e+00,1.0176400000e-02
-2.3000000000e+00,1.0296000000e-02
-2.3250000000e+00,1.0412000000e-02
-2.3500000000e+00,1.0533600000e-02
-2.3750000000e+00,1.0655000000e-02
-2.4000000000e+00,1.0772400000e-02
-2.4250000000e+00,1.0896800000e-02
-2.4500000000e+00,1.1023800000e-02
-2.4750000000e+00,1.1149200000e-02
-2.5000000000e+00,1.1267400000e-02
-2.5000000000e+00,1.1263200000e-02
-2.4750000000e+00,1.1158600000e-02
-2.4500000000e+00,1.1049400000e-02
-2.4250000000e+00,1.0925200000e-02
-2.4000000000e+00,1.0800800000e-02
-2.3750000000e+00,1.0677400000e-02
-2.3500000000e+00,1.0548200000e-02
-2.3250000000e+00,1.0429400000e-02
-2.3000000000e+00,1.0310800000e-02
-2.2750000000e+00,1.0182800000e-02
-2.2500000000e+00,1.0052000000e-02
-2.2250000000e+00,9.9222000000e-03
-2.2000000000e+00,9.7886000000e-03
-2.1750000000e+00,9.6550000000e-03
-2.1500000000e+00,9.5154000000e-03
-2.1250000000e+00,9.3930000000e-03
-2.1000000000e+00,9.2742000000e-03
-2.0750000000e+00,9.1462000000e-03
-2.0500000000e+00,9.0298000000e-03
-2.0250000000e+00,8.9148000000e-03
-2.0000000000e+00,8.7984000000e-03
-1.9750000000e+00,8.6830000000e-03
-1.9500000000e+00,8.5696000000e-03
-1.9250000000e+00,8.4538000000e-03
-1.9000000000e+00,8.3394000000e-03
-1.8750000000e+00,8.2284000000e-03
-1.8500000000e+00,8.1166000000e-03
-1.8250000000e+00,8.0036000000e-03
-1.8000000000e+00,7.8836000000e-03
-1.7750000000e+00,7.7706000000e-03
-1.7500000000e+00,7.6552000000e-03
-1.7250000000e+00,7.5404000000e-03
-1.7000000000e+00,7.4266000000e-03
-1.6750000000e+00,7.3118000000e-03
-1.6500000000e+00,7.1940000000e-03
-1.6250000000e+00,7.0742000000e-03
-1.6000000000e+00,6.9652000000e-03
-1.5750000000e+00,6.8508000000e-03
-1.5500000000e+00,6.7352000000e-03
-1.5250000000e+00,6.6200000000e-03
-1.5000000000e+00,6.5006000000e-03
-1.4750000000e+00,6.3874000000e-03
-1.4500000000e+00,6.2702000000e-03
-1.4250000000e+00,6.1568000000e-03
-1.4000000000e+00,6.0410000000e-03
-1.3750000000e+00,5.9214000000e-03
-1.3500000000e+00,5.8080000000e-03
-1.3250000000e+00,5.6936000000e-03
-1.3000000000e+00,5.5758000000e-03
-1.2750000000e+00,5.4628000000e-03
-1.2500000000e+00,5.3482000000e-03
-1.2250000000e+00,5.2306000000e-03
-1.2000000000e+00,5.1076000000e-03
-1.1750000000e+00,4.9980000000e-03
-1.1500000000e+00,4.8832000000e-03
-1.1250000000e+00,4.7694000000e-03
-1.1000000000e+00,4.6538000000e-03
-1.0750000000e+00,4.5380000000e-03
-1.0500000000e+00,4.4238000000e-03
-1.0250000000e+00,4.3046000000e-03
-1.0000000000e+00,4.1942000000e-03
-9.7500000000e-01,4.0820000000e-03
-9.5000000000e-01,3.9668000000e-03
-9.2500000000e-01,3.8522000000e-03
-9.0000000000e-01,3.7374000000e-03
-8.7500000000e-01,3.6230000000e-03
-8.5000000000e-01,3.5118000000e-03
-8.2500000000e-01,3.3988000000e-03
-8.0000000000e-01,3.2862000000e-03
-7.7500000000e-01,3.1710000000e-03
-7.5000000000e-01,3.0576000000e-03
-7.2500000000e-01,2.9460000000e-03
-7.0000000000e-01,2.8398000000e-03
-6.7500000000e-01,2.7264000000e-03
-6.5000000000e-01,2.6166000000e-03
-6.2500000000e-01,2.5078000000e-03
-6.0000000000e-01,2.3950000000e-03
-5.7500000000e-01,2.2866000000e-03
-5.5000000000e-01,2.1830000000e-03
-5.2500000000e-01,2.0726000000e-03
-5.0000000000e-01,1.9642000000e-03
-4.7500000000e-01,1.8572000000e-03
-4.5000000000e-01,1.7486000000e-03
-4.2500000000e-01,1.6458000000e-03
-4.0000000000e-01,1.5412000000e-03
-3.7500000000e-01,1.4382000000e-03
-3.5000000000e-01,1.3350000000e-03
-3.2500000000e-01,1.2312000000e-03
-3.0000000000e-01,1.1340800000e-03
-2.7500000000e-01,1.0312000000e-03
-2.5000000000e-01,9.3242000000e-04
-2.2500000000e-01,8.3808000000e-04
-2.0000000000e-01,7.4120000000e-04
-1.7500000000e-01,6.4696000000e-04
-1.5000000000e-01,5.5074000000e-04
-1.2500000000e-01,4.5676000000e-04
-1.0000000000e-01,3.6438000000e-04
-7.5000000000e-02,2.7202000000e-04
-5.0000000000e-02,1.8310000000e-04
-2.5000000000e-02,8.8984000000e-05
0.0000000000e+00,2.5056000000e-07
0.0000000000e+00,-1.3602000000e-06
5.0000000000e-03,1.8270000000e-05
1.0000000000e-02,3.7732000000e-05
1.5000000000e-02,5.3564000000e-05
2.0000000000e-02,7.0998000000e-05
2.5000000000e-02,8.6380000000e-05
3.0000000000e-02,1.0663000000e-04
3.5000000000e-02,1.2438000000e-04
4.0000000000e-02,1.4410000000e-04
4.5000000000e-02,1.6166000000e-04
5.0000000000e-02,1.8398000000e-04
5.5000000000e-02,1.9962000000e-04
6.0000000000e-02,2.1570000000e-04
6.5000000000e-02,2.3474000000e-04
7.0000000000e-02,2.5406000000e-04
7.5000000000e-02,2.7092000000e-04
8.0000000000e-02,2.8946000000e-04
8.5000000000e-02,3.0600000000e-04
9.0000000000e-02,3.2228000000e-04
9.5000000000e-02,3.4490000000e-04
1.0000000000e-01,3.6186000000e-04
1.0500000000e-01,3.7922000000e-04
1.1000000000e-01,3.9864000000e-04
1.1500000000e-01,4.1702000000e-04
1.2000000000e-01,4.3510000000e-04
1.2500000000e-01,4.5680000000e-04
1.3000000000e-01,4.7106000000e-04
1.3500000000e-01,4.8962000000e-04
1.4000000000e-01,5.0922000000e-04
1.4500000000e-01,5.2688000000e-04
1.5000000000e-01,5.4596000000e-04
1.5500000000e-01,5.6520000000e-04
1.6000000000e-01,5.8046000000e-04
1.6500000000e-01,6.0212000000e-04
1.7000000000e-01,6.2172000000e-04
1.7500000000e-01,6.3758000000e-04
1.8000000000e-01,6.5762000000e-04
1.8500000000e-01,6.7604000000e-04
1.9000000000e-01,6.9322000000e-04
1.9500000000e-01,7.1564000000e-04
2.0000000000e-01,7.3458000000e-04
2.0500000000e-01,7.5042000000e-04
2.1000000000e-01,7.7126000000e-04
2.1500000000e-01,7.8944000000e-04
2.2000000000e-01,8.1040000000e-04
2.2500000000e-01,8.3056000000e-04
2.3000000000e-01,8.4672000000e-04
2.3500000000e-01,8.6478000000e-04
2.4000000000e-01,8.8496000000e-04
2.4500000000e-01,9.0526000000e-04
2.5000000000e-01,9.2558000000e-04
2.5500000000e-01,9.4296000000e-04
2.6000000000e-01,9.6164000000e-04
2.6500000000e-01,9.8290000000e-04
2.7000000000e-01,1.0000600000e-03
2.7500000000e-01,1.0000400000e-03
2.8000000000e-01,1.0000400000e-03
2.8500000000e-01,1.0000400000e-03
2.9000000000e-01,1.0000400000e-03
2.9500000000e-01,1.0000400000e-03
3.0000000000e-01,1.0000400000e-03
3.0500000000e-01,1.0000400000e-03
3.1000000000e-01,1.0000400000e-03
3.1500000000e-01,1.0000400000e-03
3.2000000000e-01,1.0000400000e-03
3.2500000000e-01,1.0000400000e-03
3.3000000000e-01,1.0000400000e-03
3.3500000000e-01,1.0000400000e-03
3.4000000000e-01,1.0000400000e-03
3.4500000000e-01,1.0000400000e-03
3.5000000000e-01,1.0000200000e-03
3.5500000000e-01,1.0000400000e-03
3.6000000000e-01,1.0000600000e-03
3.6500000000e-01,1.0000600000e-03
3.7000000000e-01,1.0000400000e-03
3.7500000000e-01,1.0000400000e-03
3.8000000000e-01,1.0000400000e-03
3.8500000000e-01,1.0000600000e-03
3.9000000000e-01,1.0000400000e-03
3.9500000000e-01,1.0000400000e-03
4.0000000000e-01,1.0000400000e-03
4.0500000000e-01,1.0000400000e-03
4.1000000000e-01,1.0000400000e-03
4.1500000000e-01,1.0000600000e-03
4.2000000000e-01,1.0000400000e-03
4.2500000000e-01,1.0000600000e-03
4.3000000000e-01,1.0000400000e-03
4.3500000000e-01,1.0000400000e-03
4.4000000000e-01,1.0000400000e-03
4.4500000000e-01,1.0000400000e-03
4.5000000000e-01,1.0000400000e-03
4.5500000000e-01,1.0000400000e-03
4.6000000000e-01,1.0000400000e-03
4.6500000000e-01,1.0000400000e-03
4.7000000000e-01,1.0000400000e-03
4.7500000000e-01,1.0000600000e-03
4.8000000000e-01,1.0000400000e-03
4.8500000000e-01,1.0000600000e-03
4.9000000000e-01,1.0000400000e-03
4.9500000000e-01,1.0000400000e-03
5.0000000000e-01,1.0000200000e-03
5.0000000000e-01,1.0000400000e-03
4.9500000000e-01,1.0000400000e-03
4.9000000000e-01,1.0000400000e-03
4.8500000000e-01,1.0000400000e-03
4.8000000000e-01,1.0000400000e-03
4.7500000000e-01,1.0000600000e-03
4.7000000000e-01,1.0000400000e-03
4.6500000000e-01,1.0000400000e-03
4.6000000000e-01,1.0000400000e-03
4.5500000000e-01,1.0000400000e-03
4.5000000000e-01,1.0000400000e-03
4.4500000000e-01,1.0000400000e-03
4.4000000000e-01,1.0000200000e-03
4.3500000000e-01,1.0000400000e-03
4.3000000000e-01,1.0000400000e-03
4.2500000000e-01,1.0000400000e-03
4.2000000000e-01,1.0000400000e-03
4.1500000000e-01,1.0000400000e-03
4.1000000000e-01,1.0000400000e-03
4.0500000000e-01,1.0000600000e-03
4.0000000000e-01,1.0000400000e-03
3.9500000000e-01,1.0000400000e-03
3.9000000000e-01,1.0000400000e-03
3.8500000000e-01,1.0000400000e-03
3.8000000000e-01,1.0000400000e-03
3.7500000000e-01,1.0000400000e-03
3.7000000000e-01,1.0000400000e-03
3.6500000000e-01,1.0000400000e-03
3.6000000000e-01,1.0000400000e-03
3.5500000000e-01,1.0000400000e-03
3.5000000000e-01,1.0000400000e-03
3.4500000000e-01,1.0000400000e-03
3.4000000000e-01,1.0000400000e-03
3.3500000000e-01,1.0000600000e-03
3.3000000000e-01,1.0000600000e-03
3.2500000000e-01,1.0000400000e-03
3.2000000000e-01,1.0000400000e-03
3.1500000000e-01,1.0000400000e-03
3.1000000000e-01,1.0000400000e-03
3.0500000000e-01,1.0000400000e-03
3.0000000000e-01,1.0000400000e-03
2.9500000000e-01,1.0000400000e-03
2.9000000000e-01,1.0000400000e-03
2.8500000000e-01,1.0000400000e-03
2.8000000000e-01,1.0000400000e-03
2.7500000000e-01,1.0000400000e-03
2.7000000000e-01,1.0000600000e-03
2.6500000000e-01,9.8296000000e-04
2.6000000000e-01,9.6714000000e-04
2.5500000000e-01,9.4632000000e-04
2.5000000000e-01,9.2364000000e-04
2.4500000000e-01,9.0686000000e-04
2.4000000000e-01,8.8666000000e-04
2.3500000000e-01,8.6850000000e-04
2.3000000000e-01,8.5068000000e-04
2.2500000000e-01,8.2782000000e-04
2.2000000000e-01,8.0792000000e-04
2.1500000000e-01,7.9134000000e-04
2.1000000000e-01,7.7152000000e-04
2.0500000000e-01,7.5414000000e-04
2.0000000000e-01,7.3346000000e-04
1.9500000000e-01,7.1412000000e-04
1.9000000000e-01,6.9786000000e-04
1.8500000000e-01,6.8016000000e-04
1.8000000000e-01,6.6018000000e-04
1.7500000000e-01,6.4052000000e-04
1.7000000000e-01,6.2054000000e-04
1.6500000000e-01,6.0288000000e-04
1.6000000000e-01,5.8572000000e-04
1.5500000000e-01,5.6522000000e-04
1.5000000000e-01,5.4540000000e-04
1.4500000000e-01,5.2474000000e-04
1.4000000000e-01,5.1034000000e-04
1.3500000000e-01,4.9154000000e-04
1.3000000000e-01,4.7294000000e-04
1.2500000000e-01,4.5288000000e-04
1.2000000000e-01,4.3620000000e-04
1.1500000000e-01,4.1762000000e-04
1.1000000000e-01,4.0066000000e-04
1.0500000000e-01,3.8332000000e-04
1.0000000000e-01,3.6138000000e-04
9.5000000000e-02,3.4420000000e-04
9.0000000000e-02,3.2686000000e-04
8.5000000000e-02,3.0758000000e-04
8.0000000000e-02,2.8944000000e-04
7.5000000000e-02,2.7054000000e-04
7.0000000000e-02,2.5022000000e-04
6.5000000000e-02,2.3622000000e-04
6.0000000000e-02,2.1706000000e-04
5.5000000000e-02,1.9790000000e-04
5.0000000000e-02,1.8076000000e-04
4.5000000000e-02,1.6280000000e-04
4.0000000000e-02,1.4366000000e-04
3.5000000000e-02,1.2892000000e-04
3.0000000000e-02,1.0838000000e-04
2.5000000000e-02,9.0678000000e-05
2.0000000000e-02,7.1614000000e-05
1.5000000000e-02,5.4250000000e-05
1.0000000000e-02,3.7636000000e-05
5.0000000000e-03,1.8004000000e-05
0.0000000000e+00,-9.8820000000e-07
