# Saved on 2025-06-27T16:57:29.872001
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 1
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.5
#   Neg_Voltage: -5
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.001
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A)
-3.4500000000e+00,1.0000000000e-03
-3.4000000000e+00,1.0000200000e-03
-3.3500000000e+00,1.0000000000e-03
-3.3000000000e+00,1.0000200000e-03
-3.2500000000e+00,1.0000000000e-03
-3.2000000000e+00,1.0000200000e-03
-3.1500000000e+00,1.0000200000e-03
-3.1000000000e+00,1.0000200000e-03
-3.0500000000e+00,1.0000200000e-03
-3.0000000000e+00,1.0000200000e-03
-2.9500000000e+00,1.0000200000e-03
-2.9000000000e+00,1.0000000000e-03
-2.8500000000e+00,1.0000200000e-03
-2.8000000000e+00,1.0000000000e-03
-2.7500000000e+00,1.0000000000e-03
-2.7000000000e+00,1.0000200000e-03
-2.6500000000e+00,1.0000200000e-03
-2.6000000000e+00,1.0000000000e-03
-2.5500000000e+00,1.0000200000e-03
-2.5000000000e+00,1.0000200000e-03
-2.4500000000e+00,1.0000200000e-03
-2.4000000000e+00,1.0000000000e-03
-2.3500000000e+00,1.0000200000e-03
-2.3000000000e+00,1.0000200000e-03
-2.2500000000e+00,1.0000200000e-03
-2.2000000000e+00,1.0000200000e-03
-2.1500000000e+00,1.0000200000e-03
-2.1000000000e+00,1.0000000000e-03
-2.0500000000e+00,1.0000200000e-03
-2.0000000000e+00,1.0000200000e-03
-1.9500000000e+00,1.0000200000e-03
-1.9000000000e+00,1.0000200000e-03
-1.8500000000e+00,1.0000000000e-03
-1.8000000000e+00,1.0000200000e-03
-1.7500000000e+00,1.0000000000e-03
-1.7000000000e+00,1.0000200000e-03
-1.6500000000e+00,1.0000200000e-03
-1.6000000000e+00,1.0000200000e-03
-1.5500000000e+00,1.0000200000e-03
-1.5000000000e+00,1.0000200000e-03
-1.4500000000e+00,1.0000000000e-03
-1.4000000000e+00,1.0000200000e-03
-1.3500000000e+00,1.0000200000e-03
-1.3000000000e+00,1.0000200000e-03
-1.2500000000e+00,1.0000200000e-03
-1.2000000000e+00,1.0000200000e-03
-1.1500000000e+00,1.0000200000e-03
-1.1000000000e+00,1.0000200000e-03
-1.0500000000e+00,1.0000000000e-03
-1.0000000000e+00,1.0000200000e-03
-9.5000000000e-01,1.0000200000e-03
-9.0000000000e-01,1.0000200000e-03
-8.5000000000e-01,1.0000000000e-03
-8.0000000000e-01,1.0000200000e-03
-7.5000000000e-01,1.0000200000e-03
-7.0000000000e-01,1.0000000000e-03
-6.5000000000e-01,1.0000200000e-03
-6.0000000000e-01,1.0000200000e-03
-5.5000000000e-01,1.0000200000e-03
-5.0000000000e-01,1.0000200000e-03
-4.5000000000e-01,1.0000200000e-03
-4.0000000000e-01,1.0000000000e-03
-3.5000000000e-01,1.0000200000e-03
-3.0000000000e-01,1.0000200000e-03
-2.5000000000e-01,8.5876000000e-04
-2.0000000000e-01,6.7398000000e-04
-1.5000000000e-01,4.9698000000e-04
-1.0000000000e-01,3.2722000000e-04
-5.0000000000e-02,1.6084000000e-04
0.0000000000e+00,1.2680000000e-07
0.0000000000e+00,3.6450000000e-08
5.0000000000e-03,1.6502000000e-05
1.0000000000e-02,3.3710000000e-05
1.5000000000e-02,4.8548000000e-05
2.0000000000e-02,6.4948000000e-05
2.5000000000e-02,8.0630000000e-05
3.0000000000e-02,9.4842000000e-05
3.5000000000e-02,1.1185800000e-04
4.0000000000e-02,1.2906000000e-04
4.5000000000e-02,1.4568000000e-04
5.0000000000e-02,1.6038000000e-04
5.5000000000e-02,1.8002000000e-04
6.0000000000e-02,1.9436000000e-04
6.5000000000e-02,2.0922000000e-04
7.0000000000e-02,2.2746000000e-04
7.5000000000e-02,2.4240000000e-04
8.0000000000e-02,2.5964000000e-04
8.5000000000e-02,2.7712000000e-04
9.0000000000e-02,2.9122000000e-04
9.5000000000e-02,3.0698000000e-04
1.0000000000e-01,3.2636000000e-04
1.0500000000e-01,3.4148000000e-04
1.1000000000e-01,3.5864000000e-04
1.1500000000e-01,3.7440000000e-04
1.2000000000e-01,3.9008000000e-04
1.2500000000e-01,4.0902000000e-04
1.3000000000e-01,4.2652000000e-04
1.3500000000e-01,4.4428000000e-04
1.4000000000e-01,4.5830000000e-04
1.4500000000e-01,4.7510000000e-04
1.5000000000e-01,4.9296000000e-04
1.5500000000e-01,5.1136000000e-04
1.6000000000e-01,5.2662000000e-04
1.6500000000e-01,5.4310000000e-04
1.7000000000e-01,5.5816000000e-04
1.7500000000e-01,5.7758000000e-04
1.8000000000e-01,5.9810000000e-04
1.8500000000e-01,6.1398000000e-04
1.9000000000e-01,6.2990000000e-04
1.9500000000e-01,6.4850000000e-04
2.0000000000e-01,6.6516000000e-04
2.0500000000e-01,6.8472000000e-04
2.1000000000e-01,7.0432000000e-04
2.1500000000e-01,7.1790000000e-04
2.2000000000e-01,7.3756000000e-04
2.2500000000e-01,7.5638000000e-04
2.3000000000e-01,7.7216000000e-04
2.3500000000e-01,7.9036000000e-04
2.4000000000e-01,8.0742000000e-04
2.4500000000e-01,8.2320000000e-04
2.5000000000e-01,8.4306000000e-04
2.5500000000e-01,8.6418000000e-04
2.6000000000e-01,8.7956000000e-04
2.6500000000e-01,8.9974000000e-04
2.7000000000e-01,9.1736000000e-04
2.7500000000e-01,9.3390000000e-04
2.8000000000e-01,9.5704000000e-04
2.8500000000e-01,9.7642000000e-04
2.9000000000e-01,9.9218000000e-04
2.9500000000e-01,1.0000400000e-03
3.0000000000e-01,1.0000400000e-03
3.0500000000e-01,1.0000400000e-03
3.1000000000e-01,1.0000400000e-03
3.1500000000e-01,1.0000400000e-03
3.2000000000e-01,1.0000400000e-03
3.2500000000e-01,1.0000400000e-03
3.3000000000e-01,1.0000400000e-03
3.3500000000e-01,1.0000400000e-03
3.4000000000e-01,1.0000400000e-03
3.4500000000e-01,1.0000400000e-03
3.5000000000e-01,1.0000400000e-03
3.5500000000e-01,1.0000600000e-03
3.6000000000e-01,1.0000400000e-03
3.6500000000e-01,1.0000400000e-03
3.7000000000e-01,1.0000400000e-03
3.7500000000e-01,1.0000400000e-03
3.8000000000e-01,1.0000600000e-03
3.8500000000e-01,1.0000400000e-03
3.9000000000e-01,1.0000400000e-03
3.9500000000e-01,1.0000400000e-03
4.0000000000e-01,1.0000400000e-03
4.0500000000e-01,1.0000400000e-03
4.1000000000e-01,1.0000600000e-03
4.1500000000e-01,1.0000400000e-03
4.2000000000e-01,1.0000400000e-03
4.2500000000e-01,1.0000400000e-03
4.3000000000e-01,1.0000600000e-03
4.3500000000e-01,1.0000200000e-03
4.4000000000e-01,1.0000400000e-03
4.4500000000e-01,1.0000400000e-03
4.5000000000e-01,1.0000400000e-03
4.5500000000e-01,1.0000400000e-03
4.6000000000e-01,1.0000400000e-03
4.6500000000e-01,1.0000400000e-03
4.7000000000e-01,1.0000400000e-03
4.7500000000e-01,1.0000400000e-03
4.8000000000e-01,1.0000400000e-03
4.8500000000e-01,1.0000400000e-03
4.9000000000e-01,1.0000400000e-03
4.9500000000e-01,1.0000400000e-03
5.0000000000e-01,1.0000400000e-03
5.0000000000e-01,1.0000400000e-03
4.9500000000e-01,1.0000400000e-03
4.9000000000e-01,1.0000400000e-03
4.8500000000e-01,1.0000400000e-03
4.8000000000e-01,1.0000400000e-03
4.7500000000e-01,1.0000400000e-03
4.7000000000e-01,1.0000400000e-03
4.6500000000e-01,1.0000400000e-03
4.6000000000e-01,1.0000600000e-03
4.5500000000e-01,1.0000400000e-03
4.5000000000e-01,1.0000400000e-03
4.4500000000e-01,1.0000400000e-03
4.4000000000e-01,1.0000400000e-03
4.3500000000e-01,1.0000400000e-03
4.3000000000e-01,1.0000400000e-03
4.2500000000e-01,1.0000600000e-03
4.2000000000e-01,1.0000400000e-03
4.1500000000e-01,1.0000400000e-03
4.1000000000e-01,1.0000400000e-03
4.0500000000e-01,1.0000400000e-03
4.0000000000e-01,1.0000600000e-03
3.9500000000e-01,1.0000400000e-03
3.9000000000e-01,1.0000400000e-03
3.8500000000e-01,1.0000400000e-03
3.8000000000e-01,1.0000400000e-03
3.7500000000e-01,1.0000400000e-03
3.7000000000e-01,1.0000400000e-03
3.6500000000e-01,1.0000400000e-03
3.6000000000e-01,1.0000400000e-03
3.5500000000e-01,1.0000600000e-03
3.5000000000e-01,1.0000400000e-03
3.4500000000e-01,1.0000400000e-03
3.4000000000e-01,1.0000400000e-03
3.3500000000e-01,1.0000400000e-03
3.3000000000e-01,1.0000400000e-03
3.2500000000e-01,1.0000400000e-03
3.2000000000e-01,1.0000400000e-03
3.1500000000e-01,1.0000400000e-03
3.1000000000e-01,1.0000400000e-03
3.0500000000e-01,1.0000600000e-03
3.0000000000e-01,1.0000400000e-03
2.9500000000e-01,1.0000400000e-03
2.9000000000e-01,9.9340000000e-04
2.8500000000e-01,9.6986000000e-04
2.8000000000e-01,9.5598000000e-04
2.7500000000e-01,9.3814000000e-04
2.7000000000e-01,9.1856000000e-04
2.6500000000e-01,8.9872000000e-04
2.6000000000e-01,8.8254000000e-04
2.5500000000e-01,8.6334000000e-04
2.5000000000e-01,8.4752000000e-04
2.4500000000e-01,8.2948000000e-04
2.4000000000e-01,8.0786000000e-04
2.3500000000e-01,7.9132000000e-04
2.3000000000e-01,7.7538000000e-04
2.2500000000e-01,7.5592000000e-04
2.2000000000e-01,7.3808000000e-04
2.1500000000e-01,7.1988000000e-04
2.1000000000e-01,6.9866000000e-04
2.0500000000e-01,6.8604000000e-04
2.0000000000e-01,6.6728000000e-04
1.9500000000e-01,6.4864000000e-04
1.9000000000e-01,6.3186000000e-04
1.8500000000e-01,6.1394000000e-04
1.8000000000e-01,5.9522000000e-04
1.7500000000e-01,5.8098000000e-04
1.7000000000e-01,5.6414000000e-04
1.6500000000e-01,5.4290000000e-04
1.6000000000e-01,5.2880000000e-04
1.5500000000e-01,5.0964000000e-04
1.5000000000e-01,4.9374000000e-04
1.4500000000e-01,4.7784000000e-04
1.4000000000e-01,4.5834000000e-04
1.3500000000e-01,4.4058000000e-04
1.3000000000e-01,4.2500000000e-04
1.2500000000e-01,4.0896000000e-04
1.2000000000e-01,3.9304000000e-04
1.1500000000e-01,3.7528000000e-04
1.1000000000e-01,3.5718000000e-04
1.0500000000e-01,3.4260000000e-04
1.0000000000e-01,3.2680000000e-04
9.5000000000e-02,3.1250000000e-04
9.0000000000e-02,2.9214000000e-04
8.5000000000e-02,2.7560000000e-04
8.0000000000e-02,2.5918000000e-04
7.5000000000e-02,2.4444000000e-04
7.0000000000e-02,2.2686000000e-04
6.5000000000e-02,2.1082000000e-04
6.0000000000e-02,1.9070000000e-04
5.5000000000e-02,1.7676000000e-04
5.0000000000e-02,1.6248000000e-04
4.5000000000e-02,1.4554000000e-04
4.0000000000e-02,1.2854000000e-04
3.5000000000e-02,1.1328000000e-04
3.0000000000e-02,9.7262000000e-05
2.5000000000e-02,8.3502000000e-05
2.0000000000e-02,6.4952000000e-05
1.5000000000e-02,4.7916000000e-05
1.0000000000e-02,3.2384000000e-05
5.0000000000e-03,1.5786000000e-05
0.0000000000e+00,-2.2828000000e-07
