# Saved on 2025-06-27T16:57:39.925710
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 1
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.5
#   Neg_Voltage: -5
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.001
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A)
-2.3970000000e+00,1.0000200000e-03
-2.4480000000e+00,1.0000200000e-03
-2.4990000000e+00,1.0000200000e-03
-2.5500000000e+00,1.0000000000e-03
-2.6010000000e+00,1.0000200000e-03
-2.6520000000e+00,1.0000200000e-03
-2.7030000000e+00,1.0000400000e-03
-2.7540000000e+00,1.0000200000e-03
-2.8050000000e+00,1.0000200000e-03
-2.8560000000e+00,1.0000000000e-03
-2.9070000000e+00,1.0000000000e-03
-2.9580000000e+00,1.0000200000e-03
-3.0090000000e+00,1.0000200000e-03
-3.0600000000e+00,1.0000000000e-03
-3.1110000000e+00,1.0000200000e-03
-3.1620000000e+00,1.0000000000e-03
-3.2130000000e+00,1.0000000000e-03
-3.2640000000e+00,1.0000200000e-03
-3.3150000000e+00,1.0000200000e-03
-3.3660000000e+00,1.0000200000e-03
-3.4170000000e+00,1.0000200000e-03
-3.4680000000e+00,1.0000200000e-03
-3.5190000000e+00,1.0000200000e-03
-3.5700000000e+00,1.0000000000e-03
-3.6210000000e+00,1.0000000000e-03
-3.6720000000e+00,1.0000000000e-03
-3.7230000000e+00,1.0000000000e-03
-3.7740000000e+00,1.0000000000e-03
-3.8250000000e+00,1.0000200000e-03
-3.8760000000e+00,1.0000000000e-03
-3.9270000000e+00,1.0000200000e-03
-3.9780000000e+00,1.0000200000e-03
-4.0290000000e+00,1.0000200000e-03
-4.0800000000e+00,1.0000200000e-03
-4.1310000000e+00,1.0000000000e-03
-4.1820000000e+00,1.0000200000e-03
-4.2330000000e+00,1.0000200000e-03
-4.2840000000e+00,1.0000200000e-03
-4.3350000000e+00,1.0000000000e-03
-4.3860000000e+00,1.0000200000e-03
-4.4370000000e+00,1.0000200000e-03
-4.4880000000e+00,1.0000200000e-03
-4.5390000000e+00,1.0000200000e-03
-4.5900000000e+00,1.0000200000e-03
-4.6410000000e+00,1.0000200000e-03
-4.6920000000e+00,1.0000200000e-03
-4.7430000000e+00,1.0000200000e-03
-4.7940000000e+00,1.0000200000e-03
-4.8450000000e+00,1.0000200000e-03
-4.8960000000e+00,1.0000000000e-03
-4.9470000000e+00,1.0000000000e-03
-4.9980000000e+00,1.0000000000e-03
-5.0490000000e+00,1.0000200000e-03
-5.1000000000e+00,1.0000200000e-03
-5.1000000000e+00,1.0000200000e-03
-5.0490000000e+00,1.0000000000e-03
-4.9980000000e+00,1.0000200000e-03
-4.9470000000e+00,1.0000000000e-03
-4.8960000000e+00,1.0000000000e-03
-4.8450000000e+00,1.0000000000e-03
-4.7940000000e+00,1.0000000000e-03
-4.7430000000e+00,1.0000000000e-03
-4.6920000000e+00,1.0000200000e-03
-4.6410000000e+00,1.0000200000e-03
-4.5900000000e+00,1.0000200000e-03
-4.5390000000e+00,1.0000200000e-03
-4.4880000000e+00,1.0000000000e-03
-4.4370000000e+00,1.0000000000e-03
-4.3860000000e+00,1.0000000000e-03
-4.3350000000e+00,1.0000200000e-03
-4.2840000000e+00,1.0000200000e-03
-4.2330000000e+00,1.0000200000e-03
-4.1820000000e+00,1.0000200000e-03
-4.1310000000e+00,1.0000200000e-03
-4.0800000000e+00,1.0000200000e-03
-4.0290000000e+00,1.0000200000e-03
-3.9780000000e+00,1.0000200000e-03
-3.9270000000e+00,1.0000200000e-03
-3.8760000000e+00,1.0000200000e-03
-3.8250000000e+00,1.0000200000e-03
-3.7740000000e+00,1.0000200000e-03
-3.7230000000e+00,1.0000000000e-03
-3.6720000000e+00,1.0000000000e-03
-3.6210000000e+00,1.0000000000e-03
-3.5700000000e+00,1.0000200000e-03
-3.5190000000e+00,1.0000200000e-03
-3.4680000000e+00,1.0000200000e-03
-3.4170000000e+00,1.0000200000e-03
-3.3660000000e+00,1.0000000000e-03
-3.3150000000e+00,1.0000000000e-03
-3.2640000000e+00,1.0000200000e-03
-3.2130000000e+00,1.0000200000e-03
-3.1620000000e+00,1.0000200000e-03
-3.1110000000e+00,1.0000200000e-03
-3.0600000000e+00,1.0000200000e-03
-3.0090000000e+00,1.0000000000e-03
-2.9580000000e+00,1.0000200000e-03
-2.9070000000e+00,1.0000200000e-03
-2.8560000000e+00,1.0000000000e-03
-2.8050000000e+00,1.0000000000e-03
-2.7540000000e+00,1.0000200000e-03
-2.7030000000e+00,1.0000200000e-03
-2.6520000000e+00,1.0000200000e-03
-2.6010000000e+00,1.0000200000e-03
-2.5500000000e+00,1.0000000000e-03
-2.4990000000e+00,1.0000000000e-03
-2.4480000000e+00,1.0000000000e-03
-2.3970000000e+00,1.0000000000e-03
-2.3460000000e+00,1.0000000000e-03
-2.2950000000e+00,1.0000200000e-03
-2.2440000000e+00,1.0000200000e-03
-2.1930000000e+00,1.0000200000e-03
-2.1420000000e+00,1.0000200000e-03
-2.0910000000e+00,1.0000000000e-03
-2.0400000000e+00,1.0000200000e-03
-1.9890000000e+00,1.0000000000e-03
-1.9380000000e+00,1.0000200000e-03
-1.8870000000e+00,1.0000200000e-03
-1.8360000000e+00,1.0000200000e-03
-1.7850000000e+00,1.0000000000e-03
-1.7340000000e+00,1.0000200000e-03
-1.6830000000e+00,1.0000200000e-03
-1.6320000000e+00,1.0000200000e-03
-1.5810000000e+00,1.0000200000e-03
-1.5300000000e+00,1.0000200000e-03
-1.4790000000e+00,1.0000200000e-03
-1.4280000000e+00,1.0000200000e-03
-1.3770000000e+00,1.0000200000e-03
-1.3260000000e+00,1.0000200000e-03
-1.2750000000e+00,1.0000200000e-03
-1.2240000000e+00,1.0000000000e-03
-1.1730000000e+00,1.0000200000e-03
-1.1220000000e+00,1.0000000000e-03
-1.0710000000e+00,1.0000200000e-03
-1.0200000000e+00,1.0000000000e-03
-9.6900000000e-01,1.0000200000e-03
-9.1800000000e-01,1.0000200000e-03
-8.6700000000e-01,1.0000200000e-03
-8.1600000000e-01,1.0000200000e-03
-7.6500000000e-01,1.0000200000e-03
-7.1400000000e-01,1.0000200000e-03
-6.6300000000e-01,1.0000200000e-03
-6.1200000000e-01,1.0000200000e-03
-5.6100000000e-01,1.0000200000e-03
-5.1000000000e-01,1.0000000000e-03
-4.5900000000e-01,1.0000200000e-03
-4.0800000000e-01,1.0000000000e-03
-3.5700000000e-01,1.0000200000e-03
-3.0600000000e-01,1.0000000000e-03
-2.5500000000e-01,8.7310000000e-04
-2.0400000000e-01,6.9112000000e-04
-1.5300000000e-01,5.1008000000e-04
-1.0200000000e-01,3.3510000000e-04
-5.1000000000e-02,1.6664000000e-04
0.0000000000e+00,4.8974000000e-07
0.0000000000e+00,4.7240000000e-08
5.0000000000e-03,1.6968000000e-05
1.0000000000e-02,3.2268000000e-05
1.5000000000e-02,4.8726000000e-05
2.0000000000e-02,6.5832000000e-05
2.5000000000e-02,8.0416000000e-05
3.0000000000e-02,9.6862000000e-05
3.5000000000e-02,1.1157800000e-04
4.0000000000e-02,1.2938000000e-04
4.5000000000e-02,1.4374000000e-04
5.0000000000e-02,1.6174000000e-04
5.5000000000e-02,1.7750000000e-04
6.0000000000e-02,1.9724000000e-04
6.5000000000e-02,2.1164000000e-04
7.0000000000e-02,2.2590000000e-04
7.5000000000e-02,2.4346000000e-04
8.0000000000e-02,2.6096000000e-04
8.5000000000e-02,2.7592000000e-04
9.0000000000e-02,2.9278000000e-04
9.5000000000e-02,3.0756000000e-04
1.0000000000e-01,3.2266000000e-04
1.0500000000e-01,3.4316000000e-04
1.1000000000e-01,3.5808000000e-04
1.1500000000e-01,3.7420000000e-04
1.2000000000e-01,3.9180000000e-04
1.2500000000e-01,4.0888000000e-04
1.3000000000e-01,4.2520000000e-04
1.3500000000e-01,4.4496000000e-04
1.4000000000e-01,4.5868000000e-04
1.4500000000e-01,4.7566000000e-04
1.5000000000e-01,4.9338000000e-04
1.5500000000e-01,5.0942000000e-04
1.6000000000e-01,5.2712000000e-04
1.6500000000e-01,5.4514000000e-04
1.7000000000e-01,5.5888000000e-04
1.7500000000e-01,5.7826000000e-04
1.8000000000e-01,5.9744000000e-04
1.8500000000e-01,6.1208000000e-04
1.9000000000e-01,6.3102000000e-04
1.9500000000e-01,6.4828000000e-04
2.0000000000e-01,6.6486000000e-04
2.0500000000e-01,6.8520000000e-04
2.1000000000e-01,7.0274000000e-04
2.1500000000e-01,7.1698000000e-04
2.2000000000e-01,7.3770000000e-04
2.2500000000e-01,7.5430000000e-04
2.3000000000e-01,7.7342000000e-04
2.3500000000e-01,7.9252000000e-04
2.4000000000e-01,8.0796000000e-04
2.4500000000e-01,8.2526000000e-04
2.5000000000e-01,8.4254000000e-04
2.5500000000e-01,8.6306000000e-04
2.6000000000e-01,8.8108000000e-04
2.6500000000e-01,8.9922000000e-04
2.7000000000e-01,9.1676000000e-04
2.7500000000e-01,9.3568000000e-04
2.8000000000e-01,9.5518000000e-04
2.8500000000e-01,9.7620000000e-04
2.9000000000e-01,9.9110000000e-04
2.9500000000e-01,1.0000400000e-03
3.0000000000e-01,1.0000400000e-03
3.0500000000e-01,1.0000400000e-03
3.1000000000e-01,1.0000400000e-03
3.1500000000e-01,1.0000400000e-03
3.2000000000e-01,1.0000400000e-03
3.2500000000e-01,1.0000600000e-03
3.3000000000e-01,1.0000400000e-03
3.3500000000e-01,1.0000400000e-03
3.4000000000e-01,1.0000400000e-03
3.4500000000e-01,1.0000400000e-03
3.5000000000e-01,1.0000400000e-03
3.5500000000e-01,1.0000400000e-03
3.6000000000e-01,1.0000400000e-03
3.6500000000e-01,1.0000400000e-03
3.7000000000e-01,1.0000400000e-03
3.7500000000e-01,1.0000400000e-03
3.8000000000e-01,1.0000400000e-03
3.8500000000e-01,1.0000400000e-03
3.9000000000e-01,1.0000400000e-03
3.9500000000e-01,1.0000600000e-03
4.0000000000e-01,1.0000400000e-03
4.0500000000e-01,1.0000400000e-03
4.1000000000e-01,1.0000400000e-03
4.1500000000e-01,1.0000400000e-03
4.2000000000e-01,1.0000400000e-03
4.2500000000e-01,1.0000600000e-03
4.3000000000e-01,1.0000400000e-03
4.3500000000e-01,1.0000400000e-03
4.4000000000e-01,1.0000400000e-03
4.4500000000e-01,1.0000400000e-03
4.5000000000e-01,1.0000400000e-03
4.5500000000e-01,1.0000400000e-03
4.6000000000e-01,1.0000200000e-03
4.6500000000e-01,1.0000400000e-03
4.7000000000e-01,1.0000400000e-03
4.7500000000e-01,1.0000400000e-03
4.8000000000e-01,1.0000400000e-03
4.8500000000e-01,1.0000400000e-03
4.9000000000e-01,1.0000400000e-03
4.9500000000e-01,1.0000400000e-03
5.0000000000e-01,1.0000400000e-03
5.0000000000e-01,1.0000600000e-03
4.9500000000e-01,1.0000400000e-03
4.9000000000e-01,1.0000400000e-03
4.8500000000e-01,1.0000400000e-03
4.8000000000e-01,1.0000400000e-03
4.7500000000e-01,1.0000600000e-03
4.7000000000e-01,1.0000400000e-03
4.6500000000e-01,1.0000400000e-03
4.6000000000e-01,1.0000400000e-03
4.5500000000e-01,1.0000400000e-03
4.5000000000e-01,1.0000400000e-03
4.4500000000e-01,1.0000400000e-03
4.4000000000e-01,1.0000400000e-03
4.3500000000e-01,1.0000400000e-03
4.3000000000e-01,1.0000600000e-03
4.2500000000e-01,1.0000400000e-03
4.2000000000e-01,1.0000400000e-03
4.1500000000e-01,1.0000400000e-03
4.1000000000e-01,1.0000600000e-03
4.0500000000e-01,1.0000600000e-03
4.0000000000e-01,1.0000400000e-03
3.9500000000e-01,1.0000400000e-03
3.9000000000e-01,1.0000400000e-03
3.8500000000e-01,1.0000400000e-03
3.8000000000e-01,1.0000400000e-03
3.7500000000e-01,1.0000400000e-03
3.7000000000e-01,1.0000400000e-03
3.6500000000e-01,1.0000400000e-03
3.6000000000e-01,1.0000200000e-03
3.5500000000e-01,1.0000600000e-03
3.5000000000e-01,1.0000400000e-03
3.4500000000e-01,1.0000400000e-03
3.4000000000e-01,1.0000400000e-03
3.3500000000e-01,1.0000400000e-03
3.3000000000e-01,1.0000400000e-03
3.2500000000e-01,1.0000400000e-03
3.2000000000e-01,1.0000400000e-03
3.1500000000e-01,1.0000600000e-03
3.1000000000e-01,1.0000400000e-03
3.0500000000e-01,1.0000600000e-03
3.0000000000e-01,1.0000400000e-03
2.9500000000e-01,1.0000400000e-03
2.9000000000e-01,9.9284000000e-04
2.8500000000e-01,9.7176000000e-04
2.8000000000e-01,9.5792000000e-04
2.7500000000e-01,9.3782000000e-04
2.7000000000e-01,9.1832000000e-04
2.6500000000e-01,9.0036000000e-04
2.6000000000e-01,8.8278000000e-04
2.5500000000e-01,8.6264000000e-04
2.5000000000e-01,8.4764000000e-04
2.4500000000e-01,8.2844000000e-04
2.4000000000e-01,8.0842000000e-04
2.3500000000e-01,7.9216000000e-04
2.3000000000e-01,7.7300000000e-04
2.2500000000e-01,7.5670000000e-04
2.2000000000e-01,7.4020000000e-04
2.1500000000e-01,7.1954000000e-04
2.1000000000e-01,7.0192000000e-04
2.0500000000e-01,6.8602000000e-04
2.0000000000e-01,6.6726000000e-04
1.9500000000e-01,6.5124000000e-04
1.9000000000e-01,6.3234000000e-04
1.8500000000e-01,6.1364000000e-04
1.8000000000e-01,5.9872000000e-04
1.7500000000e-01,5.8304000000e-04
1.7000000000e-01,5.6486000000e-04
1.6500000000e-01,5.4636000000e-04
1.6000000000e-01,5.2878000000e-04
1.5500000000e-01,5.1298000000e-04
1.5000000000e-01,4.9612000000e-04
1.4500000000e-01,4.7754000000e-04
1.4000000000e-01,4.5946000000e-04
1.3500000000e-01,4.4132000000e-04
1.3000000000e-01,4.2778000000e-04
1.2500000000e-01,4.1050000000e-04
1.2000000000e-01,3.9336000000e-04
1.1500000000e-01,3.7478000000e-04
1.1000000000e-01,3.6002000000e-04
1.0500000000e-01,3.4426000000e-04
1.0000000000e-01,3.3026000000e-04
9.5000000000e-02,3.0958000000e-04
9.0000000000e-02,2.9344000000e-04
8.5000000000e-02,2.7678000000e-04
8.0000000000e-02,2.6208000000e-04
7.5000000000e-02,2.4388000000e-04
7.0000000000e-02,2.2772000000e-04
6.5000000000e-02,2.0734000000e-04
6.0000000000e-02,1.9482000000e-04
5.5000000000e-02,1.7900000000e-04
5.0000000000e-02,1.6232000000e-04
4.5000000000e-02,1.4460000000e-04
4.0000000000e-02,1.2954000000e-04
3.5000000000e-02,1.1256000000e-04
3.0000000000e-02,9.9642000000e-05
2.5000000000e-02,8.1314000000e-05
2.0000000000e-02,6.4292000000e-05
1.5000000000e-02,4.8478000000e-05
1.0000000000e-02,3.1938000000e-05
5.0000000000e-03,1.6102000000e-05
0.0000000000e+00,1.1880000000e-07
