# Saved on 2025-06-27T17:04:52.216452
# Name: Abir
# Sample_ID: Batch5_Sample7_F5_TPTE37
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 1
#   Read_Voltage: 0.1
#   Pos_Voltage: 0.1
#   Neg_Voltage: -2.5
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.001
#   ICompRead: 0.1
#   SaveData: True
Voltage (V),Loop 1 (A)
-2.1600000000e+00,1.0000000000e-03
-2.1330000000e+00,1.0000200000e-03
-2.1060000000e+00,1.0000200000e-03
-2.0790000000e+00,1.0000200000e-03
-2.0520000000e+00,1.0000000000e-03
-2.0250000000e+00,1.0000200000e-03
-1.9980000000e+00,1.0000200000e-03
-1.9710000000e+00,1.0000200000e-03
-1.9440000000e+00,1.0000200000e-03
-1.9170000000e+00,1.0000200000e-03
-1.8900000000e+00,1.0000200000e-03
-1.8630000000e+00,1.0000000000e-03
-1.8360000000e+00,1.0000200000e-03
-1.8090000000e+00,1.0000200000e-03
-1.7820000000e+00,1.0000200000e-03
-1.7550000000e+00,1.0000200000e-03
-1.7280000000e+00,1.0000200000e-03
-1.7010000000e+00,1.0000000000e-03
-1.6740000000e+00,1.0000000000e-03
-1.6470000000e+00,1.0000200000e-03
-1.6200000000e+00,1.0000200000e-03
-1.5930000000e+00,1.0000200000e-03
-1.5660000000e+00,1.0000200000e-03
-1.5390000000e+00,1.0000000000e-03
-1.5120000000e+00,1.0000200000e-03
-1.4850000000e+00,1.0000200000e-03
-1.4580000000e+00,1.0000200000e-03
-1.4310000000e+00,1.0000200000e-03
-1.4040000000e+00,1.0000200000e-03
-1.3770000000e+00,1.0000200000e-03
-1.3500000000e+00,1.0000200000e-03
-1.3230000000e+00,1.0000200000e-03
-1.2960000000e+00,1.0000200000e-03
-1.2690000000e+00,1.0000200000e-03
-1.2420000000e+00,1.0000200000e-03
-1.2150000000e+00,1.0000000000e-03
-1.1880000000e+00,1.0000000000e-03
-1.1610000000e+00,1.0000000000e-03
-1.1340000000e+00,1.0000200000e-03
-1.1070000000e+00,1.0000200000e-03
-1.0800000000e+00,1.0000000000e-03
-1.0530000000e+00,1.0000000000e-03
-1.0260000000e+00,1.0000200000e-03
-9.9900000000e-01,1.0000200000e-03
-9.7200000000e-01,1.0000000000e-03
-9.4500000000e-01,1.0000200000e-03
-9.1800000000e-01,1.0000000000e-03
-8.9100000000e-01,1.0000200000e-03
-8.6400000000e-01,1.0000000000e-03
-8.3700000000e-01,1.0000200000e-03
-8.1000000000e-01,1.0000000000e-03
-7.8300000000e-01,1.0000200000e-03
-7.5600000000e-01,1.0000200000e-03
-7.2900000000e-01,1.0000200000e-03
-7.0200000000e-01,1.0000000000e-03
-6.7500000000e-01,1.0000000000e-03
-6.4800000000e-01,1.0000200000e-03
-6.2100000000e-01,1.0000000000e-03
-5.9400000000e-01,1.0000000000e-03
-5.6700000000e-01,1.0000200000e-03
-5.4000000000e-01,1.0000400000e-03
-5.1300000000e-01,1.0000200000e-03
-4.8600000000e-01,1.0000000000e-03
-4.5900000000e-01,1.0000200000e-03
-4.3200000000e-01,1.0000200000e-03
-4.0500000000e-01,1.0000200000e-03
-3.7800000000e-01,1.0000000000e-03
-3.5100000000e-01,1.0000200000e-03
-3.2400000000e-01,1.0000200000e-03
-2.9700000000e-01,1.0000000000e-03
-2.7000000000e-01,1.0000000000e-03
-2.4300000000e-01,9.5938000000e-04
-2.1600000000e-01,8.5240000000e-04
-1.8900000000e-01,7.4094000000e-04
-1.6200000000e-01,6.3434000000e-04
-1.3500000000e-01,5.2720000000e-04
-1.0800000000e-01,4.1966000000e-04
-8.1000000000e-02,3.1598000000e-04
-5.4000000000e-02,2.1106000000e-04
-2.7000000000e-02,1.0506000000e-04
0.0000000000e+00,2.1672000000e-07
0.0000000000e+00,-1.0080000000e-07
1.0000000000e-03,5.4055000000e-06
2.0000000000e-03,5.9925000000e-06
3.0000000000e-03,1.1500400000e-05
4.0000000000e-03,1.5586000000e-05
5.0000000000e-03,1.9746000000e-05
6.0000000000e-03,2.5046000000e-05
7.0000000000e-03,2.7164000000e-05
8.0000000000e-03,3.1460000000e-05
9.0000000000e-03,3.6776000000e-05
1.0000000000e-02,3.8976000000e-05
1.1000000000e-02,4.3234000000e-05
1.2000000000e-02,4.8412000000e-05
1.3000000000e-02,5.0556000000e-05
1.4000000000e-02,5.4950000000e-05
1.5000000000e-02,6.0092000000e-05
1.6000000000e-02,6.2236000000e-05
1.7000000000e-02,6.6694000000e-05
1.8000000000e-02,7.1924000000e-05
1.9000000000e-02,7.4164000000e-05
2.0000000000e-02,7.8426000000e-05
2.1000000000e-02,8.3512000000e-05
2.2000000000e-02,8.5640000000e-05
2.3000000000e-02,9.0174000000e-05
2.4000000000e-02,9.5256000000e-05
2.5000000000e-02,9.7294000000e-05
2.6000000000e-02,1.0167000000e-04
2.7000000000e-02,1.0682200000e-04
2.8000000000e-02,1.0931600000e-04
2.9000000000e-02,1.1341400000e-04
3.0000000000e-02,1.1826000000e-04
3.1000000000e-02,1.2220000000e-04
3.2000000000e-02,1.2464000000e-04
3.3000000000e-02,1.2888000000e-04
3.4000000000e-02,1.3208000000e-04
3.5000000000e-02,1.3534000000e-04
3.6000000000e-02,1.4080000000e-04
3.7000000000e-02,1.4374000000e-04
3.8000000000e-02,1.4632000000e-04
3.9000000000e-02,1.5178000000e-04
4.0000000000e-02,1.5602000000e-04
4.1000000000e-02,1.5822000000e-04
4.2000000000e-02,1.6410000000e-04
4.3000000000e-02,1.6796000000e-04
4.4000000000e-02,1.7096000000e-04
4.5000000000e-02,1.7684000000e-04
4.6000000000e-02,1.7902000000e-04
4.7000000000e-02,1.8382000000e-04
4.8000000000e-02,1.8960000000e-04
4.9000000000e-02,1.9342000000e-04
5.0000000000e-02,1.9956000000e-04
5.1000000000e-02,2.0100000000e-04
5.2000000000e-02,2.0192000000e-04
5.3000000000e-02,2.0502000000e-04
5.4000000000e-02,2.1048000000e-04
5.5000000000e-02,2.1408000000e-04
5.6000000000e-02,2.1858000000e-04
5.7000000000e-02,2.2322000000e-04
5.8000000000e-02,2.2562000000e-04
5.9000000000e-02,2.3006000000e-04
6.0000000000e-02,2.3570000000e-04
6.1000000000e-02,2.3836000000e-04
6.2000000000e-02,2.4254000000e-04
6.3000000000e-02,2.4800000000e-04
6.4000000000e-02,2.4962000000e-04
6.5000000000e-02,2.5392000000e-04
6.6000000000e-02,2.5868000000e-04
6.7000000000e-02,2.6086000000e-04
6.8000000000e-02,2.6444000000e-04
6.9000000000e-02,2.6596000000e-04
7.0000000000e-02,2.7000000000e-04
7.1000000000e-02,2.7608000000e-04
7.2000000000e-02,2.7992000000e-04
7.3000000000e-02,2.8580000000e-04
7.4000000000e-02,2.9074000000e-04
7.5000000000e-02,2.9368000000e-04
7.6000000000e-02,2.9610000000e-04
7.7000000000e-02,3.0162000000e-04
7.8000000000e-02,3.0484000000e-04
7.9000000000e-02,3.0744000000e-04
8.0000000000e-02,3.1280000000e-04
8.1000000000e-02,3.1584000000e-04
8.2000000000e-02,3.1846000000e-04
8.3000000000e-02,3.2464000000e-04
8.4000000000e-02,3.2868000000e-04
8.5000000000e-02,3.3112000000e-04
8.6000000000e-02,3.3690000000e-04
8.7000000000e-02,3.4026000000e-04
8.8000000000e-02,3.4588000000e-04
8.9000000000e-02,3.5148000000e-04
9.0000000000e-02,3.5444000000e-04
9.1000000000e-02,3.6020000000e-04
9.2000000000e-02,3.6194000000e-04
9.3000000000e-02,3.6356000000e-04
9.4000000000e-02,3.6688000000e-04
9.5000000000e-02,3.7188000000e-04
9.6000000000e-02,3.7582000000e-04
9.7000000000e-02,3.8014000000e-04
9.8000000000e-02,3.8466000000e-04
9.9000000000e-02,3.8738000000e-04
1.0000000000e-01,3.9194000000e-04
1.0000000000e-01,3.9196000000e-04
9.9000000000e-02,3.8790000000e-04
9.8000000000e-02,3.8226000000e-04
9.7000000000e-02,3.8038000000e-04
9.6000000000e-02,3.7636000000e-04
9.5000000000e-02,3.7514000000e-04
9.4000000000e-02,3.7150000000e-04
9.3000000000e-02,3.6520000000e-04
9.2000000000e-02,3.6140000000e-04
9.1000000000e-02,3.5530000000e-04
9.0000000000e-02,3.5036000000e-04
8.9000000000e-02,3.4716000000e-04
8.8000000000e-02,3.4498000000e-04
8.7000000000e-02,3.4004000000e-04
8.6000000000e-02,3.3640000000e-04
8.5000000000e-02,3.3332000000e-04
8.4000000000e-02,3.2846000000e-04
8.3000000000e-02,3.2520000000e-04
8.2000000000e-02,3.2228000000e-04
8.1000000000e-02,3.1630000000e-04
8.0000000000e-02,3.1264000000e-04
7.9000000000e-02,3.1048000000e-04
7.8000000000e-02,3.0466000000e-04
7.7000000000e-02,3.0100000000e-04
7.6000000000e-02,2.9638000000e-04
7.5000000000e-02,2.9072000000e-04
7.4000000000e-02,2.8720000000e-04
7.3000000000e-02,2.8048000000e-04
7.2000000000e-02,2.7864000000e-04
7.1000000000e-02,2.7762000000e-04
7.0000000000e-02,2.7470000000e-04
6.9000000000e-02,2.7034000000e-04
6.8000000000e-02,2.6580000000e-04
6.7000000000e-02,2.6142000000e-04
6.6000000000e-02,2.5688000000e-04
6.5000000000e-02,2.5432000000e-04
6.4000000000e-02,2.4954000000e-04
6.3000000000e-02,2.4488000000e-04
6.2000000000e-02,2.4228000000e-04
6.1000000000e-02,2.3726000000e-04
6.0000000000e-02,2.3236000000e-04
5.9000000000e-02,2.2998000000e-04
5.8000000000e-02,2.2672000000e-04
5.7000000000e-02,2.2044000000e-04
5.6000000000e-02,2.1850000000e-04
5.5000000000e-02,2.1402000000e-04
5.4000000000e-02,2.1074000000e-04
5.3000000000e-02,2.0918000000e-04
5.2000000000e-02,2.0512000000e-04
5.1000000000e-02,2.0334000000e-04
5.0000000000e-02,1.9678000000e-04
4.9000000000e-02,1.8994000000e-04
4.8000000000e-02,1.8972000000e-04
4.7000000000e-02,1.8382000000e-04
4.6000000000e-02,1.7810000000e-04
4.5000000000e-02,1.7414000000e-04
4.4000000000e-02,1.7188000000e-04
4.3000000000e-02,1.6724000000e-04
4.2000000000e-02,1.6388000000e-04
4.1000000000e-02,1.6054000000e-04
4.0000000000e-02,1.5500000000e-04
3.9000000000e-02,1.5262000000e-04
3.8000000000e-02,1.5000000000e-04
3.7000000000e-02,1.4414000000e-04
3.6000000000e-02,1.4004000000e-04
3.5000000000e-02,1.3790000000e-04
3.4000000000e-02,1.3224000000e-04
3.3000000000e-02,1.2862000000e-04
3.2000000000e-02,1.2474000000e-04
3.1000000000e-02,1.1878000000e-04
3.0000000000e-02,1.1484000000e-04
2.9000000000e-02,1.0812000000e-04
2.8000000000e-02,1.0592000000e-04
2.7000000000e-02,1.0496000000e-04
2.6000000000e-02,1.0141600000e-04
2.5000000000e-02,9.8400000000e-05
2.4000000000e-02,9.4294000000e-05
2.3000000000e-02,8.9668000000e-05
2.2000000000e-02,8.6518000000e-05
2.1000000000e-02,8.2622000000e-05
2.0000000000e-02,7.7970000000e-05
1.9000000000e-02,7.5100000000e-05
1.8000000000e-02,7.1014000000e-05
1.7000000000e-02,6.6326000000e-05
1.6000000000e-02,6.3244000000e-05
1.5000000000e-02,5.9294000000e-05
1.4000000000e-02,5.4616000000e-05
1.3000000000e-02,5.1518000000e-05
1.2000000000e-02,4.7578000000e-05
1.1000000000e-02,4.2790000000e-05
1.0000000000e-02,3.9824000000e-05
9.0000000000e-03,3.5894000000e-05
8.0000000000e-03,3.1186000000e-05
7.0000000000e-03,2.8086000000e-05
6.0000000000e-03,2.4126000000e-05
5.0000000000e-03,1.9554000000e-05
4.0000000000e-03,1.6366000000e-05
3.0000000000e-03,1.0832400000e-05
2.0000000000e-03,5.9515000000e-06
1.0000000000e-03,4.5033000000e-06
0.0000000000e+00,1.0577800000e-06
