# Saved on 2025-06-24T12:58:57.515812
# Name: Evan
# Sample_ID: Batch3_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -1.5
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2.3
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 12
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 6
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1
#   v_rst: -1
#   v_prg_max: 2.3
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: False
#   use_fine: False
#   use_ultra_fine: False
#   use_ultra_ultra_fine: False
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S),Conductance_Target_5 (S),Conductance_Target_6 (S)
1.9144000000e-02,2.0083552954e-04,2.9444678148e-04,4.0512015403e-04,4.9203212257e-04,5.9546706325e-04,6.8187109719e-04
2.0144000000e-02,2.0125398805e-04,2.8985874451e-04,4.0792267100e-04,4.9271027819e-04,5.8929326769e-04,6.8074477895e-04
2.1144000000e-02,1.9511315259e-04,2.8528116673e-04,4.0220595110e-04,4.8116937251e-04,5.8936850110e-04,6.7877845140e-04
2.2144000000e-02,2.0182907974e-04,2.9264288969e-04,4.0879353037e-04,4.8502399295e-04,5.9138568758e-04,6.8111789005e-04
2.3144000000e-02,2.0479559680e-04,2.9106293368e-04,4.1279981815e-04,4.8153848184e-04,5.9493791923e-04,6.8312438088e-04
2.4144000000e-02,2.0087469238e-04,2.8878108424e-04,4.0296792577e-04,4.8889836762e-04,5.8646008256e-04,6.8934634328e-04
2.5144000000e-02,1.9945364329e-04,2.7899526685e-04,4.0879691369e-04,4.8205478379e-04,5.8809939219e-04,6.8048888352e-04
2.6144000000e-02,2.0017476345e-04,2.7877798857e-04,4.0370079660e-04,4.8729805712e-04,5.9400459577e-04,6.8225112045e-04
2.7144000000e-02,2.0985411538e-04,2.7366164431e-04,4.1634015361e-04,4.8181853344e-04,6.0336584284e-04,6.8440545874e-04
2.8144000000e-02,2.1092697352e-04,2.8366699553e-04,4.1464994865e-04,4.8007939768e-04,5.9863574279e-04,6.9379457273e-04
2.9144000000e-02,2.1738775104e-04,2.7963864341e-04,4.1810475523e-04,4.8466576118e-04,6.0484075220e-04,6.8460336479e-04
3.0144000000e-02,2.0325409423e-04,2.8171665690e-04,4.0631206502e-04,4.8953919759e-04,5.9429763496e-04,6.8595909397e-04
3.1144000000e-02,2.1092824682e-04,2.7919828426e-04,4.1362880438e-04,4.9617188779e-04,5.9765843616e-04,6.7972876423e-04
3.2144000000e-02,2.0790475901e-04,2.7920337743e-04,4.0932776756e-04,4.9557656894e-04,5.9654994402e-04,6.7860019044e-04
3.3144000000e-02,2.1360792744e-04,2.8409676815e-04,4.1645380406e-04,4.9259520893e-04,5.9857720771e-04,6.7523149482e-04
3.4144000000e-02,2.1216694222e-04,2.8706414014e-04,4.1233612137e-04,4.8754744057e-04,6.0219728766e-04,6.7677327024e-04
3.5144000000e-02,2.0878012947e-04,2.9278864531e-04,4.1459155909e-04,4.9713984481e-04,5.9547470300e-04,6.8464505603e-04
3.6144000000e-02,2.0510506147e-04,2.8398904760e-04,4.1130580939e-04,4.9538375606e-04,5.9380410676e-04,6.7832850618e-04
3.7144000000e-02,1.9782773961e-04,2.8572889278e-04,4.0559163608e-04,4.9222169764e-04,5.8936493588e-04,6.7991597462e-04
3.8144000000e-02,2.0002817109e-04,2.8686026781e-04,4.0566570533e-04,4.8110447096e-04,6.0091279011e-04,6.8161039962e-04
3.9144000000e-02,2.0410176148e-04,2.9470053050e-04,4.0848801291e-04,4.8416004574e-04,5.9550267906e-04,6.9058107329e-04
4.0144000000e-02,2.0463627152e-04,2.8641990866e-04,4.1059218347e-04,4.7831963457e-04,5.9467070969e-04,6.8684254074e-04
4.1144000000e-02,1.9522298317e-04,2.8928576285e-04,4.0101731429e-04,4.8629193770e-04,5.8840887505e-04,6.9193090894e-04
4.2144000000e-02,2.0185199901e-04,2.8104599551e-04,4.0850525693e-04,4.8661935580e-04,5.9539936046e-04,6.7791668698e-04
4.3144000000e-02,2.0158480766e-04,2.7804526326e-04,4.1045503167e-04,4.8767382395e-04,5.9395057178e-04,6.8581699452e-04
4.4144000000e-02,2.1279391149e-04,2.7350981327e-04,4.1632843931e-04,4.8551748478e-04,5.9782541939e-04,6.8358553108e-04
4.5144000000e-02,2.1300398657e-04,2.8056774681e-04,4.1803279601e-04,4.8425179557e-04,6.0245838540e-04,6.8387402280e-04
4.6144000000e-02,2.1936297344e-04,2.8368014682e-04,4.2173218390e-04,4.9208134442e-04,6.0299575125e-04,6.8565161200e-04
4.7144000000e-02,2.1146941435e-04,2.7727988709e-04,4.1228111513e-04,4.9273970944e-04,6.0182053858e-04,6.8306202593e-04
4.8144000000e-02,2.0818664780e-04,2.7816586226e-04,4.1323044570e-04,4.9603233492e-04,5.9540230723e-04,6.8244800786e-04
4.9144000000e-02,2.1168472813e-04,2.7949798096e-04,4.1593470087e-04,4.8336965847e-04,6.0327467509e-04,6.7847649916e-04
5.0144000000e-02,2.1347659640e-04,2.8975864552e-04,4.1909617721e-04,4.9085650971e-04,6.0204289184e-04,6.8611247116e-04
5.1144000000e-02,2.1154928618e-04,2.8867079891e-04,4.1203049477e-04,4.9017748097e-04,5.9887988755e-04,6.8358313001e-04
5.2144000000e-02,2.0256464268e-04,2.9512704714e-04,4.0627204726e-04,4.9518032029e-04,5.8787150920e-04,6.8036635639e-04
5.3144000000e-02,2.0183828383e-04,2.8301428756e-04,4.0649654693e-04,4.9114278227e-04,5.9213085478e-04,6.7202170612e-04
5.4144000000e-02,1.9618912120e-04,2.8843527616e-04,4.0094193537e-04,4.9209236749e-04,5.8842710132e-04,6.8377943535e-04
5.5144000000e-02,2.0877349016e-04,2.8637976357e-04,4.1568604502e-04,4.8884197895e-04,5.9608697484e-04,6.7919310823e-04
5.6144000000e-02,2.0224386390e-04,2.8938387914e-04,4.0350671043e-04,4.8273985158e-04,5.9503290686e-04,6.8630266469e-04
5.7144000000e-02,2.0495761419e-04,2.9003418604e-04,4.0604132664e-04,4.8085155868e-04,5.9565649281e-04,6.8666762672e-04
5.8144000000e-02,1.9948940462e-04,2.8580565413e-04,4.0258692025e-04,4.8225057981e-04,5.9289399360e-04,6.8992412707e-04
5.9144000000e-02,2.0109551770e-04,2.7981961466e-04,4.0273171180e-04,4.8794892791e-04,5.9062047512e-04,6.8812703830e-04
6.0144000000e-02,2.0299285097e-04,2.7598351153e-04,4.0587125113e-04,4.7606390581e-04,5.9751058870e-04,6.8086570536e-04
6.1144000000e-02,2.0886989660e-04,2.8381105949e-04,4.1006373067e-04,4.8436857469e-04,6.0037291405e-04,6.8918830948e-04
6.2144000000e-02,2.1451751309e-04,2.8165728509e-04,4.1730047087e-04,4.8618774599e-04,6.0206850321e-04,6.8643850682e-04
6.3144000000e-02,2.1210558771e-04,2.8160327929e-04,4.0945102228e-04,4.9083231715e-04,5.9193436755e-04,6.8433051638e-04
6.4144000000e-02,2.0885279810e-04,2.7225445592e-04,4.0728144086e-04,4.9326645239e-04,5.9632715420e-04,6.7577348091e-04
6.5144000000e-02,2.0791027055e-04,2.8142247174e-04,4.0778104449e-04,5.0019600167e-04,5.9586684074e-04,6.7946835770e-04
6.6144000000e-02,2.1771516913e-04,2.7870715712e-04,4.1186478484e-04,4.9333459174e-04,6.0261063481e-04,6.7388311436e-04
6.7144000000e-02,2.1107938664e-04,2.8730333725e-04,4.0727762098e-04,4.8940957640e-04,5.9616329963e-04,6.8756024120e-04
6.8144000000e-02,2.1205964003e-04,2.9100936445e-04,4.1005157982e-04,4.9353715440e-04,5.9766367485e-04,6.7954555561e-04
6.9144000000e-02,2.0099612811e-04,2.9463932151e-04,3.9774611651e-04,4.9531645345e-04,5.9404133935e-04,6.8224457209e-04
7.0144000000e-02,2.0105324438e-04,2.8907950764e-04,4.0001668822e-04,4.8685316870e-04,5.8906596678e-04,6.8299785198e-04
7.1144000000e-02,1.9461311240e-04,2.8508438845e-04,3.9394282794e-04,4.8839778174e-04,5.8798461396e-04,6.7942848545e-04
7.2144000000e-02,2.0141260393e-04,2.9308934245e-04,4.0109789552e-04,4.8691552365e-04,5.9180951212e-04,6.8427725637e-04
7.3144000000e-02,2.0531513655e-04,2.9107382943e-04,4.0323895519e-04,4.8244211939e-04,5.9557096392e-04,6.8498098699e-04
7.4144000000e-02,2.0122530259e-04,2.8892301998e-04,3.9717189793e-04,4.9536931328e-04,5.8764406276e-04,6.8925852247e-04
7.5144000000e-02,1.9902203348e-04,2.7872440114e-04,3.9448783355e-04,4.8943231377e-04,5.9101461375e-04,6.7942652095e-04
7.6144000000e-02,2.0150520868e-04,2.7928677810e-04,4.0189675929e-04,4.8959816922e-04,5.9262805735e-04,6.8384419137e-04
7.7144000000e-02,2.1039741114e-04,2.7295918699e-04,4.0960781917e-04,4.8235095164e-04,6.0300761106e-04,6.8337569246e-04
7.8144000000e-02,2.1010462660e-04,2.8418398870e-04,4.0940722101e-04,4.8824862461e-04,5.9782694734e-04,6.9219837314e-04
7.9144000000e-02,2.1717527488e-04,2.8019254387e-04,4.1366838559e-04,4.8770296416e-04,6.0412403400e-04,6.8314780947e-04
8.0144000000e-02,2.0393565137e-04,2.8195176128e-04,4.0053961129e-04,4.8930920457e-04,5.9506641264e-04,6.8644993007e-04
8.1144000000e-02,2.1088540962e-04,2.7937867344e-04,4.1006260290e-04,4.9635338655e-04,5.9625308495e-04,6.8105466198e-04
8.2144000000e-02,2.0663794203e-04,2.7924323149e-04,4.0873568651e-04,4.9582919019e-04,5.9836955188e-04,6.7743094405e-04
8.3144000000e-02,2.1215930246e-04,2.8425014534e-04,4.1541050450e-04,4.8870766477e-04,6.0043312260e-04,6.7623339419e-04
8.4144000000e-02,2.1106665372e-04,2.8786711482e-04,4.1783911001e-04,4.9048383516e-04,6.0097994719e-04,6.7598870373e-04
8.5144000000e-02,2.0923052944e-04,2.9233866371e-04,4.1065832193e-04,4.9977115850e-04,5.9600781242e-04,6.8399051088e-04
8.6144000000e-02,2.0351944841e-04,2.8321517675e-04,4.0756556700e-04,4.9506750656e-04,5.9181136749e-04,6.7706503614e-04
8.7144000000e-02,1.9850391254e-04,2.8620757803e-04,4.0383692976e-04,4.9395774113e-04,5.8722842368e-04,6.7917811975e-04
8.8144000000e-02,2.0130772100e-04,2.8639149605e-04,4.0794246161e-04,4.8454559874e-04,5.9954134485e-04,6.8074805313e-04
8.9144000000e-02,2.0395615138e-04,2.9263752367e-04,4.1055373003e-04,4.8216406867e-04,5.9207715822e-04,6.9194175012e-04
9.0144000000e-02,2.0427663912e-04,2.8800819564e-04,4.0341295971e-04,4.7959678341e-04,5.9259298723e-04,6.8624125561e-04
9.1144000000e-02,1.9436331058e-04,2.8802955057e-04,4.0010658267e-04,4.8168793001e-04,5.8787631133e-04,6.9194276875e-04
9.2144000000e-02,2.0149842385e-04,2.8163749448e-04,4.0772687498e-04,4.8960733693e-04,5.9329406213e-04,6.7710308940e-04
9.3144000000e-02,2.0177820261e-04,2.7700110877e-04,4.0710769099e-04,4.8598896683e-04,5.9298177803e-04,6.8601126259e-04
9.4144000000e-02,2.1103160179e-04,2.7435336960e-04,4.1717255954e-04,4.8691581469e-04,5.9538266214e-04,6.8384324550e-04
9.5144000000e-02,2.1196477974e-04,2.7991631214e-04,4.1697803681e-04,4.8609374062e-04,6.0041813413e-04,6.8307119363e-04
9.6144000000e-02,2.1785073841e-04,2.8356676921e-04,4.2303079681e-04,4.9414633395e-04,6.0253132688e-04,6.8507950346e-04
9.7144000000e-02,2.1223917429e-04,2.7507960112e-04,4.1369934479e-04,4.9495509302e-04,5.9772544773e-04,6.8354973337e-04
9.8144000000e-02,2.0745563234e-04,2.7798221709e-04,4.1141269321e-04,4.9841117288e-04,5.9438585595e-04,6.8084773375e-04
9.9144000000e-02,2.1181464035e-04,2.7857016903e-04,4.1701165173e-04,4.8623001931e-04,6.0244496126e-04,6.7741508246e-04
1.0014400000e-01,2.1338810257e-04,2.9033331884e-04,4.1458475607e-04,4.9532703997e-04,5.9888865508e-04,6.8685527367e-04
1.0114400000e-01,2.1125311832e-04,2.8940197808e-04,4.1785649955e-04,4.9148191465e-04,5.9827918449e-04,6.8266264861e-04
1.0214400000e-01,2.0212850359e-04,2.9498964068e-04,4.0676965000e-04,4.9309946917e-04,5.8680740040e-04,6.8254106736e-04
1.0314400000e-01,2.0123703507e-04,2.8528158509e-04,4.0445174818e-04,4.9468693760e-04,5.9187259467e-04,6.7543805926e-04
1.0414400000e-01,1.9507526304e-04,2.8746406315e-04,4.0312781493e-04,4.8915568186e-04,5.8623219957e-04,6.8276909587e-04
1.0514400000e-01,2.0869700165e-04,2.8681970434e-04,4.1407398385e-04,4.9012192903e-04,5.9555455664e-04,6.8290326453e-04
1.0614400000e-01,2.0272636903e-04,2.8895750802e-04,4.1071743908e-04,4.8372279707e-04,5.9393376432e-04,6.8555622420e-04
1.0714400000e-01,2.0474655685e-04,2.8911668778e-04,4.1162333218e-04,4.7796096624e-04,5.9285270254e-04,6.8876302976e-04
1.0814400000e-01,1.9963785235e-04,2.8373980967e-04,4.0851402446e-04,4.8778536438e-04,5.9268728364e-04,6.9142632128e-04
1.0914400000e-01,2.0170624339e-04,2.7924281312e-04,4.0703544073e-04,4.9011643569e-04,5.9022815549e-04,6.9011104642e-04
1.1014400000e-01,2.0372783183e-04,2.7392545235e-04,4.0953189455e-04,4.8092791985e-04,5.9930753196e-04,6.8421490141e-04
1.1114400000e-01,2.0936173314e-04,2.8471315090e-04,4.1067105485e-04,4.8472906201e-04,5.9978166973e-04,6.9036490459e-04
1.1214400000e-01,2.1482512238e-04,2.8108726838e-04,4.1627881728e-04,4.8584377510e-04,6.0321330238e-04,6.8892375566e-04
1.1314400000e-01,2.1167243176e-04,2.8247412047e-04,4.1454855818e-04,4.9784852308e-04,5.9013415012e-04,6.8827997893e-04
1.1414400000e-01,2.0845554900e-04,2.7356665669e-04,4.1200208216e-04,4.8843750847e-04,5.9729103668e-04,6.7761044193e-04
1.1514400000e-01,2.0844932806e-04,2.7976815545e-04,4.0888866351e-04,5.0181297411e-04,5.9855628933e-04,6.8073248258e-04
1.1614400000e-01,2.1748543077e-04,2.7996351491e-04,4.2165738705e-04,4.9073380069e-04,6.0242007748e-04,6.7683053203e-04
1.1714400000e-01,2.1135731004e-04,2.8683172786e-04,4.1548926674e-04,4.9209800636e-04,5.9801215684e-04,6.8817549618e-04
1.1814400000e-01,2.1150093744e-04,2.9135655495e-04,4.1517752834e-04,4.9424103054e-04,5.9956299083e-04,6.8215937063e-04
1.1914400000e-01,2.0118868633e-04,2.9344446375e-04,4.0874518163e-04,4.9660306104e-04,5.9654867073e-04,6.8402812758e-04
1.2014400000e-01,2.0016275812e-04,2.8777903935e-04,4.0650316805e-04,4.9422324082e-04,5.9037884057e-04,6.8373970862e-04
1.2114400000e-01,1.9428527594e-04,2.8467638913e-04,3.9692858991e-04,4.8660534958e-04,5.9014277213e-04,6.8294837547e-04
1.2214400000e-01,2.0022864192e-04,2.9340402762e-04,4.0562372305e-04,4.8597328714e-04,5.9301357396e-04,6.8720088166e-04
1.2314400000e-01,2.0507028239e-04,2.8947604733e-04,4.1088256694e-04,4.8295474699e-04,5.9657668317e-04,6.8723158620e-04
1.2414400000e-01,2.0095076252e-04,2.8922286219e-04,4.0618579078e-04,4.9537935411e-04,5.8779205574e-04,6.9169480412e-04
1.2514400000e-01,1.9938832338e-04,2.7772915928e-04,4.0557028115e-04,4.8181827879e-04,5.9145455452e-04,6.8172550527e-04
1.2614400000e-01,2.0125386072e-04,2.7911091820e-04,4.0734150389e-04,4.8868703743e-04,5.9235124354e-04,6.8403533078e-04
1.2714400000e-01,2.1079649741e-04,2.7216779927e-04,4.1751169192e-04,4.8413632612e-04,6.0276062868e-04,6.8531589932e-04
1.2814400000e-01,2.0970794139e-04,2.8215419661e-04,4.1719376895e-04,4.8668211093e-04,5.9767851781e-04,6.9400608481e-04
1.2914400000e-01,2.1610467229e-04,2.8074671718e-04,4.2155912524e-04,4.8690377298e-04,6.0446542193e-04,6.8597408244e-04
1.3014400000e-01,2.0316050723e-04,2.8219108572e-04,4.0229770093e-04,4.9049460358e-04,5.9580012021e-04,6.8857618317e-04
1.3114400000e-01,2.0933557607e-04,2.7955482437e-04,4.1427840188e-04,4.9381396821e-04,5.9693280491e-04,6.8242596171e-04
1.3214400000e-01,2.0724766728e-04,2.8018348530e-04,4.1449540731e-04,4.9461130402e-04,5.9812369727e-04,6.7834080255e-04
1.3314400000e-01,2.1287378331e-04,2.8577964258e-04,4.1466661060e-04,4.9241425586e-04,5.9877613239e-04,6.7791130277e-04
1.3414400000e-01,2.1095680495e-04,2.8972528526e-04,4.1345931095e-04,4.9092705012e-04,5.9979651269e-04,6.8017368903e-04
1.3514400000e-01,2.0794081138e-04,2.9334747524e-04,4.1385868826e-04,4.9662368838e-04,5.9451238485e-04,6.8539775384e-04
1.3614400000e-01,2.0356963432e-04,2.8260841646e-04,4.0693066694e-04,4.9395675887e-04,5.9236892412e-04,6.7710199801e-04
1.3714400000e-01,1.9840877940e-04,2.8819495128e-04,4.0391354560e-04,4.9337941164e-04,5.8874022216e-04,6.7917870183e-04
1.3814400000e-01,2.0189665520e-04,2.8631317036e-04,4.1148025048e-04,4.8070978664e-04,6.0272530391e-04,6.8046218075e-04
1.3914400000e-01,2.0336903617e-04,2.9321388865e-04,4.1086699639e-04,4.8577890993e-04,5.9439535107e-04,6.9135843660e-04
1.4014400000e-01,2.0405255782e-04,2.8712662242e-04,4.0893504774e-04,4.7697503760e-04,5.9594476625e-04,6.8700312113e-04
1.4114400000e-01,1.9397411961e-04,2.8773776648e-04,3.9959242713e-04,4.8463265557e-04,5.9045971284e-04,6.9195521064e-04
1.4214400000e-01,2.0146844690e-04,2.8356889743e-04,4.0762777644e-04,4.8834066547e-04,5.9487032559e-04,6.7911620135e-04
1.4314400000e-01,2.0136652893e-04,2.7620815672e-04,4.0738490497e-04,4.8456975492e-04,5.9529756982e-04,6.8595145422e-04
1.4414400000e-01,2.1110821763e-04,2.7497682822e-04,4.1603423597e-04,4.8642679758e-04,5.9596681240e-04,6.8541754445e-04
1.4514400000e-01,2.1225840101e-04,2.7935195249e-04,4.1654173401e-04,4.8651629186e-04,6.0222006141e-04,6.8440574978e-04
1.4614400000e-01,2.1761889002e-04,2.8337366530e-04,4.2183055484e-04,4.9242331443e-04,6.0198111896e-04,6.8503184593e-04
1.4714400000e-01,2.1184037905e-04,2.7457759643e-04,4.2040555854e-04,4.9479676818e-04,5.9845944634e-04,6.8315712269e-04
1.4814400000e-01,2.0783958462e-04,2.7778458389e-04,4.1124021664e-04,4.9667203712e-04,5.9576253989e-04,6.8136410846e-04
1.4914400000e-01,2.1274656319e-04,2.7944455724e-04,4.1653212975e-04,4.8299305490e-04,6.0447702708e-04,6.7583969212e-04
1.5014400000e-01,2.1307834686e-04,2.9023436582e-04,4.1749004595e-04,4.9496968131e-04,6.0099533584e-04,6.8668319727e-04
1.5114400000e-01,2.1061850930e-04,2.8874163036e-04,4.1437127948e-04,4.8868037993e-04,5.9945101384e-04,6.8201639806e-04
1.5214400000e-01,2.0077446607e-04,2.9547511076e-04,4.0575760067e-04,4.9517973821e-04,5.8891029767e-04,6.8099332566e-04
1.5314400000e-01,2.0130390112e-04,2.8639786251e-04,4.0472572437e-04,4.9322712584e-04,5.9379166487e-04,6.7344655690e-04
1.5414400000e-01,1.9491692001e-04,2.8692049455e-04,4.0364622691e-04,4.8634057748e-04,5.8967114455e-04,6.8251501943e-04
1.5514400000e-01,2.0834966563e-04,2.8639176890e-04,4.1268303903e-04,4.8468340538e-04,5.9457655880e-04,6.7946159106e-04
1.5614400000e-01,2.0272198526e-04,2.9006994737e-04,4.0658855141e-04,4.7687368351e-04,5.9625490394e-04,6.8440589530e-04
1.5714400000e-01,2.0488947484e-04,2.8815324185e-04,4.0955408622e-04,4.8417477956e-04,5.9390138631e-04,6.8792556704e-04
1.5814400000e-01,1.9983817765e-04,2.8379607102e-04,4.0303904825e-04,4.8811150918e-04,5.9426667576e-04,6.8965848186e-04
1.5914400000e-01,2.0066900106e-04,2.7902002330e-04,4.0946826630e-04,4.8689245887e-04,5.9295591200e-04,6.8846180511e-04
