# Saved on 2025-06-25T12:20:03.132380
# Name: Shreenidhi
# Sample_ID: Batch3_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -1.5
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2.3
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0009
#   max_gtarget: 0.0013
#   num_level: 5
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.9
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 6
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1
#   v_rst: -1
#   v_prg_max: 2.3
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: False
#   use_fine: False
#   use_ultra_fine: False
#   use_ultra_ultra_fine: False
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S),Conductance_Target_5 (S)
2.3144000000e-02,8.8893604698e-04,9.7668271337e-04,1.0838554590e-03,1.1896669457e-03,1.3106197002e-03
2.4144000000e-02,8.7897140475e-04,9.8902688478e-04,1.0881471826e-03,1.1925742001e-03,1.3109728752e-03
2.5144000000e-02,8.8583081379e-04,9.8513519333e-04,1.0879160254e-03,1.1739871115e-03,1.2895182590e-03
2.6144000000e-02,8.8020598923e-04,9.9349286756e-04,1.1065832950e-03,1.1863240798e-03,1.3060700439e-03
2.7144000000e-02,8.8446948212e-04,9.9092052551e-04,1.0908806871e-03,1.1896732758e-03,1.3075668539e-03
2.8144000000e-02,8.8964639872e-04,9.9291370134e-04,1.0937971820e-03,1.1945277947e-03,1.3114885951e-03
2.9144000000e-02,8.8561253506e-04,9.9645476439e-04,1.0945161921e-03,1.1844061373e-03,1.3021311315e-03
3.0144000000e-02,8.8909648184e-04,9.8596305179e-04,1.0938863852e-03,1.1882260878e-03,1.3069856504e-03
3.1144000000e-02,8.8550637884e-04,9.9146745924e-04,1.0958409985e-03,1.1894078489e-03,1.3133195171e-03
3.2144000000e-02,8.9219080110e-04,9.8892080132e-04,1.0887091048e-03,1.1845852714e-03,1.3042887440e-03
3.3144000000e-02,8.9053268312e-04,9.8771437479e-04,1.0983446555e-03,1.1873757467e-03,1.3101231889e-03
3.4144000000e-02,8.9313092758e-04,9.7915173683e-04,1.0900366033e-03,1.1820318468e-03,1.3047088578e-03
3.5144000000e-02,8.7457716290e-04,9.8319564131e-04,1.0914185987e-03,1.1897797958e-03,1.3107966515e-03
3.6144000000e-02,8.8956498075e-04,9.8235657788e-04,1.0922737420e-03,1.1816302867e-03,1.3001193292e-03
3.7144000000e-02,8.8658940513e-04,9.9930970464e-04,1.1031953181e-03,1.1875514610e-03,1.3071839930e-03
3.8144000000e-02,8.9005785412e-04,9.8673073808e-04,1.0918865155e-03,1.1881394312e-03,1.3066487736e-03
3.9144000000e-02,8.8772365416e-04,9.8866425105e-04,1.0946996917e-03,1.1998359696e-03,1.3197027147e-03
4.0144000000e-02,8.8733548182e-04,9.9010554550e-04,1.0848659440e-03,1.1894475028e-03,1.3079110067e-03
4.1144000000e-02,8.9132721769e-04,9.8824777524e-04,1.0919501801e-03,1.1937867384e-03,1.3124296675e-03
4.2144000000e-02,8.8209540991e-04,9.8938893643e-04,1.0900184861e-03,1.1826269474e-03,1.3044002117e-03
4.3144000000e-02,8.8743014203e-04,9.8511343822e-04,1.0843478231e-03,1.1896785145e-03,1.3059870980e-03
4.4144000000e-02,8.8577653514e-04,9.9370816315e-04,1.0953420860e-03,1.1868050206e-03,1.3056313037e-03
4.5144000000e-02,8.8716144091e-04,9.8470911325e-04,1.0906776879e-03,1.1808301497e-03,1.2986948423e-03
4.6144000000e-02,8.7750115199e-04,9.8752665508e-04,1.0937431944e-03,1.1876571079e-03,1.3073562877e-03
4.7144000000e-02,8.8594097178e-04,9.8904638435e-04,1.0922196088e-03,1.1822523811e-03,1.3018098252e-03
4.8144000000e-02,8.8595399575e-04,9.9878874607e-04,1.1016071949e-03,1.1872964387e-03,1.3055534509e-03
4.9144000000e-02,8.9511631813e-04,9.8763193819e-04,1.0982530512e-03,1.1834643374e-03,1.3034926087e-03
5.0144000000e-02,8.8819841039e-04,9.9061857327e-04,1.0984687833e-03,1.2019066344e-03,1.3241394481e-03
5.1144000000e-02,8.9378634584e-04,9.8182244983e-04,1.0778843716e-03,1.1893761257e-03,1.3114108879e-03
5.2144000000e-02,8.9282955742e-04,9.8567754321e-04,1.0941745131e-03,1.1864534463e-03,1.3070360001e-03
5.3144000000e-02,8.8824104751e-04,9.8396638350e-04,1.0926742834e-03,1.1793980957e-03,1.3025471708e-03
5.4144000000e-02,8.8996748673e-04,9.7985321190e-04,1.0916272731e-03,1.1916230869e-03,1.3145114644e-03
5.5144000000e-02,8.8772678282e-04,9.9049684650e-04,1.0925473180e-03,1.1874891061e-03,1.3090587163e-03
5.6144000000e-02,8.8969492936e-04,9.8421704024e-04,1.0911593563e-03,1.1860324594e-03,1.3045882224e-03
5.7144000000e-02,8.8269058324e-04,9.8606455140e-04,1.0979745275e-03,1.1899464153e-03,1.3116367336e-03
5.8144000000e-02,8.8266002422e-04,9.8699143564e-04,1.0872111307e-03,1.1889018788e-03,1.3063996448e-03
5.9144000000e-02,8.8198357844e-04,9.9666664028e-04,1.0967817798e-03,1.1933528731e-03,1.3135615154e-03
6.0144000000e-02,8.9969798864e-04,9.9241820863e-04,1.0941566870e-03,1.1849758448e-03,1.3067222608e-03
6.1144000000e-02,8.8795874035e-04,9.9338583823e-04,1.0935479077e-03,1.1942580750e-03,1.3143854449e-03
6.2144000000e-02,8.8685424998e-04,9.7578791610e-04,1.0833780107e-03,1.1893139163e-03,1.3095300528e-03
6.3144000000e-02,8.8403940026e-04,9.8959753814e-04,1.0933398153e-03,1.1897143122e-03,1.3097240299e-03
6.4144000000e-02,8.8725872047e-04,9.8728516605e-04,1.0908695549e-03,1.1759904737e-03,1.2950079690e-03
6.5144000000e-02,8.8649248937e-04,9.8604679806e-04,1.1012546020e-03,1.1857436039e-03,1.3072739239e-03
6.6144000000e-02,8.8511907961e-04,9.8763099231e-04,1.0938895139e-03,1.1828787683e-03,1.3030115224e-03
6.7144000000e-02,8.9380948339e-04,9.8685501143e-04,1.0970782023e-03,1.1938183161e-03,1.3120062067e-03
6.8144000000e-02,8.8739521743e-04,9.9202967249e-04,1.1008253932e-03,1.1890696624e-03,1.3091119763e-03
6.9144000000e-02,8.8768050773e-04,9.8156830063e-04,1.0918260523e-03,1.1899453239e-03,1.3092327572e-03
7.0144000000e-02,8.8728862465e-04,9.9075878097e-04,1.0954068421e-03,1.1956333765e-03,1.3168984151e-03
7.1144000000e-02,8.9763118012e-04,9.8868811619e-04,1.0915004532e-03,1.1893171904e-03,1.3087065599e-03
7.2144000000e-02,8.8973079983e-04,9.8697229987e-04,1.0940292850e-03,1.1939322576e-03,1.3135344489e-03
7.3144000000e-02,8.8960616267e-04,9.7696298326e-04,1.0847906378e-03,1.1895826901e-03,1.3101699005e-03
7.4144000000e-02,8.8019500254e-04,9.8821852589e-04,1.0875553562e-03,1.1936306691e-03,1.3112116721e-03
7.5144000000e-02,8.8476423116e-04,9.8507145594e-04,1.0879191541e-03,1.1744075891e-03,1.2934878760e-03
7.6144000000e-02,8.8065979071e-04,9.9455624877e-04,1.1077522504e-03,1.1867142894e-03,1.3065896928e-03
7.7144000000e-02,8.8152410171e-04,9.9005883385e-04,1.0917689360e-03,1.1907451699e-03,1.3087473053e-03
7.8144000000e-02,8.8760731160e-04,9.9300363217e-04,1.0934135207e-03,1.1952379282e-03,1.3144561672e-03
7.9144000000e-02,8.8576074631e-04,9.9626602605e-04,1.0931041470e-03,1.1838632781e-03,1.3025380031e-03
8.0144000000e-02,8.8691274868e-04,9.8582881037e-04,1.0939067579e-03,1.1877361248e-03,1.3079115888e-03
8.1144000000e-02,8.8629683887e-04,9.9078832136e-04,1.0942052904e-03,1.1887396977e-03,1.3108928397e-03
8.2144000000e-02,8.9408829808e-04,9.8841730505e-04,1.0867355741e-03,1.1846287816e-03,1.3058322656e-03
8.3144000000e-02,8.9213230240e-04,9.8883858300e-04,1.0975699115e-03,1.1868959700e-03,1.3083247177e-03
8.4144000000e-02,8.9385124738e-04,9.8001735751e-04,1.0907537217e-03,1.1814263416e-03,1.3035075972e-03
8.5144000000e-02,8.7488595454e-04,9.8230033473e-04,1.0922759975e-03,1.1899877427e-03,1.3121521624e-03
8.6144000000e-02,8.8931250502e-04,9.8278433143e-04,1.0911463323e-03,1.1822296074e-03,1.3026689703e-03
8.7144000000e-02,8.8775304903e-04,1.0004648357e-03,1.1034533236e-03,1.1869420268e-03,1.3074728486e-03
8.8144000000e-02,8.9094064606e-04,9.8582779174e-04,1.0927076073e-03,1.1868887668e-03,1.3067551481e-03
8.9144000000e-02,8.8840220997e-04,9.8851342045e-04,1.0956320330e-03,1.1994677334e-03,1.3197313820e-03
9.0144000000e-02,8.8801542006e-04,9.8924982012e-04,1.0843785276e-03,1.1889663438e-03,1.3078472693e-03
9.1144000000e-02,8.9249544544e-04,9.8804943264e-04,1.0918137559e-03,1.1926831939e-03,1.3132068852e-03
9.2144000000e-02,8.8144144684e-04,9.8898177384e-04,1.0888271208e-03,1.1810298020e-03,1.3020577899e-03
9.3144000000e-02,8.8786982815e-04,9.8398646514e-04,1.0856887093e-03,1.1888690642e-03,1.3086808030e-03
9.4144000000e-02,8.8789893198e-04,9.9406475783e-04,1.0946756811e-03,1.1864222324e-03,1.3065237727e-03
9.5144000000e-02,8.8792214228e-04,9.8568059911e-04,1.0899312474e-03,1.1805766553e-03,1.2993696146e-03
9.6144000000e-02,8.7921114755e-04,9.8702563264e-04,1.0948174167e-03,1.1874817574e-03,1.3079016935e-03
9.7144000000e-02,8.8447188318e-04,9.8831063951e-04,1.0924747767e-03,1.1822119268e-03,1.3027802925e-03
9.8144000000e-02,8.8490589405e-04,9.9937642517e-04,1.1010871094e-03,1.1871808238e-03,1.3074291928e-03
9.9144000000e-02,8.9642526291e-04,9.8769305623e-04,1.0985886183e-03,1.1834005272e-03,1.3041828061e-03
1.0014400000e-01,8.8891654741e-04,9.9007345852e-04,1.0973931785e-03,1.2012219668e-03,1.3218863751e-03
1.0114400000e-01,8.9467001089e-04,9.8112199339e-04,1.0783135804e-03,1.1897705554e-03,1.3107201084e-03
1.0214400000e-01,8.9380882855e-04,9.8641656223e-04,1.0937267507e-03,1.1857510981e-03,1.3062309881e-03
1.0314400000e-01,8.8694840088e-04,9.8277843790e-04,1.0923435912e-03,1.1806431576e-03,1.3003412460e-03
1.0414400000e-01,8.9018700237e-04,9.7967364127e-04,1.0934919555e-03,1.1917511438e-03,1.3139475777e-03
1.0514400000e-01,8.8803470135e-04,9.8960874311e-04,1.0917305917e-03,1.1877055658e-03,1.3084073726e-03
1.0614400000e-01,8.8917244284e-04,9.8538446764e-04,1.0913491860e-03,1.1872984032e-03,1.3071345165e-03
1.0714400000e-01,8.8206121291e-04,9.8647484265e-04,1.0983938409e-03,1.1911139882e-03,1.3099021453e-03
1.0814400000e-01,8.8211774710e-04,9.8690899904e-04,1.0873803694e-03,1.1894162890e-03,1.3072584989e-03
1.0914400000e-01,8.8271903223e-04,9.9593336927e-04,1.0951509466e-03,1.1940710829e-03,1.3144608238e-03
1.1014400000e-01,9.0055742476e-04,9.9255208625e-04,1.0944196401e-03,1.1851436284e-03,1.3060201309e-03
1.1114400000e-01,8.8638444140e-04,9.9320888694e-04,1.0954626487e-03,1.1934826762e-03,1.3124456746e-03
1.1214400000e-01,8.8688968390e-04,9.7503427241e-04,1.0836136789e-03,1.1899135279e-03,1.3096880866e-03
1.1314400000e-01,8.8532120571e-04,9.8906726635e-04,1.0925194510e-03,1.1899715901e-03,1.3109519205e-03
1.1414400000e-01,8.8862718258e-04,9.8698190413e-04,1.0915964231e-03,1.1750734120e-03,1.2951351528e-03
1.1514400000e-01,8.8828841399e-04,9.8758886452e-04,1.1018211080e-03,1.1851068848e-03,1.3057827891e-03
1.1614400000e-01,8.8507084001e-04,9.8722470284e-04,1.0939174535e-03,1.1815600737e-03,1.3031884737e-03
1.1714400000e-01,8.9309716714e-04,9.8740165413e-04,1.0969657160e-03,1.1939406977e-03,1.3158496586e-03
1.1814400000e-01,8.8870845502e-04,9.9299424619e-04,1.0999535880e-03,1.1866939167e-03,1.3081086217e-03
1.1914400000e-01,8.8890803454e-04,9.8185737443e-04,1.0920830391e-03,1.1900594109e-03,1.3087702973e-03
1.2014400000e-01,8.8815992058e-04,9.9047974800e-04,1.0948445561e-03,1.1956921662e-03,1.3164189295e-03
1.2114400000e-01,8.9782726718e-04,9.8977921880e-04,1.0915773601e-03,1.1881063256e-03,1.3073194714e-03
1.2214400000e-01,8.8854896603e-04,9.8780896224e-04,1.0941854998e-03,1.1931890185e-03,1.3132418098e-03
1.2314400000e-01,8.8949287601e-04,9.7748088592e-04,1.0862144700e-03,1.1887263827e-03,1.3068529370e-03
1.2414400000e-01,8.7933301984e-04,9.8875629192e-04,1.0879642650e-03,1.1921771511e-03,1.3130485604e-03
1.2514400000e-01,8.8687469542e-04,9.8470263765e-04,1.0877606837e-03,1.1747788085e-03,1.2938116561e-03
1.2614400000e-01,8.8209853857e-04,9.9480028439e-04,1.1074363283e-03,1.1856842320e-03,1.3052311260e-03
1.2714400000e-01,8.8209373644e-04,9.8949960375e-04,1.0923074296e-03,1.1894642375e-03,1.3062007201e-03
1.2814400000e-01,8.8997396233e-04,9.9380347820e-04,1.0927501717e-03,1.1958315736e-03,1.3155622582e-03
1.2914400000e-01,8.8592765678e-04,9.9592063634e-04,1.0918912449e-03,1.1827275011e-03,1.3031376875e-03
1.3014400000e-01,8.8874308858e-04,9.8696160421e-04,1.0938401829e-03,1.1874028860e-03,1.3072472939e-03
1.3114400000e-01,8.8701526693e-04,9.9130826129e-04,1.0945936810e-03,1.1878557416e-03,1.3077892072e-03
1.3214400000e-01,8.9515015134e-04,9.8835676908e-04,1.0876204033e-03,1.1849732982e-03,1.3045645028e-03
1.3314400000e-01,8.9317800303e-04,9.8888987850e-04,1.0982264212e-03,1.1864749104e-03,1.3075367315e-03
1.3414400000e-01,8.9454479166e-04,9.8018172139e-04,1.0907889373e-03,1.1807173723e-03,1.2993227574e-03
1.3514400000e-01,8.7701555458e-04,9.8361240816e-04,1.0926194227e-03,1.1888078734e-03,1.3118587958e-03
1.3614400000e-01,8.9018307335e-04,9.8231743323e-04,1.0912647849e-03,1.1819759675e-03,1.3018252503e-03
1.3714400000e-01,8.8703360234e-04,1.0014777945e-03,1.1015217751e-03,1.1867204739e-03,1.3059245248e-03
1.3814400000e-01,8.9031229436e-04,9.8600066849e-04,1.0922962247e-03,1.1867394642e-03,1.3073043374e-03
1.3914400000e-01,8.8817039796e-04,9.8902659374e-04,1.0940417269e-03,1.1990433268e-03,1.3204950665e-03
1.4014400000e-01,8.8861255790e-04,9.8767028248e-04,1.0827225196e-03,1.1889624875e-03,1.3095892791e-03
1.4114400000e-01,8.9194778411e-04,9.8851611256e-04,1.0913589358e-03,1.1933004134e-03,1.3129047875e-03
1.4214400000e-01,8.8091284852e-04,9.8886441265e-04,1.0886020755e-03,1.1792110308e-03,1.2973297271e-03
1.4314400000e-01,8.8897504611e-04,9.8396383692e-04,1.0871166887e-03,1.1896468641e-03,1.3096378825e-03
1.4414400000e-01,8.8898043032e-04,9.9387485534e-04,1.0943403322e-03,1.1861528765e-03,1.3065326493e-03
1.4514400000e-01,8.8906650490e-04,9.8629730928e-04,1.0913896404e-03,1.1807665578e-03,1.2992312259e-03
1.4614400000e-01,8.7905849796e-04,9.8788244941e-04,1.0954601021e-03,1.1877742509e-03,1.3061802019e-03
1.4714400000e-01,8.8579596195e-04,9.8818047263e-04,1.0919308261e-03,1.1829360301e-03,1.3038831821e-03
1.4814400000e-01,8.8430613687e-04,9.9839206086e-04,1.1001728126e-03,1.1878259102e-03,1.3093953021e-03
1.4914400000e-01,8.9608176495e-04,9.8767792224e-04,1.0969468713e-03,1.1820390500e-03,1.3032984862e-03
1.5014400000e-01,8.9045519417e-04,9.9073149613e-04,1.0991464660e-03,1.1998102855e-03,1.3215462968e-03
1.5114400000e-01,8.9451081294e-04,9.7976226243e-04,1.0781666788e-03,1.1879730300e-03,1.3110668806e-03
1.5214400000e-01,8.9462126198e-04,9.8675787740e-04,1.0934478632e-03,1.1858137441e-03,1.3071432477e-03
1.5314400000e-01,8.8720989879e-04,9.8283439002e-04,1.0927271069e-03,1.1793548038e-03,1.2991800031e-03
1.5414400000e-01,8.9100780315e-04,9.8002143204e-04,1.0937633488e-03,1.1918130622e-03,1.3140597730e-03
1.5514400000e-01,8.8895976660e-04,9.8927754152e-04,1.0912714788e-03,1.1873275798e-03,1.3075469178e-03
1.5614400000e-01,8.8971413788e-04,9.8505050119e-04,1.0917662439e-03,1.1882834951e-03,1.3082880469e-03
1.5714400000e-01,8.8199463789e-04,9.8745098512e-04,1.0983643006e-03,1.1909475870e-03,1.3114107423e-03
1.5814400000e-01,8.8254353614e-04,9.8708667792e-04,1.0872048006e-03,1.1894015915e-03,1.3086719264e-03
1.5914400000e-01,8.8310211140e-04,9.9501230579e-04,1.0936070612e-03,1.1949620966e-03,1.3173678599e-03
1.6014400000e-01,8.9909844974e-04,9.9244389276e-04,1.0929111886e-03,1.1844334222e-03,1.3057078468e-03
1.6114400000e-01,8.8651097030e-04,9.9411248812e-04,1.0948714771e-03,1.1931117479e-03,1.3116392074e-03
1.6214400000e-01,8.8871864136e-04,9.7465614090e-04,1.0837361333e-03,1.1894735508e-03,1.3097333431e-03
1.6314400000e-01,8.8690212579e-04,9.8937183793e-04,1.0914773156e-03,1.1893353076e-03,1.3079171185e-03
1.6414400000e-01,8.8841654360e-04,9.8769116448e-04,1.0911187564e-03,1.1752563296e-03,1.2948500807e-03
1.6514400000e-01,8.8897970272e-04,9.8778422398e-04,1.1016310600e-03,1.1849001021e-03,1.3054354349e-03
1.6614400000e-01,8.8391061581e-04,9.8711934697e-04,1.0930524149e-03,1.1814080790e-03,1.3025218504e-03
1.6714400000e-01,8.9487235527e-04,9.8771692137e-04,1.0971874872e-03,1.1957559036e-03,1.3197038788e-03
1.6814400000e-01,8.8892782514e-04,9.9292388768e-04,1.0978901264e-03,1.1869001901e-03,1.3077579206e-03
1.6914400000e-01,8.8870801846e-04,9.8122975032e-04,1.0912861762e-03,1.1888310109e-03,1.3089700951e-03
1.7014400000e-01,8.8828688604e-04,9.9007469544e-04,1.0944421228e-03,1.1948064639e-03,1.3159499213e-03
1.7114400000e-01,8.9810760983e-04,9.8867174529e-04,1.0894524166e-03,1.1874322809e-03,1.3091615983e-03
1.7214400000e-01,8.8973167294e-04,9.8756536318e-04,1.0930585267e-03,1.1914742208e-03,1.3136367488e-03
1.7314400000e-01,8.9117136667e-04,9.7795193142e-04,1.0859139002e-03,1.1869428999e-03,1.3055076124e-03
1.7414400000e-01,8.8118315034e-04,9.8870608781e-04,1.0875720909e-03,1.1916601215e-03,1.3119939831e-03
1.7514400000e-01,8.8610511739e-04,9.8532298580e-04,1.0878768808e-03,1.1750689009e-03,1.2956302089e-03
1.7614400000e-01,8.8239357865e-04,9.9613054772e-04,1.1070344044e-03,1.1853569595e-03,1.3059888443e-03
1.7714400000e-01,8.8241773483e-04,9.8970827821e-04,1.0908433615e-03,1.1886641732e-03,1.3073511946e-03
1.7814400000e-01,8.9102453785e-04,9.9345626950e-04,1.0929697601e-03,1.1953646026e-03,1.3176623906e-03
1.7914400000e-01,8.8539432909e-04,9.9574419437e-04,1.0908715194e-03,1.1830222502e-03,1.3028777903e-03
1.8014400000e-01,8.8723449153e-04,9.8687705758e-04,1.0946511611e-03,1.1875235214e-03,1.3075816969e-03
1.8114400000e-01,8.8804161351e-04,9.9064200185e-04,1.0942193330e-03,1.1863682448e-03,1.3065790699e-03
1.8214400000e-01,8.9368266345e-04,9.8682314274e-04,1.0877876775e-03,1.1842182721e-03,1.3042193314e-03
1.8314400000e-01,8.9238674263e-04,9.8957425507e-04,1.0984136316e-03,1.1854543845e-03,1.3057334581e-03
1.8414400000e-01,8.9359433332e-04,9.8085918580e-04,1.0920129716e-03,1.1800448556e-03,1.2990733376e-03
1.8514400000e-01,8.7563603302e-04,9.8263539257e-04,1.0932435544e-03,1.1892267503e-03,1.3113862951e-03
1.8614400000e-01,8.9060093160e-04,9.8256903584e-04,1.0912899597e-03,1.1823467503e-03,1.3030483387e-03
