# Saved on 2025-06-25T09:55:59.521041
# Name: Shreenidhi
# Sample_ID: Batch3_F5_TPTE33
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: -1.5
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2.3
#   Neg_Voltage: -1
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.001
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 12
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0002
#   max_gtarget: 0.0013
#   num_level: 6
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1
#   v_rst: -1
#   v_prg_max: 2.3
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: False
#   use_fine: False
#   use_ultra_fine: False
#   use_ultra_ultra_fine: False
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S)
2.7144000000e-02,2.1371452021e-04,3.1638759538e-04,4.0312090277e-04,4.9226538977e-04
2.8144000000e-02,2.0619729185e-04,3.2311614632e-04,4.1296141717e-04,4.9039237638e-04
2.9144000000e-02,2.0620365831e-04,3.1039646274e-04,4.1136885557e-04,4.8432491894e-04
3.0144000000e-02,1.9904848159e-04,3.1593775930e-04,4.1762166802e-04,4.8784077080e-04
3.1144000000e-02,1.9445265934e-04,3.1295228837e-04,4.1261886508e-04,4.9123380450e-04
3.2144000000e-02,1.9124949176e-04,3.1779636629e-04,4.0913677367e-04,4.9322967243e-04
3.3144000000e-02,1.9637318474e-04,3.1475603464e-04,4.1224862798e-04,4.9468537327e-04
3.4144000000e-02,2.0099769245e-04,3.1204330298e-04,4.1369086830e-04,4.8895788495e-04
3.5144000000e-02,1.9309691197e-04,3.0953680835e-04,4.1134764615e-04,4.9575457524e-04
3.6144000000e-02,1.9482871721e-04,3.0365607017e-04,4.0517839807e-04,4.9526413932e-04
3.7144000000e-02,1.9703549697e-04,3.1189018046e-04,4.0371520299e-04,5.0245311286e-04
3.8144000000e-02,2.0876599592e-04,3.0870865885e-04,3.9912603825e-04,4.8760397476e-04
3.9144000000e-02,2.0460631276e-04,3.1209714507e-04,4.1186958697e-04,4.9740378017e-04
4.0144000000e-02,2.1448782718e-04,3.0100340155e-04,4.0371804062e-04,4.9186899560e-04
4.1144000000e-02,2.0289940949e-04,3.0750954465e-04,4.0642797103e-04,5.0174781791e-04
4.2144000000e-02,2.0394525563e-04,3.0595616408e-04,4.0309714677e-04,4.9405880418e-04
4.3144000000e-02,2.0435792976e-04,3.1249102904e-04,4.0475613787e-04,4.9553840654e-04
4.4144000000e-02,2.0828038032e-04,3.1953961297e-04,4.0517443267e-04,4.9618207413e-04
4.5144000000e-02,2.0687799406e-04,3.2282674510e-04,4.0878701839e-04,4.8617755965e-04
4.6144000000e-02,2.0271378162e-04,3.1481711630e-04,4.1450020944e-04,4.9209149438e-04
4.7144000000e-02,1.9819261070e-04,3.1288516766e-04,4.1250634240e-04,4.9429687351e-04
4.8144000000e-02,1.9065037122e-04,3.1972944271e-04,4.0951719711e-04,4.9265061534e-04
4.9144000000e-02,2.0442239475e-04,3.1695239159e-04,4.0877981519e-04,4.8499048717e-04
5.0144000000e-02,1.9832097678e-04,3.1485556974e-04,4.1817867896e-04,4.9084901548e-04
5.1144000000e-02,1.9771960069e-04,3.0649451219e-04,4.0961898776e-04,4.8992671509e-04
5.2144000000e-02,1.9214619897e-04,3.0716742913e-04,4.1160707042e-04,4.9479735026e-04
5.3144000000e-02,1.9679177058e-04,3.0078343116e-04,4.0137638280e-04,4.9701782700e-04
5.4144000000e-02,1.9615928977e-04,3.1029441743e-04,4.0333296056e-04,5.0096787163e-04
5.5144000000e-02,2.0068864615e-04,3.0884832086e-04,3.9670791011e-04,4.9868925998e-04
5.6144000000e-02,2.0840690922e-04,3.0978830182e-04,4.0163609810e-04,4.9528098316e-04
5.7144000000e-02,2.1082278181e-04,3.0655501178e-04,4.0586051909e-04,4.9940063036e-04
5.8144000000e-02,2.0373814550e-04,3.1004063203e-04,4.0359675040e-04,5.0131959142e-04
5.9144000000e-02,2.0189792849e-04,3.1108451367e-04,4.0096416342e-04,4.9734004278e-04
6.0144000000e-02,2.1001655114e-04,3.1565898098e-04,4.0400176658e-04,4.8531732318e-04
6.1144000000e-02,2.0807694455e-04,3.1922860217e-04,4.1023591621e-04,4.9268892326e-04
6.2144000000e-02,2.0769652110e-04,3.1011273677e-04,4.1000690544e-04,4.8472822527e-04
6.3144000000e-02,1.9783650714e-04,3.1268540624e-04,4.1419400077e-04,5.0157676014e-04
6.4144000000e-02,1.9562645321e-04,3.1342915463e-04,4.0139166231e-04,4.9192116421e-04
6.5144000000e-02,1.8974913473e-04,3.2377887692e-04,4.1062750824e-04,4.9316124205e-04
6.6144000000e-02,2.0018862415e-04,3.1499283068e-04,4.0681065002e-04,4.9109046813e-04
6.7144000000e-02,2.0013321773e-04,3.1571184081e-04,4.1067487473e-04,4.8868772865e-04
6.8144000000e-02,1.9977695047e-04,3.0863557186e-04,4.0992348659e-04,4.9381142162e-04
6.9144000000e-02,1.9394683477e-04,3.0651797715e-04,4.0924125642e-04,4.9435286201e-04
7.0144000000e-02,1.9541539586e-04,3.0147924917e-04,4.0627728595e-04,4.9921036407e-04
7.1144000000e-02,1.9993982278e-04,3.0811275792e-04,3.9933031076e-04,5.0347141951e-04
7.2144000000e-02,2.0477142243e-04,3.0913375667e-04,4.0263374103e-04,5.0080856454e-04
7.3144000000e-02,2.0810297428e-04,3.0489278288e-04,4.0453869588e-04,5.0177524827e-04
7.4144000000e-02,1.9842558686e-04,3.0608411180e-04,4.0520371840e-04,5.0831349654e-04
7.5144000000e-02,2.0242199753e-04,3.0760060326e-04,3.9671129343e-04,5.0111488235e-04
7.6144000000e-02,2.0155030143e-04,3.1740037230e-04,4.0403610910e-04,5.0123224355e-04
7.7144000000e-02,2.0894298359e-04,3.1457933801e-04,4.0257986257e-04,4.9201546062e-04
7.8144000000e-02,2.0436880732e-04,3.2243558962e-04,4.1340899770e-04,4.8830774176e-04
7.9144000000e-02,2.0256167772e-04,3.1087882235e-04,4.1067403799e-04,4.8338690249e-04
8.0144000000e-02,1.9561091904e-04,3.1422307075e-04,4.1761857574e-04,4.8687987146e-04
8.1144000000e-02,1.9309749405e-04,3.1241652323e-04,4.1223080189e-04,4.9499525630e-04
8.2144000000e-02,1.8872815417e-04,3.1520346965e-04,4.0826478653e-04,4.8665031500e-04
8.3144000000e-02,1.9500372218e-04,3.1579271308e-04,4.1015238821e-04,4.8617584980e-04
8.4144000000e-02,1.9630730094e-04,3.1286763260e-04,4.1176965169e-04,4.8913771025e-04
8.5144000000e-02,1.9149138097e-04,3.0789069569e-04,4.0950049879e-04,4.9553516874e-04
8.6144000000e-02,1.9078508558e-04,3.0233666621e-04,4.0322196583e-04,4.9421290896e-04
8.7144000000e-02,1.9215241991e-04,3.1711002521e-04,4.0271501348e-04,5.0408536481e-04
8.8144000000e-02,2.0640467483e-04,3.0741284718e-04,3.9718332118e-04,4.9110050895e-04
8.9144000000e-02,2.0357585527e-04,3.0859540857e-04,4.1289426008e-04,5.0022666983e-04
9.0144000000e-02,2.1014717277e-04,3.0091094231e-04,4.0204238758e-04,4.9692200264e-04
9.1144000000e-02,1.9932711439e-04,3.0715047615e-04,4.0717397496e-04,5.0021153584e-04
9.2144000000e-02,2.0150322598e-04,3.0734387110e-04,4.0319806430e-04,4.9337049859e-04
9.3144000000e-02,2.0254965420e-04,3.1296927773e-04,4.0155493480e-04,4.9197049520e-04
9.4144000000e-02,2.0534298528e-04,3.1864132325e-04,4.0321872802e-04,4.9312900956e-04
9.5144000000e-02,2.0526524168e-04,3.2259926229e-04,4.0698680095e-04,4.8990223149e-04
9.6144000000e-02,1.9916849851e-04,3.1544594094e-04,4.1304014303e-04,4.9720714742e-04
9.7144000000e-02,1.9586665076e-04,3.1148942071e-04,4.1071856685e-04,4.9060698075e-04
9.8144000000e-02,1.9001179680e-04,3.2080330129e-04,4.0794162487e-04,4.9171801948e-04
9.9144000000e-02,1.9899207473e-04,3.2089392334e-04,4.0831018850e-04,4.8353307648e-04
1.0014400000e-01,1.9534456442e-04,3.1554249290e-04,4.1678420530e-04,4.8773872550e-04
1.0114400000e-01,1.9673550923e-04,3.0446273740e-04,4.1030449211e-04,4.8783866077e-04
1.0214400000e-01,1.8868291590e-04,3.0773320759e-04,4.1148719902e-04,5.0150651077e-04
1.0314400000e-01,1.9443315978e-04,3.0001536288e-04,3.9934573579e-04,4.9823476729e-04
1.0414400000e-01,1.9614826670e-04,3.1137671613e-04,4.0329592593e-04,5.0421953347e-04
1.0514400000e-01,2.0013194444e-04,3.1018116715e-04,3.9635022404e-04,5.0200156693e-04
1.0614400000e-01,2.0543911887e-04,3.1153420423e-04,4.0145230741e-04,4.9285517889e-04
1.0714400000e-01,2.0870917069e-04,3.0869945476e-04,4.0566359530e-04,5.0363752962e-04
1.0814400000e-01,2.0352326828e-04,3.0532861274e-04,4.0392063966e-04,5.0387938245e-04
1.0914400000e-01,2.0064722776e-04,3.0904200685e-04,3.9995305997e-04,4.9752394261e-04
1.1014400000e-01,2.0786052119e-04,3.1346491596e-04,4.0328955947e-04,4.8927809985e-04
1.1114400000e-01,2.0479730665e-04,3.2027019188e-04,4.1066243284e-04,4.9020069127e-04
1.1214400000e-01,2.0151255740e-04,3.1048170058e-04,4.1136237996e-04,4.8489760957e-04
1.1314400000e-01,1.9370283553e-04,3.1488525565e-04,4.1473263991e-04,4.9855298130e-04
1.1414400000e-01,1.9457211238e-04,3.1283325370e-04,4.0211714804e-04,4.9020280130e-04
1.1514400000e-01,1.8711045414e-04,3.1947060052e-04,4.0982537030e-04,4.9390586355e-04
1.1614400000e-01,1.9662369596e-04,3.1419509469e-04,4.0665698180e-04,4.9200101785e-04
1.1714400000e-01,1.9709981643e-04,3.1438736187e-04,4.1108825826e-04,4.9078356824e-04
1.1814400000e-01,1.9648443413e-04,3.0937280826e-04,4.1028146370e-04,4.9478898291e-04
1.1914400000e-01,1.9392535251e-04,3.0355102353e-04,4.0888910007e-04,4.9853730161e-04
1.2014400000e-01,1.9385042833e-04,2.9952438126e-04,4.0683131374e-04,5.0141276006e-04
1.2114400000e-01,1.9806382625e-04,3.0691495340e-04,3.9980306610e-04,4.9529622629e-04
1.2214400000e-01,2.0265073545e-04,3.0925093597e-04,4.0108698158e-04,4.9818529078e-04
1.2314400000e-01,2.0773299184e-04,3.0333007089e-04,4.0448569052e-04,4.9462429160e-04
1.2414400000e-01,1.9753086235e-04,3.0591021641e-04,4.0549562982e-04,5.0505743275e-04
1.2514400000e-01,2.0184916139e-04,3.0729748687e-04,3.9503040171e-04,4.9785998272e-04
1.2614400000e-01,2.0074463464e-04,3.2006788388e-04,4.0248600271e-04,5.0251092034e-04
1.2714400000e-01,2.0951016268e-04,3.1431427487e-04,4.0232906031e-04,4.9549911637e-04
1.2814400000e-01,2.0576244424e-04,3.2144882425e-04,4.1231716750e-04,4.8999216233e-04
1.2914400000e-01,2.0447865609e-04,3.1113908335e-04,4.0967282985e-04,4.8658752348e-04
1.3014400000e-01,1.9791383238e-04,3.1791962101e-04,4.1726161726e-04,4.9056769058e-04
1.3114400000e-01,1.9257526219e-04,3.1226398278e-04,4.0995786549e-04,4.9342786951e-04
1.3214400000e-01,1.8863540390e-04,3.1677893276e-04,4.0919061576e-04,4.8727601097e-04
1.3314400000e-01,1.9645700377e-04,3.1380179280e-04,4.0905462811e-04,4.8798414355e-04
1.3414400000e-01,1.9814780899e-04,3.1386825867e-04,4.1234572564e-04,4.9473117542e-04
1.3514400000e-01,1.9070068447e-04,3.0923638406e-04,4.1129605961e-04,5.0461891078e-04
1.3614400000e-01,1.9429333406e-04,3.0259876439e-04,4.0398692363e-04,5.0004047807e-04
1.3714400000e-01,1.9492696083e-04,3.1375358958e-04,4.0294558858e-04,5.0718066632e-04
1.3814400000e-01,2.0535868316e-04,3.1013267289e-04,3.9823498810e-04,4.8964058806e-04
1.3914400000e-01,2.0432724341e-04,3.0861603591e-04,4.1262890591e-04,5.0037695473e-04
1.4014400000e-01,2.1111909518e-04,3.0093653550e-04,4.0286966396e-04,4.9332724302e-04
1.4114400000e-01,1.9928978872e-04,3.0705079553e-04,4.0509130486e-04,4.9432870583e-04
1.4214400000e-01,2.0255685740e-04,3.0938270356e-04,4.0099410398e-04,4.9527843657e-04
1.4314400000e-01,2.0046090867e-04,3.1226143619e-04,4.0241051465e-04,4.9386006140e-04
1.4414400000e-01,2.0483093977e-04,3.1618474168e-04,4.0526520024e-04,4.9334943469e-04
1.4514400000e-01,2.0449208023e-04,3.1997162296e-04,4.0623021050e-04,4.8528636398e-04
1.4614400000e-01,1.9886158043e-04,3.1432839023e-04,4.1439052438e-04,4.9377609685e-04
1.4714400000e-01,1.9458202587e-04,3.1287469028e-04,4.1200702981e-04,4.9192527513e-04
1.4814400000e-01,1.8926748453e-04,3.1813269743e-04,4.0886829083e-04,4.9165370001e-04
1.4914400000e-01,1.9958752091e-04,3.1761315768e-04,4.0664581320e-04,4.8401543609e-04
1.5014400000e-01,1.9486602469e-04,3.1759998819e-04,4.1649240302e-04,4.9029327784e-04
1.5114400000e-01,1.9695902665e-04,3.0508390410e-04,4.1043640522e-04,4.8617021093e-04
1.5214400000e-01,1.8998847736e-04,3.0872462958e-04,4.1052673623e-04,4.9735019275e-04
1.5314400000e-01,1.9358634745e-04,3.0229339245e-04,4.0058414015e-04,4.9895588745e-04
1.5414400000e-01,1.9453720597e-04,3.1226398278e-04,4.0275826905e-04,5.0654056395e-04
1.5514400000e-01,2.0210871298e-04,3.0826828151e-04,3.9623020712e-04,5.0141941756e-04
1.5614400000e-01,2.0646844860e-04,3.0911636713e-04,4.0219772927e-04,4.9895887059e-04
1.5714400000e-01,2.1013036530e-04,3.0337290809e-04,4.0483882913e-04,4.9624370149e-04
1.5814400000e-01,2.0279196178e-04,3.0696130125e-04,4.0385843022e-04,5.0031656428e-04
1.5914400000e-01,2.0030864107e-04,3.1369578210e-04,4.0144481318e-04,4.9163376389e-04
1.6014400000e-01,2.0559364202e-04,3.1794719689e-04,4.0269536839e-04,4.8710197007e-04
1.6114400000e-01,2.0686908101e-04,3.1912397390e-04,4.0813742089e-04,4.8769812565e-04
1.6214400000e-01,2.0434024918e-04,3.1109739211e-04,4.1069171857e-04,4.9058224249e-04
1.6314400000e-01,1.9273642465e-04,3.1400762964e-04,4.1444043745e-04,4.9997939641e-04
1.6414400000e-01,1.9507935576e-04,3.1241794204e-04,4.0183811507e-04,4.9346366723e-04
1.6514400000e-01,1.8924514734e-04,3.1977160688e-04,4.0990329580e-04,4.9814752856e-04
1.6614400000e-01,1.9695604351e-04,3.1489333196e-04,4.0632603486e-04,4.9577618483e-04
1.6714400000e-01,1.9776172849e-04,3.1639974623e-04,4.1283856262e-04,4.9268342991e-04
1.6814400000e-01,1.9642873667e-04,3.0969938962e-04,4.1050523578e-04,4.9238922657e-04
1.6914400000e-01,1.9275988961e-04,3.0436165616e-04,4.1038958443e-04,4.9585592933e-04
1.7014400000e-01,1.9199493181e-04,3.0080405850e-04,4.0685914428e-04,5.0382823247e-04
1.7114400000e-01,2.0010182197e-04,3.0702536606e-04,4.0069146053e-04,5.0385351642e-04
1.7214400000e-01,2.0394823878e-04,3.1171010050e-04,4.0087721572e-04,4.9939400924e-04
1.7314400000e-01,2.0794801458e-04,3.0488274206e-04,4.0514052671e-04,4.9656646297e-04
1.7414400000e-01,1.9751078071e-04,3.0447050449e-04,4.0512411942e-04,5.0511949667e-04
1.7514400000e-01,2.0123221475e-04,3.0601411709e-04,3.9551981899e-04,4.9919086450e-04
1.7614400000e-01,2.0140412744e-04,3.1728559406e-04,4.0282189730e-04,4.9590878916e-04
1.7714400000e-01,2.0838118871e-04,3.1386724004e-04,4.0144564991e-04,4.9081536417e-04
1.7814400000e-01,2.0352978026e-04,3.2286083297e-04,4.1244569729e-04,4.9323745770e-04
1.7914400000e-01,2.0240149752e-04,3.0907565815e-04,4.0985760279e-04,4.8783567763e-04
1.8014400000e-01,1.9611970856e-04,3.1366875191e-04,4.1750463424e-04,4.8681995395e-04
1.8114400000e-01,1.9126970074e-04,3.1349176425e-04,4.1114493797e-04,4.9567552196e-04
1.8214400000e-01,1.8926846678e-04,3.1536252209e-04,4.0870814701e-04,4.8956775572e-04
1.8314400000e-01,1.9491042622e-04,3.1638846849e-04,4.1016213800e-04,4.9389993364e-04
1.8414400000e-01,1.9574847101e-04,3.1292260246e-04,4.1201437853e-04,4.9387432227e-04
1.8514400000e-01,1.8974502382e-04,3.0872448406e-04,4.0982409701e-04,5.0572514738e-04
1.8614400000e-01,1.9173750843e-04,3.0160972528e-04,4.0392515075e-04,5.0429884141e-04
1.8714400000e-01,1.9194998458e-04,3.1301704439e-04,4.0168910346e-04,5.0837312301e-04
1.8814400000e-01,2.0455639969e-04,3.0952618545e-04,3.9883878344e-04,4.9416245020e-04
1.8914400000e-01,2.0171330107e-04,3.0887844332e-04,4.1092553147e-04,5.0253907830e-04
1.9014400000e-01,2.1097617719e-04,3.0100000004e-04,4.0373586671e-04,5.0084050599e-04
1.9114400000e-01,2.0048028091e-04,3.0829047319e-04,4.0601658839e-04,5.0401751650e-04
1.9214400000e-01,2.0006520572e-04,3.0851399060e-04,4.0040304157e-04,4.9965510698e-04
1.9314400000e-01,2.0062050680e-04,3.1299230614e-04,4.0334070945e-04,5.0254442613e-04
1.9414400000e-01,2.0418856366e-04,3.2120013202e-04,4.0268689190e-04,4.9387319450e-04
1.9514400000e-01,2.0397410481e-04,3.2199193811e-04,4.0603608795e-04,4.8508249165e-04
1.9614400000e-01,1.9924285880e-04,3.1580104405e-04,4.1306757339e-04,4.9077818403e-04
1.9714400000e-01,1.9450963009e-04,3.1102386856e-04,4.1198964027e-04,4.9171165301e-04
1.9814400000e-01,1.8969978555e-04,3.1875399145e-04,4.0850809455e-04,4.9296842917e-04
1.9914400000e-01,1.9997756681e-04,3.1771676731e-04,4.0717357479e-04,4.8638892622e-04
2.0014400000e-01,1.9482842617e-04,3.1455998396e-04,4.1678547859e-04,4.9253641919e-04
2.0114400000e-01,1.9675968360e-04,3.0793522455e-04,4.1053252062e-04,4.8968355259e-04
2.0214400000e-01,1.8973669285e-04,3.0927752960e-04,4.1184979636e-04,4.9879203289e-04
2.0314400000e-01,1.9333145246e-04,2.9986649679e-04,4.0077811718e-04,5.0430746342e-04
2.0414400000e-01,1.9464279831e-04,3.1298426620e-04,4.0387483750e-04,5.1154787798e-04
2.0514400000e-01,2.0054501874e-04,3.0880535633e-04,3.9722221118e-04,4.9988950195e-04
2.0614400000e-01,2.0502053303e-04,3.0999795854e-04,4.0190356231e-04,4.9485319323e-04
2.0714400000e-01,2.0799410777e-04,3.0605413485e-04,4.0579081542e-04,4.9752408813e-04
2.0814400000e-01,2.0240970116e-04,3.0760002119e-04,4.0394155803e-04,4.9943511840e-04
2.0914400000e-01,2.0000370569e-04,3.1038642192e-04,4.0180191718e-04,4.9549427786e-04
2.1014400000e-01,2.0727142328e-04,3.1441988540e-04,4.0379803977e-04,4.8984667956e-04
2.1114400000e-01,2.0356044843e-04,3.1981697248e-04,4.1006034735e-04,4.9186277465e-04
2.1214400000e-01,2.0306608349e-04,3.0909304769e-04,4.1081315430e-04,4.8731784773e-04
2.1314400000e-01,1.9161663658e-04,3.1271043554e-04,4.1423318180e-04,4.9770264013e-04
2.1414400000e-01,1.9414306735e-04,3.1286890589e-04,4.0187402192e-04,4.9000911531e-04
2.1514400000e-01,1.8621529307e-04,3.2056977943e-04,4.0931601688e-04,4.9811373174e-04
2.1614400000e-01,1.9660375983e-04,3.1397808925e-04,4.0759245167e-04,4.8943373258e-04
2.1714400000e-01,1.9649432943e-04,3.1583327655e-04,4.1257870180e-04,4.9177171604e-04
2.1814400000e-01,1.9619561499e-04,3.0886345485e-04,4.0899623855e-04,4.9091078836e-04
2.1914400000e-01,1.9372671886e-04,3.1571751606e-04,4.1033727030e-04,4.9304504500e-04
2.2014400000e-01,1.9444220015e-04,3.0815590435e-04,4.0424238250e-04,5.0003087381e-04
2.2114400000e-01,1.9856937797e-04,3.1533734727e-04,3.9996721171e-04,4.9777587265e-04
2.2214400000e-01,2.0377632609e-04,3.1763604056e-04,4.0232185711e-04,4.9812533689e-04
2.2314400000e-01,2.0649629732e-04,3.1174473406e-04,4.0483260818e-04,4.9304715503e-04
2.2414400000e-01,1.9707424144e-04,3.1249539461e-04,4.0558596083e-04,5.0430335250e-04
