# Saved on 2025-06-26T13:42:08.397722
# Name: Shreenidhi
# Sample_ID: Batch3_F5_TPTE11
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 1
# VSS WGFMU: 2
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [1, 2]
#   num_loops: 5
#   Read_Voltage: 0.1
#   Pos_Voltage: 2
#   Neg_Voltage: -2
#   Min_MemWindow: 1.1
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.003
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0008
#   max_gtarget: 0.0013
#   num_level: 6
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1.1
#   v_rst: -0.6
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S),Conductance_Target_4 (S),Conductance_Target_5 (S)
3.0144000000e-02,7.9786477727e-04,8.9568886324e-04,9.9567580037e-04,1.1098574032e-03,1.1978596740e-03
3.1144000000e-02,8.0041470937e-04,8.9727465820e-04,1.0014835425e-03,1.1066548177e-03,1.1945325241e-03
3.2144000000e-02,7.8632416262e-04,8.8759035862e-04,9.9064287497e-04,1.1156334222e-03,1.1875886412e-03
3.3144000000e-02,7.9587953223e-04,8.9467284852e-04,9.9402022897e-04,1.1104284204e-03,1.1899910896e-03
3.4144000000e-02,7.9443547293e-04,8.9413420937e-04,9.9569981103e-04,1.1135160457e-03,1.1957564857e-03
3.5144000000e-02,8.0197416537e-04,8.9394576207e-04,1.0001375631e-03,1.0888278484e-03,1.1854479089e-03
3.6144000000e-02,7.9460187408e-04,8.8340959337e-04,9.8855030956e-04,1.1083126446e-03,1.1964189616e-03
3.7144000000e-02,7.9486650066e-04,8.9196757472e-04,9.9626362498e-04,1.1056409130e-03,1.1873926996e-03
3.8144000000e-02,7.9512719822e-04,8.8944369054e-04,9.9692435469e-04,1.1067130254e-03,1.1953800276e-03
3.9144000000e-02,7.8817007306e-04,9.0126224677e-04,1.0068853589e-03,1.1052512855e-03,1.1883902334e-03
4.0144000000e-02,7.8952718468e-04,8.9382039732e-04,9.9886041426e-04,1.1062764679e-03,1.1940216064e-03
4.1144000000e-02,7.8983146523e-04,9.0121771791e-04,1.0041178757e-03,1.1130233906e-03,1.1959898984e-03
4.2144000000e-02,7.9567158537e-04,8.9810375357e-04,9.9795484857e-04,1.1018195073e-03,1.2012583466e-03
4.3144000000e-02,7.8768076492e-04,8.9221684902e-04,9.9763732578e-04,1.1103552970e-03,1.1944458674e-03
4.4144000000e-02,7.9066085164e-04,8.9523367933e-04,9.9881799542e-04,1.1103061115e-03,1.1969479237e-03
4.5144000000e-02,7.9350182205e-04,8.9149922132e-04,9.9369251984e-04,1.1084559810e-03,1.1893047486e-03
4.6144000000e-02,8.0275436630e-04,8.9626853878e-04,9.9870521808e-04,1.0953818128e-03,1.1933266069e-03
4.7144000000e-02,7.9579287558e-04,8.8739849161e-04,9.9317039712e-04,1.1066177831e-03,1.1907444423e-03
4.8144000000e-02,8.0206758867e-04,8.9024455519e-04,9.9203054560e-04,1.1085649749e-03,1.1846656707e-03
4.9144000000e-02,7.9310513684e-04,8.8827531727e-04,9.9304372270e-04,1.1147324403e-03,1.1923663988e-03
5.0144000000e-02,7.9629106040e-04,9.0644040029e-04,1.0108939023e-03,1.1093773355e-03,1.1842165259e-03
5.1144000000e-02,7.9552482930e-04,8.9266301075e-04,9.9704280728e-04,1.1113081564e-03,1.1855523917e-03
5.2144000000e-02,7.9223842476e-04,8.9408662461e-04,9.9542121461e-04,1.1138239643e-03,1.1867531430e-03
5.3144000000e-02,7.9648882092e-04,8.9008535724e-04,9.9003271316e-04,1.1070540495e-03,1.2092087127e-03
5.4144000000e-02,7.9284392996e-04,8.9375593234e-04,9.9640456028e-04,1.1090299813e-03,1.1970067862e-03
5.5144000000e-02,7.9288234701e-04,8.9288492745e-04,9.9617864180e-04,1.1054971401e-03,1.1883304251e-03
5.6144000000e-02,7.8846365795e-04,8.9054170530e-04,9.9150653114e-04,1.1071480549e-03,1.1884544074e-03
5.7144000000e-02,8.0150159192e-04,8.9913199190e-04,1.0006214870e-03,1.0967307753e-03,1.1973937944e-03
5.8144000000e-02,7.9446952441e-04,8.9523127826e-04,9.9700562714e-04,1.1016451754e-03,1.1956915841e-03
5.9144000000e-02,7.9276767792e-04,8.9331697382e-04,9.9892211438e-04,1.1006847490e-03,1.1909467867e-03
6.0144000000e-02,7.8652192315e-04,8.9237815700e-04,9.9395547295e-04,1.1228652147e-03,1.1941372213e-03
6.1144000000e-02,7.9389807070e-04,9.0204419394e-04,1.0042818758e-03,1.1046331929e-03,1.1913228082e-03
6.2144000000e-02,7.9299250501e-04,8.9593711891e-04,9.9761309684e-04,1.1079144315e-03,1.1983492004e-03
6.3144000000e-02,7.9238205217e-04,8.9644934633e-04,9.9710210634e-04,1.1060010002e-03,1.1892719340e-03
6.4144000000e-02,7.9964440374e-04,8.8486376626e-04,9.8461117886e-04,1.1071308109e-03,1.2020788563e-03
6.5144000000e-02,7.9914148955e-04,8.9097586169e-04,9.9501856312e-04,1.1091813940e-03,1.1929967877e-03
6.6144000000e-02,7.9947669292e-04,8.8715518359e-04,9.8910517409e-04,1.1011162132e-03,1.1940067634e-03
6.7144000000e-02,7.9265555541e-04,8.9064182248e-04,9.9567463621e-04,1.1120278941e-03,1.1812659795e-03
6.8144000000e-02,8.0011574028e-04,8.9418623247e-04,9.9843236967e-04,1.1055971117e-03,1.1937924137e-03
6.9144000000e-02,7.9773431935e-04,8.9175453468e-04,9.9369819509e-04,1.1060830730e-03,1.1855899356e-03
7.0144000000e-02,7.9557110439e-04,8.9430941443e-04,1.0007850506e-03,1.1053541675e-03,1.1951425404e-03
7.1144000000e-02,7.8291006503e-04,8.9155226306e-04,9.9482844234e-04,1.1138508125e-03,1.1877685029e-03
7.2144000000e-02,7.9056684626e-04,8.9826775366e-04,1.0008733079e-03,1.1041107064e-03,1.1928963795e-03
7.3144000000e-02,7.8464807302e-04,8.9751818450e-04,9.9910292192e-04,1.1071898916e-03,1.2011131184e-03
7.4144000000e-02,7.9610872490e-04,8.9834102255e-04,1.0002309136e-03,1.0975123587e-03,1.1916235235e-03
7.5144000000e-02,7.9192781413e-04,8.8168329967e-04,9.8144657386e-04,1.1034219642e-03,1.1999506387e-03
7.6144000000e-02,7.9383942648e-04,8.9259541710e-04,9.9548182334e-04,1.1007756257e-03,1.1984252342e-03
7.7144000000e-02,7.9544806795e-04,8.9170760475e-04,9.9764038168e-04,1.0973961616e-03,1.1914945935e-03
7.8144000000e-02,7.9000092228e-04,8.9876339189e-04,1.0033632134e-03,1.1083940626e-03,1.1725885270e-03
7.9144000000e-02,7.9598969023e-04,8.9279208623e-04,9.9730947113e-04,1.1041294783e-03,1.1908749730e-03
8.0144000000e-02,7.9536453995e-04,8.9476023277e-04,9.9728356872e-04,1.1075491057e-03,1.1984779849e-03
8.1144000000e-02,7.9921293946e-04,8.9572524303e-04,1.0010094411e-03,1.1057227675e-03,1.1950870976e-03
8.2144000000e-02,7.8632336226e-04,8.8741995569e-04,9.9237477116e-04,1.1142717267e-03,1.1854695185e-03
8.3144000000e-02,7.9386532889e-04,8.8904351287e-04,9.9840210169e-04,1.1097235256e-03,1.1894804629e-03
8.4144000000e-02,7.9286663095e-04,8.9107212261e-04,9.9474003946e-04,1.1113366054e-03,1.1978499970e-03
8.5144000000e-02,8.0150777649e-04,8.9603650849e-04,9.9864599179e-04,1.0891735292e-03,1.1844604160e-03
8.6144000000e-02,7.9285142419e-04,8.8510903879e-04,9.8938566225e-04,1.1059017561e-03,1.1905680731e-03
8.7144000000e-02,7.9448291217e-04,8.9139684860e-04,9.9500670331e-04,1.1036013166e-03,1.1854933837e-03
8.8144000000e-02,7.9171819380e-04,8.9083208877e-04,9.9647171737e-04,1.1047920998e-03,1.1907934095e-03
8.9144000000e-02,7.8946977737e-04,9.0213463409e-04,1.0081742221e-03,1.1040408572e-03,1.1797403567e-03
9.0144000000e-02,7.8896962805e-04,8.9470850071e-04,9.9949786090e-04,1.1046078725e-03,1.1916775111e-03
9.1144000000e-02,7.8855766333e-04,9.0040077339e-04,1.0056361498e-03,1.1114855442e-03,1.1934441864e-03
9.2144000000e-02,7.9678728071e-04,8.9291163022e-04,9.9574688647e-04,1.0999366350e-03,1.2070057710e-03
9.3144000000e-02,7.8799406765e-04,8.9453249529e-04,9.9818455055e-04,1.1098058167e-03,1.1954061483e-03
9.4144000000e-02,7.9062978330e-04,8.9706431027e-04,9.9967342976e-04,1.1070790788e-03,1.2001375580e-03
9.5144000000e-02,7.9147219367e-04,8.9258610387e-04,9.9412296549e-04,1.1059491226e-03,1.1887924484e-03
9.6144000000e-02,8.0286481534e-04,8.9535511506e-04,9.9886834505e-04,1.0948517593e-03,1.1927465675e-03
9.7144000000e-02,7.9529105278e-04,8.9056731667e-04,9.9167955341e-04,1.1078092211e-03,1.1902148981e-03
9.8144000000e-02,8.0089113908e-04,8.9002700406e-04,9.9358141597e-04,1.1031095346e-03,1.1808017734e-03
9.9144000000e-02,7.8864279203e-04,8.8859465905e-04,9.9150398455e-04,1.1123865261e-03,1.1928725144e-03
1.0014400000e-01,7.9366298451e-04,9.0595676738e-04,1.0098333587e-03,1.1072002235e-03,1.1863081454e-03
1.0114400000e-01,7.9354795162e-04,8.9429791842e-04,9.9664444861e-04,1.1107566388e-03,1.1853264732e-03
1.0214400000e-01,7.9154538980e-04,8.9280663815e-04,9.9475204479e-04,1.1142729636e-03,1.1877898214e-03
1.0314400000e-01,7.9268531408e-04,8.8786589913e-04,9.8999626061e-04,1.1042642291e-03,1.2072240497e-03
1.0414400000e-01,7.9106444900e-04,8.9438290161e-04,9.9799173768e-04,1.1081397679e-03,1.1956982053e-03
1.0514400000e-01,7.9026445746e-04,8.9359418780e-04,9.9460092315e-04,1.1031752365e-03,1.1899940728e-03
1.0614400000e-01,7.8742901678e-04,8.9186592959e-04,9.9377633887e-04,1.1059266399e-03,1.1846133566e-03
1.0714400000e-01,8.0025100033e-04,9.0021188953e-04,1.0019265028e-03,1.0957681661e-03,1.1975874804e-03
1.0814400000e-01,7.9365607235e-04,8.9643501269e-04,9.9825228972e-04,1.1004718544e-03,1.1890612950e-03
1.0914400000e-01,7.9084718891e-04,8.9751287305e-04,1.0010385449e-03,1.0999068036e-03,1.1859017104e-03
1.1014400000e-01,7.8438781202e-04,8.9142784418e-04,9.9416414741e-04,1.1220490705e-03,1.1900730897e-03
1.1114400000e-01,7.8998127719e-04,9.0098939836e-04,1.0050361016e-03,1.1031369650e-03,1.1885329877e-03
1.1214400000e-01,7.9061719589e-04,8.9477449364e-04,9.9795834103e-04,1.1066675506e-03,1.1963454017e-03
1.1314400000e-01,7.9152421677e-04,8.9474386186e-04,9.9793061963e-04,1.1053680646e-03,1.1879211525e-03
1.1414400000e-01,7.9600336903e-04,8.8294036686e-04,9.8432399682e-04,1.1044090206e-03,1.2014187814e-03
1.1514400000e-01,7.9654753790e-04,8.9135319286e-04,9.9373733974e-04,1.1066511070e-03,1.1928589811e-03
1.1614400000e-01,7.9715624452e-04,8.8584187324e-04,9.8938253359e-04,1.1014392658e-03,1.1931746121e-03
1.1714400000e-01,7.8945893620e-04,8.9347711764e-04,9.9836579466e-04,1.1106613965e-03,1.1797259504e-03
1.1814400000e-01,7.9959587310e-04,8.9355758973e-04,9.9567492725e-04,1.1027525761e-03,1.1885959248e-03
1.1914400000e-01,7.9576464486e-04,8.9291577751e-04,9.9577577203e-04,1.1040649406e-03,1.1837761849e-03
1.2014400000e-01,7.9442201240e-04,8.9688204753e-04,1.0002432100e-03,1.1039074161e-03,1.1916893709e-03
1.2114400000e-01,7.8274075349e-04,8.9164073870e-04,9.9440345366e-04,1.1157747213e-03,1.1887917208e-03
1.2214400000e-01,7.8955657955e-04,8.9781635324e-04,1.0017187742e-03,1.1039461242e-03,1.1850360897e-03
1.2314400000e-01,7.8521967225e-04,8.9503577328e-04,9.9904391391e-04,1.1064639693e-03,1.1954623187e-03
1.2414400000e-01,7.9478631960e-04,8.9944682259e-04,9.9994264019e-04,1.0969299183e-03,1.1847051064e-03
1.2514400000e-01,7.9181838373e-04,8.8195811259e-04,9.8416174296e-04,1.1019699014e-03,1.1958523100e-03
1.2614400000e-01,7.9253659351e-04,8.9267443400e-04,9.9473269074e-04,1.0992044554e-03,1.1984317825e-03
1.2714400000e-01,7.9394601926e-04,8.9176515758e-04,9.9545330158e-04,1.0955534526e-03,1.1958764662e-03
1.2814400000e-01,7.9066368926e-04,8.9984147053e-04,1.0024118092e-03,1.1078105308e-03,1.1772340076e-03
1.2914400000e-01,7.9443729192e-04,8.9401321020e-04,9.9390170362e-04,1.1014745542e-03,1.1889639427e-03
1.3014400000e-01,7.9560355516e-04,8.9515931904e-04,9.9493248854e-04,1.1061800615e-03,1.1887545406e-03
1.3114400000e-01,7.9887111497e-04,8.9798457338e-04,9.9896773463e-04,1.1028516747e-03,1.1940559489e-03
1.3214400000e-01,7.8606462921e-04,8.8908898761e-04,9.9063945527e-04,1.1141374125e-03,1.1837408238e-03
1.3314400000e-01,7.9143908806e-04,8.9069013484e-04,9.9236844108e-04,1.1107825412e-03,1.1874800839e-03
1.3414400000e-01,7.9330930021e-04,8.9200635557e-04,9.9158947705e-04,1.1110946798e-03,1.1923468992e-03
1.3514400000e-01,8.0315192463e-04,8.9636305347e-04,9.9797332950e-04,1.0893127910e-03,1.1856843776e-03
1.3614400000e-01,7.9187666415e-04,8.8713444711e-04,9.8995224107e-04,1.1064615683e-03,1.1863465625e-03
1.3714400000e-01,7.9341953096e-04,8.9233122708e-04,9.9412456620e-04,1.1039242236e-03,1.1844030087e-03
1.3814400000e-01,7.9362485849e-04,8.9196168119e-04,9.9530974694e-04,1.1040921527e-03,1.1934507347e-03
1.3914400000e-01,7.8721466707e-04,9.0267247288e-04,1.0045993986e-03,1.1048574379e-03,1.1857513891e-03
1.4014400000e-01,7.8621676948e-04,8.9574488811e-04,9.9600671092e-04,1.1034777708e-03,1.1849649309e-03
1.4114400000e-01,7.8603843576e-04,9.0257264674e-04,1.0033882427e-03,1.1098497635e-03,1.1896461365e-03
1.4214400000e-01,7.9377947259e-04,8.9397814008e-04,9.9155513453e-04,1.1003930558e-03,1.2017274275e-03
1.4314400000e-01,7.8700300946e-04,8.9453853434e-04,9.9576231150e-04,1.1090104817e-03,1.1926457955e-03
1.4414400000e-01,7.8926452261e-04,8.9538974862e-04,9.9488708656e-04,1.1065917352e-03,1.1959909898e-03
1.4514400000e-01,7.9096083937e-04,8.9237684733e-04,9.9090553704e-04,1.1047635780e-03,1.1816071492e-03
1.4614400000e-01,8.0107180111e-04,8.9602166554e-04,9.9812008557e-04,1.0943742382e-03,1.1866430577e-03
1.4714400000e-01,7.9427270975e-04,8.8909764600e-04,9.9157987279e-04,1.1067222658e-03,1.1915977666e-03
1.4814400000e-01,8.0039601016e-04,8.9047214715e-04,9.9374032288e-04,1.1044238636e-03,1.1863474356e-03
1.4914400000e-01,7.8766381193e-04,8.8723674708e-04,9.8989541584e-04,1.1127252219e-03,1.1870487651e-03
1.5014400000e-01,7.9314428149e-04,9.0444562375e-04,1.0080116044e-03,1.1079225078e-03,1.1810371507e-03
1.5114400000e-01,7.9358833318e-04,8.9396417025e-04,9.9835546280e-04,1.1101063865e-03,1.1885540880e-03
1.5214400000e-01,7.8908517025e-04,8.9274835773e-04,9.9494194728e-04,1.1137073307e-03,1.1835194891e-03
1.5314400000e-01,7.9482662841e-04,8.8672815764e-04,9.8650452856e-04,1.1059199460e-03,1.2067647185e-03
1.5414400000e-01,7.9084107711e-04,8.9430628577e-04,9.9721772131e-04,1.1094214278e-03,1.1896243814e-03
1.5514400000e-01,7.8884229879e-04,8.9265631686e-04,9.9504839454e-04,1.1042811821e-03,1.1889038433e-03
1.5614400000e-01,7.8654709796e-04,8.9354332886e-04,9.9360149761e-04,1.1071354675e-03,1.1809804710e-03
1.5714400000e-01,7.9873265349e-04,8.9877503342e-04,1.0023122741e-03,1.0970051517e-03,1.1946909945e-03
1.5814400000e-01,7.9290111898e-04,8.9721077529e-04,9.9922544905e-04,1.1015982454e-03,1.1872667528e-03
1.5914400000e-01,7.9154982814e-04,8.9680150268e-04,1.0008765094e-03,1.1002377141e-03,1.1838990031e-03
1.6014400000e-01,7.8446159023e-04,8.9424167527e-04,9.9310622318e-04,1.1211913807e-03,1.1908519082e-03
1.6114400000e-01,7.9402430856e-04,9.0028501290e-04,1.0035829473e-03,1.1044433631e-03,1.1903726408e-03
1.6214400000e-01,7.9093057138e-04,8.9604938694e-04,9.9855256849e-04,1.1066282605e-03,1.1974427616e-03
1.6314400000e-01,7.9387617006e-04,8.9513567218e-04,9.9798788142e-04,1.1060890392e-03,1.1860939412e-03
1.6414400000e-01,7.9714125604e-04,8.8585999038e-04,9.8463802715e-04,1.1046780128e-03,1.1954829097e-03
1.6514400000e-01,7.9826575529e-04,8.9275912615e-04,9.9360557215e-04,1.1065039871e-03,1.1920186080e-03
1.6614400000e-01,7.9902434663e-04,8.8667664386e-04,9.8816039099e-04,1.1011333117e-03,1.1890124006e-03
1.6714400000e-01,7.9084536992e-04,8.9676192147e-04,1.0000525072e-03,1.1094006186e-03,1.1753651779e-03
1.6814400000e-01,7.9867400927e-04,8.9402550657e-04,9.9643351859e-04,1.1006276327e-03,1.1886547145e-03
1.6914400000e-01,7.9569770605e-04,8.9608758572e-04,9.9654011137e-04,1.1016604549e-03,1.1835258192e-03
1.7014400000e-01,7.9437391832e-04,8.9741006377e-04,1.0004876094e-03,1.1065456783e-03,1.1944585276e-03
1.7114400000e-01,7.8461656813e-04,8.9308246970e-04,9.9566546851e-04,1.1171538063e-03,1.1865468696e-03
1.7214400000e-01,7.8958430095e-04,8.9811888756e-04,1.0010381084e-03,1.1049703608e-03,1.1908559827e-03
1.7314400000e-01,7.8529599705e-04,8.9695058705e-04,9.9808858067e-04,1.1087657185e-03,1.1947605526e-03
1.7414400000e-01,7.9763703980e-04,8.9973545983e-04,1.0003241914e-03,1.0989010480e-03,1.1906395957e-03
1.7514400000e-01,7.9309851571e-04,8.8546104962e-04,9.8464915936e-04,1.1030367023e-03,1.1985308811e-03
1.7614400000e-01,7.9363431723e-04,8.9524779469e-04,9.9424934888e-04,1.1004808766e-03,1.1932726193e-03
1.7714400000e-01,7.9443132563e-04,8.9400746219e-04,9.9773882539e-04,1.0967854905e-03,1.1907108274e-03
1.7814400000e-01,7.9067373008e-04,9.0124784037e-04,1.0043565271e-03,1.1092542991e-03,1.1730126425e-03
1.7914400000e-01,7.9439021647e-04,8.9275825303e-04,9.9410732219e-04,1.1017596989e-03,1.1916256335e-03
1.8014400000e-01,7.9679855844e-04,8.9567729447e-04,9.9531178421e-04,1.1074628856e-03,1.1928267486e-03
1.8114400000e-01,8.0112200521e-04,8.9404966275e-04,9.9497898191e-04,1.1063586135e-03,1.1988962797e-03
1.8214400000e-01,7.8749857494e-04,8.8925327873e-04,9.9074422906e-04,1.1146858014e-03,1.1876843928e-03
1.8314400000e-01,7.9240002378e-04,8.8964217866e-04,9.9258526461e-04,1.1105160957e-03,1.1906791769e-03
1.8414400000e-01,7.9368743172e-04,8.8859931566e-04,9.9081233202e-04,1.1109302432e-03,1.1919841199e-03
1.8514400000e-01,8.0445788626e-04,8.9564477094e-04,9.9823824712e-04,1.0901505448e-03,1.1817224731e-03
1.8614400000e-01,7.9419820395e-04,8.8703898655e-04,9.8855212855e-04,1.1075048678e-03,1.1899170204e-03
1.8714400000e-01,7.9519348219e-04,8.9013738034e-04,9.9415126897e-04,1.1038099910e-03,1.1806151451e-03
1.8814400000e-01,7.9094148532e-04,8.9172724984e-04,9.9490702269e-04,1.1041273683e-03,1.1896838987e-03
1.8914400000e-01,7.8855460742e-04,9.0239365818e-04,1.0062180809e-03,1.1065786384e-03,1.1787070980e-03
1.9014400000e-01,7.8662305896e-04,8.9607834525e-04,9.9757591670e-04,1.1037063814e-03,1.1904405255e-03
1.9114400000e-01,7.8789496911e-04,9.0017318144e-04,1.0026435484e-03,1.1107084720e-03,1.1902773986e-03
1.9214400000e-01,7.9458244727e-04,8.8852451881e-04,9.9023374787e-04,1.1024112609e-03,1.2003468873e-03
1.9314400000e-01,7.8685588960e-04,8.9153982117e-04,9.9853023130e-04,1.1081597040e-03,1.1865717534e-03
1.9414400000e-01,7.8995966760e-04,8.9369685156e-04,9.9681965366e-04,1.1056836229e-03,1.1981166608e-03
1.9514400000e-01,7.9083823948e-04,8.9103159553e-04,9.9260236311e-04,1.1046024156e-03,1.1854904733e-03
1.9614400000e-01,8.0115038145e-04,8.9690664026e-04,9.9933247839e-04,1.0952578305e-03,1.1901307880e-03
