# Saved on 2025-07-12T16:42:09.710494
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TE12
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.005
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0005
#   max_gtarget: 0.0008
#   num_level: 4
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1.5
#   v_rst: -1.5
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_1 (S),Conductance_Target_2 (S),Conductance_Target_3 (S)
3.7144000000e-02,4.9147820391e-04,5.9781516029e-04,6.8529072450e-04
3.8144000000e-02,5.0632104831e-04,5.9977402998e-04,6.8441455369e-04
3.9144000000e-02,4.9118341849e-04,5.9683508880e-04,6.8334724347e-04
4.0144000000e-02,4.9092730478e-04,5.9718135162e-04,6.8461733463e-04
4.1144000000e-02,4.9016838602e-04,5.9723071899e-04,6.8297718826e-04
4.2144000000e-02,4.9112553825e-04,5.9697911638e-04,6.8467314122e-04
4.3144000000e-02,4.9198879424e-04,5.9799385781e-04,6.8454195571e-04
4.4144000000e-02,4.9125850637e-04,6.0003378167e-04,6.8494962761e-04
4.5144000000e-02,5.0687376643e-04,5.9910169512e-04,6.8320492574e-04
4.6144000000e-02,4.9294321798e-04,5.9674443037e-04,6.8665773142e-04
4.7144000000e-02,4.9324426072e-04,5.9531022998e-04,6.8695007940e-04
4.8144000000e-02,4.9174002925e-04,6.0028243752e-04,6.8732886575e-04
4.9144000000e-02,4.9134239816e-04,5.9883710492e-04,6.8666100560e-04
5.0144000000e-02,4.9099817261e-04,5.9724774474e-04,6.8668996391e-04
5.1144000000e-02,5.0607508456e-04,5.9704063460e-04,6.8720255513e-04
5.2144000000e-02,5.0630409532e-04,5.9449295804e-04,6.8520435889e-04
5.3144000000e-02,5.0761875173e-04,5.9773963585e-04,6.8592475145e-04
5.4144000000e-02,4.9150166888e-04,5.9368969232e-04,6.8301225838e-04
5.5144000000e-02,4.9220278015e-04,5.9468580730e-04,6.8345259933e-04
5.6144000000e-02,5.0624465075e-04,5.9502290242e-04,6.8449422542e-04
5.7144000000e-02,5.0660186389e-04,5.9733582020e-04,6.8242996349e-04
5.8144000000e-02,5.0657661632e-04,5.9544036048e-04,6.8365261541e-04
5.9144000000e-02,4.9317641242e-04,5.9531212173e-04,6.8260553235e-04
6.0144000000e-02,4.9200225476e-04,5.9419249737e-04,6.8495377491e-04
6.1144000000e-02,5.0527130952e-04,5.9360478190e-04,6.8722409196e-04
6.2144000000e-02,5.0453159929e-04,5.9727361077e-04,6.8166962592e-04
6.3144000000e-02,4.9241127272e-04,5.9269812482e-04,6.8421708420e-04
6.4144000000e-02,4.9434096582e-04,5.9402831539e-04,6.8219444074e-04
6.5144000000e-02,5.0715119869e-04,5.9607267758e-04,6.8406945502e-04
6.6144000000e-02,4.9365851737e-04,5.9551653976e-04,6.8412409746e-04
6.7144000000e-02,4.9234709877e-04,5.9429145040e-04,6.8667250162e-04
6.8144000000e-02,5.0582246331e-04,5.9494930611e-04,6.8611901952e-04
6.9144000000e-02,4.9328184105e-04,5.9538582718e-04,6.8538996857e-04
7.0144000000e-02,4.9497110012e-04,5.9716265241e-04,6.8515073508e-04
7.1144000000e-02,4.9498943554e-04,5.9277954279e-04,6.8654255301e-04
7.2144000000e-02,4.9449521612e-04,5.9767600760e-04,6.8658024247e-04
7.3144000000e-02,4.9429236242e-04,5.9651527408e-04,6.8762667070e-04
7.4144000000e-02,4.9414597015e-04,5.9596492065e-04,6.8585432018e-04
7.5144000000e-02,4.9367743486e-04,5.9654510551e-04,6.8508379627e-04
7.6144000000e-02,5.0576185458e-04,5.9843852796e-04,6.8663779530e-04
7.7144000000e-02,5.0620223192e-04,5.9895548475e-04,6.8605972046e-04
7.8144000000e-02,4.9209505960e-04,5.9921796492e-04,6.8561312219e-04
7.9144000000e-02,4.9981514167e-04,5.9834685089e-04,6.7747059802e-04
8.0144000000e-02,5.0565002311e-04,5.9469788539e-04,6.8524954258e-04
8.1144000000e-02,5.0524195103e-04,5.9567439166e-04,6.8625195127e-04
8.2144000000e-02,5.0585491408e-04,5.9072426666e-04,6.8608991569e-04
8.3144000000e-02,4.9267706345e-04,5.9664631408e-04,6.8588429713e-04
8.4144000000e-02,4.9291589676e-04,5.9853333369e-04,6.8732741056e-04
8.5144000000e-02,4.9251902965e-04,5.9634072386e-04,6.8688277679e-04
8.6144000000e-02,5.0673021178e-04,5.9855501604e-04,6.8807370553e-04
8.7144000000e-02,4.9247046263e-04,5.9787809732e-04,6.8258232204e-04
8.8144000000e-02,4.9173464504e-04,5.9816542489e-04,6.8312401709e-04
8.9144000000e-02,4.9336453230e-04,5.9848629462e-04,6.8280794949e-04
9.0144000000e-02,5.0549821026e-04,5.9837228036e-04,6.8207213189e-04
9.1144000000e-02,5.0610971812e-04,5.9807694925e-04,6.8322005973e-04
9.2144000000e-02,5.0593360356e-04,5.9789119405e-04,6.8461544288e-04
9.3144000000e-02,4.9131216656e-04,5.9806301579e-04,6.8316250690e-04
9.4144000000e-02,5.0552538596e-04,5.9554895415e-04,6.8456327426e-04
9.5144000000e-02,4.9275346100e-04,5.9560319642e-04,6.8537439802e-04
9.6144000000e-02,4.9216676416e-04,5.9504716774e-04,6.8408044172e-04
9.7144000000e-02,4.9617789045e-04,5.9676411183e-04,6.8319706770e-04
9.8144000000e-02,4.9193375162e-04,5.9867063101e-04,6.8479712354e-04
9.9144000000e-02,4.9096779549e-04,5.9820842580e-04,6.8433182605e-04
1.0014400000e-01,4.9176640459e-04,5.9596794017e-04,6.8375484261e-04
1.0114400000e-01,5.0761307648e-04,5.9589419834e-04,6.8303517764e-04
1.0214400000e-01,4.9132431741e-04,5.9618549130e-04,6.8399713200e-04
1.0314400000e-01,4.9288704759e-04,5.9655092628e-04,6.8472982093e-04
1.0414400000e-01,5.0880418712e-04,5.9695285017e-04,6.8527158874e-04
1.0514400000e-01,5.0727117923e-04,5.9889702243e-04,6.8514724262e-04
1.0614400000e-01,4.9373487855e-04,5.9603513364e-04,6.8305897003e-04
1.0714400000e-01,5.0468857808e-04,5.9790912928e-04,6.8312314397e-04
1.0814400000e-01,4.9228998250e-04,5.9862039052e-04,6.8101580837e-04
1.0914400000e-01,4.9171696446e-04,5.9684462030e-04,6.8172994361e-04
1.1014400000e-01,4.9405462050e-04,5.9955877077e-04,6.8356348493e-04
1.1114400000e-01,5.0545459089e-04,5.9605557908e-04,6.8334877142e-04
1.1214400000e-01,5.0662096328e-04,5.9870726545e-04,6.8420820753e-04
1.1314400000e-01,5.0647842727e-04,5.9716454416e-04,6.8484267103e-04
1.1414400000e-01,5.0568633014e-04,5.9560868976e-04,6.8497836764e-04
1.1514400000e-01,4.9322708946e-04,5.9506710386e-04,6.8499881309e-04
1.1614400000e-01,4.9738009693e-04,5.9532401792e-04,6.8535489845e-04
1.1714400000e-01,4.9216065236e-04,5.9939644416e-04,6.8269742769e-04
1.1814400000e-01,4.9232927267e-04,5.9626909206e-04,6.8066758104e-04
1.1914400000e-01,5.0662398280e-04,5.9472236899e-04,6.8156754423e-04
1.2014400000e-01,5.0671304052e-04,5.9906862589e-04,6.7527857027e-04
1.2114400000e-01,5.0550599553e-04,5.9620408138e-04,6.8405170168e-04
1.2214400000e-01,5.0612579798e-04,6.0203063185e-04,6.8402732722e-04
1.2314400000e-01,4.9207043048e-04,5.9478908952e-04,6.8303612352e-04
1.2414400000e-01,5.0610407925e-04,5.9816880821e-04,6.8388646469e-04
1.2514400000e-01,5.0549475418e-04,5.9952526499e-04,6.8272383942e-04
1.2614400000e-01,5.0596845540e-04,6.0121627030e-04,6.8526118412e-04
1.2714400000e-01,5.0647926400e-04,6.0076268710e-04,6.8321001891e-04
1.2814400000e-01,5.0650589401e-04,5.9949761635e-04,6.8401772296e-04
1.2914400000e-01,5.0651724450e-04,5.9686492023e-04,6.8259636464e-04
1.3014400000e-01,4.9165584642e-04,5.9519974457e-04,6.8367575295e-04
1.3114400000e-01,5.0431772252e-04,5.9696700191e-04,6.8381603342e-04
1.3214400000e-01,5.0471739087e-04,5.9616340877e-04,6.8412511609e-04
1.3314400000e-01,4.9360409321e-04,6.0048732848e-04,6.8379275035e-04
1.3414400000e-01,4.9323738494e-04,5.9344827605e-04,6.8324450694e-04
1.3514400000e-01,5.0696140534e-04,5.9763431636e-04,6.8262212153e-04
1.3614400000e-01,4.9267939175e-04,5.9943457018e-04,6.8186462158e-04
1.3714400000e-01,5.0757695135e-04,6.0157857661e-04,6.8154171458e-04
1.3814400000e-01,5.0550330343e-04,6.0074267822e-04,6.8152381573e-04
1.3914400000e-01,5.0603470299e-04,5.9670284827e-04,6.8155422923e-04
1.4014400000e-01,4.9539550673e-04,5.8980822359e-04,6.8257941166e-04
1.4114400000e-01,4.9096212024e-04,5.9538564528e-04,6.8298337283e-04
1.4214400000e-01,5.0576651120e-04,5.9988175053e-04,6.8229630415e-04
1.4314400000e-01,4.9067497457e-04,5.9678121033e-04,6.8107998231e-04
1.4414400000e-01,4.8989903007e-04,5.9933914599e-04,6.8176115747e-04
1.4514400000e-01,5.0629903853e-04,5.9538491769e-04,6.8356173870e-04
1.4614400000e-01,5.0649716286e-04,5.9533100284e-04,6.8209315941e-04
1.4714400000e-01,5.0820835895e-04,5.9967824200e-04,6.8092092988e-04
1.4814400000e-01,5.0820566685e-04,5.9908805270e-04,6.8148743594e-04
1.4914400000e-01,5.0614984502e-04,5.9863345086e-04,6.8171488238e-04
1.5014400000e-01,5.0307375204e-04,6.0013022448e-04,6.8062407081e-04
1.5114400000e-01,5.0650876801e-04,6.0071615735e-04,6.8262896093e-04
1.5214400000e-01,5.0711445510e-04,5.9818055888e-04,6.8235131039e-04
1.5314400000e-01,5.0056958571e-04,5.9827438236e-04,6.8052962888e-04
1.5414400000e-01,4.9887563364e-04,5.9895490267e-04,6.8254361395e-04
1.5514400000e-01,4.9960017350e-04,6.0058875533e-04,6.8225701398e-04
1.5614400000e-01,5.0119571824e-04,6.0267797380e-04,6.8224500865e-04
1.5714400000e-01,4.9786380259e-04,5.9646808950e-04,6.8295041274e-04
1.5814400000e-01,5.0144633860e-04,5.9919198975e-04,6.8192719482e-04
1.5914400000e-01,4.9959402531e-04,5.9853835410e-04,6.8142173404e-04
1.6014400000e-01,4.9993010180e-04,5.9730311477e-04,6.7943161412e-04
1.6114400000e-01,5.0004407967e-04,5.9803791373e-04,6.8225286668e-04
1.6214400000e-01,4.9941842008e-04,5.9979698563e-04,6.8332825322e-04
1.6314400000e-01,5.0104648835e-04,5.9698482801e-04,6.8337867560e-04
1.6414400000e-01,5.0770846428e-04,5.9725090978e-04,6.8190245656e-04
1.6514400000e-01,5.0830698456e-04,6.0195958213e-04,6.8253561039e-04
1.6614400000e-01,5.0788279623e-04,5.9598321968e-04,6.8205787102e-04
1.6714400000e-01,5.0668095355e-04,5.9832367697e-04,6.8163775722e-04
1.6814400000e-01,5.0255417591e-04,5.9625133872e-04,6.8157314672e-04
1.6914400000e-01,5.0810263929e-04,5.9687848989e-04,6.8417954026e-04
1.7014400000e-01,4.9831822253e-04,5.9567410062e-04,6.8333829404e-04
1.7114400000e-01,4.9855294492e-04,5.9857356973e-04,6.8086541432e-04
1.7214400000e-01,4.9590998970e-04,6.0052996560e-04,6.8282293796e-04
1.7314400000e-01,5.0257582188e-04,5.9440921177e-04,6.8211775215e-04
1.7414400000e-01,5.0661026762e-04,5.9985221014e-04,6.8356312113e-04
1.7514400000e-01,5.0308230129e-04,5.9667916503e-04,6.8348817877e-04
1.7614400000e-01,5.1112358051e-04,5.9980360675e-04,6.8261739216e-04
1.7714400000e-01,5.0811097026e-04,5.9968475398e-04,6.8224842835e-04
1.7814400000e-01,5.1082181017e-04,5.9396334109e-04,6.8149587605e-04
1.7914400000e-01,5.0928945711e-04,5.9860649344e-04,6.8233384809e-04
1.8014400000e-01,5.1335991884e-04,5.9409128880e-04,6.8107328843e-04
1.8114400000e-01,5.1058508689e-04,5.9362500906e-04,6.8215042120e-04
1.8214400000e-01,5.0855516747e-04,5.9521484218e-04,6.8204062700e-04
1.8314400000e-01,5.0926937547e-04,5.9383517510e-04,6.8214081693e-04
1.8414400000e-01,5.0756763812e-04,5.9885434894e-04,6.8130058935e-04
1.8514400000e-01,5.1058425015e-04,5.9669520851e-04,6.8172856118e-04
1.8614400000e-01,5.0715749239e-04,5.9770380176e-04,6.8092725996e-04
1.8714400000e-01,5.0438076869e-04,6.0145644966e-04,6.7998233135e-04
1.8814400000e-01,5.0749342336e-04,5.9774174588e-04,6.7823239078e-04
1.8914400000e-01,5.0559923693e-04,5.9715799580e-04,6.7872584623e-04
1.9014400000e-01,5.1117447583e-04,5.9895322920e-04,6.8227775046e-04
1.9114400000e-01,5.0367612857e-04,5.9688183683e-04,6.8090957939e-04
1.9214400000e-01,5.1403196267e-04,5.9856432927e-04,6.8216657382e-04
1.9314400000e-01,5.1205810450e-04,5.9479014453e-04,6.8236877269e-04
1.9414400000e-01,5.0453458243e-04,5.9482739744e-04,6.8078144977e-04
1.9514400000e-01,5.1131137297e-04,5.9643203713e-04,6.8083500082e-04
1.9614400000e-01,5.0567854487e-04,6.0249309172e-04,6.8235021899e-04
1.9714400000e-01,5.1589937357e-04,5.9550919104e-04,6.8213746999e-04
1.9814400000e-01,5.0638034736e-04,5.9827583755e-04,6.8294102675e-04
1.9914400000e-01,5.0613787607e-04,5.9743430029e-04,6.8269706389e-04
2.0014400000e-01,5.1415747294e-04,5.9552890889e-04,6.8055756856e-04
2.0114400000e-01,5.1737373724e-04,5.9782363678e-04,6.8236040534e-04
2.0214400000e-01,5.1175342378e-04,5.9791880631e-04,6.8166904384e-04
2.0314400000e-01,5.0817630836e-04,5.9879181208e-04,6.8227105658e-04
2.0414400000e-01,5.0629678299e-04,5.9654030338e-04,6.8241548433e-04
2.0514400000e-01,5.1378665376e-04,5.9761685407e-04,6.8236528023e-04
2.0614400000e-01,5.1851551689e-04,5.9505084209e-04,6.8216788350e-04
2.0714400000e-01,5.1262511988e-04,5.9996091295e-04,6.8217734224e-04
2.0814400000e-01,5.0524275139e-04,5.9344165493e-04,6.8250323238e-04
2.0914400000e-01,5.1106086175e-04,6.0026548454e-04,6.8496134190e-04
2.1014400000e-01,5.1352893934e-04,5.9890218836e-04,6.8558620114e-04
2.1114400000e-01,5.0935603213e-04,5.9404712374e-04,6.8557528721e-04
2.1214400000e-01,5.1252496633e-04,5.9388527006e-04,6.8519999331e-04
2.1314400000e-01,5.0717655540e-04,5.9650697949e-04,6.8186920544e-04
2.1414400000e-01,5.1054135838e-04,5.9830006649e-04,6.8445602665e-04
2.1514400000e-01,5.0444057706e-04,5.9751899244e-04,6.8537461630e-04
2.1614400000e-01,5.1451086620e-04,5.9547899582e-04,6.8514331360e-04
2.1714400000e-01,5.1121878641e-04,5.9745634644e-04,6.8369648943e-04
2.1814400000e-01,4.9554728321e-04,5.9693247749e-04,6.8211498728e-04
2.1914400000e-01,5.1077407988e-04,5.9570833400e-04,6.8254317739e-04
2.2014400000e-01,5.0340564485e-04,5.9565103584e-04,6.8052082497e-04
2.2114400000e-01,5.1269584219e-04,5.9872738348e-04,6.8044668296e-04
2.2214400000e-01,5.0724414905e-04,6.0063179262e-04,6.7971472163e-04
2.2314400000e-01,5.0998994993e-04,5.9936333855e-04,6.8007168011e-04
2.2414400000e-01,5.1087550673e-04,6.0027974541e-04,6.8124478275e-04
2.2514400000e-01,5.1026803703e-04,5.9391735704e-04,6.7980632593e-04
2.2614400000e-01,5.0720504078e-04,5.9473146393e-04,6.7900815338e-04
2.2714400000e-01,5.0484442909e-04,5.9383208281e-04,6.8228742748e-04
2.2814400000e-01,5.0820715842e-04,5.9415087890e-04,6.8064327934e-04
2.2914400000e-01,5.0951290177e-04,5.9508183767e-04,6.7903354648e-04
2.3014400000e-01,5.0920691137e-04,5.9402293118e-04,6.7892251536e-04
2.3114400000e-01,5.1093502407e-04,5.9625865106e-04,6.8099849159e-04
2.3214400000e-01,5.1260823966e-04,5.9502428485e-04,6.8014189310e-04
2.3314400000e-01,5.1713104767e-04,5.9666275774e-04,6.7975408456e-04
2.3414400000e-01,5.0956201449e-04,5.9894919104e-04,6.8106543040e-04
2.3514400000e-01,5.1484719734e-04,5.9909307311e-04,6.7988417868e-04
2.3614400000e-01,5.1645372878e-04,5.9666086599e-04,6.7966255301e-04
2.3714400000e-01,5.1073802751e-04,5.9579386289e-04,6.7993292760e-04
2.3814400000e-01,5.1320490456e-04,5.9422392951e-04,6.8018431193e-04
2.3914400000e-01,5.1432067266e-04,5.9953224991e-04,6.8139364885e-04
2.4014400000e-01,5.0956936320e-04,5.9495527239e-04,6.8249268224e-04
2.4114400000e-01,5.1239690947e-04,5.9747941123e-04,6.8156659836e-04
2.4214400000e-01,4.9609283451e-04,5.9612779296e-04,6.8133587774e-04
2.4314400000e-01,4.9313373893e-04,5.9780672018e-04,6.8210712925e-04
2.4414400000e-01,4.9718724767e-04,5.9594472987e-04,6.8226712756e-04
2.4514400000e-01,5.0843220379e-04,5.9452624555e-04,6.8184162956e-04
2.4614400000e-01,4.9345286243e-04,5.9774189140e-04,6.8114903115e-04
2.4714400000e-01,4.9934242270e-04,5.9552599851e-04,6.8149187427e-04
2.4814400000e-01,4.9434886023e-04,5.9896792663e-04,6.8238332460e-04
2.4914400000e-01,4.9612252042e-04,5.9424481151e-04,6.8366505730e-04
2.5014400000e-01,5.0050570280e-04,6.0183687310e-04,6.8222747359e-04
2.5114400000e-01,5.0743681641e-04,5.9580343077e-04,6.8350200308e-04
2.5214400000e-01,4.9434194807e-04,5.9845831856e-04,6.8331384682e-04
2.5314400000e-01,4.9331269111e-04,5.9469002736e-04,6.8302542786e-04
2.5414400000e-01,5.1058967074e-04,5.9935744503e-04,6.8498309702e-04
2.5514400000e-01,4.9342030252e-04,5.9752488596e-04,6.8389119406e-04
2.5614400000e-01,4.9040427257e-04,5.9890004195e-04,6.8597466452e-04
2.5714400000e-01,5.0423303037e-04,5.9737532865e-04,6.8677509262e-04
2.5814400000e-01,5.0743063184e-04,5.9928512201e-04,6.8280307460e-04
2.5914400000e-01,4.9594982556e-04,5.9434936702e-04,6.8431298132e-04
2.6014400000e-01,5.0170623581e-04,5.9684938606e-04,6.8331544753e-04
2.6114400000e-01,4.9111451517e-04,5.9280508140e-04,6.8333967647e-04
2.6214400000e-01,4.9678474170e-04,6.0013793700e-04,6.8320267019e-04
2.6314400000e-01,5.0827806263e-04,5.9445388615e-04,6.8280030973e-04
2.6414400000e-01,5.0010658015e-04,5.9412821429e-04,6.8213172199e-04
2.6514400000e-01,4.9423440942e-04,5.9601159592e-04,6.8289540650e-04
2.6614400000e-01,4.9380931159e-04,5.9522073570e-04,6.8191278842e-04
2.6714400000e-01,4.9416194088e-04,5.9771071392e-04,6.8146997364e-04
2.6814400000e-01,5.0502825616e-04,5.9465943195e-04,6.8266628659e-04
2.6914400000e-01,4.9477192078e-04,5.9353482357e-04,6.8197492510e-04
2.7014400000e-01,4.9409580242e-04,5.9362995671e-04,6.8360117439e-04
2.7114400000e-01,4.9509300879e-04,5.9718091507e-04,6.8086323154e-04
2.7214400000e-01,4.9541380577e-04,5.9391015384e-04,6.8250898039e-04
2.7314400000e-01,4.9333484640e-04,5.9730398789e-04,6.8058630859e-04
2.7414400000e-01,4.9356451200e-04,5.9942260123e-04,6.8099616328e-04
