# Saved on 2025-07-12T17:09:13.102957
# Name: Shreenidhi
# Sample_ID: Batch5_Sample5_F3_TE12
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.005
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 2
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.002
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.0008
#   max_gtarget: 0.0008
#   num_level: 1
#   num: 10
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 1.5
#   v_rst: -1.8
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 5e-06
#   ProgramTargetOffset: 5e-06
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# SmartProgram:
#   min_gtarget: 0.0004
#   max_gtarget: 0.0013
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -0.7
#   v_prg_max: 5
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: ReRam_RTN_Evan
#   boundary_super_coarse: 0.0001
#   boundary_coarse: 5e-05
#   boundary_fine: 5e-05
#   boundary_ultra_fine: 5e-07
#   super_coarse_step: 0.0001
#   coarse_step: 2.5e-05
#   fine_step: 2.5e-05
#   ultra_fine_step: 5e-07
#   ultra_ultra_fine_step: 5e-07
#   use_super_coarse: True
#   use_fine: True
#   use_ultra_fine: True
#   use_ultra_ultra_fine: True
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Time (s),Conductance_Target_800.00 uS
7.3000144000e+01,7.1618931543e-04
7.4000144000e+01,7.1322989243e-04
7.5000144000e+01,7.1522845246e-04
7.6000144000e+01,7.1448113886e-04
7.7000144000e+01,7.1661990660e-04
7.8000144000e+01,7.1575486800e-04
7.9000144000e+01,6.3346305978e-04
8.0000144000e+01,5.5197073380e-04
8.1000144000e+01,5.5731488828e-04
8.2000144000e+01,5.5859865824e-04
8.3000144000e+01,5.5576525483e-04
8.4000144000e+01,5.5159456679e-04
8.5000144000e+01,5.5082411563e-04
8.6000144000e+01,5.4938023823e-04
8.7000144000e+01,5.4782645748e-04
8.8000144000e+01,5.5233642343e-04
8.9000144000e+01,5.5065855122e-04
9.0000144000e+01,5.4786301916e-04
9.1000144000e+01,5.4715110309e-04
9.2000144000e+01,5.4882246332e-04
9.3000144000e+01,5.5751963373e-04
9.4000144000e+01,5.4750820709e-04
9.5000144000e+01,5.5180185882e-04
9.6000144000e+01,5.4627071222e-04
9.7000144000e+01,5.5448912462e-04
9.8000144000e+01,5.4508764151e-04
9.9000144000e+01,5.5511012761e-04
1.0000014400e+02,5.5133103160e-04
1.0100014400e+02,5.5370932387e-04
1.0200014400e+02,5.4646829085e-04
1.0300014400e+02,5.5607448303e-04
1.0400014400e+02,5.5101772887e-04
1.0500014400e+02,5.4999443819e-04
1.0600014400e+02,5.5707663705e-04
1.0700014400e+02,5.6365443015e-04
1.0800014400e+02,5.5346870795e-04
1.0900014400e+02,5.6276530813e-04
1.1000014400e+02,5.6375203712e-04
1.1100014400e+02,5.7007629948e-04
1.1200014400e+02,5.6485481764e-04
1.1300014400e+02,5.6785411289e-04
1.1400014400e+02,5.6116528867e-04
1.1500014400e+02,5.6435153965e-04
1.1600014400e+02,5.6282264268e-04
1.1700014400e+02,5.6526507251e-04
1.1800014400e+02,5.6186767324e-04
1.1900014400e+02,5.6229902839e-04
1.2000014400e+02,5.6117827626e-04
1.2100014400e+02,5.6255976233e-04
1.2200014400e+02,5.6011482229e-04
1.2300014400e+02,5.6190903706e-04
1.2400014400e+02,5.6358421716e-04
1.2500014400e+02,5.6188600865e-04
1.2600014400e+02,5.5851807701e-04
1.2700014400e+02,5.6106218835e-04
1.2800014400e+02,5.6293789385e-04
1.2900014400e+02,5.6219621911e-04
1.3000014400e+02,5.5973865528e-04
1.3100014400e+02,5.5176005844e-04
1.3200014400e+02,5.6257293181e-04
1.3300014400e+02,5.6070795836e-04
1.3400014400e+02,5.6266388128e-04
1.3500014400e+02,5.6173958001e-04
1.3600014400e+02,5.6043798395e-04
1.3700014400e+02,5.6012690038e-04
1.3800014400e+02,5.4527601606e-04
1.3900014400e+02,5.6037555623e-04
1.4000014400e+02,5.6086180848e-04
1.4100014400e+02,5.5777825764e-04
1.4200014400e+02,5.6086926634e-04
1.4300014400e+02,5.5041462474e-04
1.4400014400e+02,5.5853444792e-04
1.4500014400e+02,5.5528988014e-04
1.4600014400e+02,5.5338216043e-04
1.4700014400e+02,5.5914919358e-04
1.4800014400e+02,5.5820779380e-04
1.4900014400e+02,5.5695294577e-04
1.5000014400e+02,5.5611828429e-04
1.5100014400e+02,5.4628344515e-04
1.5200014400e+02,5.5574913858e-04
1.5300014400e+02,5.4342806834e-04
1.5400014400e+02,5.5715110648e-04
1.5500014400e+02,5.4699612519e-04
1.5600014400e+02,5.5668773712e-04
1.5700014400e+02,5.4092182836e-04
1.5800014400e+02,5.6032829889e-04
1.5900014400e+02,5.5150994740e-04
1.6000014400e+02,5.5840126151e-04
1.6100014400e+02,5.4938820540e-04
1.6200014400e+02,5.5228549172e-04
1.6300014400e+02,5.5482287280e-04
1.6400014400e+02,5.4516927776e-04
1.6500014400e+02,5.5407828768e-04
1.6600014400e+02,5.5122083722e-04
1.6700014400e+02,5.5402520957e-04
1.6800014400e+02,5.5060849263e-04
1.6900014400e+02,5.5102133047e-04
1.7000014400e+02,5.4996598919e-04
1.7100014400e+02,5.5340962717e-04
1.7200014400e+02,5.5278615037e-04
1.7300014400e+02,5.6245433370e-04
1.7400014400e+02,5.5212112784e-04
1.7500014400e+02,5.5370921473e-04
1.7600014400e+02,5.4923577409e-04
1.7700014400e+02,5.4964406445e-04
1.7800014400e+02,5.4754123994e-04
