# Saved on 2025-06-30T14:15:42.940490
# Name: Shreenidhi
# Sample_ID: Batch5_Sample7_F5_TPTE10
# Waveform Format: Reram
# Waveform: ReRam_Program_Evan
# VDD WGFMU: 2
# VSS WGFMU: 1
# trd: 0.0001
# pts_per_meas: 1
# Short_Check_Test:
#   SMU_Pair: [1, 2]
#   Max_Resistance: 200
#   Max_Voltage: 0.1
#   IComp: 0.1
#   Dynamic_Check: True
#   D_StartV: 0.1
#   D_Step: 1
#   D_Wait: 10
#   SaveData: True
# Form_Test:
#   SMU_Pair: [2, 1]
#   Max_Resistance: 10000
#   Max_Voltage: 7
#   IComp: 0.001
#   Dynamic_Check: True
#   D_StartV: 1
#   D_Step: 0.1
#   D_Wait: 2
#   Reset_Voltage: 0.1
#   Reset_Compliance: 0.1
#   SaveData: True
# Switch_Test:
#   SMU_Pair: [2, 1]
#   num_loops: 10
#   Read_Voltage: 0.1
#   Pos_Voltage: 1
#   Neg_Voltage: -1.2
#   Min_MemWindow: 0.5
#   Reset_Voltage_Step: 0.1
#   ICompSet: 0.0015
#   ICompReset: 0.1
#   ICompRead: 0.1
#   SaveData: True
# Program:
#   min_gtarget: 0.001
#   max_gtarget: 0.0016
#   num_level: 10
#   num: 20
#   num_reads: 10
#   v_rd: 0.1
#   v_prg: 0.7
#   v_rst: -3.5
#   v_prg_max: 10
#   v_countmax: 1000
#   v_count: 0
#   goffset: 1e-05
#   ProgramTargetOffset: 1e-05
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
#   RTN_waveform: Retention_10Min
# Retention:
#   SMU_Pair: [1, 2]
#   ReadVoltage: 0.1
#   ReadCompliance: 0.1
#   Interval: 0.01
#   Duration: 180
#   SampleRate: 2
#   SaveData: True
# ILOVEDATA:
#   v_start: 0.5
#   v_max: 3
#   v_step: 1
#   pulses_per_voltage: 100
#   derivative_interval: 10
#   v_rd: 0.1
#   ranging_rd: 6002
#   read_waveform: ReRam_Read_Evan
#   program_waveform: ReRam_Program_Evan
Voltage (V),Loop 1 (A),Loop 2 (A),Loop 3 (A),Loop 4 (A),Loop 5 (A),Loop 6 (A),Loop 7 (A),Loop 8 (A),Loop 9 (A),Loop 10 (A)
-1.2000000000e-01,4.8240000000e-05,5.1254000000e-05,4.0046000000e-05,3.6012000000e-05,4.3842000000e-05,4.3010000000e-05,4.5576000000e-05,5.1074000000e-05,3.8596000000e-05,4.1380000000e-05
-1.3200000000e-01,5.4326000000e-05,5.7062000000e-05,4.5484000000e-05,3.9950000000e-05,4.8668000000e-05,4.7918000000e-05,5.0296000000e-05,5.7228000000e-05,4.4274000000e-05,5.0270000000e-05
-1.4400000000e-01,6.0726000000e-05,6.2850000000e-05,5.0508000000e-05,4.4552000000e-05,5.3634000000e-05,5.2810000000e-05,5.5936000000e-05,6.3032000000e-05,4.8746000000e-05,5.3748000000e-05
-1.5600000000e-01,6.4894000000e-05,6.9480000000e-05,5.5310000000e-05,4.9232000000e-05,5.9026000000e-05,5.8098000000e-05,6.2088000000e-05,7.0504000000e-05,5.1564000000e-05,5.9442000000e-05
-1.6800000000e-01,7.1604000000e-05,7.5620000000e-05,6.0696000000e-05,5.4444000000e-05,6.4218000000e-05,6.3194000000e-05,6.8914000000e-05,7.6732000000e-05,5.6202000000e-05,6.4628000000e-05
-1.8000000000e-01,7.8510000000e-05,8.2238000000e-05,6.5468000000e-05,5.9602000000e-05,6.9762000000e-05,6.8258000000e-05,7.5524000000e-05,8.2800000000e-05,6.0910000000e-05,7.0170000000e-05
-1.9200000000e-01,8.9684000000e-05,8.8248000000e-05,7.0986000000e-05,6.5656000000e-05,7.5630000000e-05,7.3664000000e-05,8.2168000000e-05,9.1408000000e-05,6.5790000000e-05,7.6716000000e-05
-2.0400000000e-01,1.0072000000e-04,9.6242000000e-05,7.7584000000e-05,7.2582000000e-05,8.1024000000e-05,7.9214000000e-05,8.8900000000e-05,9.8526000000e-05,7.0650000000e-05,8.2590000000e-05
-2.1600000000e-01,1.0882000000e-04,1.0400000000e-04,8.3460000000e-05,7.9104000000e-05,8.7192000000e-05,8.5372000000e-05,9.6918000000e-05,1.0556000000e-04,7.5776000000e-05,8.8070000000e-05
-2.2800000000e-01,1.1738000000e-04,1.1036000000e-04,8.9432000000e-05,8.5216000000e-05,9.4520000000e-05,9.1630000000e-05,1.0490000000e-04,1.1170000000e-04,8.1440000000e-05,9.2512000000e-05
-2.4000000000e-01,1.2424000000e-04,1.1906000000e-04,9.5606000000e-05,9.1674000000e-05,1.0550000000e-04,9.7536000000e-05,1.1300000000e-04,1.1892000000e-04,8.8040000000e-05,9.8434000000e-05
-2.5200000000e-01,1.3310000000e-04,1.2716000000e-04,1.0264000000e-04,9.8234000000e-05,1.1230000000e-04,1.0480000000e-04,1.2078000000e-04,1.2770000000e-04,9.2934000000e-05,1.0592000000e-04
-2.6400000000e-01,1.4248000000e-04,1.3518000000e-04,1.0888000000e-04,1.0614000000e-04,1.1960000000e-04,1.1200000000e-04,1.3016000000e-04,1.3442000000e-04,1.0874000000e-04,1.1276000000e-04
-2.7600000000e-01,1.5238000000e-04,1.4356000000e-04,1.1534000000e-04,1.1354000000e-04,1.2696000000e-04,1.2196000000e-04,1.3790000000e-04,1.4206000000e-04,1.1548000000e-04,1.1994000000e-04
-2.8800000000e-01,1.5998000000e-04,1.5204000000e-04,1.2230000000e-04,1.2036000000e-04,1.3402000000e-04,1.3046000000e-04,1.4584000000e-04,1.4976000000e-04,1.2230000000e-04,1.2742000000e-04
-3.0000000000e-01,1.6862000000e-04,1.6060000000e-04,1.3124000000e-04,1.2820000000e-04,1.4348000000e-04,1.3896000000e-04,1.5534000000e-04,1.5692000000e-04,1.2880000000e-04,1.3502000000e-04
-3.1200000000e-01,1.7858000000e-04,1.8446000000e-04,1.3902000000e-04,1.3478000000e-04,1.4986000000e-04,1.4838000000e-04,1.6678000000e-04,1.6518000000e-04,1.3202000000e-04,1.4232000000e-04
-3.2400000000e-01,1.8752000000e-04,1.9662000000e-04,1.4786000000e-04,1.4316000000e-04,1.5736000000e-04,1.5790000000e-04,1.7734000000e-04,1.7314000000e-04,1.3874000000e-04,1.4730000000e-04
-3.3600000000e-01,1.9676000000e-04,2.0700000000e-04,1.5568000000e-04,1.5096000000e-04,1.6832000000e-04,1.6884000000e-04,1.8936000000e-04,1.8130000000e-04,1.4488000000e-04,1.5520000000e-04
-3.4800000000e-01,2.0794000000e-04,2.1688000000e-04,1.6396000000e-04,1.5998000000e-04,1.7382000000e-04,1.7836000000e-04,2.0086000000e-04,1.8920000000e-04,1.5676000000e-04,1.6224000000e-04
-3.6000000000e-01,2.2192000000e-04,2.3080000000e-04,1.7240000000e-04,1.6892000000e-04,1.8522000000e-04,1.8792000000e-04,2.1104000000e-04,1.9726000000e-04,1.6374000000e-04,1.7086000000e-04
-3.7200000000e-01,2.3118000000e-04,2.4196000000e-04,1.8190000000e-04,1.7922000000e-04,1.9084000000e-04,1.9102000000e-04,2.2140000000e-04,2.0544000000e-04,1.7166000000e-04,1.7944000000e-04
-3.8400000000e-01,2.4142000000e-04,2.5366000000e-04,1.8992000000e-04,1.9690000000e-04,2.0010000000e-04,2.0076000000e-04,2.3366000000e-04,2.1462000000e-04,1.9202000000e-04,1.8980000000e-04
-3.9600000000e-01,2.5232000000e-04,2.6446000000e-04,1.9974000000e-04,2.0794000000e-04,2.1202000000e-04,2.1006000000e-04,2.4658000000e-04,2.2180000000e-04,1.9484000000e-04,2.0286000000e-04
-4.0800000000e-01,2.6526000000e-04,2.7592000000e-04,2.1022000000e-04,2.1902000000e-04,2.1968000000e-04,2.1934000000e-04,2.5700000000e-04,2.3618000000e-04,2.0404000000e-04,2.1146000000e-04
-4.2000000000e-01,2.7714000000e-04,2.8824000000e-04,2.2378000000e-04,2.3150000000e-04,2.2944000000e-04,2.2952000000e-04,2.7066000000e-04,2.4376000000e-04,2.1352000000e-04,2.2008000000e-04
-4.3200000000e-01,2.8996000000e-04,3.0232000000e-04,2.3382000000e-04,2.4284000000e-04,2.4574000000e-04,2.4022000000e-04,2.8192000000e-04,2.5498000000e-04,2.2922000000e-04,2.3308000000e-04
-4.4400000000e-01,2.9968000000e-04,3.1686000000e-04,2.4630000000e-04,2.5456000000e-04,2.5918000000e-04,2.5394000000e-04,2.8538000000e-04,2.6728000000e-04,2.3356000000e-04,2.4250000000e-04
-4.5600000000e-01,3.1340000000e-04,3.3016000000e-04,2.5714000000e-04,2.6572000000e-04,2.7334000000e-04,2.6374000000e-04,2.9824000000e-04,2.7572000000e-04,2.4940000000e-04,2.5590000000e-04
-4.6800000000e-01,3.2506000000e-04,3.4208000000e-04,2.6800000000e-04,2.7778000000e-04,2.8502000000e-04,2.7386000000e-04,3.1964000000e-04,2.8456000000e-04,2.5858000000e-04,2.6780000000e-04
-4.8000000000e-01,3.3806000000e-04,3.5822000000e-04,2.8018000000e-04,2.9016000000e-04,2.9852000000e-04,2.8680000000e-04,3.3486000000e-04,2.9308000000e-04,2.7024000000e-04,2.7598000000e-04
-4.9200000000e-01,3.5040000000e-04,3.7620000000e-04,2.9294000000e-04,3.0210000000e-04,3.1132000000e-04,2.9646000000e-04,3.4818000000e-04,3.0864000000e-04,2.8158000000e-04,2.8828000000e-04
-5.0400000000e-01,3.6766000000e-04,3.8878000000e-04,3.0694000000e-04,3.1516000000e-04,3.2374000000e-04,3.0804000000e-04,3.6498000000e-04,3.1442000000e-04,2.9188000000e-04,3.0348000000e-04
-5.1600000000e-01,3.7936000000e-04,4.0370000000e-04,3.2328000000e-04,3.2478000000e-04,3.3806000000e-04,3.2088000000e-04,3.7214000000e-04,3.2946000000e-04,3.0352000000e-04,3.1810000000e-04
-5.2800000000e-01,3.8946000000e-04,4.2108000000e-04,3.3602000000e-04,3.4908000000e-04,3.5200000000e-04,3.3428000000e-04,3.9250000000e-04,3.4088000000e-04,3.1570000000e-04,3.3202000000e-04
-5.4000000000e-01,4.0828000000e-04,4.3212000000e-04,3.4956000000e-04,3.6278000000e-04,3.6366000000e-04,3.5212000000e-04,4.1004000000e-04,3.5640000000e-04,3.2526000000e-04,3.4578000000e-04
-5.5200000000e-01,4.2356000000e-04,4.4940000000e-04,3.6352000000e-04,3.6344000000e-04,3.7638000000e-04,3.6578000000e-04,4.2652000000e-04,3.6588000000e-04,3.3954000000e-04,3.5956000000e-04
-5.6400000000e-01,4.3880000000e-04,4.7012000000e-04,3.7520000000e-04,3.7794000000e-04,3.8992000000e-04,3.8572000000e-04,4.4572000000e-04,3.8734000000e-04,3.5270000000e-04,3.7686000000e-04
-5.7600000000e-01,4.4726000000e-04,4.7994000000e-04,3.8962000000e-04,3.9168000000e-04,4.0860000000e-04,4.0210000000e-04,4.6348000000e-04,4.0526000000e-04,3.6538000000e-04,3.9072000000e-04
-5.8800000000e-01,4.6324000000e-04,4.9760000000e-04,4.0760000000e-04,4.0616000000e-04,4.2538000000e-04,4.1990000000e-04,4.8236000000e-04,4.3730000000e-04,3.7800000000e-04,4.0480000000e-04
-6.0000000000e-01,4.8348000000e-04,5.1146000000e-04,4.2630000000e-04,4.2198000000e-04,4.3466000000e-04,4.3872000000e-04,5.0264000000e-04,4.5490000000e-04,3.9636000000e-04,4.2426000000e-04
-6.1200000000e-01,4.9106000000e-04,5.2472000000e-04,4.4202000000e-04,4.3510000000e-04,4.4940000000e-04,4.5016000000e-04,5.1636000000e-04,4.7566000000e-04,4.1300000000e-04,4.3974000000e-04
-6.2400000000e-01,5.0936000000e-04,5.5584000000e-04,4.5636000000e-04,4.5166000000e-04,4.6626000000e-04,4.6736000000e-04,5.3746000000e-04,4.9286000000e-04,4.2816000000e-04,4.5254000000e-04
-6.3600000000e-01,5.2662000000e-04,5.6170000000e-04,4.7162000000e-04,4.6774000000e-04,4.8688000000e-04,4.8438000000e-04,5.5198000000e-04,5.2576000000e-04,4.4024000000e-04,4.6808000000e-04
-6.4800000000e-01,5.4158000000e-04,5.8022000000e-04,4.8286000000e-04,4.8498000000e-04,5.0278000000e-04,5.0316000000e-04,5.7110000000e-04,5.3948000000e-04,4.5836000000e-04,4.8640000000e-04
-6.6000000000e-01,5.6096000000e-04,5.9300000000e-04,5.0518000000e-04,5.0144000000e-04,5.2092000000e-04,5.1956000000e-04,5.9358000000e-04,5.5784000000e-04,4.7346000000e-04,5.1092000000e-04
-6.7200000000e-01,5.8232000000e-04,6.1272000000e-04,5.2356000000e-04,5.2104000000e-04,5.3442000000e-04,5.3358000000e-04,6.1442000000e-04,5.7650000000e-04,4.8822000000e-04,5.3288000000e-04
-6.8400000000e-01,6.0744000000e-04,6.2846000000e-04,5.4154000000e-04,5.4252000000e-04,5.5878000000e-04,5.5782000000e-04,6.3260000000e-04,5.9512000000e-04,5.0766000000e-04,5.4314000000e-04
-6.9600000000e-01,6.3342000000e-04,6.6218000000e-04,5.7354000000e-04,5.6168000000e-04,5.7214000000e-04,5.7476000000e-04,6.5544000000e-04,6.1660000000e-04,5.2316000000e-04,5.6704000000e-04
-7.0800000000e-01,6.4868000000e-04,6.7418000000e-04,5.8510000000e-04,5.8454000000e-04,5.9274000000e-04,5.9250000000e-04,6.7058000000e-04,6.3388000000e-04,5.4026000000e-04,5.7538000000e-04
-7.2000000000e-01,6.5938000000e-04,6.9574000000e-04,6.1360000000e-04,6.0514000000e-04,6.1344000000e-04,6.1370000000e-04,6.9484000000e-04,6.5014000000e-04,5.4020000000e-04,6.0022000000e-04
-7.3200000000e-01,6.8148000000e-04,7.1950000000e-04,6.2858000000e-04,6.3646000000e-04,6.3512000000e-04,6.3142000000e-04,7.1768000000e-04,6.7200000000e-04,5.5820000000e-04,6.2530000000e-04
-7.4400000000e-01,7.1724000000e-04,7.4184000000e-04,6.6064000000e-04,6.5642000000e-04,6.6192000000e-04,6.5566000000e-04,7.4370000000e-04,6.9480000000e-04,5.9402000000e-04,6.3666000000e-04
-7.5600000000e-01,7.3230000000e-04,7.6296000000e-04,6.7902000000e-04,6.6866000000e-04,6.9274000000e-04,6.7528000000e-04,7.7608000000e-04,7.1534000000e-04,5.9188000000e-04,6.3876000000e-04
-7.6800000000e-01,7.5608000000e-04,7.9782000000e-04,7.0342000000e-04,6.9464000000e-04,7.1334000000e-04,7.0136000000e-04,7.9864000000e-04,7.5360000000e-04,6.3276000000e-04,6.6902000000e-04
-7.8000000000e-01,7.8856000000e-04,8.1010000000e-04,7.3640000000e-04,7.2052000000e-04,7.5278000000e-04,7.2876000000e-04,8.1940000000e-04,7.6428000000e-04,6.4556000000e-04,7.0628000000e-04
-7.9200000000e-01,8.1566000000e-04,8.4330000000e-04,7.4228000000e-04,7.4516000000e-04,7.6824000000e-04,7.5376000000e-04,8.4322000000e-04,7.9358000000e-04,6.7840000000e-04,7.2266000000e-04
-8.0400000000e-01,8.2780000000e-04,8.8832000000e-04,7.7460000000e-04,7.5010000000e-04,8.1506000000e-04,7.8210000000e-04,8.7462000000e-04,8.2462000000e-04,6.9310000000e-04,7.4706000000e-04
-8.1600000000e-01,8.5772000000e-04,9.0668000000e-04,7.8780000000e-04,7.7852000000e-04,8.1990000000e-04,8.0824000000e-04,8.9710000000e-04,8.4734000000e-04,7.2314000000e-04,7.7326000000e-04
-8.2800000000e-01,8.9556000000e-04,9.3300000000e-04,8.0494000000e-04,8.0382000000e-04,8.4796000000e-04,8.2354000000e-04,9.2496000000e-04,8.7058000000e-04,7.4846000000e-04,7.6668000000e-04
-8.4000000000e-01,9.1390000000e-04,9.7714000000e-04,8.4432000000e-04,8.3068000000e-04,8.8156000000e-04,8.5748000000e-04,9.3910000000e-04,9.0884000000e-04,7.6638000000e-04,8.0302000000e-04
-8.5200000000e-01,9.3876000000e-04,1.0132000000e-03,8.6550000000e-04,8.6924000000e-04,8.8006000000e-04,8.8414000000e-04,9.9126000000e-04,9.3826000000e-04,8.0254000000e-04,8.2116000000e-04
-8.6400000000e-01,9.9044000000e-04,1.0334000000e-03,9.0038000000e-04,8.8404000000e-04,9.3160000000e-04,9.2976000000e-04,1.0104000000e-03,9.6992000000e-04,8.3444000000e-04,8.5008000000e-04
-8.7600000000e-01,1.0312000000e-03,1.0670000000e-03,9.4728000000e-04,9.0324000000e-04,9.9744000000e-04,9.5728000000e-04,1.0412000000e-03,9.9098000000e-04,8.6862000000e-04,8.9484000000e-04
-8.8800000000e-01,1.0614000000e-03,1.1016000000e-03,9.6250000000e-04,9.4518000000e-04,1.0204800000e-03,1.0268000000e-03,1.0820000000e-03,1.0194000000e-03,9.0698000000e-04,9.2290000000e-04
-9.0000000000e-01,1.0900000000e-03,1.1456000000e-03,1.0300000000e-03,9.8830000000e-04,1.0878000000e-03,1.0764000000e-03,1.0918000000e-03,1.0446000000e-03,9.5762000000e-04,9.7074000000e-04
-9.1200000000e-01,1.1338000000e-03,1.1814000000e-03,1.0708000000e-03,1.0256000000e-03,1.1428000000e-03,1.1156000000e-03,1.1632000000e-03,1.1018000000e-03,1.0554000000e-03,1.0004400000e-03
-9.2400000000e-01,1.1700000000e-03,1.2226000000e-03,1.1226000000e-03,1.0604000000e-03,1.1662000000e-03,1.1476000000e-03,1.1880000000e-03,1.1590000000e-03,1.0630000000e-03,1.0508000000e-03
-9.3600000000e-01,1.2038000000e-03,1.2432000000e-03,1.1590000000e-03,1.1460000000e-03,1.1744000000e-03,1.1706000000e-03,1.1950000000e-03,1.2032000000e-03,1.1084000000e-03,1.0740000000e-03
-9.4800000000e-01,1.2598000000e-03,1.3216000000e-03,1.2274000000e-03,1.1512000000e-03,1.2230000000e-03,1.2084000000e-03,1.2680000000e-03,1.2486000000e-03,1.1438000000e-03,1.1168000000e-03
-9.6000000000e-01,1.3236000000e-03,1.3070000000e-03,1.2736000000e-03,1.1810000000e-03,1.2472000000e-03,1.2624000000e-03,1.3090000000e-03,1.2940000000e-03,1.1616000000e-03,1.1630000000e-03
-9.7200000000e-01,1.3356000000e-03,1.4114000000e-03,1.3184000000e-03,1.2676000000e-03,1.2472000000e-03,1.3452000000e-03,1.3808000000e-03,1.3140000000e-03,1.2134000000e-03,1.2160000000e-03
-9.8400000000e-01,1.4242000000e-03,1.4130000000e-03,1.3568000000e-03,1.3470000000e-03,1.2354000000e-03,1.3644000000e-03,1.4646000000e-03,1.3546000000e-03,1.2890000000e-03,1.2744000000e-03
-9.9600000000e-01,1.4914000000e-03,1.4536000000e-03,1.4384000000e-03,1.4066000000e-03,1.3872000000e-03,1.4212000000e-03,1.4688000000e-03,1.3676000000e-03,1.3984000000e-03,1.3980000000e-03
-1.0080000000e+00,1.5434000000e-03,1.5280000000e-03,1.4788000000e-03,1.4296000000e-03,1.4160000000e-03,1.4886000000e-03,1.5166000000e-03,1.4562000000e-03,1.4150000000e-03,1.4030000000e-03
-1.0200000000e+00,1.5190000000e-03,1.5936000000e-03,1.4986000000e-03,1.5154000000e-03,1.5266000000e-03,1.5888000000e-03,1.5988000000e-03,1.5532000000e-03,1.5046000000e-03,1.4476000000e-03
-1.0320000000e+00,1.5972000000e-03,1.6060000000e-03,1.5794000000e-03,1.6028000000e-03,1.5680000000e-03,1.6336000000e-03,1.6048000000e-03,1.5842000000e-03,1.5608000000e-03,1.5624000000e-03
-1.0440000000e+00,1.6896000000e-03,1.6932000000e-03,1.6350000000e-03,1.6824000000e-03,1.6084000000e-03,1.6222000000e-03,1.7032000000e-03,1.6210000000e-03,1.6594000000e-03,1.6108000000e-03
-1.0560000000e+00,1.7506000000e-03,1.7408000000e-03,1.6780000000e-03,1.7726000000e-03,1.6970000000e-03,1.7026000000e-03,1.7912000000e-03,1.7034000000e-03,1.6766000000e-03,1.6812000000e-03
-1.0680000000e+00,1.8528000000e-03,1.7852000000e-03,1.8160000000e-03,1.8240000000e-03,1.7192000000e-03,1.7470000000e-03,1.9076000000e-03,1.7862000000e-03,1.7400000000e-03,1.7706000000e-03
-1.0800000000e+00,1.9120000000e-03,1.8558000000e-03,1.8428000000e-03,1.9104000000e-03,1.8224000000e-03,1.8950000000e-03,1.9438000000e-03,1.8678000000e-03,1.8664000000e-03,1.8216000000e-03
-1.0920000000e+00,1.9596000000e-03,1.9536000000e-03,1.9780000000e-03,1.9602000000e-03,1.9082000000e-03,1.9260000000e-03,2.0048000000e-03,1.9236000000e-03,1.8718000000e-03,1.9564000000e-03
-1.1040000000e+00,2.0212000000e-03,2.0004000000e-03,2.0230000000e-03,2.0678000000e-03,2.0192000000e-03,2.0126000000e-03,2.0620000000e-03,2.0140000000e-03,1.9242000000e-03,1.9914000000e-03
-1.1160000000e+00,2.1544000000e-03,2.1104000000e-03,2.0396000000e-03,2.1184000000e-03,2.0688000000e-03,2.0944000000e-03,2.1008000000e-03,2.0652000000e-03,1.9830000000e-03,2.0556000000e-03
-1.1280000000e+00,2.2494000000e-03,2.1796000000e-03,2.1738000000e-03,2.2120000000e-03,2.1630000000e-03,2.1390000000e-03,2.1706000000e-03,2.1394000000e-03,2.1230000000e-03,2.1562000000e-03
-1.1400000000e+00,2.3152000000e-03,2.2618000000e-03,2.2862000000e-03,2.2718000000e-03,2.1862000000e-03,2.2288000000e-03,2.2374000000e-03,2.2172000000e-03,2.1200000000e-03,2.2348000000e-03
-1.1520000000e+00,2.3504000000e-03,2.3056000000e-03,2.3346000000e-03,2.3240000000e-03,2.2524000000e-03,2.2808000000e-03,2.3268000000e-03,2.2986000000e-03,2.2742000000e-03,2.2754000000e-03
-1.1640000000e+00,2.4598000000e-03,2.4116000000e-03,2.3968000000e-03,2.4114000000e-03,2.3612000000e-03,2.3450000000e-03,2.3886000000e-03,2.3284000000e-03,2.3232000000e-03,2.3248000000e-03
-1.1760000000e+00,2.4850000000e-03,2.4606000000e-03,2.4550000000e-03,2.4852000000e-03,2.4684000000e-03,2.4342000000e-03,2.4680000000e-03,2.4480000000e-03,2.3938000000e-03,2.4146000000e-03
-1.1880000000e+00,2.5692000000e-03,2.5404000000e-03,2.5288000000e-03,2.5340000000e-03,2.5584000000e-03,2.5168000000e-03,2.5686000000e-03,2.4992000000e-03,2.4870000000e-03,2.4664000000e-03
-1.2000000000e+00,2.6464000000e-03,2.6086000000e-03,2.6022000000e-03,2.6120000000e-03,2.6304000000e-03,2.5930000000e-03,2.6430000000e-03,2.5490000000e-03,2.5636000000e-03,2.5362000000e-03
-1.2000000000e+00,2.6484000000e-03,2.6274000000e-03,2.6038000000e-03,2.6146000000e-03,2.6122000000e-03,2.5818000000e-03,2.6416000000e-03,2.5656000000e-03,2.5548000000e-03,2.5334000000e-03
-1.1880000000e+00,2.6134000000e-03,2.5924000000e-03,2.5232000000e-03,2.5388000000e-03,2.5344000000e-03,2.4868000000e-03,2.5548000000e-03,2.4910000000e-03,2.4664000000e-03,2.4828000000e-03
-1.1760000000e+00,2.5648000000e-03,2.4936000000e-03,2.4814000000e-03,2.5038000000e-03,2.5320000000e-03,2.4382000000e-03,2.4378000000e-03,2.4334000000e-03,2.3826000000e-03,2.3968000000e-03
-1.1640000000e+00,2.4340000000e-03,2.4294000000e-03,2.3698000000e-03,2.4712000000e-03,2.4046000000e-03,2.3648000000e-03,2.3824000000e-03,2.3926000000e-03,2.3120000000e-03,2.3412000000e-03
