========================================
Name                : Evan
Test Number         : Program-Retention
Die Number          : 1
Device Number       : 67
Interval            : 0.01
data_points         : 300
v_rd                : 1
Waveform Format     : Reram
Waveform            : Evan_Reram_4
VDD WGFMU           : 1
VSS WGFMU           : 2
Drain SMU           : 4
Gate SMU            : 1
Base SMU            : 2
Source SMU          : 3
G_Minimum           : 5.8e-07
G_Maximum           : 5.81e-07
G_MAX               : 1.9e-07
g_offset            : 1e-10
VSTART              : 0
VSTOP               : 1
ICOMP               : 0.1
NSTEPS              : 101
STEP                : 100
SWEEP_TYPE          : DOUBLE
V_COUNTMAX          : 10
prog_count_max      : 1000000
total_retention_time: 60
retention_time      : 0.005
vprg                : 4
vrst                : -10
t_prg               : 0.0019
v_off               : 0
========================================

Measurement	SMU1_Current	SMU1_Time	SMU4_Current	SMU4_Time
80	+0.00645E-09	+8.87890E-01	+0.57830E-06	+8.87890E-01
81	+0.18440E-09	+8.99290E-01	+0.57845E-06	+8.99290E-01
82	-0.13700E-09	+9.07890E-01	+0.57850E-06	+9.07890E-01
83	-0.28485E-09	+9.19290E-01	+0.57845E-06	+9.19290E-01
84	+0.24980E-09	+9.27900E-01	+0.57845E-06	+9.27900E-01
85	+0.01875E-09	+9.37900E-01	+0.57820E-06	+9.37900E-01
86	+0.16960E-09	+9.49290E-01	+0.57855E-06	+9.49290E-01
87	-0.11950E-09	+9.57900E-01	+0.57840E-06	+9.57900E-01
88	-0.27040E-09	+9.69290E-01	+0.57835E-06	+9.69290E-01
89	+0.25365E-09	+9.77900E-01	+0.57840E-06	+9.77900E-01
90	+0.00895E-09	+9.87900E-01	+0.57825E-06	+9.87900E-01
91	+0.18170E-09	+9.99290E-01	+0.57845E-06	+9.99290E-01
92	-0.13425E-09	+1.00790E+00	+0.57845E-06	+1.00790E+00
93	-0.28895E-09	+1.01929E+00	+0.57835E-06	+1.01929E+00
94	+0.25555E-09	+1.02789E+00	+0.57840E-06	+1.02789E+00
95	+0.01325E-09	+1.03790E+00	+0.57825E-06	+1.03790E+00
96	+0.18590E-09	+1.04930E+00	+0.57845E-06	+1.04930E+00
97	-0.11610E-09	+1.05790E+00	+0.57845E-06	+1.05790E+00
98	-0.27700E-09	+1.06930E+00	+0.57835E-06	+1.06930E+00
99	+0.25110E-09	+1.07790E+00	+0.57835E-06	+1.07790E+00
100	+0.01115E-09	+1.08790E+00	+0.57820E-06	+1.08790E+00
101	+0.17105E-09	+1.09930E+00	+0.57845E-06	+1.09930E+00
102	-0.13135E-09	+1.10790E+00	+0.57835E-06	+1.10790E+00
103	-0.28500E-09	+1.11929E+00	+0.57825E-06	+1.11929E+00
104	+0.26320E-09	+1.12790E+00	+0.57835E-06	+1.12790E+00
105	+0.04405E-09	+1.13790E+00	+0.57815E-06	+1.13790E+00
106	+0.19475E-09	+1.14929E+00	+0.57840E-06	+1.14929E+00
107	-0.12250E-09	+1.15790E+00	+0.57840E-06	+1.15790E+00
108	-0.27325E-09	+1.16930E+00	+0.57825E-06	+1.16930E+00
109	+0.24325E-09	+1.17790E+00	+0.57830E-06	+1.17790E+00
110	+0.01700E-09	+1.18790E+00	+0.57820E-06	+1.18790E+00
111	+0.17200E-09	+1.19930E+00	+0.57830E-06	+1.19930E+00
112	-0.12745E-09	+1.20790E+00	+0.57835E-06	+1.20790E+00
113	-0.28585E-09	+1.21930E+00	+0.57825E-06	+1.21930E+00
114	+0.25100E-09	+1.22790E+00	+0.57830E-06	+1.22790E+00
115	+0.03710E-09	+1.23790E+00	+0.57815E-06	+1.23790E+00
116	+0.20395E-09	+1.24929E+00	+0.57830E-06	+1.24929E+00
117	-0.12170E-09	+1.25790E+00	+0.57825E-06	+1.25790E+00
118	-0.28140E-09	+1.26927E+00	+0.57825E-06	+1.26927E+00
119	+0.24515E-09	+1.27789E+00	+0.57820E-06	+1.27789E+00
120	+0.00520E-09	+1.28789E+00	+0.57810E-06	+1.28789E+00
121	+0.16980E-09	+1.29929E+00	+0.57830E-06	+1.29929E+00
122	-0.10565E-09	+1.30789E+00	+0.57825E-06	+1.30789E+00
123	-0.27420E-09	+1.31929E+00	+0.57815E-06	+1.31929E+00
124	+0.26655E-09	+1.32790E+00	+0.57825E-06	+1.32790E+00
125	+0.02215E-09	+1.33790E+00	+0.57815E-06	+1.33790E+00
126	+0.19495E-09	+1.34930E+00	+0.57830E-06	+1.34930E+00
127	-0.13315E-09	+1.35790E+00	+0.57820E-06	+1.35790E+00
128	-0.27355E-09	+1.36929E+00	+0.57815E-06	+1.36929E+00
129	+0.25310E-09	+1.37790E+00	+0.57815E-06	+1.37790E+00
130	+0.02015E-09	+1.38790E+00	+0.57800E-06	+1.38790E+00
131	+0.17405E-09	+1.39930E+00	+0.57825E-06	+1.39930E+00
132	-0.11785E-09	+1.40790E+00	+0.57815E-06	+1.40790E+00
133	-0.27215E-09	+1.41929E+00	+0.57810E-06	+1.41929E+00
134	+0.25685E-09	+1.42789E+00	+0.57815E-06	+1.42789E+00
135	+0.01960E-09	+1.43790E+00	+0.57805E-06	+1.43790E+00
136	+0.18205E-09	+1.44929E+00	+0.57825E-06	+1.44929E+00
137	-0.13960E-09	+1.45790E+00	+0.57810E-06	+1.45790E+00
138	-0.27960E-09	+1.46929E+00	+0.57810E-06	+1.46929E+00
139	+0.26565E-09	+1.47790E+00	+0.57810E-06	+1.47790E+00
140	+0.02345E-09	+1.48790E+00	+0.57800E-06	+1.48790E+00
141	+0.17995E-09	+1.49929E+00	+0.57825E-06	+1.49929E+00
142	-0.11120E-09	+1.50790E+00	+0.57815E-06	+1.50790E+00
143	-0.26810E-09	+1.51929E+00	+0.57805E-06	+1.51929E+00
144	+0.24890E-09	+1.52790E+00	+0.57810E-06	+1.52790E+00
145	+0.00735E-09	+1.53790E+00	+0.57800E-06	+1.53790E+00
146	+0.18080E-09	+1.54930E+00	+0.57825E-06	+1.54930E+00
147	-0.13725E-09	+1.55790E+00	+0.57810E-06	+1.55790E+00
148	-0.29480E-09	+1.56929E+00	+0.57805E-06	+1.56929E+00
149	+0.26705E-09	+1.57790E+00	+0.57805E-06	+1.57790E+00
150	+0.02175E-09	+1.58790E+00	+0.57790E-06	+1.58790E+00
151	+0.18310E-09	+1.59929E+00	+0.57820E-06	+1.59929E+00
152	-0.11155E-09	+1.60790E+00	+0.57805E-06	+1.60790E+00
153	-0.27605E-09	+1.61929E+00	+0.57805E-06	+1.61929E+00
154	+0.24830E-09	+1.62790E+00	+0.57805E-06	+1.62790E+00
155	+0.01735E-09	+1.63790E+00	+0.57790E-06	+1.63790E+00
156	+0.16970E-09	+1.64929E+00	+0.57815E-06	+1.64929E+00
157	-0.13510E-09	+1.65790E+00	+0.57800E-06	+1.65790E+00
158	-0.27980E-09	+1.66929E+00	+0.57800E-06	+1.66929E+00
159	+0.25725E-09	+1.67790E+00	+0.57800E-06	+1.67790E+00
160	+0.03880E-09	+1.68790E+00	+0.57790E-06	+1.68790E+00
161	+0.18965E-09	+1.69929E+00	+0.57810E-06	+1.69929E+00
162	-0.10965E-09	+1.70790E+00	+0.57805E-06	+1.70790E+00
163	-0.28615E-09	+1.71929E+00	+0.57790E-06	+1.71929E+00
164	+0.24755E-09	+1.72790E+00	+0.57795E-06	+1.72790E+00
165	+0.01135E-09	+1.73790E+00	+0.57790E-06	+1.73790E+00
166	+0.16920E-09	+1.74929E+00	+0.57805E-06	+1.74929E+00
167	-0.12970E-09	+1.75790E+00	+0.57800E-06	+1.75790E+00
168	-0.27035E-09	+1.76930E+00	+0.57795E-06	+1.76930E+00
169	+0.25650E-09	+1.77790E+00	+0.57795E-06	+1.77790E+00
170	+0.01845E-09	+1.78790E+00	+0.57785E-06	+1.78790E+00
171	+0.19165E-09	+1.79929E+00	+0.57805E-06	+1.79929E+00
172	-0.12690E-09	+1.80790E+00	+0.57795E-06	+1.80790E+00
173	-0.28065E-09	+1.81929E+00	+0.57790E-06	+1.81929E+00
174	+0.25085E-09	+1.82790E+00	+0.57790E-06	+1.82790E+00
175	+0.02150E-09	+1.83790E+00	+0.57775E-06	+1.83790E+00
176	+0.16545E-09	+1.84929E+00	+0.57805E-06	+1.84929E+00
177	-0.11260E-09	+1.85790E+00	+0.57795E-06	+1.85790E+00
178	-0.25975E-09	+1.86930E+00	+0.57790E-06	+1.86930E+00
179	+0.26005E-09	+1.87790E+00	+0.57785E-06	+1.87790E+00
180	+0.02675E-09	+1.88790E+00	+0.57780E-06	+1.88790E+00
181	+0.19965E-09	+1.89929E+00	+0.57795E-06	+1.89929E+00
182	-0.13560E-09	+1.90790E+00	+0.57795E-06	+1.90790E+00
183	-0.28185E-09	+1.91929E+00	+0.57795E-06	+1.91929E+00
184	+0.24590E-09	+1.92790E+00	+0.57790E-06	+1.92790E+00
185	+0.01560E-09	+1.93790E+00	+0.57775E-06	+1.93790E+00
186	+0.17405E-09	+1.94929E+00	+0.57800E-06	+1.94929E+00
187	-0.10900E-09	+1.95790E+00	+0.57790E-06	+1.95790E+00
188	-0.26320E-09	+1.96930E+00	+0.57790E-06	+1.96930E+00
189	+0.25740E-09	+1.97790E+00	+0.57785E-06	+1.97790E+00
190	+0.02825E-09	+1.98790E+00	+0.57770E-06	+1.98790E+00
191	+0.18585E-09	+1.99929E+00	+0.57800E-06	+1.99929E+00
192	-0.13550E-09	+2.00790E+00	+0.57790E-06	+2.00790E+00
193	-0.27345E-09	+2.01929E+00	+0.57785E-06	+2.01929E+00
194	+0.25680E-09	+2.02790E+00	+0.57775E-06	+2.02790E+00
195	+0.02430E-09	+2.03790E+00	+0.57770E-06	+2.03790E+00
196	+0.17310E-09	+2.04929E+00	+0.57790E-06	+2.04929E+00
197	-0.09890E-09	+2.05790E+00	+0.57790E-06	+2.05790E+00
198	-0.27525E-09	+2.06930E+00	+0.57775E-06	+2.06930E+00
199	+0.24805E-09	+2.07790E+00	+0.57780E-06	+2.07790E+00
200	+0.01910E-09	+2.08790E+00	+0.57775E-06	+2.08790E+00
201	+0.18275E-09	+2.09930E+00	+0.57785E-06	+2.09930E+00
202	-0.14205E-09	+2.10790E+00	+0.57790E-06	+2.10790E+00
203	-0.27925E-09	+2.11929E+00	+0.57785E-06	+2.11929E+00
204	+0.26050E-09	+2.12790E+00	+0.57780E-06	+2.12790E+00
205	+0.03665E-09	+2.13790E+00	+0.57765E-06	+2.13790E+00
206	+0.19170E-09	+2.14929E+00	+0.57790E-06	+2.14929E+00
207	-0.10925E-09	+2.15790E+00	+0.57780E-06	+2.15790E+00
208	-0.26615E-09	+2.16930E+00	+0.57780E-06	+2.16930E+00
209	+0.24000E-09	+2.17790E+00	+0.57775E-06	+2.17790E+00
210	+0.01910E-09	+2.18789E+00	+0.57770E-06	+2.18789E+00
211	+0.16385E-09	+2.19929E+00	+0.57785E-06	+2.19929E+00
212	-0.14105E-09	+2.20790E+00	+0.57775E-06	+2.20790E+00
213	-0.27430E-09	+2.21929E+00	+0.57780E-06	+2.21929E+00
214	+0.26025E-09	+2.22790E+00	+0.57775E-06	+2.22790E+00
215	+0.03015E-09	+2.23790E+00	+0.57770E-06	+2.23790E+00
216	+0.18945E-09	+2.24930E+00	+0.57785E-06	+2.24930E+00
217	-0.12980E-09	+2.25786E+00	+0.57775E-06	+2.25786E+00
218	-0.27345E-09	+2.26929E+00	+0.57770E-06	+2.26929E+00
219	+0.24065E-09	+2.27790E+00	+0.57765E-06	+2.27790E+00
220	+0.03070E-09	+2.28790E+00	+0.57755E-06	+2.28790E+00
221	+0.16750E-09	+2.29930E+00	+0.57780E-06	+2.29930E+00
222	-0.12995E-09	+2.30790E+00	+0.57780E-06	+2.30790E+00
223	-0.26645E-09	+2.31929E+00	+0.57770E-06	+2.31929E+00
224	+0.26885E-09	+2.32790E+00	+0.57770E-06	+2.32790E+00
225	+0.03475E-09	+2.33790E+00	+0.57770E-06	+2.33790E+00
226	+0.19190E-09	+2.34929E+00	+0.57780E-06	+2.34929E+00
227	-0.13065E-09	+2.35789E+00	+0.57770E-06	+2.35789E+00
228	-0.28890E-09	+2.36929E+00	+0.57765E-06	+2.36929E+00
229	+0.25665E-09	+2.37790E+00	+0.57765E-06	+2.37790E+00
230	+0.02365E-09	+2.38790E+00	+0.57760E-06	+2.38790E+00
231	+0.16020E-09	+2.39929E+00	+0.57770E-06	+2.39929E+00
232	-0.11235E-09	+2.40790E+00	+0.57770E-06	+2.40790E+00
233	-0.27250E-09	+2.41930E+00	+0.57765E-06	+2.41930E+00
234	+0.26365E-09	+2.42790E+00	+0.57760E-06	+2.42790E+00
235	+0.05295E-09	+2.43794E+00	+0.57750E-06	+2.43794E+00
236	+0.18810E-09	+2.44929E+00	+0.57770E-06	+2.44929E+00
237	-0.13140E-09	+2.45790E+00	+0.57775E-06	+2.45790E+00
238	-0.29155E-09	+2.46929E+00	+0.57770E-06	+2.46929E+00
239	+0.25305E-09	+2.47790E+00	+0.57755E-06	+2.47790E+00
240	+0.03095E-09	+2.48790E+00	+0.57750E-06	+2.48790E+00
241	+0.16860E-09	+2.49930E+00	+0.57770E-06	+2.49930E+00
242	-0.09730E-09	+2.50790E+00	+0.57770E-06	+2.50790E+00
243	-0.26675E-09	+2.51930E+00	+0.57755E-06	+2.51930E+00
244	+0.25795E-09	+2.52790E+00	+0.57760E-06	+2.52790E+00
245	+0.03585E-09	+2.53790E+00	+0.57750E-06	+2.53790E+00
246	+0.17740E-09	+2.54929E+00	+0.57770E-06	+2.54929E+00
247	-0.13335E-09	+2.55790E+00	+0.57765E-06	+2.55790E+00
248	-0.28230E-09	+2.56929E+00	+0.57750E-06	+2.56929E+00
249	+0.26500E-09	+2.57789E+00	+0.57760E-06	+2.57789E+00
250	+0.02930E-09	+2.58790E+00	+0.57740E-06	+2.58790E+00
251	+0.18020E-09	+2.59929E+00	+0.57765E-06	+2.59929E+00
252	-0.10165E-09	+2.60790E+00	+0.57750E-06	+2.60790E+00
253	-0.27240E-09	+2.61929E+00	+0.57750E-06	+2.61929E+00
254	+0.25645E-09	+2.62790E+00	+0.57750E-06	+2.62790E+00
255	+0.03325E-09	+2.63790E+00	+0.57740E-06	+2.63790E+00
256	+0.17135E-09	+2.64929E+00	+0.57760E-06	+2.64929E+00
257	-0.13155E-09	+2.65790E+00	+0.57755E-06	+2.65790E+00
258	-0.27745E-09	+2.66929E+00	+0.57745E-06	+2.66929E+00
259	+0.26675E-09	+2.67790E+00	+0.57750E-06	+2.67790E+00
260	+0.03115E-09	+2.68790E+00	+0.57735E-06	+2.68790E+00
261	+0.18630E-09	+2.69929E+00	+0.57755E-06	+2.69929E+00
262	-0.10415E-09	+2.70790E+00	+0.57755E-06	+2.70790E+00
263	-0.26970E-09	+2.71929E+00	+0.57750E-06	+2.71929E+00
264	+0.24755E-09	+2.72790E+00	+0.57745E-06	+2.72790E+00
265	+0.03410E-09	+2.73790E+00	+0.57730E-06	+2.73790E+00
266	+0.15245E-09	+2.74929E+00	+0.57760E-06	+2.74929E+00
267	-0.12360E-09	+2.75786E+00	+0.57750E-06	+2.75786E+00
268	-0.27330E-09	+2.76928E+00	+0.57750E-06	+2.76928E+00
269	+0.26415E-09	+2.77789E+00	+0.57750E-06	+2.77789E+00
270	+0.06745E-09	+2.78795E+00	+0.57750E-06	+2.78795E+00
271	+0.18965E-09	+2.79929E+00	+0.57755E-06	+2.79929E+00
272	-0.12260E-09	+2.80789E+00	+0.57750E-06	+2.80789E+00
273	-0.27700E-09	+2.81929E+00	+0.57735E-06	+2.81929E+00
274	+0.25085E-09	+2.82790E+00	+0.57740E-06	+2.82790E+00
275	+0.03590E-09	+2.83790E+00	+0.57745E-06	+2.83790E+00
276	+0.16040E-09	+2.84929E+00	+0.57750E-06	+2.84929E+00
277	-0.12555E-09	+2.85790E+00	+0.57750E-06	+2.85790E+00
278	-0.27100E-09	+2.86930E+00	+0.57750E-06	+2.86930E+00
279	+0.26815E-09	+2.87790E+00	+0.57745E-06	+2.87790E+00
280	+0.04920E-09	+2.88790E+00	+0.57735E-06	+2.88790E+00
281	+0.19410E-09	+2.89929E+00	+0.57750E-06	+2.89929E+00
282	-0.12980E-09	+2.90790E+00	+0.57750E-06	+2.90790E+00
283	-0.28235E-09	+2.91929E+00	+0.57740E-06	+2.91929E+00
284	+0.24455E-09	+2.92789E+00	+0.57740E-06	+2.92789E+00
285	+0.03800E-09	+2.93790E+00	+0.57730E-06	+2.93790E+00
286	+0.15505E-09	+2.94929E+00	+0.57750E-06	+2.94929E+00
287	-0.11890E-09	+2.95790E+00	+0.57745E-06	+2.95790E+00
288	-0.27720E-09	+2.96929E+00	+0.57735E-06	+2.96929E+00
289	+0.25775E-09	+2.97790E+00	+0.57735E-06	+2.97790E+00
290	+0.07105E-09	+2.98793E+00	+0.57740E-06	+2.98793E+00
291	+0.17830E-09	+2.99930E+00	+0.57745E-06	+2.99930E+00
292	-0.14510E-09	+3.00790E+00	+0.57735E-06	+3.00790E+00
293	-0.28180E-09	+3.01930E+00	+0.57735E-06	+3.01930E+00
294	+0.25490E-09	+3.02790E+00	+0.57735E-06	+3.02790E+00
295	+0.04710E-09	+3.03790E+00	+0.57725E-06	+3.03790E+00
296	+0.17205E-09	+3.04929E+00	+0.57735E-06	+3.04929E+00
297	-0.10635E-09	+3.05790E+00	+0.57740E-06	+3.05790E+00
298	-0.26310E-09	+3.06929E+00	+0.57740E-06	+3.06929E+00
299	+0.25345E-09	+3.07790E+00	+0.57735E-06	+3.07790E+00
