Measurement,SMU1_Current,SMU1_Time,SMU4_Current,SMU4_Time
161,1.90E-10,1.70E+00,5.78E-07,1.70E+00
162,-1.10E-10,1.71E+00,5.78E-07,1.71E+00
163,-2.86E-10,1.72E+00,5.78E-07,1.72E+00
164,2.48E-10,1.73E+00,5.78E-07,1.73E+00
165,1.14E-11,1.74E+00,5.78E-07,1.74E+00
166,1.69E-10,1.75E+00,5.78E-07,1.75E+00
167,-1.30E-10,1.76E+00,5.78E-07,1.76E+00
168,-2.70E-10,1.77E+00,5.78E-07,1.77E+00
169,2.57E-10,1.78E+00,5.78E-07,1.78E+00
170,1.85E-11,1.79E+00,5.78E-07,1.79E+00
171,1.92E-10,1.80E+00,5.78E-07,1.80E+00
172,-1.27E-10,1.81E+00,5.78E-07,1.81E+00
173,-2.81E-10,1.82E+00,5.78E-07,1.82E+00
174,2.51E-10,1.83E+00,5.78E-07,1.83E+00
175,2.15E-11,1.84E+00,5.78E-07,1.84E+00
176,1.65E-10,1.85E+00,5.78E-07,1.85E+00
177,-1.13E-10,1.86E+00,5.78E-07,1.86E+00
178,-2.60E-10,1.87E+00,5.78E-07,1.87E+00
179,2.60E-10,1.88E+00,5.78E-07,1.88E+00
180,2.68E-11,1.89E+00,5.78E-07,1.89E+00
181,2.00E-10,1.90E+00,5.78E-07,1.90E+00
182,-1.36E-10,1.91E+00,5.78E-07,1.91E+00
183,-2.82E-10,1.92E+00,5.78E-07,1.92E+00
184,2.46E-10,1.93E+00,5.78E-07,1.93E+00
185,1.56E-11,1.94E+00,5.78E-07,1.94E+00
186,1.74E-10,1.95E+00,5.78E-07,1.95E+00
187,-1.09E-10,1.96E+00,5.78E-07,1.96E+00
188,-2.63E-10,1.97E+00,5.78E-07,1.97E+00
189,2.57E-10,1.98E+00,5.78E-07,1.98E+00
190,2.83E-11,1.99E+00,5.78E-07,1.99E+00
191,1.86E-10,2.00E+00,5.78E-07,2.00E+00
192,-1.36E-10,2.01E+00,5.78E-07,2.01E+00
193,-2.73E-10,2.02E+00,5.78E-07,2.02E+00
194,2.57E-10,2.03E+00,5.78E-07,2.03E+00
195,2.43E-11,2.04E+00,5.78E-07,2.04E+00
196,1.73E-10,2.05E+00,5.78E-07,2.05E+00
197,-9.89E-11,2.06E+00,5.78E-07,2.06E+00
198,-2.75E-10,2.07E+00,5.78E-07,2.07E+00
199,2.48E-10,2.08E+00,5.78E-07,2.08E+00
200,1.91E-11,2.09E+00,5.78E-07,2.09E+00
201,1.83E-10,2.10E+00,5.78E-07,2.10E+00
202,-1.42E-10,2.11E+00,5.78E-07,2.11E+00
203,-2.79E-10,2.12E+00,5.78E-07,2.12E+00
204,2.61E-10,2.13E+00,5.78E-07,2.13E+00
205,3.67E-11,2.14E+00,5.78E-07,2.14E+00
206,1.92E-10,2.15E+00,5.78E-07,2.15E+00
207,-1.09E-10,2.16E+00,5.78E-07,2.16E+00
208,-2.66E-10,2.17E+00,5.78E-07,2.17E+00
209,2.40E-10,2.18E+00,5.78E-07,2.18E+00
210,1.91E-11,2.19E+00,5.78E-07,2.19E+00
211,1.64E-10,2.20E+00,5.78E-07,2.20E+00
212,-1.41E-10,2.21E+00,5.78E-07,2.21E+00
213,-2.74E-10,2.22E+00,5.78E-07,2.22E+00
214,2.60E-10,2.23E+00,5.78E-07,2.23E+00
215,3.02E-11,2.24E+00,5.78E-07,2.24E+00
216,1.89E-10,2.25E+00,5.78E-07,2.25E+00
217,-1.30E-10,2.26E+00,5.78E-07,2.26E+00
218,-2.73E-10,2.27E+00,5.78E-07,2.27E+00
219,2.41E-10,2.28E+00,5.78E-07,2.28E+00
220,3.07E-11,2.29E+00,5.78E-07,2.29E+00
221,1.68E-10,2.30E+00,5.78E-07,2.30E+00
222,-1.30E-10,2.31E+00,5.78E-07,2.31E+00
223,-2.66E-10,2.32E+00,5.78E-07,2.32E+00
224,2.69E-10,2.33E+00,5.78E-07,2.33E+00
225,3.48E-11,2.34E+00,5.78E-07,2.34E+00
226,1.92E-10,2.35E+00,5.78E-07,2.35E+00
227,-1.31E-10,2.36E+00,5.78E-07,2.36E+00
228,-2.89E-10,2.37E+00,5.78E-07,2.37E+00
229,2.57E-10,2.38E+00,5.78E-07,2.38E+00
230,2.37E-11,2.39E+00,5.78E-07,2.39E+00
231,1.60E-10,2.40E+00,5.78E-07,2.40E+00
232,-1.12E-10,2.41E+00,5.78E-07,2.41E+00
233,-2.73E-10,2.42E+00,5.78E-07,2.42E+00
234,2.64E-10,2.43E+00,5.78E-07,2.43E+00
235,5.30E-11,2.44E+00,5.78E-07,2.44E+00
236,1.88E-10,2.45E+00,5.78E-07,2.45E+00
237,-1.31E-10,2.46E+00,5.78E-07,2.46E+00
238,-2.92E-10,2.47E+00,5.78E-07,2.47E+00
239,2.53E-10,2.48E+00,5.78E-07,2.48E+00
240,3.10E-11,2.49E+00,5.78E-07,2.49E+00
241,1.69E-10,2.50E+00,5.78E-07,2.50E+00
242,-9.73E-11,2.51E+00,5.78E-07,2.51E+00
243,-2.67E-10,2.52E+00,5.78E-07,2.52E+00
244,2.58E-10,2.53E+00,5.78E-07,2.53E+00
245,3.59E-11,2.54E+00,5.78E-07,2.54E+00
246,1.77E-10,2.55E+00,5.78E-07,2.55E+00
247,-1.33E-10,2.56E+00,5.78E-07,2.56E+00
248,-2.82E-10,2.57E+00,5.78E-07,2.57E+00
249,2.65E-10,2.58E+00,5.78E-07,2.58E+00
250,2.93E-11,2.59E+00,5.77E-07,2.59E+00
251,1.80E-10,2.60E+00,5.78E-07,2.60E+00
252,-1.02E-10,2.61E+00,5.78E-07,2.61E+00
253,-2.72E-10,2.62E+00,5.78E-07,2.62E+00
254,2.56E-10,2.63E+00,5.78E-07,2.63E+00
255,3.33E-11,2.64E+00,5.77E-07,2.64E+00
256,1.71E-10,2.65E+00,5.78E-07,2.65E+00
257,-1.32E-10,2.66E+00,5.78E-07,2.66E+00
258,-2.77E-10,2.67E+00,5.77E-07,2.67E+00
259,2.67E-10,2.68E+00,5.78E-07,2.68E+00
260,3.12E-11,2.69E+00,5.77E-07,2.69E+00
261,1.86E-10,2.70E+00,5.78E-07,2.70E+00
262,-1.04E-10,2.71E+00,5.78E-07,2.71E+00
263,-2.70E-10,2.72E+00,5.78E-07,2.72E+00
264,2.48E-10,2.73E+00,5.77E-07,2.73E+00
265,3.41E-11,2.74E+00,5.77E-07,2.74E+00
266,1.52E-10,2.75E+00,5.78E-07,2.75E+00
267,-1.24E-10,2.76E+00,5.78E-07,2.76E+00
268,-2.73E-10,2.77E+00,5.78E-07,2.77E+00
269,2.64E-10,2.78E+00,5.78E-07,2.78E+00
270,6.75E-11,2.79E+00,5.78E-07,2.79E+00
271,1.90E-10,2.80E+00,5.78E-07,2.80E+00
272,-1.23E-10,2.81E+00,5.78E-07,2.81E+00
273,-2.77E-10,2.82E+00,5.77E-07,2.82E+00
274,2.51E-10,2.83E+00,5.77E-07,2.83E+00
275,3.59E-11,2.84E+00,5.77E-07,2.84E+00
276,1.60E-10,2.85E+00,5.78E-07,2.85E+00
277,-1.26E-10,2.86E+00,5.78E-07,2.86E+00
278,-2.71E-10,2.87E+00,5.78E-07,2.87E+00
279,2.68E-10,2.88E+00,5.77E-07,2.88E+00
280,4.92E-11,2.89E+00,5.77E-07,2.89E+00
281,1.94E-10,2.90E+00,5.78E-07,2.90E+00
282,-1.30E-10,2.91E+00,5.78E-07,2.91E+00
283,-2.82E-10,2.92E+00,5.77E-07,2.92E+00
284,2.45E-10,2.93E+00,5.77E-07,2.93E+00
285,3.80E-11,2.94E+00,5.77E-07,2.94E+00
286,1.55E-10,2.95E+00,5.78E-07,2.95E+00
287,-1.19E-10,2.96E+00,5.77E-07,2.96E+00
288,-2.77E-10,2.97E+00,5.77E-07,2.97E+00
289,2.58E-10,2.98E+00,5.77E-07,2.98E+00
290,7.11E-11,2.99E+00,5.77E-07,2.99E+00
291,1.78E-10,3.00E+00,5.77E-07,3.00E+00
292,-1.45E-10,3.01E+00,5.77E-07,3.01E+00
293,-2.82E-10,3.02E+00,5.77E-07,3.02E+00
294,2.55E-10,3.03E+00,5.77E-07,3.03E+00
295,4.71E-11,3.04E+00,5.77E-07,3.04E+00
296,1.72E-10,3.05E+00,5.77E-07,3.05E+00
297,-1.06E-10,3.06E+00,5.77E-07,3.06E+00
298,-2.63E-10,3.07E+00,5.77E-07,3.07E+00
299,2.53E-10,3.08E+00,5.77E-07,3.08E+00
