# Name: Evan
# Test Number: Program-Retention
# Die Number: 1
# Device Number: 67
# Interval: 0.01
# data_points: 300
# v_rd: 1
# Waveform Format: Reram
# Waveform: Evan_Reram_4
# VDD WGFMU: 1
# VSS WGFMU: 2
# Drain SMU: 4
# Gate SMU: 1
# Base SMU: 2
# Source SMU: 3
# G_Minimum: 5.5e-07
# G_Maximum: 5.51e-07
# G_MAX: 1.9e-07
# g_offset: 1e-10
# VSTART: 0
# VSTOP: 1
# ICOMP: 0.1
# NSTEPS: 101
# STEP: 100
# SWEEP_TYPE: DOUBLE
# V_COUNTMAX: 10
# prog_count_max: 1000000
# total_retention_time: 60
# retention_time: 0.005
# vprg: 4
# vrst: -10
# t_prg: 0.0019
# v_off: 0

Measurement,SMU1_Current,SMU1_Time,SMU4_Current,SMU4_Time
29,+0.25545E-09,+3.79640E-01,+0.54995E-06,+3.79640E-01
30,-0.27810E-09,+3.88240E-01,+0.54995E-06,+3.88240E-01
31,+0.02880E-09,+4.01920E-01,+0.54990E-06,+4.01920E-01
32,-0.10590E-09,+4.09640E-01,+0.54995E-06,+4.09640E-01
33,+0.09820E-09,+4.18230E-01,+0.54990E-06,+4.18230E-01
34,+0.23880E-09,+4.29640E-01,+0.54990E-06,+4.29640E-01
35,-0.28280E-09,+4.38240E-01,+0.54995E-06,+4.38240E-01
36,-0.27570E-09,+4.54200E-01,+0.54990E-06,+4.54200E-01
37,-0.12480E-09,+4.59640E-01,+0.54995E-06,+4.59640E-01
38,+0.11850E-09,+4.68240E-01,+0.54995E-06,+4.68240E-01
39,+0.26665E-09,+4.79640E-01,+0.54995E-06,+4.79640E-01
40,-0.27100E-09,+4.88230E-01,+0.54995E-06,+4.88230E-01
41,+0.03710E-09,+5.01920E-01,+0.54990E-06,+5.01920E-01
42,-0.11800E-09,+5.09640E-01,+0.54995E-06,+5.09640E-01
43,+0.09890E-09,+5.18240E-01,+0.54990E-06,+5.18240E-01
44,+0.24575E-09,+5.29680E-01,+0.54990E-06,+5.29680E-01
45,-0.27625E-09,+5.38230E-01,+0.54995E-06,+5.38230E-01
46,+0.01260E-09,+5.51920E-01,+0.54990E-06,+5.51920E-01
47,-0.12750E-09,+5.59640E-01,+0.54995E-06,+5.59640E-01
48,+0.13085E-09,+5.68240E-01,+0.54990E-06,+5.68240E-01
49,+0.27465E-09,+5.79640E-01,+0.54995E-06,+5.79640E-01
50,-0.27515E-09,+5.88240E-01,+0.54995E-06,+5.88240E-01
51,+0.04560E-09,+6.01920E-01,+0.54990E-06,+6.01920E-01
52,-0.12595E-09,+6.09640E-01,+0.54990E-06,+6.09640E-01
53,+0.09410E-09,+6.18240E-01,+0.54990E-06,+6.18240E-01
54,+0.25305E-09,+6.29640E-01,+0.54990E-06,+6.29640E-01
55,-0.26335E-09,+6.38240E-01,+0.54990E-06,+6.38240E-01
56,+0.01325E-09,+6.51920E-01,+0.54990E-06,+6.51920E-01
57,-0.12295E-09,+6.59640E-01,+0.54990E-06,+6.59640E-01
58,+0.13485E-09,+6.68240E-01,+0.54990E-06,+6.68240E-01
59,+0.26325E-09,+6.79640E-01,+0.54975E-06,+6.79640E-01
60,-0.25890E-09,+6.88230E-01,+0.54995E-06,+6.88230E-01
61,+0.05375E-09,+7.01920E-01,+0.54985E-06,+7.01920E-01
62,-0.13330E-09,+7.09640E-01,+0.54990E-06,+7.09640E-01
63,+0.11115E-09,+7.18240E-01,+0.54980E-06,+7.18240E-01
64,+0.24805E-09,+7.29640E-01,+0.54990E-06,+7.29640E-01
65,-0.24490E-09,+7.38230E-01,+0.54990E-06,+7.38230E-01
66,+0.03365E-09,+7.51930E-01,+0.54985E-06,+7.51930E-01
67,-0.11655E-09,+7.59640E-01,+0.54975E-06,+7.59640E-01
68,+0.13645E-09,+7.68240E-01,+0.54975E-06,+7.68240E-01
69,+0.26650E-09,+7.79640E-01,+0.54985E-06,+7.79640E-01
70,-0.26885E-09,+7.88240E-01,+0.54985E-06,+7.88240E-01
71,-0.08365E-09,+7.98240E-01,+0.54965E-06,+7.98240E-01
72,-0.14505E-09,+8.09640E-01,+0.54980E-06,+8.09640E-01
73,+0.12020E-09,+8.18240E-01,+0.54980E-06,+8.18240E-01
74,+0.26000E-09,+8.29640E-01,+0.54985E-06,+8.29640E-01
75,-0.24340E-09,+8.38230E-01,+0.54985E-06,+8.38230E-01
76,-0.07415E-09,+8.48240E-01,+0.54970E-06,+8.48240E-01
77,-0.12100E-09,+8.59640E-01,+0.54980E-06,+8.59640E-01
78,+0.12875E-09,+8.68240E-01,+0.54975E-06,+8.68240E-01
79,+0.25535E-09,+8.79640E-01,+0.54980E-06,+8.79640E-01
80,-0.25920E-09,+8.88240E-01,+0.54975E-06,+8.88240E-01
81,-0.08185E-09,+8.98240E-01,+0.54970E-06,+8.98240E-01
82,-0.14740E-09,+9.09640E-01,+0.54980E-06,+9.09640E-01
83,+0.12685E-09,+9.18240E-01,+0.54990E-06,+9.18240E-01
84,+0.27465E-09,+9.29630E-01,+0.54975E-06,+9.29630E-01
85,-0.23345E-09,+9.38240E-01,+0.54975E-06,+9.38240E-01
86,-0.07170E-09,+9.48240E-01,+0.54970E-06,+9.48240E-01
87,-0.13330E-09,+9.59640E-01,+0.54975E-06,+9.59640E-01
88,+0.12335E-09,+9.68240E-01,+0.54975E-06,+9.68240E-01
89,+0.25445E-09,+9.79640E-01,+0.54980E-06,+9.79640E-01
90,-0.24955E-09,+9.88240E-01,+0.54980E-06,+9.88240E-01
91,-0.07345E-09,+9.98230E-01,+0.54975E-06,+9.98230E-01
92,-0.15665E-09,+1.00964E+00,+0.54975E-06,+1.00964E+00
93,+0.13855E-09,+1.01824E+00,+0.54970E-06,+1.01824E+00
94,+0.27140E-09,+1.02964E+00,+0.54980E-06,+1.02964E+00
95,-0.24240E-09,+1.03824E+00,+0.54975E-06,+1.03824E+00
96,-0.06625E-09,+1.04824E+00,+0.54975E-06,+1.04824E+00
97,-0.13245E-09,+1.05965E+00,+0.54970E-06,+1.05965E+00
98,+0.10910E-09,+1.06824E+00,+0.54975E-06,+1.06824E+00
99,+0.25160E-09,+1.07964E+00,+0.54975E-06,+1.07964E+00
100,-0.24430E-09,+1.08824E+00,+0.54975E-06,+1.08824E+00
101,-0.06375E-09,+1.09825E+00,+0.54975E-06,+1.09825E+00
102,-0.15030E-09,+1.10964E+00,+0.54975E-06,+1.10964E+00
103,+0.14270E-09,+1.11824E+00,+0.54970E-06,+1.11824E+00
104,+0.27305E-09,+1.12961E+00,+0.54975E-06,+1.12961E+00
105,-0.25425E-09,+1.13824E+00,+0.54975E-06,+1.13824E+00
106,-0.05790E-09,+1.14824E+00,+0.54975E-06,+1.14824E+00
107,-0.17070E-09,+1.15964E+00,+0.54970E-06,+1.15964E+00
108,+0.11600E-09,+1.16824E+00,+0.54970E-06,+1.16824E+00
109,+0.25965E-09,+1.17965E+00,+0.54970E-06,+1.17965E+00
110,-0.25625E-09,+1.18824E+00,+0.54975E-06,+1.18824E+00
111,-0.04795E-09,+1.19824E+00,+0.54975E-06,+1.19824E+00
112,-0.15065E-09,+1.20964E+00,+0.54965E-06,+1.20964E+00
113,+0.13670E-09,+1.21824E+00,+0.54970E-06,+1.21824E+00
114,+0.27835E-09,+1.22965E+00,+0.54980E-06,+1.22965E+00
115,-0.25605E-09,+1.23824E+00,+0.54975E-06,+1.23824E+00
116,-0.03980E-09,+1.24824E+00,+0.54975E-06,+1.24824E+00
117,-0.17690E-09,+1.25965E+00,+0.54970E-06,+1.25965E+00
118,+0.10775E-09,+1.26824E+00,+0.54965E-06,+1.26824E+00
119,+0.26235E-09,+1.27965E+00,+0.54975E-06,+1.27965E+00
120,-0.25290E-09,+1.28824E+00,+0.54970E-06,+1.28824E+00
121,-0.06410E-09,+1.29828E+00,+0.54975E-06,+1.29828E+00
122,-0.16455E-09,+1.30965E+00,+0.54960E-06,+1.30965E+00
123,+0.13935E-09,+1.31824E+00,+0.54960E-06,+1.31824E+00
124,+0.27090E-09,+1.32964E+00,+0.54970E-06,+1.32964E+00
125,-0.24775E-09,+1.33824E+00,+0.54975E-06,+1.33824E+00
126,-0.02500E-09,+1.34824E+00,+0.54980E-06,+1.34824E+00
127,-0.20410E-09,+1.35964E+00,+0.54960E-06,+1.35964E+00
128,+0.11795E-09,+1.36824E+00,+0.54965E-06,+1.36824E+00
129,+0.28265E-09,+1.37964E+00,+0.54970E-06,+1.37964E+00
130,-0.25240E-09,+1.38824E+00,+0.54965E-06,+1.38824E+00
131,-0.00525E-09,+1.39824E+00,+0.54975E-06,+1.39824E+00
132,-0.17725E-09,+1.40964E+00,+0.54960E-06,+1.40964E+00
133,+0.12285E-09,+1.41824E+00,+0.54965E-06,+1.41824E+00
134,+0.26180E-09,+1.42964E+00,+0.54960E-06,+1.42964E+00
135,-0.25840E-09,+1.43824E+00,+0.54970E-06,+1.43824E+00
136,-0.00215E-09,+1.44824E+00,+0.54980E-06,+1.44824E+00
137,-0.20405E-09,+1.45964E+00,+0.54955E-06,+1.45964E+00
138,+0.13190E-09,+1.46823E+00,+0.54965E-06,+1.46823E+00
139,+0.29025E-09,+1.47964E+00,+0.54965E-06,+1.47964E+00
140,-0.24525E-09,+1.48824E+00,+0.54965E-06,+1.48824E+00
141,+0.02165E-09,+1.49824E+00,+0.54975E-06,+1.49824E+00
142,-0.18900E-09,+1.50964E+00,+0.54960E-06,+1.50964E+00
143,+0.12120E-09,+1.51824E+00,+0.54965E-06,+1.51824E+00
144,+0.26465E-09,+1.52964E+00,+0.54970E-06,+1.52964E+00
145,-0.26040E-09,+1.53824E+00,+0.54965E-06,+1.53824E+00
146,+0.04165E-09,+1.54824E+00,+0.54980E-06,+1.54824E+00
147,-0.22380E-09,+1.55964E+00,+0.54960E-06,+1.55964E+00
148,+0.13930E-09,+1.56823E+00,+0.54960E-06,+1.56823E+00
149,+0.28745E-09,+1.57964E+00,+0.54970E-06,+1.57964E+00
150,-0.25300E-09,+1.58824E+00,+0.54960E-06,+1.58824E+00
151,+0.05655E-09,+1.59824E+00,+0.54985E-06,+1.59824E+00
152,-0.21715E-09,+1.60964E+00,+0.54955E-06,+1.60964E+00
153,+0.09235E-09,+1.61824E+00,+0.54960E-06,+1.61824E+00
154,+0.26680E-09,+1.62964E+00,+0.54960E-06,+1.62964E+00
155,-0.26270E-09,+1.63824E+00,+0.54960E-06,+1.63824E+00
156,+0.07280E-09,+1.64824E+00,+0.54980E-06,+1.64824E+00
157,-0.22925E-09,+1.65964E+00,+0.54960E-06,+1.65964E+00
158,+0.15205E-09,+1.66824E+00,+0.54960E-06,+1.66824E+00
159,+0.27490E-09,+1.67964E+00,+0.54960E-06,+1.67964E+00
160,-0.27030E-09,+1.68824E+00,+0.54960E-06,+1.68824E+00
161,+0.08020E-09,+1.69824E+00,+0.54975E-06,+1.69824E+00
162,-0.22755E-09,+1.70964E+00,+0.54955E-06,+1.70964E+00
163,+0.10835E-09,+1.71824E+00,+0.54965E-06,+1.71824E+00
164,+0.28405E-09,+1.72965E+00,+0.54960E-06,+1.72965E+00
165,-0.26890E-09,+1.73824E+00,+0.54960E-06,+1.73824E+00
166,+0.09450E-09,+1.74824E+00,+0.54980E-06,+1.74824E+00
167,-0.22615E-09,+1.75964E+00,+0.54955E-06,+1.75964E+00
168,+0.15025E-09,+1.76824E+00,+0.54970E-06,+1.76824E+00
169,+0.28640E-09,+1.77964E+00,+0.54955E-06,+1.77964E+00
170,-0.28725E-09,+1.78824E+00,+0.54960E-06,+1.78824E+00
171,+0.09660E-09,+1.79824E+00,+0.54985E-06,+1.79824E+00
172,-0.24820E-09,+1.80964E+00,+0.54955E-06,+1.80964E+00
173,+0.13460E-09,+1.81824E+00,+0.54960E-06,+1.81824E+00
174,+0.27785E-09,+1.82969E+00,+0.54955E-06,+1.82969E+00
175,-0.26305E-09,+1.83824E+00,+0.54960E-06,+1.83824E+00
176,+0.12555E-09,+1.84824E+00,+0.54990E-06,+1.84824E+00
177,+0.28515E-09,+1.86306E+00,+0.54960E-06,+1.86306E+00
178,+0.14945E-09,+1.86824E+00,+0.54965E-06,+1.86824E+00
179,+0.25525E-09,+1.87964E+00,+0.54955E-06,+1.87964E+00
180,-0.27215E-09,+1.88824E+00,+0.54960E-06,+1.88824E+00
181,+0.13350E-09,+1.89825E+00,+0.54975E-06,+1.89825E+00
182,-0.26075E-09,+1.90965E+00,+0.54950E-06,+1.90965E+00
183,+0.15205E-09,+1.91824E+00,+0.54965E-06,+1.91824E+00
184,+0.28610E-09,+1.92968E+00,+0.54955E-06,+1.92968E+00
185,-0.27090E-09,+1.93824E+00,+0.54960E-06,+1.93824E+00
186,+0.15915E-09,+1.94824E+00,+0.54975E-06,+1.94824E+00
187,+0.28480E-09,+1.96306E+00,+0.54960E-06,+1.96306E+00
188,+0.15020E-09,+1.96825E+00,+0.54965E-06,+1.96825E+00
189,+0.25730E-09,+1.97965E+00,+0.54960E-06,+1.97965E+00
190,-0.28345E-09,+1.98825E+00,+0.54955E-06,+1.98825E+00
191,+0.16040E-09,+1.99824E+00,+0.54980E-06,+1.99824E+00
192,-0.02515E-09,+2.01079E+00,+0.54960E-06,+2.01079E+00
193,+0.16475E-09,+2.01824E+00,+0.54965E-06,+2.01824E+00
194,+0.27420E-09,+2.02964E+00,+0.54960E-06,+2.02964E+00
195,-0.27015E-09,+2.03824E+00,+0.54960E-06,+2.03824E+00
196,+0.17815E-09,+2.04824E+00,+0.54975E-06,+2.04824E+00
197,+0.28360E-09,+2.06307E+00,+0.54955E-06,+2.06307E+00
198,+0.15100E-09,+2.06824E+00,+0.54960E-06,+2.06824E+00
199,+0.25570E-09,+2.07964E+00,+0.54955E-06,+2.07964E+00
200,-0.27395E-09,+2.08824E+00,+0.54960E-06,+2.08824E+00
201,+0.19425E-09,+2.09825E+00,+0.54980E-06,+2.09825E+00
202,-0.03340E-09,+2.11078E+00,+0.54960E-06,+2.11078E+00
203,+0.17965E-09,+2.11824E+00,+0.54960E-06,+2.11824E+00
204,+0.27825E-09,+2.12965E+00,+0.54945E-06,+2.12965E+00
205,-0.28925E-09,+2.13821E+00,+0.54960E-06,+2.13821E+00
206,+0.20295E-09,+2.14824E+00,+0.54970E-06,+2.14824E+00
207,-0.01400E-09,+2.16078E+00,+0.54960E-06,+2.16078E+00
208,+0.17120E-09,+2.16822E+00,+0.54960E-06,+2.16822E+00
209,+0.24805E-09,+2.17964E+00,+0.54945E-06,+2.17964E+00
210,-0.26380E-09,+2.18823E+00,+0.54955E-06,+2.18823E+00
211,+0.23290E-09,+2.19824E+00,+0.54975E-06,+2.19824E+00
212,-0.02235E-09,+2.21079E+00,+0.54960E-06,+2.21079E+00
213,+0.19035E-09,+2.21824E+00,+0.54965E-06,+2.21824E+00
214,+0.27515E-09,+2.22964E+00,+0.54955E-06,+2.22964E+00
215,-0.28555E-09,+2.23824E+00,+0.54955E-06,+2.23824E+00
216,+0.22995E-09,+2.24824E+00,+0.54975E-06,+2.24824E+00
217,-0.03110E-09,+2.26078E+00,+0.54960E-06,+2.26078E+00
218,+0.18040E-09,+2.26823E+00,+0.54960E-06,+2.26823E+00
219,+0.25540E-09,+2.27965E+00,+0.54955E-06,+2.27965E+00
220,-0.26660E-09,+2.28824E+00,+0.54950E-06,+2.28824E+00
221,+0.25410E-09,+2.29824E+00,+0.54965E-06,+2.29824E+00
222,-0.02600E-09,+2.31078E+00,+0.54950E-06,+2.31078E+00
223,+0.20690E-09,+2.31824E+00,+0.54965E-06,+2.31824E+00
224,+0.26695E-09,+2.32965E+00,+0.54955E-06,+2.32965E+00
225,-0.28795E-09,+2.33824E+00,+0.54960E-06,+2.33824E+00
226,+0.25635E-09,+2.34824E+00,+0.54970E-06,+2.34824E+00
227,-0.03600E-09,+2.36078E+00,+0.54960E-06,+2.36078E+00
228,+0.18975E-09,+2.36824E+00,+0.54965E-06,+2.36824E+00
229,+0.26180E-09,+2.37964E+00,+0.54945E-06,+2.37964E+00
230,-0.28020E-09,+2.38824E+00,+0.54960E-06,+2.38824E+00
231,+0.27970E-09,+2.39824E+00,+0.54960E-06,+2.39824E+00
232,-0.01105E-09,+2.41079E+00,+0.54945E-06,+2.41079E+00
233,+0.19845E-09,+2.41824E+00,+0.54965E-06,+2.41824E+00
234,+0.24935E-09,+2.42964E+00,+0.54950E-06,+2.42964E+00
235,-0.28830E-09,+2.43824E+00,+0.54950E-06,+2.43824E+00
236,+0.27525E-09,+2.44824E+00,+0.54960E-06,+2.44824E+00
237,-0.04650E-09,+2.46078E+00,+0.54955E-06,+2.46078E+00
238,+0.21385E-09,+2.46824E+00,+0.54960E-06,+2.46824E+00
239,+0.27600E-09,+2.47965E+00,+0.54950E-06,+2.47965E+00
240,-0.27480E-09,+2.48824E+00,+0.54950E-06,+2.48824E+00
241,+0.29015E-09,+2.49824E+00,+0.54955E-06,+2.49824E+00
242,-0.02020E-09,+2.51079E+00,+0.54955E-06,+2.51079E+00
243,+0.21715E-09,+2.51824E+00,+0.54960E-06,+2.51824E+00
244,+0.24880E-09,+2.52965E+00,+0.54950E-06,+2.52965E+00
245,-0.28715E-09,+2.53824E+00,+0.54950E-06,+2.53824E+00
246,+0.26630E-09,+2.54828E+00,+0.54960E-06,+2.54828E+00
247,-0.05595E-09,+2.56082E+00,+0.54950E-06,+2.56082E+00
248,+0.22290E-09,+2.56824E+00,+0.54965E-06,+2.56824E+00
249,+0.29455E-09,+2.57964E+00,+0.54955E-06,+2.57964E+00
250,-0.27200E-09,+2.58824E+00,+0.54960E-06,+2.58824E+00
251,+0.31415E-09,+2.59824E+00,+0.54960E-06,+2.59824E+00
252,-0.02050E-09,+2.61082E+00,+0.54945E-06,+2.61082E+00
253,+0.21890E-09,+2.61824E+00,+0.54965E-06,+2.61824E+00
254,+0.25560E-09,+2.62964E+00,+0.54950E-06,+2.62964E+00
255,-0.27390E-09,+2.63823E+00,+0.54955E-06,+2.63823E+00
256,+0.33985E-09,+2.64821E+00,+0.54960E-06,+2.64821E+00
257,-0.05330E-09,+2.66077E+00,+0.54950E-06,+2.66077E+00
258,+0.24870E-09,+2.66823E+00,+0.54960E-06,+2.66823E+00
259,+0.28910E-09,+2.67964E+00,+0.54950E-06,+2.67964E+00
260,-0.28555E-09,+2.68824E+00,+0.54955E-06,+2.68824E+00
261,+0.32260E-09,+2.69825E+00,+0.54960E-06,+2.69825E+00
262,-0.04050E-09,+2.71079E+00,+0.54945E-06,+2.71079E+00
263,+0.21690E-09,+2.71824E+00,+0.54965E-06,+2.71824E+00
264,+0.25560E-09,+2.72964E+00,+0.54945E-06,+2.72964E+00
265,-0.27065E-09,+2.73824E+00,+0.54940E-06,+2.73824E+00
266,+0.31590E-09,+2.74828E+00,+0.54960E-06,+2.74828E+00
267,-0.04195E-09,+2.76078E+00,+0.54945E-06,+2.76078E+00
268,+0.24690E-09,+2.76824E+00,+0.54960E-06,+2.76824E+00
269,+0.28950E-09,+2.77964E+00,+0.54955E-06,+2.77964E+00
270,-0.29705E-09,+2.78824E+00,+0.54955E-06,+2.78824E+00
271,+0.33995E-09,+2.79823E+00,+0.54945E-06,+2.79823E+00
272,-0.06460E-09,+2.81078E+00,+0.54940E-06,+2.81078E+00
273,+0.23560E-09,+2.81824E+00,+0.54960E-06,+2.81824E+00
274,+0.27640E-09,+2.82968E+00,+0.54945E-06,+2.82968E+00
275,-0.25705E-09,+2.83824E+00,+0.54955E-06,+2.83824E+00
276,+0.35300E-09,+2.84824E+00,+0.54955E-06,+2.84824E+00
277,-0.04170E-09,+2.86078E+00,+0.54945E-06,+2.86078E+00
278,+0.25095E-09,+2.86824E+00,+0.54955E-06,+2.86824E+00
279,+0.27815E-09,+2.87964E+00,+0.54950E-06,+2.87964E+00
280,-0.29310E-09,+2.88824E+00,+0.54955E-06,+2.88824E+00
281,+0.35130E-09,+2.89824E+00,+0.54950E-06,+2.89824E+00
282,-0.07300E-09,+2.91078E+00,+0.54940E-06,+2.91078E+00
283,+0.24545E-09,+2.91824E+00,+0.54955E-06,+2.91824E+00
284,+0.28950E-09,+2.92964E+00,+0.54945E-06,+2.92964E+00
285,-0.27195E-09,+2.93824E+00,+0.54945E-06,+2.93824E+00
286,+0.36035E-09,+2.94824E+00,+0.54950E-06,+2.94824E+00
287,-0.04910E-09,+2.96078E+00,+0.54940E-06,+2.96078E+00
288,+0.25265E-09,+2.96824E+00,+0.54945E-06,+2.96824E+00
289,+0.28980E-09,+2.97964E+00,+0.54945E-06,+2.97964E+00
290,-0.27840E-09,+2.98824E+00,+0.54945E-06,+2.98824E+00
291,+0.35635E-09,+2.99824E+00,+0.54955E-06,+2.99824E+00
292,-0.08670E-09,+3.01078E+00,+0.54940E-06,+3.01078E+00
293,+0.25025E-09,+3.01824E+00,+0.54950E-06,+3.01824E+00
294,+0.30675E-09,+3.02965E+00,+0.54945E-06,+3.02965E+00
295,-0.26110E-09,+3.03824E+00,+0.54940E-06,+3.03824E+00
296,+0.37795E-09,+3.04825E+00,+0.54945E-06,+3.04825E+00
297,-0.06510E-09,+3.06078E+00,+0.54940E-06,+3.06078E+00
298,+0.15630E-09,+3.06850E+00,+0.54950E-06,+3.06850E+00
299,+0.28445E-09,+3.07964E+00,+0.54945E-06,+3.07964E+00
