===================================
Name           : Evan
Test Number    : Program-Retention
Die Number     : 1
Device Number  : 67
Interval       : 0.01
data_points    : 300
v_rd           : 1
Waveform Format: Reram
Waveform       : Evan_Reram_4
VDD WGFMU      : 1
VSS WGFMU      : 2
smu_numD       : 4
smu_numG       : 1
smu_numB       : 2
smu_numS       : 3
VDBias         : 1
VGBias         : 0
VSBias         : 0
VBBias         : 0
Wait           : 0
VDBiasRead     : 1
VGBiasRead     : 0
VSBiasRead     : 0
VBBiasRead     : 0
===================================

Measurement	SMU1_Current	SMU1_Time	SMU4_Current	SMU4_Time
98	+0.00230E-09	+1.78205E+00	+0.54175E-06	
99	-0.37090E-09	+1.80609E+00	+0.54170E-06	
100	-0.25440E-09	+1.82205E+00	+0.54175E-06	
101	-0.28425E-09	+1.83799E+00	+0.54170E-06	
102	-0.25710E-09	+1.85531E+00	+0.54170E-06	
103	-0.29510E-09	+1.87129E+00	+0.54165E-06	
104	+0.04195E-09	+1.88602E+00	+0.54170E-06	
105	+0.14795E-09	+1.90191E+00	+0.54170E-06	
106	+0.05250E-09	+1.91935E+00	+0.54170E-06	
107	+0.11580E-09	+1.93544E+00	+0.54170E-06	
108	+0.09525E-09	+1.95241E+00	+0.54175E-06	
109	+0.13965E-09	+1.96860E+00	+0.54175E-06	
110	+0.00140E-09	+1.98205E+00	+0.54170E-06	
111	+0.37560E-09	+1.99785E+00	+0.54170E-06	
112	+0.27405E-09	+2.01395E+00	+0.54165E-06	
113	+0.26320E-09	+2.02993E+00	+0.54170E-06	
114	+0.27670E-09	+2.04728E+00	+0.54165E-06	
115	+0.27340E-09	+2.06338E+00	+0.54165E-06	
116	+0.26155E-09	+2.08056E+00	+0.54165E-06	
117	-0.12680E-09	+2.09388E+00	+0.54165E-06	
118	-0.14560E-09	+2.11024E+00	+0.54170E-06	
119	+0.10435E-09	+2.13561E+00	+0.54170E-06	
120	+0.09540E-09	+2.15244E+00	+0.54175E-06	
121	-0.26075E-09	+2.17191E+00	+0.54170E-06	
122	+0.37930E-09	+2.19809E+00	+0.54170E-06	
123	+0.26365E-09	+2.21389E+00	+0.54165E-06	
124	+0.25540E-09	+2.22989E+00	+0.54170E-06	
125	+0.28430E-09	+2.24730E+00	+0.54165E-06	
126	+0.25925E-09	+2.26330E+00	+0.54170E-06	
127	+0.25630E-09	+2.28047E+00	+0.54170E-06	
128	-0.13235E-09	+2.29391E+00	+0.54170E-06	
129	+0.26865E-09	+2.31358E+00	+0.54170E-06	
130	+0.13660E-09	+2.33546E+00	+0.54175E-06	
131	+0.08135E-09	+2.35243E+00	+0.54175E-06	
132	+0.02985E-09	+2.36963E+00	+0.54170E-06	
133	+0.37540E-09	+2.39808E+00	+0.54170E-06	
134	+0.28475E-09	+2.41398E+00	+0.54165E-06	
135	+0.24190E-09	+2.42990E+00	+0.54170E-06	
136	+0.29205E-09	+2.44734E+00	+0.54165E-06	
137	+0.24825E-09	+2.46331E+00	+0.54170E-06	
138	+0.27915E-09	+2.48059E+00	+0.54170E-06	
139	-0.10965E-09	+2.49400E+00	+0.54165E-06	
140	-0.14660E-09	+2.51029E+00	+0.54170E-06	
141	-0.10210E-09	+2.52737E+00	+0.54165E-06	
142	+0.05695E-09	+2.55247E+00	+0.54170E-06	
143	+0.03075E-09	+2.56963E+00	+0.54170E-06	
144	+0.37780E-09	+2.59808E+00	+0.54170E-06	
145	+0.27620E-09	+2.61393E+00	+0.54165E-06	
146	+0.25635E-09	+2.62992E+00	+0.54170E-06	
147	+0.27460E-09	+2.64730E+00	+0.54165E-06	
148	+0.26805E-09	+2.66344E+00	+0.54170E-06	
149	-0.02215E-09	+2.67790E+00	+0.54175E-06	
150	-0.10135E-09	+2.69392E+00	+0.54170E-06	
151	-0.16745E-09	+2.71028E+00	+0.54170E-06	
152	-0.09975E-09	+2.72727E+00	+0.54170E-06	
153	+0.03850E-09	+2.75263E+00	+0.54170E-06	
154	+0.02680E-09	+2.76962E+00	+0.54170E-06	
155	+0.37355E-09	+2.79808E+00	+0.54170E-06	
156	-0.26115E-09	+2.82206E+00	+0.54175E-06	
157	+0.27840E-09	+2.84736E+00	+0.54170E-06	
158	+0.26470E-09	+2.86343E+00	+0.54170E-06	
159	-0.02830E-09	+2.87788E+00	+0.54165E-06	
160	-0.10015E-09	+2.89392E+00	+0.54170E-06	
161	-0.04295E-09	+2.91132E+00	+0.54170E-06	
162	-0.10000E-09	+2.92730E+00	+0.54170E-06	
163	+0.06410E-09	+2.95262E+00	+0.54170E-06	
164	-0.26010E-09	+2.97189E+00	+0.54170E-06	
165	+0.38470E-09	+2.99807E+00	+0.54170E-06	
166	+0.24670E-09	+3.01387E+00	+0.54165E-06	
167	+0.26970E-09	+3.03004E+00	+0.54170E-06	
168	+0.25695E-09	+3.04730E+00	+0.54165E-06	
169	+0.27345E-09	+3.06342E+00	+0.54170E-06	
170	+0.27185E-09	+3.08064E+00	+0.54165E-06	
171	-0.09270E-09	+3.09407E+00	+0.54165E-06	
172	-0.14875E-09	+3.11027E+00	+0.54170E-06	
173	-0.10770E-09	+3.12739E+00	+0.54165E-06	
174	+0.05890E-09	+3.15262E+00	+0.54170E-06	
175	-0.27175E-09	+3.17189E+00	+0.54170E-06	
176	+0.38480E-09	+3.19804E+00	+0.54170E-06	
177	+0.26850E-09	+3.21395E+00	+0.54165E-06	
178	+0.26185E-09	+3.23003E+00	+0.54165E-06	
179	+0.28035E-09	+3.24734E+00	+0.54165E-06	
180	+0.25820E-09	+3.26324E+00	+0.54170E-06	
181	+0.25360E-09	+3.28048E+00	+0.54165E-06	
182	-0.13555E-09	+3.29389E+00	+0.54170E-06	
183	+0.26385E-09	+3.31355E+00	+0.54170E-06	
184	+0.15840E-09	+3.33529E+00	+0.54175E-06	
185	-0.13415E-09	+3.36061E+00	+0.54165E-06	
186	+0.02745E-09	+3.37399E+00	+0.54170E-06	
187	+0.38195E-09	+3.39806E+00	+0.54170E-06	
188	+0.28460E-09	+3.41404E+00	+0.54165E-06	
189	+0.24740E-09	+3.42998E+00	+0.54170E-06	
190	+0.32310E-09	+3.44627E+00	+0.54170E-06	
191	+0.25180E-09	+3.46323E+00	+0.54165E-06	
192	+0.25225E-09	+3.48045E+00	+0.54165E-06	
193	-0.12950E-09	+3.49391E+00	+0.54165E-06	
194	+0.26320E-09	+3.51358E+00	+0.54170E-06	
195	+0.14615E-09	+3.53545E+00	+0.54170E-06	
196	+0.07620E-09	+3.55245E+00	+0.54175E-06	
197	+0.03030E-09	+3.56963E+00	+0.54170E-06	
198	-0.35245E-09	+3.58989E+00	+0.54160E-06	
199	-0.33150E-09	+3.60590E+00	+0.54170E-06	
200	-0.26275E-09	+3.62195E+00	+0.54170E-06	
201	-0.30620E-09	+3.63792E+00	+0.54165E-06	
202	-0.26235E-09	+3.65541E+00	+0.54170E-06	
203	-0.26450E-09	+3.67142E+00	+0.54170E-06	
204	+0.04060E-09	+3.68594E+00	+0.54170E-06	
205	+0.16890E-09	+3.70195E+00	+0.54170E-06	
206	+0.03905E-09	+3.71933E+00	+0.54170E-06	
207	+0.15995E-09	+3.73534E+00	+0.54170E-06	
208	+0.08315E-09	+3.75244E+00	+0.54170E-06	
209	+0.02975E-09	+3.76963E+00	+0.54165E-06	
210	+0.38110E-09	+3.79806E+00	+0.54170E-06	
211	+0.29515E-09	+3.81406E+00	+0.54165E-06	
212	+0.27075E-09	+3.83003E+00	+0.54170E-06	
213	+0.27080E-09	+3.84734E+00	+0.54165E-06	
214	+0.27135E-09	+3.86342E+00	+0.54170E-06	
215	+0.25075E-09	+3.88051E+00	+0.54165E-06	
216	-0.11370E-09	+3.89382E+00	+0.54165E-06	
217	-0.16815E-09	+3.91027E+00	+0.54165E-06	
218	+0.13055E-09	+3.93547E+00	+0.54170E-06	
219	+0.10055E-09	+3.95244E+00	+0.54170E-06	
220	+0.01040E-09	+3.96954E+00	+0.54165E-06	
221	+0.38670E-09	+3.99806E+00	+0.54165E-06	
222	+0.25485E-09	+4.01390E+00	+0.54160E-06	
223	+0.27625E-09	+4.02995E+00	+0.54170E-06	
224	+0.28275E-09	+4.04738E+00	+0.54165E-06	
225	+0.26970E-09	+4.06341E+00	+0.54170E-06	
226	-0.01945E-09	+4.07791E+00	+0.54170E-06	
227	-0.12070E-09	+4.09389E+00	+0.54165E-06	
228	-0.15225E-09	+4.11029E+00	+0.54165E-06	
229	+0.11950E-09	+4.13547E+00	+0.54170E-06	
230	+0.09520E-09	+4.15247E+00	+0.54170E-06	
231	-0.27985E-09	+4.17191E+00	+0.54170E-06	
232	+0.38600E-09	+4.19805E+00	+0.54170E-06	
233	+0.26285E-09	+4.21390E+00	+0.54165E-06	
234	+0.26585E-09	+4.22998E+00	+0.54170E-06	
235	+0.27335E-09	+4.24733E+00	+0.54165E-06	
236	+0.26150E-09	+4.26341E+00	+0.54170E-06	
237	+0.25575E-09	+4.28056E+00	+0.54165E-06	
238	-0.12015E-09	+4.29401E+00	+0.54170E-06	
239	-0.00220E-09	+4.31121E+00	+0.54170E-06	
240	-0.10045E-09	+4.32744E+00	+0.54165E-06	
241	+0.06775E-09	+4.35258E+00	+0.54170E-06	
242	+0.02080E-09	+4.36956E+00	+0.54170E-06	
243	+0.38335E-09	+4.39805E+00	+0.54165E-06	
244	+0.26305E-09	+4.41382E+00	+0.54165E-06	
245	+0.26415E-09	+4.42985E+00	+0.54165E-06	
246	+0.27580E-09	+4.44728E+00	+0.54165E-06	
247	+0.26620E-09	+4.46340E+00	+0.54165E-06	
248	+0.02780E-09	+4.48607E+00	+0.54170E-06	
249	+0.19050E-09	+4.50187E+00	+0.54170E-06	
250	+0.05200E-09	+4.51924E+00	+0.54170E-06	
251	+0.16380E-09	+4.53534E+00	+0.54170E-06	
252	+0.08450E-09	+4.55244E+00	+0.54170E-06	
253	+0.03210E-09	+4.56957E+00	+0.54165E-06	
254	+0.38965E-09	+4.59804E+00	+0.54170E-06	
255	+0.28745E-09	+4.61401E+00	+0.54165E-06	
256	+0.25430E-09	+4.62988E+00	+0.54170E-06	
257	+0.27890E-09	+4.64730E+00	+0.54160E-06	
258	+0.25575E-09	+4.66323E+00	+0.54170E-06	
259	-0.01690E-09	+4.67787E+00	+0.54165E-06	
260	-0.10990E-09	+4.69393E+00	+0.54165E-06	
261	-0.16605E-09	+4.71023E+00	+0.54165E-06	
262	+0.13910E-09	+4.73545E+00	+0.54170E-06	
263	+0.06925E-09	+4.75248E+00	+0.54170E-06	
264	+0.03550E-09	+4.76955E+00	+0.54170E-06	
265	+0.38470E-09	+4.79804E+00	+0.54170E-06	
266	+0.26285E-09	+4.81385E+00	+0.54165E-06	
267	+0.26190E-09	+4.82992E+00	+0.54165E-06	
268	+0.28085E-09	+4.84733E+00	+0.54160E-06	
269	+0.27105E-09	+4.86334E+00	+0.54165E-06	
270	+0.02610E-09	+4.88606E+00	+0.54170E-06	
271	+0.17805E-09	+4.90188E+00	+0.54170E-06	
272	+0.03080E-09	+4.91937E+00	+0.54170E-06	
273	+0.14540E-09	+4.93533E+00	+0.54170E-06	
274	+0.08000E-09	+4.95253E+00	+0.54170E-06	
275	+0.02615E-09	+4.97405E+00	+0.54175E-06	
276	+0.38280E-09	+4.99803E+00	+0.54170E-06	
277	+0.25700E-09	+5.01386E+00	+0.54165E-06	
278	+0.27235E-09	+5.02994E+00	+0.54165E-06	
279	+0.27280E-09	+5.04732E+00	+0.54165E-06	
280	+0.27550E-09	+5.06330E+00	+0.54165E-06	
281	-0.01935E-09	+5.07791E+00	+0.54170E-06	
282	-0.11285E-09	+5.09392E+00	+0.54165E-06	
283	-0.16985E-09	+5.11023E+00	+0.54165E-06	
284	+0.11975E-09	+5.13543E+00	+0.54165E-06	
285	+0.12100E-09	+5.15236E+00	+0.54170E-06	
286	+0.02360E-09	+5.17404E+00	+0.54170E-06	
287	+0.38015E-09	+5.19803E+00	+0.54165E-06	
288	+0.27060E-09	+5.21399E+00	+0.54165E-06	
289	+0.27000E-09	+5.22989E+00	+0.54165E-06	
290	+0.26645E-09	+5.24725E+00	+0.54165E-06	
291	+0.26600E-09	+5.26338E+00	+0.54165E-06	
292	+0.25520E-09	+5.28047E+00	+0.54165E-06	
293	-0.12910E-09	+5.29386E+00	+0.54165E-06	
294	+0.26335E-09	+5.31356E+00	+0.54165E-06	
295	+0.13325E-09	+5.33539E+00	+0.54170E-06	
296	+0.11450E-09	+5.35238E+00	+0.54170E-06	
297	+0.01080E-09	+5.36964E+00	+0.54165E-06	
298	+0.38850E-09	+5.39803E+00	+0.54170E-06	
299	+0.27795E-09	+5.41395E+00	+0.54160E-06	
300	+0.25815E-09	+5.42993E+00	+0.54165E-06	
301	+0.28560E-09	+5.44733E+00	+0.54165E-06	
302	+0.25845E-09	+5.46329E+00	+0.54165E-06	
303	+0.26785E-09	+5.48042E+00	+0.54160E-06	
304	-0.12345E-09	+5.49398E+00	+0.54165E-06	
305	+0.26750E-09	+5.51353E+00	+0.54170E-06	
306	+0.16795E-09	+5.53529E+00	+0.54170E-06	
307	+0.07130E-09	+5.55251E+00	+0.54170E-06	
308	+0.18560E-09	+5.56856E+00	+0.54170E-06	
309	-0.33040E-09	+5.59001E+00	+0.54160E-06	
310	+0.29415E-09	+5.61401E+00	+0.54165E-06	
311	+0.25420E-09	+5.62984E+00	+0.54165E-06	
312	+0.27430E-09	+5.64731E+00	+0.54160E-06	
313	+0.24905E-09	+5.66324E+00	+0.54165E-06	
314	-0.00560E-09	+5.67785E+00	+0.54170E-06	
315	-0.12610E-09	+5.69386E+00	+0.54165E-06	
316	-0.16905E-09	+5.71023E+00	+0.54165E-06	
317	-0.12000E-09	+5.72726E+00	+0.54165E-06	
318	+0.05030E-09	+5.75256E+00	+0.54170E-06	
319	+0.03510E-09	+5.76953E+00	+0.54170E-06	
320	+0.37375E-09	+5.79800E+00	+0.54165E-06	
321	+0.26935E-09	+5.81389E+00	+0.54165E-06	
322	+0.27050E-09	+5.82984E+00	+0.54165E-06	
323	+0.26955E-09	+5.84730E+00	+0.54160E-06	
324	+0.25950E-09	+5.86326E+00	+0.54165E-06	
325	-0.03375E-09	+5.87781E+00	+0.54165E-06	
326	-0.10715E-09	+5.89385E+00	+0.54165E-06	
327	-0.02535E-09	+5.91124E+00	+0.54165E-06	
328	-0.08210E-09	+5.92738E+00	+0.54165E-06	
329	+0.06025E-09	+5.95257E+00	+0.54170E-06	
330	-0.25515E-09	+5.97197E+00	+0.54170E-06	
331	+0.37520E-09	+5.99803E+00	+0.54170E-06	
332	+0.25275E-09	+6.01389E+00	+0.54160E-06	
333	+0.28020E-09	+6.02981E+00	+0.54170E-06	
334	+0.25325E-09	+6.04724E+00	+0.54160E-06	
335	+0.27155E-09	+6.06321E+00	+0.54165E-06	
336	-0.04040E-09	+6.07784E+00	+0.54165E-06	
337	-0.11320E-09	+6.09387E+00	+0.54165E-06	
338	-0.17385E-09	+6.11022E+00	+0.54165E-06	
339	-0.10760E-09	+6.12731E+00	+0.54165E-06	
340	-0.03710E-09	+6.14451E+00	+0.54170E-06	
341	-0.11315E-09	+6.16051E+00	+0.54165E-06	
342	+0.04290E-09	+6.17397E+00	+0.54170E-06	
343	+0.37550E-09	+6.19782E+00	+0.54165E-06	
344	+0.25845E-09	+6.21393E+00	+0.54165E-06	
345	+0.27720E-09	+6.22996E+00	+0.54165E-06	
346	+0.25605E-09	+6.24721E+00	+0.54165E-06	
347	+0.27960E-09	+6.26329E+00	+0.54170E-06	
348	-0.01960E-09	+6.27785E+00	+0.54165E-06	
349	-0.11830E-09	+6.29390E+00	+0.54165E-06	
350	-0.01715E-09	+6.31120E+00	+0.54165E-06	
351	-0.11580E-09	+6.32730E+00	+0.54170E-06	
352	+0.08665E-09	+6.35255E+00	+0.54170E-06	
353	+0.01275E-09	+6.36954E+00	+0.54170E-06	
354	+0.38860E-09	+6.39801E+00	+0.54170E-06	
355	+0.27975E-09	+6.41396E+00	+0.54165E-06	
356	+0.27385E-09	+6.42994E+00	+0.54170E-06	
357	+0.26515E-09	+6.44719E+00	+0.54160E-06	
358	+0.26060E-09	+6.46324E+00	+0.54165E-06	
359	-0.00620E-09	+6.47781E+00	+0.54170E-06	
360	-0.13955E-09	+6.49383E+00	+0.54160E-06	
361	+0.27745E-09	+6.51352E+00	+0.54165E-06	
362	+0.16525E-09	+6.53526E+00	+0.54170E-06	
363	+0.09615E-09	+6.55239E+00	+0.54170E-06	
364	+0.02440E-09	+6.56950E+00	+0.54165E-06	
365	+0.38140E-09	+6.59801E+00	+0.54165E-06	
366	+0.26335E-09	+6.61384E+00	+0.54165E-06	
367	+0.25160E-09	+6.62984E+00	+0.54165E-06	
368	+0.26785E-09	+6.64717E+00	+0.54165E-06	
369	+0.24650E-09	+6.66334E+00	+0.54165E-06	
370	-0.01230E-09	+6.67784E+00	+0.54165E-06	
371	-0.13250E-09	+6.69378E+00	+0.54165E-06	
372	-0.00390E-09	+6.71123E+00	+0.54165E-06	
373	-0.12475E-09	+6.72725E+00	+0.54165E-06	
374	+0.05165E-09	+6.75254E+00	+0.54170E-06	
375	+0.19120E-09	+6.76853E+00	+0.54170E-06	
376	+0.10055E-09	+6.78196E+00	+0.54170E-06	
377	+0.37110E-09	+6.79786E+00	+0.54165E-06	
378	+0.26530E-09	+6.81385E+00	+0.54160E-06	
379	+0.27165E-09	+6.82980E+00	+0.54165E-06	
380	+0.26230E-09	+6.84723E+00	+0.54160E-06	
381	+0.25370E-09	+6.86322E+00	+0.54165E-06	
382	-0.01735E-09	+6.87785E+00	+0.54165E-06	
383	-0.11105E-09	+6.89383E+00	+0.54165E-06	
384	-0.17105E-09	+6.91024E+00	+0.54165E-06	
385	-0.10710E-09	+6.92723E+00	+0.54165E-06	
386	+0.03665E-09	+6.95266E+00	+0.54165E-06	
387	+0.06775E-09	+6.98200E+00	+0.54175E-06	
388	+0.36975E-09	+6.99787E+00	+0.54165E-06	
389	+0.26350E-09	+7.01393E+00	+0.54165E-06	
390	+0.26940E-09	+7.02997E+00	+0.54165E-06	
391	+0.27985E-09	+7.04735E+00	+0.54165E-06	
392	+0.26500E-09	+7.06342E+00	+0.54165E-06	
393	-0.03140E-09	+7.07795E+00	+0.54170E-06	
394	-0.10740E-09	+7.09387E+00	+0.54165E-06	
395	-0.05045E-09	+7.11128E+00	+0.54165E-06	
396	-0.11235E-09	+7.12721E+00	+0.54165E-06	
397	+0.07730E-09	+7.15254E+00	+0.54170E-06	
398	+0.01470E-09	+7.16952E+00	+0.54170E-06	
399	+0.38575E-09	+7.19801E+00	+0.54165E-06	
400	+0.24555E-09	+7.21378E+00	+0.54165E-06	
401	+0.26985E-09	+7.22987E+00	+0.54165E-06	
402	+0.26115E-09	+7.24724E+00	+0.54160E-06	
403	+0.27265E-09	+7.26321E+00	+0.54165E-06	
404	+0.24915E-09	+7.28047E+00	+0.54165E-06	
405	-0.09930E-09	+7.29406E+00	+0.54165E-06	
406	-0.03100E-09	+7.31120E+00	+0.54165E-06	
407	+0.12975E-09	+7.33539E+00	+0.54170E-06	
408	+0.11065E-09	+7.35240E+00	+0.54170E-06	
409	+0.00570E-09	+7.36953E+00	+0.54170E-06	
410	+0.38185E-09	+7.39800E+00	+0.54170E-06	
411	+0.24755E-09	+7.41383E+00	+0.54165E-06	
412	+0.26115E-09	+7.42993E+00	+0.54165E-06	
413	+0.25745E-09	+7.44724E+00	+0.54165E-06	
414	+0.26420E-09	+7.46319E+00	+0.54165E-06	
415	+0.24905E-09	+7.48039E+00	+0.54165E-06	
416	-0.13015E-09	+7.49394E+00	+0.54165E-06	
417	+0.00665E-09	+7.51126E+00	+0.54165E-06	
418	+0.13505E-09	+7.53538E+00	+0.54165E-06	
419	+0.11030E-09	+7.55242E+00	+0.54170E-06	
420	+0.01235E-09	+7.56578E+00	+0.54165E-06	
421	+0.15385E-09	+7.58188E+00	+0.54175E-06	
422	+0.37485E-09	+7.59793E+00	+0.54165E-06	
423	+0.25485E-09	+7.61382E+00	+0.54165E-06	
424	+0.25610E-09	+7.62981E+00	+0.54165E-06	
425	+0.25640E-09	+7.64720E+00	+0.54160E-06	
426	+0.25000E-09	+7.66337E+00	+0.54165E-06	
427	-0.01610E-09	+7.67777E+00	+0.54165E-06	
428	-0.13235E-09	+7.69393E+00	+0.54165E-06	
429	+0.01930E-09	+7.71943E+00	+0.54170E-06	
430	+0.18590E-09	+7.73520E+00	+0.54170E-06	
431	+0.08760E-09	+7.75239E+00	+0.54175E-06	
432	+0.04065E-09	+7.76958E+00	+0.54165E-06	
433	+0.38000E-09	+7.79799E+00	+0.54170E-06	
434	+0.26235E-09	+7.81381E+00	+0.54165E-06	
435	+0.24185E-09	+7.82990E+00	+0.54165E-06	
436	+0.26590E-09	+7.84723E+00	+0.54160E-06	
437	+0.25075E-09	+7.86337E+00	+0.54165E-06	
438	-0.02635E-09	+7.87781E+00	+0.54165E-06	
439	-0.12780E-09	+7.89380E+00	+0.54165E-06	
440	-0.01310E-09	+7.91122E+00	+0.54165E-06	
441	+0.14440E-09	+7.93540E+00	+0.54165E-06	
442	+0.09105E-09	+7.95230E+00	+0.54165E-06	
443	+0.03235E-09	+7.96955E+00	+0.54165E-06	
444	+0.37705E-09	+7.99799E+00	+0.54170E-06	
445	+0.26770E-09	+8.01390E+00	+0.54160E-06	
